event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS024,R32,03:03:00,,F,4,A511,"6-1,7-6(7),4-6,7-6(7)",I. Andreev,A. Seppi,,,RUS,ITA,6-1,7-6(7),4-6,7-6(7),,03:03:00,A,I. Andreev,A. Seppi,RUS,ITA,,,7.0,5.0,,,281,/en/stats/leaderboard?page=serve,3,14,59,82,140,76,62,82,55,32,58,60,6,10,21,257,/en/stats/leaderboard?page=serve,3,3,63,86,136,63,54,86,56,28,50,29,2,7,20,67,94,140,40,54,136,54,148,276,60,82,136,33,46,140,46,128,276,7.0,5.0,,,A511,SA93
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS025,R32,04:28:00,,F,5,H355,"7-5,7-5,1-6,6-7(3),10-8",T. Haas,M. Cilic,,,GER,CRO,7-5,7-5,1-6,6-7(3),10-8,04:28:00,A,T. Haas,M. Cilic,GER,CRO,,,,,,,257,/en/stats/leaderboard?page=serve,13,2,59,116,196,72,83,116,54,43,80,62,8,13,30,283,/en/stats/leaderboard?page=serve,11,28,60,114,191,79,90,114,47,36,77,45,5,11,31,64,126,196,34,65,191,49,191,387,66,126,191,36,70,196,51,196,387,3.0,7.0,,,H355,C977
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS026,R32,02:59:00,,F,4,SC56,"7-6(10),7-5,2-6,7-5",D. Sela,T. Robredo,,,ISR,ESP,7-6(10),7-5,2-6,7-5,,02:59:00,A,D. Sela,T. Robredo,ISR,ESP,,,,,,,250,/en/stats/leaderboard?page=serve,3,0,64,84,132,63,53,84,54,26,48,40,4,10,22,256,/en/stats/leaderboard?page=serve,5,10,60,78,131,72,56,78,47,25,53,33,3,9,22,60,79,132,38,50,131,49,129,263,62,81,131,40,53,132,51,134,263,,,10.0,8.0,SC56,R419
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS027,R32,01:59:00,,F,3,D643,"6-4,6-4,6-4",N. Djokovic,M. Fish,,,SRB,USA,6-4,6-4,6-4,,,01:59:00,A,N. Djokovic,M. Fish,SRB,USA,,,,,,,315,/en/stats/leaderboard?page=serve,1,8,63,51,81,75,38,51,77,23,30,0,0,1,15,251,/en/stats/leaderboard?page=serve,1,6,58,56,96,75,42,56,40,16,40,67,8,12,15,75,61,81,40,38,96,56,99,177,60,58,96,25,20,81,44,78,177,,,,,D643,F339
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS028,R32,02:18:00,,F,4,V306,"4-6,6-1,6-4,7-6(7)",F. Verdasco,A. Montanes,,,ESP,ESP,4-6,6-1,6-4,7-6(7),,02:18:00,A,F. Verdasco,A. Montanes,ESP,ESP,,,,,,,320,/en/stats/leaderboard?page=serve,5,16,76,87,114,82,71,87,56,15,27,80,4,5,20,276,/en/stats/leaderboard?page=serve,0,5,58,64,111,78,50,64,51,24,47,67,6,9,19,75,86,114,33,37,111,55,123,225,67,74,111,25,28,114,45,102,225,7.0,2.0,,,V306,M824
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS029,R32,02:45:00,,F,4,K336,"7-6(7),6-7(5),7-5,7-6(7)",I. Karlovic,J. Tsonga,,,CRO,FRA,7-6(7),6-7(5),7-5,7-6(7),,02:45:00,A,I. Karlovic,J. Tsonga,CRO,FRA,,,5.0,7.0,,,381,/en/stats/leaderboard?page=serve,2,47,78,102,130,90,92,102,68,19,28,0,0,0,24,334,/en/stats/leaderboard?page=serve,3,26,68,94,138,87,82,94,61,27,44,50,1,2,24,85,111,130,21,29,138,52,140,268,79,109,138,15,19,130,48,128,268,7.0,5.0,7.0,5.0,K336,T786
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS030,R32,01:57:00,,F,3,SA49,"7-6(9),6-4,6-4",R. Soderling,N. Almagro,,,SWE,ESP,7-6(9),6-4,6-4,,,01:57:00,A,R. Soderling,N. Almagro,SWE,ESP,,,,,,,326,/en/stats/leaderboard?page=serve,3,19,60,53,89,94,50,53,56,20,36,0,0,0,16,282,/en/stats/leaderboard?page=serve,3,20,48,53,110,83,44,53,47,27,57,67,4,6,16,79,70,89,35,39,110,55,109,199,65,71,110,21,19,89,45,90,199,,,9.0,7.0,SA49,A479
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS031,R32,02:31:00,,F,4,F324,"6-3,6-2,6-7(5),6-1",R. Federer,P. Kohlschreiber,,,SUI,GER,6-3,6-2,6-7(5),6-1,,02:31:00,A,R. Federer,P. Kohlschreiber,SUI,GER,,,,,5.0,7.0,298,/en/stats/leaderboard?page=serve,2,15,69,87,126,76,66,87,51,20,39,71,5,7,19,229,/en/stats/leaderboard?page=serve,4,5,64,81,126,62,50,81,44,20,45,68,15,22,17,68,86,126,44,56,126,56,142,252,56,70,126,32,40,126,44,110,252,,,,,F324,K435
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS032,R64,02:33:00,,F,3,H432,"6-3,7-5,7-5",L. Hewitt,J. del Potro,,,AUS,ARG,6-3,7-5,7-5,,,02:33:00,A,L. Hewitt,J. del Potro,AUS,ARG,,,,,,,291,/en/stats/leaderboard?page=serve,3,14,51,59,115,83,49,59,52,29,56,88,7,8,17,260,/en/stats/leaderboard?page=serve,4,10,59,55,93,73,40,55,47,18,38,56,5,9,16,68,78,115,38,35,93,54,113,208,62,58,93,32,37,115,46,95,208,,,,,H432,D683
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS033,R64,03:36:00,,F,5,P624,"4-6,7-6(15),3-6,7-6(7),6-0",P. Petzschner,M. Zverev,,,GER,GER,4-6,7-6(15),3-6,7-6(7),6-0,03:36:00,A,P. Petzschner,M. Zverev,GER,GER,,,15.0,13.0,,,268,/en/stats/leaderboard?page=serve,8,19,52,97,185,74,72,97,52,46,88,58,7,12,24,271,/en/stats/leaderboard?page=serve,1,9,65,101,156,75,76,101,47,26,55,0,0,6,25,64,118,185,35,54,156,50,172,341,65,102,156,36,67,185,50,169,341,7.0,5.0,,,P624,Z168
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS034,R64,02:46:00,,F,5,S694,"6-4,4-6,6-2,4-6,6-3",R. Stepanek,P. Starace,,,CZE,ITA,6-4,4-6,6-2,4-6,6-3,02:46:00,A,R. Stepanek,P. Starace,CZE,ITA,,,,,,,295,/en/stats/leaderboard?page=serve,4,15,69,90,131,78,70,90,54,22,41,20,1,5,24,255,/en/stats/leaderboard?page=serve,2,6,62,88,143,72,63,88,44,24,55,45,5,11,23,70,92,131,39,56,143,54,148,274,61,87,143,30,39,131,46,126,274,,,,,S694,S843
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS035,R64,01:37:00,,F,3,F401,"6-2,6-2,6-3",D. Ferrer,F. Fognini,,,ESP,ITA,6-2,6-2,6-3,,,01:37:00,A,D. Ferrer,F. Fognini,ESP,ITA,,,,,,,260,/en/stats/leaderboard?page=serve,3,3,59,43,73,72,31,43,53,16,30,50,3,6,13,175,/en/stats/leaderboard?page=serve,7,2,60,55,91,56,31,55,31,11,36,53,9,17,12,64,47,73,54,49,91,59,96,164,46,42,91,36,26,73,41,68,164,,,,,F401,F510
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS036,R64,01:39:00,,F,3,D402,"6-4,6-4,6-2",N. Davydenko,V. Crivoi,,,RUS,ROU,6-4,6-4,6-2,,,01:39:00,A,N. Davydenko,V. Crivoi,RUS,ROU,,,,,,,290,/en/stats/leaderboard?page=serve,3,7,62,50,81,84,42,50,48,15,31,75,3,4,14,240,/en/stats/leaderboard?page=serve,2,3,71,57,80,61,35,57,43,10,23,29,2,7,14,70,57,81,44,35,80,57,92,161,56,45,80,30,24,81,43,69,161,,,,,D402,C856
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS037,R64,01:57:00,,F,3,BA47,"6-2,6-4,6-4",T. Berdych,P. Mathieu,,,CZE,FRA,6-2,6-4,6-4,,,01:57:00,A,T. Berdych,P. Mathieu,CZE,FRA,,,,,,,327,/en/stats/leaderboard?page=serve,3,15,63,47,75,91,43,47,61,17,28,100,1,1,14,246,/en/stats/leaderboard?page=serve,3,14,56,62,111,71,44,62,37,18,49,75,12,16,14,80,60,75,44,49,111,59,109,186,56,62,111,20,15,75,41,77,186,,,,,BA47,M850
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS038,R64,02:18:00,,F,3,M762,"7-6(8),6-3,7-6(7)",J. Melzer,B. Becker,,,AUT,GER,7-6(8),6-3,7-6(7),,,02:18:00,A,J. Melzer,B. Becker,AUT,GER,,,,,7.0,1.0,289,/en/stats/leaderboard?page=serve,4,12,50,53,105,81,43,53,62,32,52,71,5,7,17,265,/en/stats/leaderboard?page=serve,1,8,59,66,111,71,47,66,47,21,45,77,10,13,16,71,75,105,39,43,111,55,118,216,61,68,111,29,30,105,45,98,216,,,8.0,6.0,M762,B896
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS039,R64,02:07:00,,F,4,R485,"6-4,6-2,3-6,6-2",A. Roddick,I. Kunitsyn,,,USA,RUS,6-4,6-2,3-6,6-2,,02:07:00,A,A. Roddick,I. Kunitsyn,USA,RUS,,,,,,,322,/en/stats/leaderboard?page=serve,5,18,70,60,86,83,50,60,62,16,26,50,1,2,17,257,/en/stats/leaderboard?page=serve,2,7,66,77,116,65,50,77,49,19,39,58,7,12,18,77,66,86,41,47,116,56,113,202,59,69,116,23,20,86,44,89,202,,,,,R485,K403
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS040,R64,01:29:00,,F,3,MC10,"6-2,7-5,6-3",A. Murray,E. Gulbis,,,GBR,LAT,6-2,7-5,6-3,,,01:29:00,A,A. Murray,E. Gulbis,GBR,LAT,,,,,,,339,/en/stats/leaderboard?page=serve,1,11,73,52,71,88,46,52,68,13,19,100,2,2,14,254,/en/stats/leaderboard?page=serve,2,15,70,64,92,69,44,64,36,10,28,29,2,7,15,83,59,71,41,38,92,60,97,163,59,54,92,17,12,71,40,66,163,,,,,MC10,G858
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS041,R64,03:03:00,,F,5,T840,"6-7(5),6-0,1-6,6-3,7-5",V. Troicki,D. Gimeno-Traver,,,SRB,ESP,6-7(5),6-0,1-6,6-3,7-5,03:03:00,A,V. Troicki,D. Gimeno-Traver,SRB,ESP,,,,,,,293,/en/stats/leaderboard?page=serve,10,24,63,95,150,75,71,95,55,30,55,75,9,12,23,246,/en/stats/leaderboard?page=serve,11,4,62,87,141,75,65,87,43,23,54,33,3,9,23,67,101,150,38,53,141,53,154,291,62,88,141,33,49,150,47,137,291,,,5.0,7.0,T840,G676
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS042,R64,01:25:00,,F,3,W367,"6-3,6-2,6-2",S. Wawrinka,M. Vassallo Arguello,,,SUI,ARG,6-3,6-2,6-2,,,01:25:00,A,S. Wawrinka,M. Vassallo Arguello,SUI,ARG,,,,,,,323,/en/stats/leaderboard?page=serve,3,10,57,38,67,87,33,38,72,21,29,100,3,3,13,234,/en/stats/leaderboard?page=serve,1,2,68,44,65,64,28,44,43,9,21,29,2,7,12,81,54,67,43,28,65,62,82,132,57,37,65,19,13,67,38,50,132,,,,,W367,V258
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS043,R64,02:38:00,,F,5,L799,"6-2,6-1,4-6,4-6,6-3",J. Levine,P. Cuevas,,,CAN,URU,6-2,6-1,4-6,4-6,6-3,02:38:00,A,J. Levine,P. Cuevas,CAN,URU,,,,,,,265,/en/stats/leaderboard?page=serve,5,6,60,84,140,73,61,84,50,28,56,43,3,7,22,242,/en/stats/leaderboard?page=serve,4,14,64,91,142,60,55,91,45,23,51,47,7,15,22,64,89,140,45,64,142,54,153,282,55,78,142,36,51,140,46,129,282,,,,,L799,C882
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS044,R64,02:21:00,,F,4,G415,"6-7(4),6-4,6-4,6-4",F. Gonzalez,L. Mayer,,,CHI,ARG,6-7(4),6-4,6-4,6-4,,02:21:00,A,F. Gonzalez,L. Mayer,CHI,ARG,,,,,,,319,/en/stats/leaderboard?page=serve,7,14,67,79,118,89,70,79,56,22,39,100,3,3,21,306,/en/stats/leaderboard?page=serve,1,11,64,70,109,83,58,70,64,25,39,25,1,4,21,78,92,118,24,26,109,52,118,227,76,83,109,22,26,118,48,109,227,,,4.0,7.0,G415,MD56
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS045,R64,02:42:00,,F,4,F316,"6-7(1),6-3,6-4,6-3",J. Ferrero,F. Santoro,,,ESP,FRA,6-7(1),6-3,6-4,6-3,,02:42:00,A,J. Ferrero,F. Santoro,ESP,FRA,,,,,,,300,/en/stats/leaderboard?page=serve,2,8,60,65,109,78,51,65,66,29,44,67,4,6,20,246,/en/stats/leaderboard?page=serve,3,7,61,86,140,67,58,86,44,24,54,68,13,19,20,73,80,109,41,58,140,55,138,249,59,82,140,27,29,109,45,111,249,,,1.0,7.0,F316,S424
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS046,R64,01:29:00,,F,3,H528,"6-2,6-3,6-1",V. Hanescu,N. Devilder,,,ROU,FRA,6-2,6-3,6-1,,,01:29:00,A,V. Hanescu,N. Devilder,ROU,FRA,,,,,,,312,/en/stats/leaderboard?page=serve,1,11,67,48,72,77,37,48,58,14,24,100,5,5,12,203,/en/stats/leaderboard?page=serve,7,4,55,41,75,54,22,41,47,16,34,45,5,11,12,71,51,72,49,37,75,60,88,147,51,38,75,29,21,72,40,59,147,,,,,H528,D469
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS047,R64,02:38:00,,F,4,SD32,"5-7,6-3,6-4,6-4",G. Simon,T. Alves,,,FRA,BRA,5-7,6-3,6-4,6-4,,02:38:00,A,G. Simon,T. Alves,FRA,BRA,,,,,,,296,/en/stats/leaderboard?page=serve,5,23,49,62,127,84,52,62,55,36,65,85,11,13,21,251,/en/stats/leaderboard?page=serve,7,5,50,70,140,79,55,70,44,31,70,71,10,14,20,69,88,127,39,54,140,53,142,267,61,86,140,31,39,127,47,125,267,,,,,SD32,A410
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS048,R64,03:50:00,,F,5,SA93,"7-5,6-4,6-7(3),5-7,6-4",A. Seppi,M. Gicquel,,,ITA,FRA,7-5,6-4,6-7(3),5-7,6-4,03:50:00,A,A. Seppi,M. Gicquel,ITA,FRA,,,,,3.0,7.0,270,/en/stats/leaderboard?page=serve,6,8,63,111,176,68,75,111,55,36,65,69,11,16,28,268,/en/stats/leaderboard?page=serve,6,21,65,123,190,73,90,123,40,27,67,59,10,17,28,63,111,176,38,73,190,50,184,366,62,117,190,37,65,176,50,182,366,,,,,SA93,G436
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS049,R64,01:42:00,,F,3,A511,"6-3,7-5,6-2",I. Andreev,V. Spadea,,,RUS,USA,6-3,7-5,6-2,,,01:42:00,A,I. Andreev,V. Spadea,RUS,USA,,,,,,,304,/en/stats/leaderboard?page=serve,1,6,68,53,78,75,40,53,64,16,25,75,3,4,14,223,/en/stats/leaderboard?page=serve,9,4,60,59,98,64,38,59,44,17,39,45,5,11,15,72,56,78,44,43,98,56,99,176,56,55,98,28,22,78,44,77,176,,,,,A511,S544
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS050,R64,00:30:00,,F,1,H355,4-3,T. Haas,M. Llodra,,,GER,FRA,4-3,,,,,00:30:00,A,T. Haas,M. Llodra,GER,FRA,,,,,,,292,/en/stats/leaderboard?page=serve,1,3,76,16,21,94,15,16,20,1,5,0,0,0,4,297,/en/stats/leaderboard?page=serve,0,2,63,12,19,75,9,12,57,4,7,0,0,0,3,76,16,21,32,6,19,55,22,40,68,13,19,24,5,21,45,18,40,,,,,H355,L428
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS051,R64,03:24:00,,F,5,C977,"4-6,7-6(7),6-3,6-7(4),6-4",M. Cilic,S. Querrey,,,CRO,USA,4-6,7-6(7),6-3,6-7(4),6-4,03:24:00,A,M. Cilic,S. Querrey,CRO,USA,,,7.0,3.0,,,282,/en/stats/leaderboard?page=serve,9,13,58,108,185,77,83,108,55,42,77,80,12,15,27,303,/en/stats/leaderboard?page=serve,3,24,69,107,154,78,83,107,51,24,47,43,3,7,26,68,125,185,31,47,154,51,172,339,69,107,154,32,60,185,49,167,339,4.0,7.0,,,C977,Q927
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS052,R64,03:30:00,,F,5,R419,"3-6,4-6,6-4,7-6(7),6-1",T. Robredo,S. Koubek,,,ESP,AUT,3-6,4-6,6-4,7-6(7),6-1,03:30:00,A,T. Robredo,S. Koubek,ESP,AUT,,,,,,,288,/en/stats/leaderboard?page=serve,4,11,62,88,143,77,68,88,56,31,55,63,5,8,23,259,/en/stats/leaderboard?page=serve,5,3,64,120,188,70,84,120,47,32,68,78,18,23,25,69,99,143,38,72,188,52,171,331,62,116,188,31,44,143,48,160,331,7.0,5.0,,,R419,K310
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS053,R64,02:04:00,,F,3,SC56,"7-6(7),6-3,6-2",D. Sela,R. Schuettler,,,ISR,GER,7-6(7),6-3,6-2,,,02:04:00,A,D. Sela,R. Schuettler,ISR,GER,,,,,,,287,/en/stats/leaderboard?page=serve,1,2,67,60,90,83,50,60,43,13,30,0,0,1,15,237,/en/stats/leaderboard?page=serve,7,3,63,68,108,57,39,68,50,20,40,60,6,10,14,70,63,90,45,49,108,57,112,198,55,59,108,30,27,90,43,86,198,,,7.0,3.0,SC56,S636
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS054,R64,02:30:00,,F,4,F339,"6-4,3-6,6-1,6-4",M. Fish,J. Tipsarevic,,,USA,SRB,6-4,3-6,6-1,6-4,,02:30:00,A,M. Fish,J. Tipsarevic,USA,SRB,,,,,,,289,/en/stats/leaderboard?page=serve,2,11,61,57,94,77,44,57,59,22,37,40,2,5,18,235,/en/stats/leaderboard?page=serve,3,8,53,62,117,60,37,62,51,28,55,54,7,13,18,70,66,94,44,52,117,56,118,211,56,65,117,30,28,94,44,93,211,,,,,F339,T742
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS055,R64,02:00:00,,F,3,D643,"7-5,6-1,6-4",N. Djokovic,S. Greul,,,SRB,GER,7-5,6-1,6-4,,,02:00:00,A,N. Djokovic,S. Greul,SRB,GER,,,,,,,261,/en/stats/leaderboard?page=serve,6,13,65,63,97,63,40,63,53,18,34,60,6,10,15,197,/en/stats/leaderboard?page=serve,2,0,61,53,87,49,26,53,47,16,34,47,7,15,14,60,58,97,52,45,87,56,103,184,48,42,87,40,39,97,44,81,184,,,,,D643,G511
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS056,R64,02:55:00,,F,4,V306,"7-6(7),6-7(3),7-6(7),6-4",F. Verdasco,K. Vliegen,,,ESP,BEL,7-6(7),6-7(3),7-6(7),6-4,,02:55:00,A,F. Verdasco,K. Vliegen,ESP,BEL,,,3.0,7.0,7.0,4.0,326,/en/stats/leaderboard?page=serve,7,20,66,92,140,78,72,92,69,33,48,0,0,0,23,316,/en/stats/leaderboard?page=serve,1,12,71,103,145,75,77,103,64,27,42,80,4,5,23,75,105,140,28,41,145,51,146,285,72,104,145,25,35,140,49,139,285,,,7.0,3.0,V306,V309
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS057,R64,02:47:00,,F,4,M824,"6-4,6-3,4-6,6-3",A. Montanes,G. Canas,,,ESP,ARG,6-4,6-3,4-6,6-3,,02:47:00,A,A. Montanes,G. Canas,ESP,ARG,,,,,,,264,/en/stats/leaderboard?page=serve,4,4,56,74,133,70,52,74,54,32,59,82,14,17,19,240,/en/stats/leaderboard?page=serve,3,4,50,53,105,77,41,53,44,23,52,40,4,10,19,63,84,133,39,41,105,53,125,238,61,64,105,37,49,133,47,113,238,,,,,M824,C433
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS058,R64,01:44:00,,F,3,K336,"7-5,6-3,6-4",I. Karlovic,S. Darcis,,,CRO,BEL,7-5,6-3,6-4,,,01:44:00,A,I. Karlovic,S. Darcis,CRO,BEL,,,,,,,356,/en/stats/leaderboard?page=serve,1,24,70,54,77,85,46,54,78,18,23,0,0,0,16,257,/en/stats/leaderboard?page=serve,8,3,62,59,95,78,46,59,42,15,36,70,7,10,15,83,64,77,36,34,95,57,98,172,64,61,95,17,13,77,43,74,172,,,,,K336,D632
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS060,R64,02:47:00,,F,4,SA49,"4-6,7-6(9),6-4,7-5",R. Soderling,M. Granollers,,,SWE,ESP,4-6,7-6(9),6-4,7-5,,02:47:00,A,R. Soderling,M. Granollers,SWE,ESP,,,9.0,7.0,,,304,/en/stats/leaderboard?page=serve,4,12,62,82,133,82,67,82,57,29,51,67,2,3,22,304,/en/stats/leaderboard?page=serve,7,23,61,79,130,82,65,79,55,28,51,60,3,5,22,72,96,133,28,37,130,51,133,263,72,93,130,28,37,133,49,130,263,,,,,SA49,G710
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS061,R64,03:04:00,,F,5,A479,"6-4,7-6(7),3-6,3-6,7-5",N. Almagro,K. Beck,,,ESP,SVK,6-4,7-6(7),3-6,3-6,7-5,03:04:00,A,N. Almagro,K. Beck,ESP,SVK,,,7.0,2.0,,,302,/en/stats/leaderboard?page=serve,5,28,52,77,148,77,59,77,62,44,71,70,7,10,26,305,/en/stats/leaderboard?page=serve,4,16,64,98,154,74,73,98,63,35,56,71,5,7,26,70,103,148,30,46,154,49,149,302,70,108,154,30,45,148,51,153,302,,,,,A479,B804
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS062,R64,02:56:00,,F,5,K435,"6-4,3-6,4-6,6-2,8-6",P. Kohlschreiber,I. Minar,,,GER,CZE,6-4,3-6,4-6,6-2,8-6,02:56:00,A,P. Kohlschreiber,I. Minar,GER,CZE,,,,,,,306,/en/stats/leaderboard?page=serve,1,10,68,95,140,81,77,95,56,25,45,60,3,5,25,281,/en/stats/leaderboard?page=serve,3,14,65,117,179,68,80,117,53,33,62,69,9,13,26,73,102,140,37,66,179,53,168,319,63,113,179,27,38,140,47,151,319,,,,,K435,MA41
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS063,R64,01:30:00,,F,3,F324,"6-2,6-2,6-4",R. Federer,G. Garcia-Lopez,,,SUI,ESP,6-2,6-2,6-4,,,01:30:00,A,R. Federer,G. Garcia-Lopez,SUI,ESP,,,,,,,313,/en/stats/leaderboard?page=serve,2,11,64,48,75,92,44,48,48,13,27,100,2,2,13,243,/en/stats/leaderboard?page=serve,6,3,74,55,74,64,35,55,47,9,19,29,2,7,13,76,57,75,41,30,74,58,87,149,59,44,74,24,18,75,42,62,149,,,,,F324,G476
540,2009,Wimbledon,GS,2009-06-22T00:00:00,2009-07-05T00:00:00,Grass,128,5616600,£,MS064,R128,01:37:00,,F,3,D683,"6-3,6-1,6-2",J. del Potro,A. Clement,,,ARG,FRA,6-3,6-1,6-2,,,01:37:00,A,J. del Potro,A. Clement,ARG,FRA,,,,,,,336,/en/stats/leaderboard?page=serve,0,10,69,41,59,85,35,41,72,13,18,0,0,0,12,195,/en/stats/leaderboard?page=serve,6,3,37,27,73,70,19,27,41,19,46,33,3,9,12,81,48,59,48,35,73,63,83,132,52,38,73,19,11,59,37,49,132,,,,,D683,C487
