event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS012,R16,01:17:00,,F,2,D214,"6-4,6-4",M. Damm,J. van Lottum,,,CZE,NED,6-4,6-4,,,,01:17:00,,,299,/en/stats/leaderboard?page=serve,1,9,66,39,59,85,33,39,50,10,20,,0,,10,246,/en/stats/leaderboard?page=serve,2,2,43,26,60,73,19,26,50,17,34,50,2,4,10,73,43,59,40,24,60,56,67,119,60,36,60,27,16,59,44,52,119,A,,,,,,M. Damm,J. van Lottum,D214,V201,CZE,NED,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS013,R16,01:06:00,,F,2,K237,"6-2,6-2",K. Kucera,K. Carlsen,,,SVK,DEN,6-2,6-2,,,,01:06:00,,,308,/en/stats/leaderboard?page=serve,2,2,70,31,44,74,23,31,77,10,13,,0,,8,189,/en/stats/leaderboard?page=serve,7,1,49,30,61,57,17,30,39,12,31,56,5,9,8,75,33,44,52,32,61,62,65,105,48,29,61,25,11,44,38,40,105,A,,,,,,K. Kucera,K. Carlsen,K237,C328,SVK,DEN,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS014,R16,00:56:00,,F,2,S381,"6-2,6-1",J. Siemerink,F. Dewulf,,,NED,BEL,6-2,6-1,,,,00:56:00,,,200,/en/stats/leaderboard?page=serve,3,3,58,25,43,92,23,25,50,9,18,0,0,,8,174,/en/stats/leaderboard?page=serve,10,2,39,22,57,55,12,22,46,16,35,56,5,9,7,74,32,43,51,29,57,61,61,100,49,28,57,26,11,43,39,39,100,A,,,,,,J. Siemerink,F. Dewulf,S381,D228,NED,BEL,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS015,R16,01:48:00,,F,3,C355,"2-6,6-3,7-6(7)",S. Campbell,P. Haarhuis,,,USA,NED,2-6,6-3,7-6(7),,,01:48:00,,,204,/en/stats/leaderboard?page=serve,4,1,52,49,95,59,29,49,43,20,46,46,6,13,15,219,/en/stats/leaderboard?page=serve,2,5,60,49,81,61,30,49,38,12,32,33,3,9,14,52,49,95,48,39,81,50,88,176,52,42,81,48,46,95,50,88,176,A,,7,1,,,S. Campbell,P. Haarhuis,C355,H223,USA,NED,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS016,R32,01:49:00,,F,3,R255,"6-3,4-6,6-4",P. Rafter,D. Vacek,,,AUS,CZE,6-3,4-6,6-4,,,01:49:00,,,304,/en/stats/leaderboard?page=serve,2,6,69,59,86,75,44,59,63,17,27,0,0,1,15,270,/en/stats/leaderboard?page=serve,4,3,59,57,97,72,41,57,55,22,40,67,4,6,14,71,61,86,35,34,97,52,95,183,65,63,97,29,25,86,48,88,183,A,,,,,,P. Rafter,D. Vacek,R255,V141,AUS,CZE,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS017,R32,00:49:00,,F,2,M475,"6-2,6-3",A. Medvedev,A. Calatrava,,,UKR,ESP,6-2,6-3,,,,00:49:00,,,231,/en/stats/leaderboard?page=serve,3,7,65,24,37,100,24,24,62,8,13,0,0,,8,206,/en/stats/leaderboard?page=serve,9,3,59,47,80,62,29,47,36,12,33,67,8,12,9,86,32,37,49,39,80,61,71,117,51,41,80,,0,,,0,,A,,,,,,A. Medvedev,A. Calatrava,M475,C361,UKR,ESP,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS018,R32,00:05:00,,F,2,S572,"6-0,6-1",S. Schalken,K. Alami,,,NED,MAR,6-0,6-1,,,,00:05:00,,,204,/en/stats/leaderboard?page=serve,4,4,46,17,37,88,15,17,70,14,20,0,0,,7,143,/en/stats/leaderboard?page=serve,4,2,57,24,42,50,12,24,22,4,18,44,4,9,6,78,29,37,62,26,42,70,55,79,38,16,42,22,8,37,30,24,79,A,,,,,,S. Schalken,K. Alami,S572,A203,NED,MAR,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS019,R32,01:26:00,,F,2,R186,"6-3,6-4",G. Raoux,T. Johansson,,,FRA,SWE,6-3,6-4,,,,01:26:00,,,274,/en/stats/leaderboard?page=serve,4,2,59,42,71,79,33,42,48,14,29,75,3,4,10,223,/en/stats/leaderboard?page=serve,6,5,42,29,69,76,22,29,40,16,40,57,4,7,9,66,47,71,45,31,69,56,78,140,55,38,69,34,24,71,44,62,140,A,,,,,,G. Raoux,T. Johansson,R186,J129,FRA,SWE,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS020,R32,01:56:00,,F,3,K214,"7-6(7),4-6,7-6(7)",R. Krajicek,R. Fromberg,,,NED,AUS,7-6(7),4-6,7-6(7),,,01:56:00,7,0,314,/en/stats/leaderboard?page=serve,3,12,69,69,100,80,55,69,68,21,31,33,1,3,17,292,/en/stats/leaderboard?page=serve,5,9,60,67,111,75,50,67,59,26,44,50,1,2,17,76,76,100,32,35,111,53,111,211,68,76,111,24,24,100,47,100,211,A,,7,5,,,R. Krajicek,R. Fromberg,K214,F164,NED,AUS,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS021,R32,01:35:00,,F,2,D198,"6-2,6-4",S. Dosedel,A. Pavel,,,CZE,ROU,6-2,6-4,,,,01:35:00,,,268,/en/stats/leaderboard?page=serve,2,4,60,44,73,70,31,44,48,14,29,80,4,5,9,218,/en/stats/leaderboard?page=serve,5,3,69,36,52,58,21,36,38,6,16,33,2,6,9,62,45,73,48,25,52,56,70,125,52,27,52,38,28,73,44,55,125,A,,,,,,S. Dosedel,A. Pavel,D198,P280,CZE,ROU,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS022,R32,01:03:00,,F,2,W254,"6-4,6-4",P. Wessels,J. Gambill,,,NED,USA,6-4,6-4,,,,01:03:00,,,301,/en/stats/leaderboard?page=serve,,14,72,42,58,74,31,42,81,13,16,,0,,10,265,/en/stats/leaderboard?page=serve,2,6,54,38,70,68,26,38,59,19,32,75,6,8,10,76,44,58,36,25,70,54,69,128,64,45,70,24,14,58,46,59,128,A,False,,,,,P. Wessels,J. Gambill,W254,G352,NED,USA,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS023,R32,01:52:00,,F,3,S559,"3-6,6-4,7-6(7)",D. van Scheppingen,G. Kuerten,,,NED,BRA,3-6,6-4,7-6(7),,,01:52:00,,,303,/en/stats/leaderboard?page=serve,6,5,68,62,91,77,48,62,66,19,29,67,2,3,15,277,/en/stats/leaderboard?page=serve,16,21,54,68,127,76,52,68,49,29,59,92,11,12,16,74,67,91,36,46,127,52,113,218,64,81,127,26,24,91,48,105,218,A,,7,2,,,D. van Scheppingen,G. Kuerten,S559,K293,NED,BRA,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS024,R32,01:45:00,,F,2,V201,"7-5,6-4",J. van Lottum,N. Kiefer,,,NED,GER,7-5,6-4,,,,01:45:00,,,276,/en/stats/leaderboard?page=serve,7,4,48,30,63,80,24,30,61,20,33,67,2,3,11,247,/en/stats/leaderboard?page=serve,3,2,57,36,63,67,24,36,52,14,27,25,1,4,11,70,44,63,40,25,63,55,69,126,60,38,63,30,19,63,45,57,126,A,,,,,,J. van Lottum,N. Kiefer,V201,K316,NED,GER,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS025,R32,01:28:00,,F,2,D214,"6-4,7-5",M. Damm,V. Spadea,,,CZE,USA,6-4,7-5,,,,01:28:00,,,266,/en/stats/leaderboard?page=serve,3,4,57,38,67,68,26,38,59,17,29,60,3,5,11,248,/en/stats/leaderboard?page=serve,2,0,75,59,79,47,28,59,65,13,20,33,2,6,11,64,43,67,48,38,79,55,81,146,52,41,79,36,24,67,45,65,146,A,,,,,,M. Damm,V. Spadea,D214,S544,CZE,USA,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS026,R32,01:46:00,,F,3,C328,"5-7,6-3,6-3",K. Carlsen,R. Sluiter,,,DEN,NED,5-7,6-3,6-3,,,01:46:00,,,270,/en/stats/leaderboard?page=serve,9,7,59,55,93,82,45,55,45,17,38,78,7,9,15,248,/en/stats/leaderboard?page=serve,8,3,65,54,83,63,34,54,52,15,29,20,1,5,15,67,62,93,41,34,83,55,96,176,59,49,83,33,31,93,45,80,176,A,,,,,,K. Carlsen,R. Sluiter,C328,S693,DEN,NED,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS027,R32,01:05:00,,F,2,K237,"6-3,6-2",K. Kucera,H. Dreekmann,,,SVK,GER,6-3,6-2,,,,01:05:00,,,266,/en/stats/leaderboard?page=serve,2,4,63,37,59,65,24,37,59,13,22,50,2,4,9,176,/en/stats/leaderboard?page=serve,7,0,51,32,63,66,21,32,29,9,31,58,7,12,8,63,37,59,52,33,63,57,70,122,48,30,63,37,22,59,43,52,122,A,,,,,,K. Kucera,H. Dreekmann,K237,D249,SVK,GER,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS028,R32,01:20:00,,F,2,S381,"6-3,7-5",J. Siemerink,M. Rosset,,,NED,SUI,6-3,7-5,,,,01:20:00,,,281,/en/stats/leaderboard?page=serve,3,7,65,45,69,80,36,45,42,10,24,75,3,4,11,222,/en/stats/leaderboard?page=serve,13,4,55,36,66,83,30,36,23,7,30,40,2,5,10,67,46,69,44,29,66,56,75,135,56,37,66,33,23,69,44,60,135,A,,,,,,J. Siemerink,M. Rosset,S381,R214,NED,SUI,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS029,R32,01:00:00,,F,2,D228,"7-6(7),6-3",F. Dewulf,J. Van Herck,,,BEL,BEL,7-6(7),6-3,,,,01:00:00,7,2,276,/en/stats/leaderboard?page=serve,10,7,61,45,74,80,36,45,48,14,29,80,4,5,11,292,/en/stats/leaderboard?page=serve,2,9,69,33,48,76,25,33,60,9,15,33,1,3,10,68,50,74,29,14,48,52,64,122,71,34,48,32,24,74,48,58,122,A,,,,,,F. Dewulf,J. Van Herck,D228,V167,BEL,BEL,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS030,R32,01:25:00,,F,3,H223,"6-3,3-6,6-3",P. Haarhuis,J. Knippschild,,,NED,GER,6-3,3-6,6-3,,,01:25:00,,,294,/en/stats/leaderboard?page=serve,4,5,54,40,74,85,34,40,62,21,34,50,1,2,14,256,/en/stats/leaderboard?page=serve,9,6,51,41,80,73,30,41,51,20,39,50,2,4,13,74,55,74,38,30,80,55,85,154,63,50,80,26,19,74,45,69,154,A,,,,,,P. Haarhuis,J. Knippschild,H223,K260,NED,GER,,
440,1998,'s-Hertogenbosch,WS,1998-06-15T00:00:00,1998-06-21T00:00:00,Grass,32,475000,$,MS031,R32,01:07:00,,F,2,C355,"7-5,6-2",S. Campbell,Y. Kafelnikov,,,USA,RUS,7-5,6-2,,,,01:07:00,,,296,/en/stats/leaderboard?page=serve,,8,65,37,57,73,27,37,60,12,20,67,2,3,10,215,/en/stats/leaderboard?page=serve,8,6,52,35,67,71,25,35,34,11,32,50,4,8,10,68,39,57,46,31,67,56,70,124,54,36,67,32,18,57,44,54,124,A,False,,,,,S. Campbell,Y. Kafelnikov,C355,K267,USA,RUS,,
