event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS001,F,02:35:00,,F,4,G182,"6-7(4),6-3,7-6(7),6-1",M. Gustafsson,R. Sluiter,,,SWE,NED,6-7(4),6-3,7-6(7),6-1,,02:35:00,4,7,7,5,311,/en/stats/leaderboard?page=serve,4,6,69,82,118,87,71,82,53,19,36,0,0,0,21,275,/en/stats/leaderboard?page=serve,2,4,58,70,121,66,46,70,65,33,51,50,3,6,19,76,90,118,35,42,121,55,132,239,65,79,121,24,28,118,45,107,239,A,,,M. Gustafsson,R. Sluiter,G182,S693,SWE,NED,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS002,SF,01:12:00,,F,2,G182,"6-4,6-4",M. Gustafsson,E. Kempes,,,SWE,NED,6-4,6-4,,,,01:12:00,,,,,306,/en/stats/leaderboard?page=serve,1,5,69,34,49,76,26,34,67,10,15,0,0,1,10,256,/en/stats/leaderboard?page=serve,0,3,65,41,63,63,26,41,55,12,22,50,3,6,10,73,36,49,40,25,63,54,61,112,60,38,63,27,13,49,46,51,112,A,,,M. Gustafsson,E. Kempes,G182,K317,SWE,NED,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS003,SF,01:25:00,,F,2,S693,"6-2,7-6(7)",R. Sluiter,N. Davydenko,,,NED,RUS,6-2,7-6(7),,,,01:25:00,,,,,268,/en/stats/leaderboard?page=serve,1,6,71,48,68,67,32,48,45,9,20,60,3,5,10,230,/en/stats/leaderboard?page=serve,1,0,69,42,61,55,23,42,47,9,19,60,6,10,10,60,41,68,48,29,61,54,70,129,52,32,61,40,27,68,46,59,129,A,7,5,R. Sluiter,N. Davydenko,S693,D402,NED,RUS,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS004,QF,02:20:00,,F,3,K317,"4-6,7-6(7),6-3",E. Kempes,C. Ruud,,,NED,NOR,4-6,7-6(7),6-3,,,02:20:00,,,,,295,/en/stats/leaderboard?page=serve,1,4,74,73,98,68,50,73,64,16,25,78,7,9,15,259,/en/stats/leaderboard?page=serve,3,7,58,68,117,71,48,68,45,22,49,63,5,8,16,67,66,98,40,47,117,53,113,215,60,70,117,33,32,98,47,102,215,A,7,5,E. Kempes,C. Ruud,K317,R219,NED,NOR,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS005,QF,01:46:00,,F,3,G182,"6-3,3-6,6-1",M. Gustafsson,N. Massu,,,SWE,CHI,6-3,3-6,6-1,,,01:46:00,,,,,302,/en/stats/leaderboard?page=serve,2,3,73,58,79,74,43,58,62,13,21,83,5,6,13,258,/en/stats/leaderboard?page=serve,1,3,61,46,75,65,30,46,55,16,29,50,3,6,12,71,56,79,39,29,75,55,85,154,61,46,75,29,23,79,45,69,154,A,,,M. Gustafsson,N. Massu,G182,M655,SWE,CHI,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS006,QF,01:29:00,,F,2,S693,"7-6(7),6-4",R. Sluiter,A. Calatrava,,,NED,ESP,7-6(7),6-4,,,,01:29:00,7,4,,,307,/en/stats/leaderboard?page=serve,1,8,58,38,65,74,28,38,78,21,27,0,0,1,11,264,/en/stats/leaderboard?page=serve,0,5,58,46,79,78,36,46,42,14,33,78,7,9,11,75,49,65,37,29,79,54,78,144,63,50,79,25,16,65,46,66,144,A,,,R. Sluiter,A. Calatrava,S693,C361,NED,ESP,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS007,QF,01:51:00,,F,3,D402,"6-2,1-6,6-4",N. Davydenko,T. Behrend,,,RUS,GER,6-2,1-6,6-4,,,01:51:00,,,,,214,/en/stats/leaderboard?page=serve,2,1,72,63,87,51,32,63,46,11,24,36,4,11,13,191,/en/stats/leaderboard?page=serve,1,2,57,43,75,58,25,43,34,11,32,30,3,10,12,49,43,87,52,39,75,51,82,162,48,36,75,51,44,87,49,80,162,A,,,N. Davydenko,T. Behrend,D402,B545,RUS,GER,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS008,R16,01:20:00,,F,2,R219,"6-4,6-3",C. Ruud,F. Browne,,,NOR,ARG,6-4,6-3,,,,01:20:00,,,,,296,/en/stats/leaderboard?page=serve,0,1,63,33,52,70,23,33,74,14,19,67,2,3,9,225,/en/stats/leaderboard?page=serve,2,2,66,43,65,58,25,43,41,9,22,43,3,7,10,71,37,52,48,31,65,58,68,117,52,34,65,29,15,52,42,49,117,A,,,C. Ruud,F. Browne,R219,B516,NOR,ARG,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS009,R16,01:02:00,,F,2,K317,"6-2,6-2",E. Kempes,A. Voinea,,,NED,ROU,6-2,6-2,,,,01:02:00,,,,,303,/en/stats/leaderboard?page=serve,0,0,57,26,46,81,21,26,65,13,20,100,1,1,8,213,/en/stats/leaderboard?page=serve,2,1,65,31,48,52,16,31,47,8,17,50,4,8,8,74,34,46,50,24,48,62,58,94,50,24,48,26,12,46,38,36,94,A,,,E. Kempes,A. Voinea,K317,V166,NED,ROU,,
317,2000,Amsterdam,WS,2000-07-17T00:00:00,2000-07-23T00:00:00,Clay,32,375000,$,MS010,R16,01:23:00,,F,2,G182,"6-3,7-6(7)",M. Gustafsson,D. van Scheppingen,,,SWE,NED,6-3,7-6(7),,,,01:23:00,,,,,298,/en/stats/leaderboard?page=serve,1,5,62,40,65,78,31,40,64,16,25,67,2,3,11,260,/en/stats/leaderboard?page=serve,2,3,64,43,67,77,33,43,38,9,24,33,1,3,10,72,47,65,37,25,67,55,72,132,63,42,67,28,18,65,45,60,132,A,7,5,M. Gustafsson,D. van Scheppingen,G182,S559,SWE,NED,,
