event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS001,F,04:54:00,,F,5,MC10,"7-6(12),7-5,2-6,3-6,6-2",A. Murray,N. Djokovic,,,GBR,SRB,7-6(12),7-5,2-6,3-6,6-2,04:54:00,A,A. Murray,N. Djokovic,GBR,SRB,,,241,/en/stats/leaderboard?page=serve,4,5,66,99,150,63,62,99,47,24,51,50,9,18,25,235,/en/stats/leaderboard?page=serve,5,7,62,103,165,63,65,103,42,26,62,53,9,17,24,57,86,150,45,74,165,51,160,315,55,91,165,43,64,150,49,155,315,12,10,04:54:00,04:54:00,,,,,,,,,MC10,D643
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS002,SF,03:58:00,,F,4,MC10,"5-7,6-2,6-1,7-6(9)",A. Murray,T. Berdych,,,GBR,CZE,5-7,6-2,6-1,7-6(9),,03:58:00,A,A. Murray,T. Berdych,GBR,CZE,,,290,/en/stats/leaderboard?page=serve,3,5,74,85,115,73,62,85,57,17,30,50,3,6,19,235,/en/stats/leaderboard?page=serve,6,6,61,97,158,60,58,97,49,30,61,68,15,22,20,69,79,115,44,70,158,55,149,273,56,88,158,31,36,115,45,124,273,,,03:58:00,03:58:00,9,7,,,,,,,MC10,BA47
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS003,SF,02:32:00,,F,4,D643,"2-6,6-1,6-4,6-2",N. Djokovic,D. Ferrer,,,SRB,ESP,2-6,6-1,6-4,6-2,,02:32:00,A,N. Djokovic,D. Ferrer,SRB,ESP,,,278,/en/stats/leaderboard?page=serve,1,7,59,60,101,72,43,60,59,24,41,57,4,7,17,231,/en/stats/leaderboard?page=serve,3,2,60,55,92,64,35,55,46,17,37,33,3,9,16,66,67,101,43,40,92,55,107,193,57,52,92,34,34,101,45,86,193,,,02:32:00,02:32:00,,,,,,,,,D643,F401
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS004,QF,02:42:00,,F,4,BA47,"7-6(7),6-4,3-6,6-3",T. Berdych,R. Federer,,,CZE,SUI,7-6(7),6-4,3-6,6-3,,02:42:00,A,T. Berdych,R. Federer,CZE,SUI,,,281,/en/stats/leaderboard?page=serve,3,14,59,65,110,80,52,65,51,23,45,33,2,6,20,258,/en/stats/leaderboard?page=serve,3,7,63,73,115,71,52,73,45,19,42,55,6,11,20,68,75,110,38,44,115,53,119,225,62,71,115,32,35,110,47,106,225,7,1,02:42:00,02:42:00,,,,,,,,,BA47,F324
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS005,QF,03:00:00,,F,4,MC10,"3-6,7-6(7),6-2,6-0",A. Murray,M. Cilic,,,GBR,CRO,3-6,7-6(7),6-2,6-0,,03:00:00,A,A. Murray,M. Cilic,GBR,CRO,,,257,/en/stats/leaderboard?page=serve,4,11,55,61,110,70,43,61,49,24,49,56,5,9,17,207,/en/stats/leaderboard?page=serve,6,3,52,62,119,68,42,62,35,20,57,58,11,19,18,61,67,110,48,57,119,54,124,229,52,62,119,39,43,110,46,105,229,,,03:00:00,03:00:00,,,7,4,,,,,MC10,C977
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS006,QF,04:31:00,,F,5,F401,"6-3,6-7(5),2-6,6-3,7-6(7)",D. Ferrer,J. Tipsarevic,,,ESP,SRB,6-3,6-7(5),2-6,6-3,7-6(7),04:31:00,A,D. Ferrer,J. Tipsarevic,ESP,SRB,,,293,/en/stats/leaderboard?page=serve,6,15,63,105,168,70,73,105,67,42,63,43,3,7,26,279,/en/stats/leaderboard?page=serve,0,10,58,95,164,67,64,95,61,42,69,73,11,15,24,68,115,168,35,58,164,52,173,332,65,106,164,32,53,168,48,159,332,,,04:31:00,04:31:00,,,5,7,7,4,,,F401,T742
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS007,QF,03:06:00,,F,3,D643,"6-2,7-6(7),6-4",N. Djokovic,J. del Potro,,,SRB,ARG,6-2,7-6(7),6-4,,,03:06:00,A,N. Djokovic,J. del Potro,SRB,ARG,,,294,/en/stats/leaderboard?page=serve,2,7,57,50,88,84,42,50,55,21,38,67,2,3,15,253,/en/stats/leaderboard?page=serve,3,8,66,78,119,65,51,78,44,18,41,69,9,13,15,72,63,88,42,50,119,55,113,207,58,69,119,28,25,88,45,94,207,,,03:06:00,03:06:00,,,7,3,,,,,D643,D683
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS009,R16,02:00:00,,F,3,BA47,"7-6(7),6-4,6-1",T. Berdych,N. Almagro,,,CZE,ESP,7-6(7),6-4,6-1,,,02:00:00,A,T. Berdych,N. Almagro,CZE,ESP,,,329,/en/stats/leaderboard?page=serve,0,17,61,49,80,90,44,49,61,19,31,100,2,2,14,247,/en/stats/leaderboard?page=serve,5,9,45,43,96,74,32,43,51,27,53,56,5,9,15,79,63,80,39,37,96,57,100,176,61,59,96,21,17,80,43,76,176,7,4,02:00:00,02:00:00,,,,,,,,,BA47,A479
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS010,R16,02:00:00,,F,3,MC10,"6-4,6-4,6-2",A. Murray,M. Raonic,,,GBR,CAN,6-4,6-4,6-2,,,02:00:00,A,A. Murray,M. Raonic,GBR,CAN,,,319,/en/stats/leaderboard?page=serve,1,9,64,48,75,88,42,48,59,16,27,0,0,0,14,250,/en/stats/leaderboard?page=serve,6,14,70,61,87,70,43,61,31,8,26,67,8,12,14,77,58,75,41,36,87,58,94,162,59,51,87,23,17,75,42,68,162,,,02:00:00,02:00:00,,,,,,,,,MC10,R975
560,2012,US Open,GS,2012-08-27T00:00:00,2012-09-09T00:00:00,Hard,128,11777000,$,MS011,R16,02:03:00,,F,3,C977,"7-5,6-4,6-0",M. Cilic,M. Klizan,,,CRO,SVK,7-5,6-4,6-0,,,02:03:00,A,M. Cilic,M. Klizan,CRO,SVK,,,273,/en/stats/leaderboard?page=serve,2,7,57,48,84,73,35,48,53,19,36,71,5,7,14,212,/en/stats/leaderboard?page=serve,3,5,55,46,83,59,27,46,46,17,37,30,3,10,14,64,54,84,47,39,83,56,93,167,53,44,83,36,30,84,44,74,167,,,02:03:00,02:03:00,,,,,,,,,C977,K966
