event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,player_id_winner,player_id_loser
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS011,R16,01:26:00,,F,2,D362,"7-6(7),6-2",T. Dent,T. Haas,,,USA,GER,7-6(7),6-2,,,,01:26:00,263,/en/stats/leaderboard?page=serve,5,5,64,45,70,71,32,45,48,12,25,67,4,6,10,215,/en/stats/leaderboard?page=serve,7,3,48,34,71,68,23,34,43,16,37,56,5,9,10,63,44,70,45,32,71,54,76,141,55,39,71,37,26,70,46,65,141,A,,,7,3,,,T. Dent,T. Haas,USA,GER,,,D362,H355
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS012,R16,01:11:00,,F,2,H390,"7-5,6-4",L. Horna,A. Pavel,,,PER,ROU,7-5,6-4,,,,01:11:00,329,/en/stats/leaderboard?page=serve,3,13,83,54,65,81,44,54,55,6,11,100,2,2,11,270,/en/stats/leaderboard?page=serve,1,12,57,35,61,83,29,35,38,10,26,0,0,2,11,77,50,65,36,22,61,57,72,126,64,39,61,23,15,65,43,54,126,A,,,,,,,L. Horna,A. Pavel,PER,ROU,,,H390,P280
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS013,R16,00:59:00,,F,2,S741,"6-3,6-3",M. Safin,S. Koubek,,,RUS,AUT,6-3,6-3,,,,00:59:00,318,/en/stats/leaderboard?page=serve,2,13,58,28,48,89,25,28,60,12,20,100,3,3,9,234,/en/stats/leaderboard?page=serve,4,2,62,36,58,67,24,36,41,9,22,50,3,6,9,77,37,48,43,25,58,58,62,106,57,33,58,23,11,48,42,44,106,A,,,,,,,M. Safin,S. Koubek,RUS,AUT,,,S741,K310
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS014,R16,01:57:00,,F,3,R419,"2-6,6-4,6-3",T. Robredo,F. Verdasco,,,ESP,ESP,2-6,6-4,6-3,,,01:57:00,274,/en/stats/leaderboard?page=serve,3,5,64,52,81,79,41,52,45,13,29,75,6,8,13,274,/en/stats/leaderboard?page=serve,3,7,64,58,90,62,36,58,66,21,32,79,11,14,14,67,54,81,37,33,90,51,87,171,63,57,90,33,27,81,49,84,171,A,,,,,,,T. Robredo,F. Verdasco,ESP,ESP,,,R419,V306
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS015,R16,00:59:00,,F,2,A092,"6-1,6-3",A. Agassi,V. Spadea,,,USA,USA,6-1,6-3,,,,00:59:00,302,/en/stats/leaderboard?page=serve,4,7,56,28,50,79,22,28,64,14,22,100,6,6,8,210,/en/stats/leaderboard?page=serve,2,7,46,23,50,65,15,23,44,12,27,56,5,9,8,72,36,50,46,23,50,59,59,100,54,27,50,28,14,50,41,41,100,A,,,,,,,A. Agassi,V. Spadea,USA,USA,,,A092,S544
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS016,R32,01:25:00,,F,2,H336,"6-4,6-2",T. Henman,A. Costa,,,GBR,ESP,6-4,6-2,,,,01:25:00,261,/en/stats/leaderboard?page=serve,4,12,61,38,62,82,31,38,33,8,24,78,7,9,9,205,/en/stats/leaderboard?page=serve,2,4,60,34,57,56,19,34,43,10,23,50,5,10,9,63,39,62,49,28,57,56,67,119,51,29,57,37,23,62,44,52,119,A,,,,,,,T. Henman,A. Costa,GBR,ESP,,,H336,C378
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS017,R32,00:55:00,,F,2,L360,"6-3,6-0",I. Ljubicic,R. Schuettler,,,CRO,GER,6-3,6-0,,,,00:55:00,309,/en/stats/leaderboard?page=serve,1,7,75,38,51,74,28,38,54,7,13,100,1,1,8,198,/en/stats/leaderboard?page=serve,1,2,44,20,45,75,15,20,36,9,25,33,2,6,7,69,35,51,47,21,45,58,56,96,53,24,45,31,16,51,42,40,96,A,,,,,,,I. Ljubicic,R. Schuettler,CRO,GER,,,L360,S636
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS018,R32,01:40:00,,F,2,D272,"7-6(7),6-3",A. Dupuis,J. Chela,,,FRA,ARG,7-6(7),6-3,,,,01:40:00,269,/en/stats/leaderboard?page=serve,1,6,63,47,75,77,36,47,43,12,28,33,1,3,11,233,/en/stats/leaderboard?page=serve,5,4,64,49,76,63,31,49,37,10,27,50,3,6,10,64,48,75,46,35,76,55,83,151,54,41,76,36,27,75,45,68,151,A,,,7,4,,,A. Dupuis,J. Chela,FRA,ARG,,,D272,C514
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS019,R32,01:52:00,,F,2,J194,"7-6(7),7-5",J. Johansson,G. Canas,,,SWE,ARG,7-6(7),7-5,,,,01:52:00,338,/en/stats/leaderboard?page=serve,5,23,58,36,62,97,35,36,65,17,26,0,0,0,12,275,/en/stats/leaderboard?page=serve,3,3,58,48,83,77,37,48,49,17,35,86,6,7,12,84,52,62,35,29,83,56,81,145,65,54,83,16,10,62,44,64,145,A,,,7,3,,,J. Johansson,G. Canas,SWE,ARG,,,J194,C433
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS020,R32,01:29:00,,F,2,N301,"7-6(7),6-3",D. Nalbandian,R. Soderling,,,ARG,SWE,7-6(7),6-3,,,,01:29:00,283,/en/stats/leaderboard?page=serve,4,5,57,41,72,80,33,41,55,17,31,80,4,5,11,267,/en/stats/leaderboard?page=serve,4,7,58,36,62,64,23,36,62,16,26,33,1,3,10,69,50,72,37,23,62,54,73,134,63,39,62,31,22,72,46,61,134,A,,,7,5,,,D. Nalbandian,R. Soderling,ARG,SWE,,,N301,SA49
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS021,R32,01:42:00,,F,2,S675,"7-6(7),6-3",P. Srichaphan,A. Corretja,,,THA,ESP,7-6(7),6-3,,,,01:42:00,284,/en/stats/leaderboard?page=serve,2,10,50,36,72,83,30,36,53,19,36,50,1,2,11,260,/en/stats/leaderboard?page=serve,1,8,62,48,77,73,35,48,38,11,29,78,7,9,10,68,49,72,40,31,77,54,80,149,60,46,77,32,23,72,46,69,149,A,,,7,5,,,P. Srichaphan,A. Corretja,THA,ESP,,,S675,C344
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS022,R32,00:54:00,,F,2,H355,"6-1,6-4",T. Haas,J. Novak,,,GER,CZE,6-1,6-4,,,,00:54:00,322,/en/stats/leaderboard?page=serve,1,13,54,26,48,88,23,26,68,15,22,100,2,2,9,228,/en/stats/leaderboard?page=serve,0,1,60,33,55,55,18,33,50,11,22,50,3,6,8,79,38,48,47,26,55,62,64,103,53,29,55,21,10,48,38,39,103,A,,,,,,,T. Haas,J. Novak,GER,CZE,,,H355,N254
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS023,R32,02:08:00,,F,3,D362,"6-3,3-6,6-3",T. Dent,N. Massu,,,USA,CHI,6-3,3-6,6-3,,,02:08:00,278,/en/stats/leaderboard?page=serve,7,5,65,56,86,77,43,56,53,16,30,60,3,5,14,264,/en/stats/leaderboard?page=serve,1,5,65,62,96,60,37,62,59,20,34,75,9,12,13,69,59,86,41,39,96,54,98,182,59,57,96,31,27,86,46,84,182,A,,,,,,,T. Dent,N. Massu,USA,CHI,,,D362,M655
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS024,R32,01:19:00,,F,2,H390,"6-3,6-1",L. Horna,J. Ferrero,,,PER,ESP,6-3,6-1,,,,01:19:00,296,/en/stats/leaderboard?page=serve,2,2,62,33,53,79,26,33,55,11,20,100,3,3,8,198,/en/stats/leaderboard?page=serve,6,2,43,27,63,67,18,27,42,15,36,60,6,10,8,70,37,53,48,30,63,58,67,116,52,33,63,30,16,53,42,49,116,A,,,,,,,L. Horna,J. Ferrero,PER,ESP,,,H390,F316
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS025,R32,01:50:00,,F,3,P280,"6-1,3-6,7-6(7)",A. Pavel,M. Fish,,,ROU,USA,6-1,3-6,7-6(7),,,01:50:00,272,/en/stats/leaderboard?page=serve,3,9,57,54,94,74,40,54,50,20,40,75,6,8,14,254,/en/stats/leaderboard?page=serve,5,11,55,48,88,77,37,48,38,15,40,50,3,6,14,64,60,94,41,36,88,53,96,182,59,52,88,36,34,94,47,86,182,A,,,,,7,2,A. Pavel,M. Fish,ROU,USA,,,P280,F339
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS026,R32,02:20:00,,F,3,K310,"6-1,3-6,7-6(7)",S. Koubek,F. Gonzalez,,,AUT,CHI,6-1,3-6,7-6(7),,,02:20:00,256,/en/stats/leaderboard?page=serve,8,6,52,63,122,70,44,63,51,30,59,88,14,16,14,248,/en/stats/leaderboard?page=serve,10,9,64,65,102,77,50,65,30,11,37,57,4,7,14,61,74,122,40,41,102,51,115,224,60,61,102,39,48,122,49,109,224,A,,,,,7,5,S. Koubek,F. Gonzalez,AUT,CHI,,,K310,G415
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS027,R32,02:16:00,,F,3,S741,"7-5,6-7(5),6-3",M. Safin,F. Lopez,,,RUS,ESP,7-5,6-7(5),6-3,,,02:16:00,296,/en/stats/leaderboard?page=serve,3,17,53,51,97,82,42,51,65,30,46,50,3,6,17,287,/en/stats/leaderboard?page=serve,4,16,56,58,104,72,42,58,54,25,46,0,0,1,16,74,72,97,36,37,104,54,109,201,64,67,104,26,25,97,46,92,201,A,5,7,,,,,M. Safin,F. Lopez,RUS,ESP,,,S741,L397
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS028,R32,01:40:00,,F,3,R419,"6-4,3-6,6-3",T. Robredo,R. Ginepri,,,ESP,USA,6-4,3-6,6-3,,,01:40:00,288,/en/stats/leaderboard?page=serve,6,8,53,42,80,86,36,42,55,21,38,50,1,2,14,281,/en/stats/leaderboard?page=serve,2,1,65,55,85,65,36,55,67,20,30,60,3,5,14,71,57,80,34,29,85,52,86,165,66,56,85,29,23,80,48,79,165,A,,,,,,,T. Robredo,R. Ginepri,ESP,USA,,,R419,G569
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS029,R32,01:40:00,,F,2,V306,"6-4,7-6(7)",F. Verdasco,D. Hrbaty,,,ESP,SVK,6-4,7-6(7),,,,01:40:00,276,/en/stats/leaderboard?page=serve,4,9,50,42,84,86,36,42,45,19,42,86,6,7,11,253,/en/stats/leaderboard?page=serve,5,3,54,39,72,72,28,39,48,16,33,50,2,4,11,65,55,84,39,28,72,53,83,156,61,44,72,35,29,84,47,73,156,A,7,4,,,,,F. Verdasco,D. Hrbaty,ESP,SVK,,,V306,H377
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS030,R32,02:31:00,,F,3,S544,"6-4,4-6,6-3",V. Spadea,R. Nadal,,,USA,ESP,6-4,4-6,6-3,,,02:31:00,243,/en/stats/leaderboard?page=serve,4,1,50,44,88,68,30,44,55,24,44,43,3,7,15,234,/en/stats/leaderboard?page=serve,4,0,73,74,102,62,46,74,39,11,28,69,11,16,14,61,54,88,44,45,102,52,99,190,56,57,102,39,34,88,48,91,190,A,,,,,,,V. Spadea,R. Nadal,USA,ESP,,,S544,N409
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS031,R32,01:28:00,,F,2,A092,"7-6(7),6-3",A. Agassi,M. Mirnyi,,,USA,BLR,7-6(7),6-3,,,,01:28:00,296,/en/stats/leaderboard?page=serve,1,10,52,40,77,73,29,40,62,23,37,100,5,5,10,282,/en/stats/leaderboard?page=serve,6,11,62,37,60,86,32,37,48,11,23,50,2,4,11,68,52,77,28,17,60,50,69,137,72,43,60,32,25,77,50,68,137,A,,,7,5,,,A. Agassi,M. Mirnyi,USA,BLR,,,A092,M595
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS033,R64,02:41:00,,F,3,C378,"6-2,5-7,7-5",A. Costa,I. Labadze,,,ESP,GEO,6-2,5-7,7-5,,,02:41:00,282,/en/stats/leaderboard?page=serve,1,8,59,58,99,78,45,58,51,21,41,80,8,10,16,236,/en/stats/leaderboard?page=serve,13,5,54,64,118,63,40,64,52,28,54,76,13,17,16,67,66,99,42,50,118,53,116,217,58,68,118,33,33,99,47,101,217,A,,,,,,,A. Costa,I. Labadze,ESP,GEO,,,C378,L439
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS034,R64,01:16:00,,F,2,L360,"6-4,6-4",I. Ljubicic,T. Berdych,,,CRO,CZE,6-4,6-4,,,,01:16:00,308,/en/stats/leaderboard?page=serve,3,10,53,29,55,90,26,29,58,15,26,100,1,1,10,259,/en/stats/leaderboard?page=serve,4,6,50,29,58,72,21,29,55,16,29,67,4,6,10,75,41,55,36,21,58,55,62,113,64,37,58,25,14,55,45,51,113,A,,,,,,,I. Ljubicic,T. Berdych,CRO,CZE,,,L360,BA47
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS037,R64,01:12:00,,F,2,D272,"6-4,6-4",A. Dupuis,A. Calleri,,,FRA,ARG,6-4,6-4,,,,01:12:00,340,/en/stats/leaderboard?page=serve,0,9,65,32,49,84,27,32,82,14,17,0,0,0,10,256,/en/stats/leaderboard?page=serve,5,5,43,28,65,82,23,28,51,19,37,50,2,4,10,84,41,49,35,23,65,56,64,114,65,42,65,16,8,49,44,50,114,A,,,,,,,A. Dupuis,A. Calleri,FRA,ARG,,,D272,C478
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS038,R64,02:27:00,,F,3,C433,"5-7,7-5,6-1",G. Canas,K. Vliegen,,,ARG,BEL,5-7,7-5,6-1,,,02:27:00,252,/en/stats/leaderboard?page=serve,7,6,50,44,88,73,32,44,55,24,44,33,2,6,16,225,/en/stats/leaderboard?page=serve,3,9,50,53,107,66,35,53,43,23,54,40,4,10,15,64,56,88,46,49,107,54,105,195,54,58,107,36,32,88,46,90,195,A,,,,,,,G. Canas,K. Vliegen,ARG,BEL,,,C433,V309
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS041,R64,01:19:00,,F,2,SA49,"6-3,7-6(7)",R. Soderling,F. Mayer,,,SWE,GER,6-3,7-6(7),,,,01:19:00,294,/en/stats/leaderboard?page=serve,1,8,59,57,96,79,45,57,49,19,39,100,5,5,11,296,/en/stats/leaderboard?page=serve,1,4,65,37,57,73,27,37,65,13,20,67,2,3,10,67,64,96,30,17,57,53,81,153,70,40,57,33,32,96,47,72,153,A,7,2,,,,,R. Soderling,F. Mayer,SWE,GER,,,SA49,MB02
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS042,R64,01:12:00,,F,2,C344,"7-5,6-1",A. Corretja,D. Ferrer,,,ESP,ESP,7-5,6-1,,,,01:12:00,314,/en/stats/leaderboard?page=serve,2,5,49,25,51,100,25,25,62,16,26,100,1,1,10,224,/en/stats/leaderboard?page=serve,6,4,55,34,62,76,26,34,29,8,28,40,2,5,9,80,41,51,45,28,62,61,69,113,55,34,62,20,10,51,39,44,113,A,,,,,,,A. Corretja,D. Ferrer,ESP,ESP,,,C344,F401
