event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS040,R64,01:32:00,,F,3,TE51,"6-3,6-0,6-2",S. Tsitsipas,R. Hijikata,,,GRE,AUS,6-3,6-0,6-2,,,01:32:00,A,S. Tsitsipas,R. Hijikata,GRE,AUS,,,317,/en/stats/leaderboard?page=serve,1,6,66,47,71,79,37,47,67,16,24,100,5,5,12,204,/en/stats/leaderboard?page=serve,0,3,61,34,56,50,17,34,45,10,22,33,3,9,11,75,53,71,52,29,56,65,82,127,48,27,56,25,18,71,35,45,127,,,,,01:32:00,01:32:00,,,,,,,TE51,H0BH
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS041,R64,02:04:00,,F,3,GJ37,"6-4,6-4,6-4",T. Griekspoor,B. van de Zandschulp,,,NED,NED,6-4,6-4,6-4,,,02:04:00,A,T. Griekspoor,B. van de Zandschulp,NED,NED,,,302,/en/stats/leaderboard?page=serve,2,9,72,69,96,74,51,69,56,15,27,75,3,4,15,262,/en/stats/leaderboard?page=serve,2,8,64,55,86,64,35,55,55,17,31,20,1,5,15,69,66,96,40,34,86,55,100,182,60,52,86,31,30,96,45,82,182,,,,,02:04:00,02:04:00,,,,,,,GJ37,V812
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS042,R64,03:05:00,,F,4,F724,"6-2,6-3,5-7,6-4",M. Fucsovics,L. Harris,,,HUN,RSA,6-2,6-3,5-7,6-4,,03:05:00,A,M. Fucsovics,L. Harris,HUN,RSA,,,295,/en/stats/leaderboard?page=serve,2,3,65,79,122,78,62,79,56,24,43,89,8,9,20,256,/en/stats/leaderboard?page=serve,2,5,58,71,122,62,44,71,55,28,51,64,7,11,19,70,86,122,41,50,122,56,136,244,59,72,122,30,36,122,44,108,244,,,,,03:05:00,03:05:00,,,,,,,F724,HG86
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS043,R64,01:44:00,,F,3,S0AG,"6-3,6-2,6-2",J. Sinner,T. Etcheverry,,,ITA,ARG,6-3,6-2,6-2,,,01:44:00,A,J. Sinner,T. Etcheverry,ITA,ARG,,,315,/en/stats/leaderboard?page=serve,3,6,62,42,68,88,37,42,62,16,26,0,0,0,13,229,/en/stats/leaderboard?page=serve,1,6,62,40,65,60,24,40,44,11,25,0,0,5,12,78,53,68,46,30,65,62,83,133,54,35,65,22,15,68,38,50,133,,,,,01:44:00,01:44:00,,,,,,,S0AG,EA24
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS044,R64,03:13:00,,F,4,N771,"6-3,3-6,7-6(7),6-3",C. Norrie,C. Lestienne,,,GBR,FRA,6-3,3-6,7-6(7),6-3,,03:13:00,A,C. Norrie,C. Lestienne,GBR,FRA,,,277,/en/stats/leaderboard?page=serve,3,17,65,89,136,66,59,89,57,27,47,64,9,14,20,241,/en/stats/leaderboard?page=serve,2,0,76,106,139,63,67,106,36,12,33,54,7,13,19,63,86,136,43,60,139,53,146,275,57,79,139,37,50,136,47,129,275,,,7,2,03:13:00,03:13:00,,,,,,,N771,LB66
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS045,R64,02:19:00,,F,4,L0BV,"6-4,6-4,3-6,6-3",J. Lehecka,C. Eubanks,,,CZE,USA,6-4,6-4,3-6,6-3,,02:19:00,A,J. Lehecka,C. Eubanks,CZE,USA,,,273,/en/stats/leaderboard?page=serve,2,4,69,77,111,71,55,77,47,16,34,50,3,6,19,284,/en/stats/leaderboard?page=serve,0,8,73,72,99,71,51,72,59,16,27,50,5,10,19,64,71,111,32,32,99,49,103,210,68,67,99,36,40,111,51,107,210,,,,,02:19:00,02:19:00,,,,,,,L0BV,E865
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS046,R64,03:11:00,,F,4,C0AU,"3-6,6-4,6-2,7-5",F. Cerundolo,C. Moutet,,,ARG,FRA,3-6,6-4,6-2,7-5,,03:11:00,A,F. Cerundolo,C. Moutet,ARG,FRA,,,257,/en/stats/leaderboard?page=serve,5,2,64,71,111,75,53,71,43,17,40,43,3,7,19,236,/en/stats/leaderboard?page=serve,3,1,68,100,147,56,56,100,49,23,47,53,8,15,20,63,70,111,46,68,147,53,138,258,54,79,147,37,41,111,47,120,258,,,,,03:11:00,03:11:00,,,,,,,C0AU,MW02
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS047,R64,03:02:00,,F,5,AG37,"3-6,3-6,6-3,6-2,6-2",F. Auger-Aliassime,A. Molcan,,,CAN,SVK,3-6,3-6,6-3,6-2,6-2,03:02:00,A,F. Auger-Aliassime,A. Molcan,CAN,SVK,,,308,/en/stats/leaderboard?page=serve,5,23,64,70,110,87,61,70,53,21,40,40,2,5,22,257,/en/stats/leaderboard?page=serve,5,4,61,74,121,76,56,74,45,21,47,55,6,11,21,75,82,110,36,44,121,55,126,231,64,77,121,25,28,110,45,105,231,,,,,03:02:00,03:02:00,,,,,,,AG37,MV14
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS048,R64,02:42:00,,F,4,RE44,"6-2,6-4,6-7(2),6-3",A. Rublev,E. Ruusuvuori,,,RUS,FIN,6-2,6-4,6-7(2),6-3,,02:42:00,A,A. Rublev,E. Ruusuvuori,RUS,FIN,,,301,/en/stats/leaderboard?page=serve,3,16,68,94,138,77,72,94,48,21,44,89,8,9,20,264,/en/stats/leaderboard?page=serve,2,9,65,79,122,70,55,79,49,21,43,64,9,14,19,67,93,138,38,46,122,53,139,260,62,76,122,33,45,138,47,121,260,,,2,7,02:42:00,02:42:00,,,,,,,RE44,RH24
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS049,R64,01:58:00,,F,3,E687,"6-4,6-4,6-1",D. Evans,J. Chardy,,,GBR,FRA,6-4,6-4,6-1,,,01:58:00,A,D. Evans,J. Chardy,GBR,FRA,,,307,/en/stats/leaderboard?page=serve,0,8,62,44,71,82,36,44,63,17,27,50,1,2,13,242,/en/stats/leaderboard?page=serve,5,6,76,62,82,58,36,62,50,10,20,45,5,11,14,75,53,71,44,36,82,58,89,153,56,46,82,25,18,71,42,64,153,,,,,01:58:00,01:58:00,,,,,,,E687,CA12
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS050,R64,02:54:00,,F,4,HH26,"6-2,6-7(5),6-2,6-4",U. Humbert,D. Kudla,,,FRA,USA,6-2,6-7(5),6-2,6-4,,02:54:00,A,U. Humbert,D. Kudla,FRA,USA,,,304,/en/stats/leaderboard?page=serve,2,18,67,82,123,76,62,82,51,21,41,86,6,7,19,238,/en/stats/leaderboard?page=serve,5,5,60,73,121,64,47,73,46,22,48,54,7,13,19,67,83,123,43,52,121,55,135,244,57,69,121,33,40,123,45,109,244,5,7,,,02:54:00,02:54:00,,,,,,,HH26,KB09
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS051,R64,02:07:00,,F,3,R0DG,"7-5,6-4,6-4",H. Rune,M. Cressy,,,DEN,USA,7-5,6-4,6-4,,,02:07:00,A,H. Rune,M. Cressy,DEN,USA,,,297,/en/stats/leaderboard?page=serve,5,10,66,61,92,85,52,61,48,15,31,50,1,2,16,252,/en/stats/leaderboard?page=serve,14,10,56,47,84,79,37,47,46,17,37,43,3,7,16,73,67,92,36,30,84,55,97,176,64,54,84,27,25,92,45,79,176,,,,,02:07:00,02:07:00,,,,,,,R0DG,C0BC
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS052,R64,04:11:00,,F,5,BM95,"4-6,4-6,7-6(7),6-1,7-6(10)",B. Bonzi,P. Carreno Busta,,,FRA,ESP,4-6,4-6,7-6(7),6-1,7-6(10),04:11:00,A,B. Bonzi,P. Carreno Busta,FRA,ESP,,,299,/en/stats/leaderboard?page=serve,2,15,66,117,176,76,89,117,56,33,59,83,15,18,25,282,/en/stats/leaderboard?page=serve,2,12,65,122,187,71,87,122,52,34,65,81,17,21,26,69,122,176,35,66,187,52,188,363,65,121,187,31,54,176,48,175,363,,,7,5,04:11:00,04:11:00,,,10,4,,,BM95,CD85
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS053,R64,03:28:00,,F,4,DH58,"7-6(7),4-6,6-4,6-1",A. de Minaur,A. Mannarino,,,AUS,FRA,7-6(7),4-6,6-4,6-1,,03:28:00,A,A. de Minaur,A. Mannarino,AUS,FRA,,,262,/en/stats/leaderboard?page=serve,5,3,56,68,122,72,49,68,56,30,54,33,2,6,20,243,/en/stats/leaderboard?page=serve,3,2,67,83,123,61,51,83,48,19,40,33,3,9,19,65,79,122,43,53,123,54,132,245,57,70,123,35,43,122,46,113,245,,,,,03:28:00,03:28:00,7,3,,,,,DH58,ME82
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS054,R64,01:34:00,,F,3,D875,"6-3,6-2,6-0",G. Dimitrov,L. Djere,,,BUL,SRB,6-3,6-2,6-0,,,01:34:00,A,G. Dimitrov,L. Djere,BUL,SRB,,,317,/en/stats/leaderboard?page=serve,2,9,60,37,62,86,32,37,64,16,25,0,0,0,12,187,/en/stats/leaderboard?page=serve,7,4,48,35,73,63,22,35,34,13,38,50,6,12,11,77,48,62,52,38,73,64,86,135,48,35,73,23,14,62,36,49,135,,,,,01:34:00,01:34:00,,,,,,,D875,DB63
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS055,R64,03:04:00,,F,4,D643,"6-1,6-7(5),6-2,6-0",N. Djokovic,E. Couacaud,,,SRB,FRA,6-1,6-7(5),6-2,6-0,,03:04:00,A,N. Djokovic,E. Couacaud,SRB,FRA,,,304,/en/stats/leaderboard?page=serve,6,9,60,64,106,84,54,64,57,24,42,100,1,1,17,227,/en/stats/leaderboard?page=serve,2,7,66,92,140,58,53,92,42,20,48,67,14,21,16,74,78,106,48,67,140,59,145,246,52,73,140,26,28,106,41,101,246,5,7,,,03:04:00,03:04:00,,,,,,,D643,CG94
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS056,R64,04:02:00,,F,5,P09Z,"6-7(4),7-6(7),6-4,6-7(6),6-2",A. Popyrin,T. Fritz,,,AUS,USA,6-7(4),7-6(7),6-4,6-7(6),6-2,04:02:00,A,A. Popyrin,T. Fritz,AUS,USA,,,313,/en/stats/leaderboard?page=serve,8,19,65,106,163,87,92,106,54,31,57,50,1,2,27,297,/en/stats/leaderboard?page=serve,3,21,66,117,176,75,88,117,53,31,59,64,7,11,27,75,123,163,32,57,176,53,180,339,68,119,176,25,40,163,47,159,339,7,2,,,04:02:00,04:02:00,4,7,,,6,8,P09Z,FB98
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS057,R64,02:38:00,,F,3,S0S1,"7-6(7),7-6(7),7-5",B. Shelton,N. Jarry,,,USA,CHI,7-6(7),7-6(7),7-5,,,02:38:00,A,B. Shelton,N. Jarry,USA,CHI,,,306,/en/stats/leaderboard?page=serve,6,8,58,60,104,82,49,60,70,31,44,0,0,1,18,298,/en/stats/leaderboard?page=serve,3,10,67,72,107,79,57,72,57,20,35,71,5,7,18,77,80,104,28,30,107,52,110,211,72,77,107,23,24,104,48,101,211,7,3,,,02:38:00,02:38:00,7,3,,,,,S0S1,J551
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS058,R64,01:43:00,,F,3,W09G,"6-1,6-4,6-4",J. Wolf,D. Schwartzman,,,USA,ARG,6-1,6-4,6-4,,,01:43:00,A,J. Wolf,D. Schwartzman,USA,ARG,,,332,/en/stats/leaderboard?page=serve,1,16,72,52,72,85,44,52,60,12,20,0,0,0,14,271,/en/stats/leaderboard?page=serve,1,2,74,52,70,60,31,52,67,12,18,20,1,5,13,78,56,72,39,27,70,58,83,142,61,43,70,22,16,72,42,59,142,,,,,01:43:00,01:43:00,,,,,,,W09G,SM37
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS059,R64,03:26:00,,F,4,MP01,"6-7(1),6-4,6-3,6-2",M. Mmoh,A. Zverev,,,USA,GER,6-7(1),6-4,6-3,6-2,,03:26:00,A,M. Mmoh,A. Zverev,USA,GER,,,270,/en/stats/leaderboard?page=serve,7,13,62,84,135,65,55,84,53,27,51,70,7,10,19,224,/en/stats/leaderboard?page=serve,12,13,66,83,125,71,59,83,26,11,42,43,6,14,20,61,82,135,44,55,125,53,137,260,56,70,125,39,53,135,47,123,260,,,,,03:26:00,03:26:00,1,7,,,,,MP01,Z355
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS060,R64,05:45:00,,F,5,MC10,"4-6,6-7(4),7-6(7),6-3,7-5",A. Murray,T. Kokkinakis,,,GBR,AUS,4-6,6-7(4),7-6(7),6-3,7-5,05:45:00,A,A. Murray,T. Kokkinakis,GBR,AUS,,,282,/en/stats/leaderboard?page=serve,3,10,66,120,183,72,86,120,52,33,63,71,10,14,28,298,/en/stats/leaderboard?page=serve,5,37,70,143,205,71,101,143,44,27,62,77,17,22,27,65,119,183,38,77,205,51,196,388,62,128,205,35,64,183,49,192,388,4,7,7,5,05:45:00,05:45:00,,,,,,,MC10,KD46
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS061,R64,02:56:00,,F,5,BD06,"4-6,2-6,6-3,6-2,6-2",R. Bautista Agut,B. Holt,,,ESP,USA,4-6,2-6,6-3,6-2,6-2,02:56:00,A,R. Bautista Agut,B. Holt,ESP,USA,,,288,/en/stats/leaderboard?page=serve,2,10,71,95,133,67,64,95,61,23,38,50,4,8,22,260,/en/stats/leaderboard?page=serve,1,16,71,107,150,68,73,107,35,15,43,68,13,19,21,65,87,133,41,62,150,53,149,283,59,88,150,35,46,133,47,134,283,,,,,02:56:00,02:56:00,,,,,,,BD06,H09P
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS062,R64,03:50:00,,F,5,PL56,"6-2,2-6,6-7(4),6-3,6-4",T. Paul,A. Davidovich Fokina,,,USA,ESP,6-2,2-6,6-7(4),6-3,6-4,03:50:00,A,T. Paul,A. Davidovich Fokina,USA,ESP,,,279,/en/stats/leaderboard?page=serve,2,18,69,109,158,72,79,109,43,21,49,50,5,10,24,250,/en/stats/leaderboard?page=serve,3,6,68,116,170,64,74,116,46,25,54,50,7,14,23,63,100,158,42,71,170,52,171,328,58,99,170,37,58,158,48,157,328,,,4,7,03:50:00,03:50:00,,,,,,,PL56,DH50
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS063,R64,03:55:00,,F,4,B0CD,"6-3,7-5,6-7(4),6-2",J. Brooksby,C. Ruud,,,USA,NOR,6-3,7-5,6-7(4),6-2,,03:55:00,A,J. Brooksby,C. Ruud,USA,NOR,,,258,/en/stats/leaderboard?page=serve,2,2,57,81,143,63,51,81,58,36,62,67,8,12,20,221,/en/stats/leaderboard?page=serve,4,5,62,83,133,63,52,83,38,19,50,31,4,13,21,61,87,143,47,62,133,54,149,276,53,71,133,39,56,143,46,127,276,,,4,7,03:55:00,03:55:00,,,,,,,B0CD,RH16
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS064,R128,03:41:00,,F,4,N409,"7-5,2-6,6-4,6-1",R. Nadal,J. Draper,,,ESP,GBR,7-5,2-6,6-4,6-1,,03:41:00,A,R. Nadal,J. Draper,ESP,GBR,,,271,/en/stats/leaderboard?page=serve,3,6,66,78,119,73,57,78,51,21,41,64,7,11,19,253,/en/stats/leaderboard?page=serve,3,13,58,67,115,63,42,67,56,27,48,50,6,12,18,66,78,119,40,46,115,53,124,234,60,69,115,34,41,119,47,110,234,,,,,03:41:00,03:41:00,,,,,,,N409,D0CO
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS065,R128,04:02:00,,F,5,MK66,"7-6(7),7-6(7),1-6,6-7(10),6-4",M. McDonald,B. Nakashima,,,USA,USA,7-6(7),7-6(7),1-6,6-7(10),6-4,04:02:00,A,M. McDonald,B. Nakashima,USA,USA,,,299,/en/stats/leaderboard?page=serve,4,14,67,104,156,78,81,104,60,31,52,20,1,5,26,290,/en/stats/leaderboard?page=serve,9,19,68,120,177,82,98,120,42,24,57,57,4,7,27,72,112,156,31,55,177,50,167,333,69,122,177,28,44,156,50,166,333,7,1,,,04:02:00,04:02:00,7,5,,,10,12,MK66,N0AE
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS066,R128,02:16:00,,F,3,S0GD,"6-3,6-2,6-2",D. Svrcina,J. Munar,,,CZE,ESP,6-3,6-2,6-2,,,02:16:00,A,D. Svrcina,J. Munar,CZE,ESP,,,291,/en/stats/leaderboard?page=serve,4,0,70,48,69,77,37,48,57,12,21,80,4,5,12,200,/en/stats/leaderboard?page=serve,6,7,64,65,102,62,40,65,27,10,37,61,11,18,13,71,49,69,51,52,102,59,101,171,49,50,102,29,20,69,41,70,171,,,,,02:16:00,02:16:00,,,,,,,S0GD,MU94
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS067,R128,02:18:00,,F,3,N732,"6-4,6-2,7-5",Y. Nishioka,M. Ymer,,,JPN,SWE,6-4,6-2,7-5,,,02:18:00,A,Y. Nishioka,M. Ymer,JPN,SWE,,,284,/en/stats/leaderboard?page=serve,1,1,64,55,86,73,40,55,61,19,31,60,3,5,15,248,/en/stats/leaderboard?page=serve,3,6,73,66,90,62,41,66,50,12,24,50,6,12,15,69,59,86,41,37,90,55,96,176,59,53,90,31,27,86,45,80,176,,,,,02:18:00,02:18:00,,,,,,,N732,Y268
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS068,R128,02:02:00,,F,3,KE29,"7-6(7),6-2,6-0",K. Khachanov,B. Zapata Miralles,,,RUS,ESP,7-6(7),6-2,6-0,,,02:02:00,A,K. Khachanov,B. Zapata Miralles,RUS,ESP,,,316,/en/stats/leaderboard?page=serve,1,11,76,68,90,74,50,68,64,14,22,86,6,7,13,208,/en/stats/leaderboard?page=serve,1,1,62,56,91,59,33,56,34,12,35,50,6,12,13,71,64,90,51,46,91,61,110,181,49,45,91,29,26,90,39,71,181,,,,,02:02:00,02:02:00,7,3,,,,,KE29,Z419
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS069,R128,02:16:00,,F,3,KB95,"6-4,6-4,6-4",J. Kubler,S. Baez,,,AUS,ARG,6-4,6-4,6-4,,,02:16:00,A,J. Kubler,S. Baez,AUS,ARG,,,309,/en/stats/leaderboard?page=serve,2,6,62,53,86,85,45,53,58,19,33,100,3,3,15,277,/en/stats/leaderboard?page=serve,3,0,76,61,80,66,40,61,58,11,19,0,0,3,15,74,64,86,36,29,80,56,93,166,64,51,80,26,22,86,44,73,166,,,,,02:16:00,02:16:00,,,,,,,KB95,B0BI
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS070,R128,02:56:00,,F,4,S0RE,"6-2,6-4,6-7(2),7-5",J. Shang,O. Otte,,,CHN,GER,6-2,6-4,6-7(2),7-5,,02:56:00,A,J. Shang,O. Otte,CHN,GER,,,311,/en/stats/leaderboard?page=serve,0,3,72,92,128,78,72,92,58,21,36,100,2,2,21,279,/en/stats/leaderboard?page=serve,7,19,65,84,129,80,67,84,42,19,45,69,9,13,21,73,93,128,33,43,129,53,136,257,67,86,129,27,35,128,47,121,257,,,2,7,02:56:00,02:56:00,,,,,,,S0RE,O449
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS071,R128,03:19:00,,F,4,TD51,"6-3,6-3,6-7(5),7-6(8)",F. Tiafoe,D. Altmaier,,,USA,GER,6-3,6-3,6-7(5),7-6(8),,03:19:00,A,F. Tiafoe,D. Altmaier,USA,GER,,,328,/en/stats/leaderboard?page=serve,3,24,63,81,129,84,68,81,65,31,48,88,7,8,21,279,/en/stats/leaderboard?page=serve,2,17,60,93,154,70,65,93,54,33,61,75,12,16,21,77,99,129,36,56,154,55,155,283,64,98,154,23,30,129,45,128,283,,,5,7,03:19:00,03:19:00,,,,,8,6,TD51,AE14
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS072,R128,01:49:00,,F,3,HB71,"7-6(7),6-2,6-2",H. Hurkacz,P. Martinez,,,POL,ESP,7-6(7),6-2,6-2,,,01:49:00,A,H. Hurkacz,P. Martinez,POL,ESP,,,360,/en/stats/leaderboard?page=serve,1,24,73,51,70,90,46,51,74,14,19,0,0,0,14,245,/en/stats/leaderboard?page=serve,4,0,73,61,84,62,38,61,43,10,23,0,0,4,14,86,60,70,43,36,84,62,96,154,57,48,84,14,10,70,38,58,154,,,,,01:49:00,01:49:00,7,1,,,,,HB71,MO44
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS073,R128,03:17:00,,F,4,SU87,"7-6(7),6-3,6-7(6),6-1",L. Sonego,N. Borges,,,ITA,POR,7-6(7),6-3,6-7(6),6-1,,03:17:00,A,L. Sonego,N. Borges,ITA,POR,,,323,/en/stats/leaderboard?page=serve,4,16,73,94,129,84,79,94,54,19,35,100,4,4,21,292,/en/stats/leaderboard?page=serve,2,0,70,89,128,63,56,89,77,30,39,57,4,7,19,76,98,129,33,42,128,54,140,257,67,86,128,24,31,129,46,117,257,,,6,8,03:17:00,03:17:00,7,4,,,,,SU87,BT72
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS074,R128,03:14:00,,F,4,DA81,"7-5,6-2,3-6,6-3",T. Daniel,E. Escobedo,,,JPN,MEX,7-5,6-2,3-6,6-3,,03:14:00,A,T. Daniel,E. Escobedo,JPN,MEX,,,295,/en/stats/leaderboard?page=serve,3,15,63,77,122,73,56,77,58,26,45,71,5,7,19,263,/en/stats/leaderboard?page=serve,3,11,63,78,124,69,54,78,50,23,46,55,6,11,19,67,82,122,38,47,124,52,129,246,62,77,124,33,40,122,48,117,246,,,,,03:14:00,03:14:00,,,,,,,DA81,E873
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS075,R128,02:23:00,,F,4,SU55,"6-4,4-6,6-4,6-1",D. Shapovalov,D. Lajovic,,,CAN,SRB,6-4,4-6,6-4,6-1,,02:23:00,A,D. Shapovalov,D. Lajovic,CAN,SRB,,,287,/en/stats/leaderboard?page=serve,7,16,56,62,111,82,51,62,51,25,49,60,3,5,19,268,/en/stats/leaderboard?page=serve,2,5,75,76,102,68,52,76,50,13,26,58,7,12,18,68,76,111,36,37,102,53,113,213,64,65,102,32,35,111,47,100,213,,,,,02:23:00,02:23:00,,,,,,,SU55,L987
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS076,R128,02:34:00,,F,4,K0AH,"6-4,1-6,6-3,6-2",S. Korda,C. Garin,,,USA,CHI,6-4,1-6,6-3,6-2,,02:34:00,A,S. Korda,C. Garin,USA,CHI,,,283,/en/stats/leaderboard?page=serve,5,16,58,61,105,75,46,61,57,25,44,77,10,13,17,244,/en/stats/leaderboard?page=serve,2,5,51,53,103,66,35,53,54,27,50,44,4,9,17,68,71,105,40,41,103,54,112,208,60,62,103,32,34,105,46,96,208,,,,,02:34:00,02:34:00,,,,,,,K0AH,GD64
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS077,R128,01:43:00,,F,3,WB08,"6-3,6-3,6-2",Y. Watanuki,A. Rinderknech,,,JPN,FRA,6-3,6-3,6-2,,,01:43:00,A,Y. Watanuki,A. Rinderknech,JPN,FRA,,,308,/en/stats/leaderboard?page=serve,4,10,65,47,72,85,40,47,52,13,25,0,0,0,13,238,/en/stats/leaderboard?page=serve,4,8,62,47,76,66,31,47,45,13,29,62,8,13,13,74,53,72,42,32,76,57,85,148,58,44,76,26,19,72,43,63,148,,,,,01:43:00,01:43:00,,,,,,,WB08,RC91
