event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set5_winner,tiebreak_set5_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,player_id_winner,player_id_loser
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS031,R32,02:06:00,,F,3,K336,"3-6,7-6(9),7-6(7)",I. Karlovic,A. Roddick,,,CRO,USA,3-6,7-6(9),7-6(7),,,02:06:00,,,329,/en/stats/leaderboard?page=serve,1,17,65,62,96,84,52,62,71,24,34,67,2,3,16,319,/en/stats/leaderboard?page=serve,5,14,64,69,108,84,58,69,62,24,39,100,2,2,17,79,76,96,24,26,108,50,102,204,76,82,108,21,20,96,50,102,204,A,9,7,,,7,3,I. Karlovic,A. Roddick,CRO,USA,,,K336,R485
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS033,R64,00:59:00,,F,2,H528,"6-1,6-4",V. Hanescu,T. Zib,,,ROU,CZE,6-1,6-4,,,,00:59:00,,,333,/en/stats/leaderboard?page=serve,1,10,66,33,50,76,25,33,82,14,17,100,3,3,9,232,/en/stats/leaderboard?page=serve,3,3,61,27,44,74,20,27,35,6,17,40,2,5,8,78,39,50,41,18,44,61,57,94,59,26,44,22,11,50,39,37,94,A,,,,,,,V. Hanescu,T. Zib,ROU,CZE,,,H528,Z074
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS034,R64,01:05:00,,F,2,M605,"6-1,6-2",C. Moya,F. Volandri,,,ESP,ITA,6-1,6-2,,,,01:05:00,,,304,/en/stats/leaderboard?page=serve,2,3,53,26,49,85,22,26,65,15,23,100,6,6,8,182,/en/stats/leaderboard?page=serve,6,1,46,24,52,67,16,24,32,9,28,56,5,9,7,76,37,49,52,27,52,63,64,101,48,25,52,24,12,49,37,37,101,A,,,,,,,C. Moya,F. Volandri,ESP,ITA,,,M605,V254
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS037,R64,01:18:00,,F,2,H336,"6-2,6-4",T. Henman,T. Dent,,,GBR,USA,6-2,6-4,,,,01:18:00,,,298,/en/stats/leaderboard?page=serve,1,3,59,34,58,79,27,34,58,14,24,100,2,2,9,223,/en/stats/leaderboard?page=serve,7,5,37,22,59,68,15,22,54,20,37,25,1,4,9,71,41,58,41,24,59,56,65,117,59,35,59,29,17,58,44,52,117,A,,,,,,,T. Henman,T. Dent,GBR,USA,,,H336,D362
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS038,R64,01:44:00,,F,3,A389,"6-7(5),6-4,2-0",J. Acasuso,M. Youzhny,,,ARG,RUS,6-7(5),6-4,2-0,,,01:44:00,,,274,/en/stats/leaderboard?page=serve,2,11,54,44,81,77,34,44,51,19,37,33,1,3,12,219,/en/stats/leaderboard?page=serve,9,4,39,32,82,69,22,32,50,25,50,50,4,8,12,65,53,81,43,35,82,54,88,163,57,47,82,35,28,81,46,75,163,A,,,5,7,,,J. Acasuso,M. Youzhny,ARG,RUS,,,A389,Y061
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS041,R64,01:01:00,,F,2,B804,"6-2,2-1",K. Beck,N. Kiefer,,,SVK,GER,6-2,2-1,,,,01:01:00,,,280,/en/stats/leaderboard?page=serve,3,3,32,12,37,92,11,12,56,14,25,100,3,3,5,209,/en/stats/leaderboard?page=serve,0,2,57,21,37,62,13,21,38,6,16,40,2,5,6,68,25,37,49,18,37,58,43,74,51,19,37,32,12,37,42,31,74,A,,,,,,,K. Beck,N. Kiefer,SVK,GER,,,B804,K316
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS042,R64,02:04:00,,F,3,G379,"7-5,4-6,6-2",S. Grosjean,F. Lopez,,,FRA,ESP,7-5,4-6,6-2,,,02:04:00,,,291,/en/stats/leaderboard?page=serve,2,14,46,41,89,73,30,41,67,32,48,0,0,1,15,266,/en/stats/leaderboard?page=serve,7,10,56,48,85,73,35,48,54,20,37,57,4,7,15,70,62,89,35,30,85,53,92,174,65,55,85,30,27,89,47,82,174,A,,,,,,,S. Grosjean,F. Lopez,FRA,ESP,,,G379,L397
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS045,R64,01:14:00,,F,2,C478,"6-0,7-5",A. Calleri,A. Costa,,,ARG,ESP,6-0,7-5,,,,01:14:00,,,317,/en/stats/leaderboard?page=serve,1,12,65,34,52,85,29,34,56,10,18,100,3,3,9,204,/en/stats/leaderboard?page=serve,2,0,41,20,49,65,13,20,45,13,29,20,1,5,9,75,39,52,47,23,49,61,62,101,53,26,49,25,13,52,39,39,101,A,,,,,,,A. Calleri,A. Costa,ARG,ESP,,,C478,C378
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS046,R64,01:48:00,,F,2,M595,"7-5,7-6(7)",M. Mirnyi,J. Ferrero,,,BLR,ESP,7-5,7-6(7),,,,01:48:00,,,287,/en/stats/leaderboard?page=serve,1,11,70,64,91,75,48,64,41,11,27,91,10,11,12,286,/en/stats/leaderboard?page=serve,1,2,76,57,75,65,37,57,61,11,18,33,1,3,12,65,59,91,36,27,75,52,86,166,64,48,75,35,32,91,48,80,166,A,7,2,,,,,M. Mirnyi,J. Ferrero,BLR,ESP,,,M595,F316
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS049,R64,02:09:00,,F,3,M590,"3-6,7-6(7),6-4",A. Martin,J. Novak,,,ESP,CZE,3-6,7-6(7),6-4,,,02:09:00,,,294,/en/stats/leaderboard?page=serve,3,12,62,64,104,77,49,64,53,21,40,86,6,7,15,275,/en/stats/leaderboard?page=serve,5,7,66,77,117,71,55,77,43,17,40,89,8,9,16,67,70,104,38,45,117,52,115,221,62,72,117,33,34,104,48,106,221,A,7,1,,,,,A. Martin,J. Novak,ESP,CZE,,,M590,N254
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS050,R64,02:02:00,,F,3,R397,"1-6,7-6(8),6-3",O. Rochus,T. Berdych,,,BEL,CZE,1-6,7-6(8),6-3,,,02:02:00,,,264,/en/stats/leaderboard?page=serve,4,4,63,52,83,77,40,52,48,15,31,40,2,5,13,265,/en/stats/leaderboard?page=serve,5,19,57,69,122,78,54,69,36,19,53,79,11,14,15,66,55,83,40,49,122,51,104,205,60,73,122,34,28,83,49,101,205,A,8,6,,,,,O. Rochus,T. Berdych,BEL,CZE,,,R397,BA47
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS053,R64,01:48:00,,F,3,V306,"6-4,3-6,6-3",F. Verdasco,P. Mathieu,,,ESP,FRA,6-4,3-6,6-3,,,01:48:00,,,282,/en/stats/leaderboard?page=serve,7,15,59,46,78,83,38,46,47,15,32,50,2,4,14,254,/en/stats/leaderboard?page=serve,4,0,69,57,83,65,37,57,46,12,26,50,3,6,14,68,53,78,41,34,83,54,87,161,59,49,83,32,25,78,46,74,161,A,,,,,,,F. Verdasco,P. Mathieu,ESP,FRA,,,V306,M850
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS054,R64,00:58:00,,F,2,R336,"6-4,6-4",C. Rochus,G. Monfils,,,BEL,FRA,6-4,6-4,,,,00:58:00,,,291,/en/stats/leaderboard?page=serve,4,1,66,35,53,77,27,35,61,11,18,0,0,1,10,259,/en/stats/leaderboard?page=serve,1,10,64,35,55,66,23,35,50,10,20,25,1,4,10,72,38,53,40,22,55,56,60,108,60,33,55,28,15,53,44,48,108,A,,,,,,,C. Rochus,G. Monfils,BEL,FRA,,,R336,MC65
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS057,R64,01:40:00,,F,3,M762,"3-6,6-4,6-4",J. Melzer,V. Spadea,,,AUT,USA,3-6,6-4,6-4,,,01:40:00,,,290,/en/stats/leaderboard?page=serve,0,4,76,66,87,65,43,66,67,14,21,67,6,9,14,248,/en/stats/leaderboard?page=serve,3,4,59,57,97,70,40,57,45,18,40,50,4,8,15,66,57,87,40,39,97,52,96,184,60,58,97,34,30,87,48,88,184,A,,,,,,,J. Melzer,V. Spadea,AUT,USA,,,M762,S544
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS058,R64,02:08:00,,F,2,C514,"6-2,6-3",J. Chela,N. Massu,,,ARG,CHI,6-2,6-3,,,,02:08:00,,,328,/en/stats/leaderboard?page=serve,0,3,55,23,42,91,21,23,79,15,19,0,0,0,9,230,/en/stats/leaderboard?page=serve,4,0,55,26,47,69,18,26,48,10,21,63,5,8,8,86,36,42,40,19,47,62,55,89,60,28,47,14,6,42,38,34,89,A,,,,,,,J. Chela,N. Massu,ARG,CHI,,,C514,M655
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS061,R64,01:19:00,,F,2,H355,"7-6(7),6-2",T. Haas,A. Pavel,,,GER,ROU,7-6(7),6-2,,,,01:19:00,,,298,/en/stats/leaderboard?page=serve,5,8,56,38,68,89,34,38,50,15,30,100,3,3,10,252,/en/stats/leaderboard?page=serve,1,6,46,30,65,70,21,30,51,18,35,0,0,2,10,72,49,68,40,26,65,56,75,133,60,39,65,28,19,68,44,58,133,A,,,7,4,,,T. Haas,A. Pavel,GER,ROU,,,H355,P280
1536,2005,ATP Masters 1000 Madrid,1000,2005-10-17T00:00:00,2005-10-23T00:00:00,Hard,48,2200000,$,MS062,R64,02:17:00,,F,3,K336,"6-7(5),7-6(7),7-6(7)",I. Karlovic,G. Rusedski,,,CRO,GBR,6-7(5),7-6(7),7-6(7),,,02:17:00,,,344,/en/stats/leaderboard?page=serve,5,24,68,70,103,96,67,70,61,20,33,100,2,2,18,296,/en/stats/leaderboard?page=serve,10,9,52,60,116,82,49,60,63,35,56,100,3,3,18,84,87,103,28,32,116,54,119,219,72,84,116,16,16,103,46,100,219,A,7,2,5,7,7,3,I. Karlovic,G. Rusedski,CRO,GBR,,,K336,R237
