event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS001,F,01:19:00,,F,2,B428,"6-1,7-6(7)",A. Berasategui,C. Moya,,,ESP,ESP,6-1,7-6(7),,,,01:19:00,7,5,301,/en/stats/leaderboard?page=serve,False,1,77,50,65,62,31,50,73,11,15,50,1,2,9,226,/en/stats/leaderboard?page=serve,1,0,76,55,72,56,31,55,35,6,17,56,5,9,10,65,42,65,49,35,72,56,77,137,51,37,72,35,23,65,44,60,137,A,,,,,,,A. Berasategui,C. Moya,B428,M605,ESP,ESP,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS002,SF,01:10:00,,F,2,B428,"6-0,7-5",A. Berasategui,C. Ruud,,,ESP,NOR,6-0,7-5,,,,01:10:00,,,267,/en/stats/leaderboard?page=serve,,0,65,35,54,63,22,35,63,12,19,0,0,2,9,185,/en/stats/leaderboard?page=serve,2,0,69,37,54,38,14,37,47,8,17,25,2,8,9,63,34,54,59,32,54,61,66,108,41,22,54,37,20,54,39,42,108,A,1,,,,,,A. Berasategui,C. Ruud,B428,R219,ESP,NOR,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS003,SF,01:25:00,,F,3,M605,"4-6,6-3,6-0",C. Moya,A. Pavel,,,ESP,ROU,4-6,6-3,6-0,,,01:25:00,,,278,/en/stats/leaderboard?page=serve,False,0,67,48,72,69,33,48,58,14,24,33,1,3,13,228,/en/stats/leaderboard?page=serve,,0,69,54,78,63,34,54,38,9,24,44,4,9,12,65,47,72,45,35,78,55,82,150,55,43,78,35,25,72,45,68,150,A,,False,,,,,C. Moya,A. Pavel,M605,P280,ESP,ROU,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS004,QF,01:21:00,,F,2,R219,"6-2,7-5",C. Ruud,D. Pescariu,,,NOR,ROU,6-2,7-5,,,,01:21:00,,,279,/en/stats/leaderboard?page=serve,False,2,74,42,57,76,32,42,47,7,15,60,3,5,10,208,/en/stats/leaderboard?page=serve,3,0,58,36,62,53,19,36,50,13,26,44,4,9,10,68,39,57,48,30,62,58,69,119,52,32,62,32,18,57,42,50,119,A,,,,,,,C. Ruud,D. Pescariu,R219,P254,NOR,ROU,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS005,QF,01:02:00,,F,2,B428,"6-4,6-2",A. Berasategui,I. Moldovan,,,ESP,ROU,6-4,6-2,,,,01:02:00,,,273,/en/stats/leaderboard?page=serve,,3,78,42,54,67,28,42,50,6,12,67,4,6,9,202,/en/stats/leaderboard?page=serve,2,0,65,40,62,50,20,40,45,10,22,38,3,8,9,63,34,54,52,32,62,57,66,116,48,30,62,37,20,54,43,50,116,A,2,,,,,,A. Berasategui,I. Moldovan,B428,M600,ESP,ROU,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS006,QF,01:00:00,,F,2,M605,"6-2,6-3",C. Moya,F. Clavet,,,ESP,ESP,6-2,6-3,,,,01:00:00,,,269,/en/stats/leaderboard?page=serve,False,2,68,27,40,70,19,27,54,7,13,0,0,2,8,161,/en/stats/leaderboard?page=serve,3,0,62,31,50,48,15,31,21,4,19,33,3,9,9,65,26,40,62,31,50,63,57,90,38,19,50,35,14,40,37,33,90,A,,,,,,,C. Moya,F. Clavet,M605,C252,ESP,ESP,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS007,QF,01:13:00,,F,2,P280,"6-3,6-2",A. Pavel,J. Novak,,,ROU,CZE,6-3,6-2,,,,01:13:00,,,276,/en/stats/leaderboard?page=serve,,0,59,30,51,80,24,30,52,11,21,0,0,1,9,203,/en/stats/leaderboard?page=serve,1,1,55,47,86,60,28,47,38,15,39,76,13,17,8,69,35,51,50,43,86,57,78,137,50,43,86,31,16,51,43,59,137,A,3,,,,,,A. Pavel,J. Novak,P280,N254,ROU,CZE,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS008,R16,01:05:00,,F,2,R219,"6-4,6-1",C. Ruud,T. Johansson,,,NOR,SWE,6-4,6-1,,,,01:05:00,,,300,/en/stats/leaderboard?page=serve,False,1,71,29,41,83,24,29,58,7,12,67,2,3,8,195,/en/stats/leaderboard?page=serve,2,3,65,39,60,56,22,39,29,6,21,38,3,8,9,76,31,41,53,32,60,62,63,101,47,28,60,24,10,41,38,38,101,A,,,,,,,C. Ruud,T. Johansson,R219,J129,NOR,SWE,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS009,R16,02:09:00,,F,3,P254,"4-6,6-4,6-2",D. Pescariu,G. Schaller,,,ROU,AUT,4-6,6-4,6-2,,,02:09:00,,,262,/en/stats/leaderboard?page=serve,,3,66,73,111,63,46,73,53,20,38,77,10,13,14,275,/en/stats/leaderboard?page=serve,2,0,89,83,93,54,45,83,70,7,10,58,7,12,14,59,66,111,44,41,93,52,107,204,56,52,93,41,45,111,48,97,204,A,1,,,,,,D. Pescariu,G. Schaller,P254,S315,ROU,AUT,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS010,R16,01:07:00,,F,2,B428,"6-4,6-4",A. Berasategui,R. Fromberg,,,ESP,AUS,6-4,6-4,,,,01:07:00,,,271,/en/stats/leaderboard?page=serve,,1,78,54,69,61,33,54,53,8,15,60,3,5,10,222,/en/stats/leaderboard?page=serve,2,2,60,38,63,58,22,38,44,11,25,60,6,10,10,59,41,69,48,30,63,54,71,132,52,33,63,41,28,69,46,61,132,A,2,,,,,,A. Berasategui,R. Fromberg,B428,F164,ESP,AUS,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS011,R16,01:36:00,,F,3,M600,"4-6,6-3,6-2",I. Moldovan,S. Prieto,,,ROU,ARG,4-6,6-3,6-2,,,01:36:00,,,282,/en/stats/leaderboard?page=serve,,3,61,49,80,69,34,49,65,20,31,60,3,5,14,261,/en/stats/leaderboard?page=serve,3,4,73,61,83,59,36,61,59,13,22,43,3,7,13,68,54,80,41,34,83,54,88,163,59,49,83,33,26,80,46,75,163,A,1,,,,,,I. Moldovan,S. Prieto,M600,P324,ROU,ARG,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS012,R16,01:02:00,,F,2,C252,"6-3,6-2",F. Clavet,G. Blanco,,,ESP,ESP,6-3,6-2,,,,01:02:00,,,266,/en/stats/leaderboard?page=serve,,1,61,31,51,74,23,31,55,11,20,60,3,5,9,192,/en/stats/leaderboard?page=serve,2,1,65,33,51,52,17,33,39,7,18,44,4,9,8,67,34,51,53,27,51,60,61,102,47,24,51,33,17,51,40,41,102,A,2,,,,,,F. Clavet,G. Blanco,C252,B518,ESP,ESP,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS013,R16,01:03:00,,F,2,M605,"6-2,6-3",C. Moya,A. Zingman,,,ESP,ARG,6-2,6-3,,,,01:03:00,,,285,/en/stats/leaderboard?page=serve,,1,77,33,43,82,27,33,40,4,10,0,0,1,8,194,/en/stats/leaderboard?page=serve,2,1,55,33,60,55,18,33,41,11,27,58,7,12,9,72,31,43,52,31,60,60,62,103,48,29,60,28,12,43,40,41,103,A,2,,,,,,C. Moya,A. Zingman,M605,Z059,ESP,ARG,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS014,R16,01:54:00,,F,2,N254,"6-4,7-6(7)",J. Novak,L. Roux,,,CZE,FRA,6-4,7-6(7),,,,01:54:00,7,3,286,/en/stats/leaderboard?page=serve,,6,69,55,80,75,41,55,48,12,25,50,1,2,11,246,/en/stats/leaderboard?page=serve,5,3,49,46,94,72,33,46,46,22,48,82,9,11,11,66,53,80,41,39,94,53,92,174,59,55,94,34,27,80,47,82,174,A,2,,,,,,J. Novak,L. Roux,N254,R280,CZE,FRA,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS015,R16,01:07:00,,F,2,P280,"6-2,6-2",A. Pavel,J. Van Herck,,,ROU,BEL,6-2,6-2,,,,01:07:00,,,265,/en/stats/leaderboard?page=serve,,2,60,30,50,73,22,30,70,14,20,,0,,8,207,/en/stats/leaderboard?page=serve,2,3,57,30,53,47,14,30,52,12,23,50,4,8,8,72,36,50,51,27,53,61,63,103,49,26,53,28,14,50,39,40,103,A,2,,,,,,A. Pavel,J. Van Herck,P280,V167,ROU,BEL,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS016,R32,00:36:00,,F,1,R219,5-3,C. Ruud,B. Becker,,,NOR,GER,5-3,,,,,00:36:00,,,210,/en/stats/leaderboard?page=serve,False,0,72,18,25,67,12,18,71,5,7,0,0,,4,245,/en/stats/leaderboard?page=serve,1,1,53,17,32,65,11,17,47,7,15,67,2,3,5,68,17,25,44,14,32,54,31,57,56,18,32,32,8,25,46,26,57,A,,,,,,,C. Ruud,B. Becker,R219,B028,NOR,GER,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS017,R32,01:06:00,,F,2,J129,"6-4,6-2",T. Johansson,G. Trifu,,,SWE,ROU,6-4,6-2,,,,01:06:00,,,292,/en/stats/leaderboard?page=serve,,2,69,33,48,82,27,33,53,8,15,50,1,2,9,212,/en/stats/leaderboard?page=serve,5,2,40,21,53,76,16,21,44,14,32,43,3,7,9,73,35,48,43,23,53,57,58,101,57,30,53,27,13,48,43,43,101,A,2,,,,,,T. Johansson,G. Trifu,J129,T199,SWE,ROU,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS018,R32,00:49:00,,F,2,P254,"6-2,6-2",D. Pescariu,J. Burillo,,,ROU,ESP,6-2,6-2,,,,00:49:00,,,253,/en/stats/leaderboard?page=serve,,4,57,25,44,72,18,25,47,9,19,60,3,5,8,147,/en/stats/leaderboard?page=serve,2,1,52,26,50,54,14,26,17,4,24,40,4,10,8,61,27,44,64,32,50,63,59,94,36,18,50,39,17,44,37,35,94,A,2,,,,,,D. Pescariu,J. Burillo,P254,B429,ROU,ESP,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS019,R32,02:21:00,,F,3,S315,"6-1,4-6,6-2",G. Schaller,M. Gorriz,,,AUT,ESP,6-1,4-6,6-2,,,02:21:00,,,281,/en/stats/leaderboard?page=serve,,2,66,51,77,65,33,51,65,17,26,60,3,5,13,221,/en/stats/leaderboard?page=serve,2,8,55,58,106,67,39,58,35,17,48,64,9,14,12,65,50,77,47,50,106,55,100,183,53,56,106,35,27,77,45,83,183,A,1,,,,,,G. Schaller,M. Gorriz,S315,G028,AUT,ESP,,
773,1996,Bucharest,GP,1996-09-09T00:00:00,1996-09-15T00:00:00,Clay,32,475000,$,MS020,R32,00:17:00,,F,1,B428,4-0,A. Berasategui,K. Goossens,,,ESP,BEL,4-0,,,,,00:17:00,,,219,/en/stats/leaderboard?page=serve,False,0,44,4,9,75,3,4,100,5,5,0,0,,2,155,/en/stats/leaderboard?page=serve,3,1,53,9,17,33,3,9,38,3,8,50,2,4,3,89,8,9,65,11,17,73,19,26,35,6,17,,0,,,0,,A,,,,,,,A. Berasategui,K. Goossens,B428,G285,ESP,BEL,,
