event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,player_id_winner,player_id_loser
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS041,R64,00:58:00,,F,2,B747,"6-2,6-1",J. Benneteau,A. Falla,,,FRA,COL,6-2,6-1,,,,00:58:00,317,/en/stats/leaderboard?page=serve,1,2,74,37,50,73,27,37,69,9,13,100,4,4,8,201,/en/stats/leaderboard?page=serve,0,0,61,25,41,48,12,25,50,8,16,33,2,6,7,72,36,50,51,21,41,63,57,91,49,20,41,28,14,50,37,34,91,A,,,,,,,J. Benneteau,A. Falla,FRA,COL,,,B747,F444
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS042,R64,01:31:00,,F,2,H336,"7-5,6-3",T. Henman,F. Verdasco,,,GBR,ESP,7-5,6-3,,,,01:31:00,316,/en/stats/leaderboard?page=serve,3,6,65,43,66,74,32,43,74,17,23,100,5,5,11,263,/en/stats/leaderboard?page=serve,3,3,71,42,59,71,30,42,41,7,17,50,2,4,10,74,49,66,37,22,59,57,71,125,63,37,59,26,17,66,43,54,125,A,,,,,,,T. Henman,F. Verdasco,GBR,ESP,,,H336,V306
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS045,R64,02:15:00,,F,3,S741,"7-6(7),6-7(4),6-3",M. Safin,J. Acasuso,,,RUS,ARG,7-6(7),6-7(4),6-3,,,02:15:00,294,/en/stats/leaderboard?page=serve,0,16,64,70,109,80,56,70,46,18,39,60,3,5,17,281,/en/stats/leaderboard?page=serve,3,15,56,57,101,82,47,57,50,22,44,57,4,7,16,68,74,109,32,32,101,50,106,210,68,69,101,32,35,109,50,104,210,A,4,7,,,7,5,M. Safin,J. Acasuso,RUS,ARG,,,S741,A389
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS046,R64,01:01:00,,F,2,V309,"6-3,6-1",K. Vliegen,D. Tursunov,,,BEL,RUS,6-3,6-1,,,,01:01:00,309,/en/stats/leaderboard?page=serve,3,6,58,26,45,85,22,26,63,12,19,100,3,3,8,205,/en/stats/leaderboard?page=serve,4,5,54,34,63,62,21,34,38,11,29,60,6,10,8,76,34,45,49,31,63,60,65,108,51,32,63,24,11,45,40,43,108,A,,,,,,,K. Vliegen,D. Tursunov,BEL,RUS,,,V309,T315
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS049,R64,01:15:00,,F,2,J194,"6-4,6-4",J. Johansson,J. del Potro,,,SWE,ARG,6-4,6-4,,,,01:15:00,319,/en/stats/leaderboard?page=serve,3,17,70,44,63,77,34,44,58,11,19,100,8,8,10,304,/en/stats/leaderboard?page=serve,0,3,79,45,57,67,30,45,75,9,12,67,4,6,10,71,45,63,32,18,57,53,63,120,68,39,57,29,18,63,48,57,120,A,,,,,,,J. Johansson,J. del Potro,SWE,ARG,,,J194,D683
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS050,R64,00:55:00,,F,2,S675,"6-2,6-2",P. Srichaphan,G. Fraile,,,THA,ESP,6-2,6-2,,,,00:55:00,304,/en/stats/leaderboard?page=serve,1,4,56,25,45,80,20,25,65,13,20,0,0,0,8,208,/en/stats/leaderboard?page=serve,0,1,71,35,49,57,20,35,29,4,14,0,0,4,8,73,33,45,51,25,49,62,58,94,49,24,49,27,12,45,38,36,94,A,,,,,,,P. Srichaphan,G. Fraile,THA,ESP,,,S675,F313
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS053,R64,01:04:00,,F,2,G628,"6-2,6-3",R. Gasquet,J. Nieminen,,,FRA,FIN,6-2,6-3,,,,01:04:00,309,/en/stats/leaderboard?page=serve,0,5,61,33,54,67,22,33,76,16,21,100,1,1,9,225,/en/stats/leaderboard?page=serve,1,2,60,33,55,61,20,33,41,9,22,50,3,6,8,70,38,54,47,26,55,59,64,109,53,29,55,30,16,54,41,45,109,A,,,,,,,R. Gasquet,J. Nieminen,FRA,FIN,,,G628,N289
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS054,R64,01:18:00,,F,2,MC10,"6-2,6-4",A. Murray,I. Navarro,,,GBR,ESP,6-2,6-4,,,,01:18:00,303,/en/stats/leaderboard?page=serve,2,3,60,30,50,87,26,30,55,11,20,100,1,1,9,237,/en/stats/leaderboard?page=serve,1,5,64,43,67,65,28,43,38,9,24,50,3,6,9,74,37,50,45,30,67,57,67,117,55,37,67,26,13,50,43,50,117,A,,,,,,,A. Murray,I. Navarro,GBR,ESP,,,MC10,N309
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS057,R64,01:18:00,,F,2,G379,"6-4,7-5",S. Grosjean,J. Bjorkman,,,FRA,SWE,6-4,7-5,,,,01:18:00,332,/en/stats/leaderboard?page=serve,0,3,71,40,56,83,33,40,75,12,16,100,3,3,11,275,/en/stats/leaderboard?page=serve,3,3,70,43,61,74,32,43,50,9,18,0,0,2,11,80,45,56,33,20,61,56,65,117,67,41,61,20,11,56,44,52,117,A,,,,,,,S. Grosjean,J. Bjorkman,FRA,SWE,,,G379,B446
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS058,R64,01:19:00,,F,2,C478,"7-6(7),6-3",A. Calleri,F. Serra,,,ARG,FRA,7-6(7),6-3,,,,01:19:00,272,/en/stats/leaderboard?page=serve,3,13,72,43,60,81,35,43,29,5,17,50,2,4,10,230,/en/stats/leaderboard?page=serve,2,4,60,48,80,58,28,48,47,15,32,33,2,6,11,67,40,60,46,37,80,55,77,140,54,43,80,33,20,60,45,63,140,A,,,,,7,3,A. Calleri,F. Serra,ARG,FRA,,,C478,S963
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS061,R64,00:52:00,,F,2,H377,"3-6,2-2",D. Hrbaty,G. Monfils,,,SVK,FRA,3-6,2-2,,,,00:52:00,256,/en/stats/leaderboard?page=serve,3,1,48,22,46,64,14,22,63,15,24,50,1,2,6,308,/en/stats/leaderboard?page=serve,2,9,65,30,46,73,22,30,63,10,16,100,3,3,7,63,29,46,30,14,46,47,43,92,70,32,46,37,17,46,53,49,92,A,,,,,,,D. Hrbaty,G. Monfils,SVK,FRA,,,H377,MC65
1536,2006,ATP Masters 1000 Madrid,1000,2006-10-16T00:00:00,2006-10-22T00:00:00,Hard,48,2200000,$,MS062,R64,01:49:00,,F,3,F339,"5-7,6-3,7-5",M. Fish,X. Malisse,,,USA,BEL,5-7,6-3,7-5,,,01:49:00,298,/en/stats/leaderboard?page=serve,4,14,54,51,94,84,43,51,56,24,43,67,2,3,17,308,/en/stats/leaderboard?page=serve,1,16,64,50,78,88,44,50,54,15,28,0,0,2,16,71,67,94,24,19,78,50,86,172,76,59,78,29,27,94,50,86,172,A,,,,,,,M. Fish,X. Malisse,USA,BEL,,,F339,M680
