event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS001,F,02:01:00,,F,2,M0EJ,"7-6(7),6-2",L. Musetti,M. Berrettini,,,ITA,ITA,7-6(7),6-2,,,,02:01:00,A,L. Musetti,M. Berrettini,ITA,ITA,,,304,/en/stats/leaderboard?page=serve,1,4,59,41,69,85,35,41,57,16,28,100,1,1,10,257,/en/stats/leaderboard?page=serve,4,6,54,39,72,79,31,39,42,14,33,71,5,7,10,74,51,69,38,27,72,55,78,141,63,45,72,26,18,69,45,63,141,7,5,02:01:00,02:01:00,,,M0EJ,BK40
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS002,SF,01:29:00,,F,2,M0EJ,"6-3,6-4",L. Musetti,M. Kecmanovic,,,ITA,SRB,6-3,6-4,,,,01:29:00,A,L. Musetti,M. Kecmanovic,ITA,SRB,,,286,/en/stats/leaderboard?page=serve,1,1,73,43,59,79,34,43,44,7,16,67,2,3,10,237,/en/stats/leaderboard?page=serve,0,1,60,36,60,56,20,36,54,13,24,70,7,10,9,69,41,59,45,27,60,57,68,119,55,33,60,31,18,59,43,51,119,,,01:29:00,01:29:00,,,M0EJ,KI95
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS003,SF,02:28:00,,F,3,BK40,"3-6,7-6(7),6-3",M. Berrettini,M. McDonald,,,ITA,USA,3-6,7-6(7),6-3,,,02:28:00,A,M. Berrettini,M. McDonald,ITA,USA,,,264,/en/stats/leaderboard?page=serve,1,11,61,51,83,78,40,51,44,14,32,0,0,4,14,253,/en/stats/leaderboard?page=serve,2,5,69,70,102,63,44,70,50,16,32,58,7,12,16,65,54,83,41,42,102,52,96,185,59,60,102,35,29,83,48,89,185,,,02:28:00,02:28:00,7,2,BK40,MK66
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS004,QF,01:35:00,,F,2,KI95,"7-5,6-2",M. Kecmanovic,P. Carreno Busta,,,SRB,ESP,7-5,6-2,,,,01:35:00,A,M. Kecmanovic,P. Carreno Busta,SRB,ESP,,,286,/en/stats/leaderboard?page=serve,0,5,65,45,69,76,34,45,50,12,24,88,7,8,10,252,/en/stats/leaderboard?page=serve,1,8,67,40,60,58,23,40,60,12,20,43,3,7,10,67,46,69,42,25,60,55,71,129,58,35,60,33,23,69,45,58,129,,,01:35:00,01:35:00,,,KI95,CD85
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS005,QF,01:18:00,,F,2,M0EJ,"6-3,6-0",L. Musetti,D. Galan,,,ITA,COL,6-3,6-0,,,,01:18:00,A,L. Musetti,D. Galan,ITA,COL,,,305,/en/stats/leaderboard?page=serve,1,2,66,33,50,85,28,33,53,9,17,100,7,7,8,208,/en/stats/leaderboard?page=serve,0,2,64,34,53,47,16,34,53,10,19,60,6,10,7,74,37,50,51,27,53,62,64,103,49,26,53,26,13,50,38,39,103,,,01:18:00,01:18:00,,,M0EJ,GE33
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS006,QF,01:56:00,,F,3,MK66,"4-6,6-3,6-2",M. McDonald,Z. Zhang,,,USA,CHN,4-6,6-3,6-2,,,01:56:00,A,M. McDonald,Z. Zhang,USA,CHN,,,313,/en/stats/leaderboard?page=serve,2,10,72,62,86,74,46,62,67,16,24,88,7,8,14,263,/en/stats/leaderboard?page=serve,0,6,66,53,80,74,39,53,41,11,27,57,4,7,13,72,62,86,38,30,80,55,92,166,63,50,80,28,24,86,45,74,166,,,01:56:00,01:56:00,,,MK66,Z371
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS007,QF,01:24:00,,F,2,BK40,"6-2,6-3",M. Berrettini,T. Daniel,,,ITA,JPN,6-2,6-3,,,,01:24:00,A,M. Berrettini,T. Daniel,ITA,JPN,,,317,/en/stats/leaderboard?page=serve,1,7,68,28,41,89,25,28,54,7,13,0,0,0,8,223,/en/stats/leaderboard?page=serve,0,3,62,41,66,59,24,41,44,11,25,56,5,9,9,78,32,41,47,31,66,59,63,107,53,35,66,22,9,41,41,44,107,,,01:24:00,01:24:00,,,BK40,DA81
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS008,R16,00:53:00,,F,2,CD85,"6-1,6-1",P. Carreno Busta,F. Fognini,,,ESP,ITA,6-1,6-1,,,,00:53:00,A,P. Carreno Busta,F. Fognini,ESP,ITA,,,320,/en/stats/leaderboard?page=serve,0,5,57,20,35,85,17,20,73,11,15,0,0,0,7,160,/en/stats/leaderboard?page=serve,5,3,58,23,40,52,12,23,24,4,17,17,1,6,7,80,28,35,60,24,40,69,52,75,40,16,40,20,7,35,31,23,75,,,00:53:00,00:53:00,,,CD85,F510
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS009,R16,00:37:00,,F,1,KI95,5-3,M. Kecmanovic,C. Moutet,,,SRB,FRA,5-3,,,,,00:37:00,A,M. Kecmanovic,C. Moutet,SRB,FRA,,,258,/en/stats/leaderboard?page=serve,0,0,50,9,18,89,8,9,44,4,9,0,0,1,4,216,/en/stats/leaderboard?page=serve,1,0,74,20,27,50,10,20,43,3,7,33,1,3,4,67,12,18,52,14,27,58,26,45,48,13,27,33,6,18,42,19,45,,,00:37:00,00:37:00,,,KI95,MW02
2809,2022,Naples,250,2022-10-17T00:00:00,2022-10-23T00:00:00,Hard,28,612000,€,MS010,R16,01:32:00,,F,2,M0EJ,"7-5,6-3",L. Musetti,L. Djere,,,ITA,SRB,7-5,6-3,,,,01:32:00,A,L. Musetti,L. Djere,ITA,SRB,,,315,/en/stats/leaderboard?page=serve,0,2,65,40,62,75,30,40,73,16,22,100,2,2,11,276,/en/stats/leaderboard?page=serve,0,2,67,35,52,80,28,35,47,8,17,50,2,4,10,74,46,62,31,16,52,54,62,114,69,36,52,26,16,62,46,52,114,,,01:32:00,01:32:00,,,M0EJ,DB63
