event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS011,R16,02:12:00,,F,3,K148,"6-7(3),6-4,6-2",P. Korda,M. Norman,,,CZE,SWE,6-7(3),6-4,6-2,,,02:12:00,,,270,/en/stats/leaderboard?page=serve,,7,52,48,92,81,39,48,64,28,44,,0,,15,280,/en/stats/leaderboard?page=serve,4,23,60,77,128,68,52,77,53,27,51,85,17,20,15,73,67,92,38,49,128,53,116,220,62,79,128,27,25,92,47,104,220,A,False,3,7,,,,P. Korda,M. Norman,K148,N250,CZE,SWE,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS012,R16,01:35:00,,F,3,G182,"6-2,2-6,6-4",M. Gustafsson,D. Hrbaty,,,SWE,SVK,6-2,2-6,6-4,,,01:35:00,,,262,/en/stats/leaderboard?page=serve,6,5,65,47,72,70,33,47,52,13,25,25,1,4,13,252,/en/stats/leaderboard?page=serve,3,1,67,58,87,59,34,58,59,17,29,71,10,14,13,64,46,72,41,36,87,52,82,159,59,51,87,36,26,72,48,77,159,A,,,,,,,M. Gustafsson,D. Hrbaty,G182,H377,SWE,SVK,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS013,R16,01:05:00,,F,2,H336,"6-3,6-2",T. Henman,T. El Sawy,,,GBR,EGY,6-3,6-2,,,,01:05:00,,,217,/en/stats/leaderboard?page=serve,1,6,58,26,45,96,25,26,58,11,19,0,0,,9,236,/en/stats/leaderboard?page=serve,,4,61,37,61,59,22,37,50,12,24,57,4,7,8,80,36,45,44,27,61,59,63,106,56,34,61,20,9,45,41,43,106,A,,,,False,,,T. Henman,T. El Sawy,H336,E146,GBR,EGY,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS014,R16,02:14:00,,F,3,A226,"2-6,7-5,7-5",H. Arazi,P. McEnroe,,,MAR,USA,2-6,7-5,7-5,,,02:14:00,,,248,/en/stats/leaderboard?page=serve,7,9,52,48,92,69,33,48,50,22,44,56,5,9,16,246,/en/stats/leaderboard?page=serve,4,0,50,50,101,78,39,50,47,24,51,69,9,13,16,60,55,92,38,38,101,48,93,193,62,63,101,40,37,92,52,100,193,A,,,,,,,H. Arazi,P. McEnroe,A226,M048,MAR,USA,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS015,R16,01:19:00,,F,2,L206,"6-4,7-6(7)",M. Larsson,P. Fredriksson,,,SWE,SWE,6-4,7-6(7),,,,01:19:00,7,4,314,/en/stats/leaderboard?page=serve,,8,72,46,64,83,38,46,61,11,18,80,4,5,11,255,/en/stats/leaderboard?page=serve,6,7,50,39,78,77,30,39,46,18,39,60,3,5,11,77,49,64,38,30,78,56,79,142,62,48,78,23,15,64,44,63,142,A,False,,,,,,M. Larsson,P. Fredriksson,L206,F278,SWE,SWE,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS016,R32,01:30:00,,F,2,M099,"7-5,6-4",T. Muster,H. Gumy,,,AUT,ARG,7-5,6-4,,,,01:30:00,,,283,/en/stats/leaderboard?page=serve,2,3,51,31,61,81,25,31,60,18,30,0,0,1,11,246,/en/stats/leaderboard?page=serve,3,3,52,33,64,70,23,33,52,16,31,57,4,7,11,70,43,61,39,25,64,54,68,125,61,39,64,30,18,61,46,57,125,A,,,,,,,T. Muster,H. Gumy,M099,G247,AUT,ARG,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS018,R32,01:53:00,,F,3,S535,"6-3,3-6,7-6(7)",R. Sabau,O. Gross,,,ROU,GER,6-3,3-6,7-6(7),,,01:53:00,,,207,/en/stats/leaderboard?page=serve,7,3,53,52,99,62,32,52,43,20,47,36,4,11,15,209,/en/stats/leaderboard?page=serve,10,6,55,52,95,58,30,52,47,20,43,46,6,13,15,53,52,99,47,45,95,50,97,194,53,50,95,47,47,99,50,97,194,A,,,,,7,1,R. Sabau,O. Gross,S535,G297,ROU,GER,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS019,R32,01:56:00,,F,2,C243,"7-6(12),7-5",J. Courier,S. Schalken,,,USA,NED,7-6(12),7-5,,,,01:56:00,,,278,/en/stats/leaderboard?page=serve,1,8,55,41,75,80,33,41,53,18,34,67,4,6,12,247,/en/stats/leaderboard?page=serve,5,5,47,36,76,75,27,36,50,20,40,25,1,4,12,68,51,75,38,29,76,53,80,151,62,47,76,32,24,75,47,71,151,A,,12,10,,,,J. Courier,S. Schalken,C243,S572,USA,NED,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS020,R32,00:50:00,,F,2,B350,"6-3,6-1",S. Bruguera,M. Stich,,,ESP,GER,6-3,6-1,,,,00:50:00,,,224,/en/stats/leaderboard?page=serve,,3,71,29,41,83,24,29,67,8,12,0,0,,8,233,/en/stats/leaderboard?page=serve,2,7,63,29,46,62,18,29,53,9,17,60,6,10,8,78,32,41,41,19,46,59,51,87,59,27,46,22,9,41,41,36,87,A,False,,,,,,S. Bruguera,M. Stich,B350,S351,ESP,GER,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS021,R32,02:00:00,,F,3,S015,"6-3,4-6,6-4",J. Sanchez,G. Raoux,,,ESP,FRA,6-3,4-6,6-4,,,02:00:00,,,239,/en/stats/leaderboard?page=serve,6,5,50,47,94,64,30,47,55,26,47,73,11,15,14,229,/en/stats/leaderboard?page=serve,2,5,50,44,88,68,30,44,48,21,44,25,2,8,15,60,56,94,42,37,88,51,93,182,58,51,88,40,38,94,49,89,182,A,,,,,,,J. Sanchez,G. Raoux,S015,R186,ESP,FRA,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS022,R32,00:55:00,,F,2,N250,"6-3,6-0",M. Norman,J. Viloca-Puig,,,SWE,ESP,6-3,6-0,,,,00:55:00,,,207,/en/stats/leaderboard?page=serve,1,2,64,27,42,89,24,27,53,8,15,0,0,,8,208,/en/stats/leaderboard?page=serve,1,0,69,29,42,52,15,29,46,6,13,33,2,6,7,76,32,42,50,21,42,63,53,84,50,21,42,24,10,42,37,31,84,A,,,,,,,M. Norman,J. Viloca-Puig,N250,V161,SWE,ESP,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS023,R32,00:55:00,,F,2,K148,"6-1,6-2",P. Korda,S. Simian,,,CZE,FRA,6-1,6-2,,,,00:55:00,,,290,/en/stats/leaderboard?page=serve,1,2,51,23,45,74,17,23,77,17,22,,0,,8,193,/en/stats/leaderboard?page=serve,2,1,52,23,44,48,11,23,52,11,21,0,0,4,7,76,34,45,50,22,44,63,56,89,50,22,44,24,11,45,37,33,89,A,,,,,,,P. Korda,S. Simian,K148,S454,CZE,FRA,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS024,R32,01:41:00,,F,3,G182,"4-6,6-1,6-4",M. Gustafsson,J. Burillo,,,SWE,ESP,4-6,6-1,6-4,,,01:41:00,,,291,/en/stats/leaderboard?page=serve,6,6,67,56,83,80,45,56,52,14,27,80,4,5,14,256,/en/stats/leaderboard?page=serve,3,10,49,38,78,74,28,38,50,20,40,63,5,8,13,71,59,83,38,30,78,55,89,161,62,48,78,29,24,83,45,72,161,A,,,,,,,M. Gustafsson,J. Burillo,G182,B429,SWE,ESP,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS025,R32,02:31:00,,F,3,H377,"6-7(4),7-5,6-2",D. Hrbaty,D. Pescariu,,,SVK,ROU,6-7(4),7-5,6-2,,,02:31:00,,,275,/en/stats/leaderboard?page=serve,3,14,62,71,114,68,48,71,53,23,43,82,14,17,16,257,/en/stats/leaderboard?page=serve,3,8,73,77,106,55,42,77,62,18,29,57,8,14,16,62,71,114,43,46,106,53,117,220,57,60,106,38,43,114,47,103,220,A,,4,7,,,,D. Hrbaty,D. Pescariu,H377,P254,SVK,ROU,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS027,R32,02:23:00,,F,3,E146,"6-3,6-7(2),7-6(7)",T. El Sawy,J. Siemerink,,,EGY,NED,6-3,6-7(2),7-6(7),,,02:23:00,2,7,292,/en/stats/leaderboard?page=serve,2,5,61,70,115,76,53,70,58,26,45,75,3,4,17,292,/en/stats/leaderboard?page=serve,2,6,66,67,101,73,49,67,62,21,34,71,5,7,16,69,79,115,31,31,101,51,110,216,69,70,101,31,36,115,49,106,216,A,,,,,7,5,T. El Sawy,J. Siemerink,E146,S381,EGY,NED,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS028,R32,01:45:00,,F,3,M048,"6-4,1-6,6-2",P. McEnroe,P. Haarhuis,,,USA,NED,6-4,1-6,6-2,,,01:45:00,,,250,/en/stats/leaderboard?page=serve,6,0,51,42,82,67,28,42,55,22,40,80,8,10,12,277,/en/stats/leaderboard?page=serve,,12,70,48,69,71,34,48,48,10,21,25,1,4,13,61,50,82,36,25,69,50,75,151,64,44,69,39,32,82,50,76,151,A,,,,False,,,P. McEnroe,P. Haarhuis,M048,H223,USA,NED,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS029,R32,00:59:00,,F,2,A226,"6-2,6-3",H. Arazi,L. Paes,,,MAR,IND,6-2,6-3,,,,00:59:00,,,278,/en/stats/leaderboard?page=serve,6,2,48,21,44,90,19,21,57,13,23,50,1,2,8,196,/en/stats/leaderboard?page=serve,5,3,53,27,51,63,17,27,38,9,24,29,2,7,9,73,32,44,49,25,51,60,57,95,51,26,51,27,12,44,40,38,95,A,,,,,,,H. Arazi,L. Paes,A226,P269,MAR,IND,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS030,R32,00:56:00,,F,2,F278,"6-2,6-2",P. Fredriksson,K. Alami,,,SWE,MAR,6-2,6-2,,,,00:56:00,,,237,/en/stats/leaderboard?page=serve,5,4,49,27,55,78,21,27,61,17,28,,0,,8,237,/en/stats/leaderboard?page=serve,2,5,67,28,42,46,13,28,71,10,14,20,1,5,8,69,38,55,45,19,42,59,57,97,55,23,42,31,17,55,41,40,97,A,,,,,,,P. Fredriksson,K. Alami,F278,A203,SWE,MAR,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS031,R32,01:29:00,,F,2,L206,"6-4,7-5",M. Larsson,T. Enqvist,,,SWE,SWE,6-4,7-5,,,,01:29:00,,,311,/en/stats/leaderboard?page=serve,1,5,67,39,58,85,33,39,74,14,19,,0,,11,254,/en/stats/leaderboard?page=serve,6,4,55,46,83,74,34,46,46,17,37,78,7,9,11,81,47,58,39,32,83,56,79,141,61,51,83,19,11,58,44,62,141,A,,,,,,,M. Larsson,T. Enqvist,L206,E113,SWE,SWE,,
