event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS001,F,02:28:00,,F,3,C243,"7-5,6-7(5),6-2",J. Courier,T. Henman,,,USA,GBR,7-5,6-7(5),6-2,,,02:28:00,5,7,270,/en/stats/leaderboard?page=serve,1,9,68,67,98,67,45,67,52,16,31,56,5,9,16,224,/en/stats/leaderboard?page=serve,5,9,65,83,128,63,52,83,36,16,45,65,13,20,16,62,61,98,47,60,128,54,121,226,53,68,128,38,37,98,46,105,226,A,,,,,,,J. Courier,T. Henman,C243,H336,USA,GBR,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS002,SF,01:13:00,,F,2,C243,"6-4,6-2",J. Courier,S. Bruguera,,,USA,ESP,6-4,6-2,,,,01:13:00,,,299,/en/stats/leaderboard?page=serve,1,6,62,28,45,96,27,28,59,10,17,,0,,9,234,/en/stats/leaderboard?page=serve,1,2,62,42,68,67,28,42,38,10,26,50,3,6,9,82,37,45,44,30,68,59,67,113,56,38,68,18,8,45,41,46,113,A,,,,,,,J. Courier,S. Bruguera,C243,B350,USA,ESP,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS003,SF,01:24:00,,F,3,H336,"6-3,2-6,6-2",T. Henman,H. Arazi,,,GBR,MAR,6-3,2-6,6-2,,,01:24:00,,,305,/en/stats/leaderboard?page=serve,,6,66,41,62,68,28,41,81,17,21,0,0,2,13,251,/en/stats/leaderboard?page=serve,4,3,54,44,81,66,29,44,57,21,37,57,4,7,12,73,45,62,38,31,81,53,76,143,62,50,81,27,17,62,47,67,143,A,False,,,,,,T. Henman,H. Arazi,H336,A226,GBR,MAR,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS004,QF,01:27:00,,F,2,C243,"6-3,7-5",J. Courier,T. Muster,,,USA,AUT,6-3,7-5,,,,01:27:00,,,305,/en/stats/leaderboard?page=serve,,5,63,35,56,71,25,35,76,16,21,50,1,2,11,243,/en/stats/leaderboard?page=serve,3,7,56,40,71,65,26,40,48,15,31,67,6,9,10,73,41,56,42,30,71,56,71,127,58,41,71,27,15,56,44,56,127,A,False,,,,,,J. Courier,T. Muster,C243,M099,USA,AUT,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS005,QF,01:32:00,,F,3,B350,"6-1,2-6,6-3",S. Bruguera,P. Korda,,,ESP,CZE,6-1,2-6,6-3,,,01:32:00,,,242,/en/stats/leaderboard?page=serve,2,0,57,38,67,66,25,38,55,16,29,43,3,7,12,209,/en/stats/leaderboard?page=serve,3,2,66,55,83,55,30,55,39,11,28,45,5,11,12,61,41,67,51,42,83,55,83,150,49,41,83,39,26,67,45,67,150,A,,,,,,,S. Bruguera,P. Korda,B350,K148,ESP,CZE,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS006,QF,01:45:00,,F,2,H336,"6-3,7-6(7)",T. Henman,M. Gustafsson,,,GBR,SWE,6-3,7-6(7),,,,01:45:00,7,3,270,/en/stats/leaderboard?page=serve,2,7,57,58,102,66,38,58,52,23,44,90,9,10,11,242,/en/stats/leaderboard?page=serve,10,0,58,45,77,67,30,45,47,15,32,80,8,10,10,60,61,102,42,32,77,52,93,179,58,45,77,40,41,102,48,86,179,A,,,,,,,T. Henman,M. Gustafsson,H336,G182,GBR,SWE,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS007,QF,01:49:00,,F,2,A226,"7-6(7),7-6(7)",H. Arazi,M. Larsson,,,MAR,SWE,7-6(7),7-6(7),,,,01:49:00,7,2,247,/en/stats/leaderboard?page=serve,4,4,48,45,93,76,34,45,48,23,48,70,7,10,12,251,/en/stats/leaderboard?page=serve,4,3,65,64,99,63,40,64,49,17,35,63,5,8,12,61,57,93,42,42,99,52,99,192,58,57,99,39,36,93,48,93,192,A,,7,3,,,,H. Arazi,M. Larsson,A226,L206,MAR,SWE,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS008,R16,02:14:00,,F,3,M099,"6-2,3-6,7-5",T. Muster,C. Ruud,,,AUT,NOR,6-2,3-6,7-5,,,02:14:00,,,278,/en/stats/leaderboard?page=serve,1,7,51,54,105,74,40,54,55,28,51,80,4,5,14,258,/en/stats/leaderboard?page=serve,3,3,54,52,96,67,35,52,57,25,44,67,6,9,15,65,68,105,38,36,96,52,104,201,63,60,96,35,37,105,48,97,201,A,,,,,,,T. Muster,C. Ruud,M099,R219,AUT,NOR,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS009,R16,01:22:00,,F,2,C243,"6-3,6-4",J. Courier,R. Sabau,,,USA,ROU,6-3,6-4,,,,01:22:00,,,277,/en/stats/leaderboard?page=serve,2,11,50,31,62,87,27,31,61,19,31,,0,,10,258,/en/stats/leaderboard?page=serve,1,3,61,36,59,61,22,36,57,13,23,50,2,4,9,74,46,62,41,24,59,58,70,121,59,35,59,26,16,62,42,51,121,A,,,,,,,J. Courier,R. Sabau,C243,S535,USA,ROU,,
451,1997,Doha,GP,1996-12-30T00:00:00,1997-01-05T00:00:00,Hard,32,600000,$,MS010,R16,01:00:00,,F,2,B350,"6-0,6-1",S. Bruguera,J. Sanchez,,,ESP,ESP,6-0,6-1,,,,01:00:00,,,205,/en/stats/leaderboard?page=serve,,2,47,26,55,73,19,26,55,16,29,,0,,7,145,/en/stats/leaderboard?page=serve,,1,49,20,41,50,10,20,29,6,21,55,6,11,6,64,35,55,61,25,41,63,60,96,39,16,41,36,20,55,38,36,96,A,False,,,False,,,S. Bruguera,J. Sanchez,B350,S015,ESP,ESP,,
