event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS001,F,02:47:00,,F,3,A479,"6-7(6),7-6(7),6-3",N. Almagro,P. Carreno Busta,,,ESP,ESP,6-7(6),7-6(7),6-3,,,02:47:00,A,N. Almagro,P. Carreno Busta,ESP,ESP,,,265,/en/stats/leaderboard?page=serve,6,12,51,54,105,80,43,54,47,24,51,50,3,6,16,241,/en/stats/leaderboard?page=serve,3,2,59,76,129,64,49,76,49,26,53,74,14,19,17,64,67,105,42,54,129,52,121,234,58,75,129,36,38,105,48,113,234,6,8,7,5,02:47:00,02:47:00,A479,CD85
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS002,SF,01:14:00,,F,2,CD85,"6-3,6-3",P. Carreno Busta,B. Paire,,,ESP,FRA,6-3,6-3,,,,01:14:00,A,P. Carreno Busta,B. Paire,ESP,FRA,,,218,/en/stats/leaderboard?page=serve,1,1,75,47,63,57,27,47,31,5,16,60,6,10,9,131,/en/stats/leaderboard?page=serve,5,3,35,19,54,47,9,19,29,10,35,36,4,11,9,51,32,63,65,35,54,57,67,117,35,19,54,49,31,63,43,50,117,,,,,01:14:00,01:14:00,CD85,PD31
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS003,SF,01:14:00,,F,2,A479,"6-3,7-5",N. Almagro,N. Kyrgios,,,ESP,AUS,6-3,7-5,,,,01:14:00,A,N. Almagro,N. Kyrgios,ESP,AUS,,,284,/en/stats/leaderboard?page=serve,3,7,58,32,55,84,27,32,57,13,23,0,0,2,11,229,/en/stats/leaderboard?page=serve,4,6,66,41,62,63,26,41,38,8,21,43,3,7,10,73,40,55,45,28,62,58,68,117,55,34,62,27,15,55,42,49,117,,,,,01:14:00,01:14:00,A479,KE17
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS004,QF,01:28:00,,F,2,CD85,"6-3,6-4",P. Carreno Busta,G. Simon,,,ESP,FRA,6-3,6-4,,,,01:28:00,A,P. Carreno Busta,G. Simon,ESP,FRA,,,295,/en/stats/leaderboard?page=serve,0,5,54,35,65,66,23,35,70,21,30,100,2,2,10,283,/en/stats/leaderboard?page=serve,0,2,66,37,56,54,20,37,84,16,19,50,2,4,9,68,44,65,36,20,56,53,64,121,64,36,56,32,21,65,47,57,121,,,,,01:28:00,01:28:00,CD85,SD32
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS005,QF,01:35:00,,F,2,PD31,"7-6(7),6-2",B. Paire,G. Garcia-Lopez,,,FRA,ESP,7-6(7),6-2,,,,01:35:00,A,B. Paire,G. Garcia-Lopez,FRA,ESP,,,265,/en/stats/leaderboard?page=serve,3,4,56,40,72,78,31,40,50,16,32,71,5,7,10,212,/en/stats/leaderboard?page=serve,6,0,57,42,74,57,24,42,44,14,32,50,4,8,10,65,47,72,49,36,74,57,83,146,51,38,74,35,25,72,43,63,146,7,2,,,01:35:00,01:35:00,PD31,G476
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS006,QF,01:40:00,,F,2,A479,"6-4,7-6(7)",N. Almagro,L. Mayer,,,ESP,ARG,6-4,7-6(7),,,,01:40:00,A,N. Almagro,L. Mayer,ESP,ARG,,,274,/en/stats/leaderboard?page=serve,2,7,56,37,66,70,26,37,62,18,29,33,1,3,11,243,/en/stats/leaderboard?page=serve,2,3,66,52,79,71,37,52,33,9,27,73,8,11,11,67,44,66,42,33,79,53,77,145,58,46,79,33,22,66,47,68,145,,,7,5,01:40:00,01:40:00,A479,MD56
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS007,QF,01:10:00,,F,2,KE17,"6-4,6-4",N. Kyrgios,B. Coric,,,AUS,CRO,6-4,6-4,,,,01:10:00,A,N. Kyrgios,B. Coric,AUS,CRO,,,336,/en/stats/leaderboard?page=serve,2,10,67,34,51,85,29,34,76,13,17,0,0,0,10,280,/en/stats/leaderboard?page=serve,1,7,68,41,60,73,30,41,53,10,19,75,6,8,10,82,42,51,33,20,60,56,62,111,67,40,60,18,9,51,44,49,111,,,,,01:10:00,01:10:00,KE17,CG80
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS008,R16,01:47:00,,F,3,SD32,"3-6,6-2,6-1",G. Simon,P. Mathieu,,,FRA,FRA,3-6,6-2,6-1,,,01:47:00,A,G. Simon,P. Mathieu,FRA,FRA,,,271,/en/stats/leaderboard?page=serve,1,5,49,35,71,74,26,35,61,22,36,33,1,3,12,217,/en/stats/leaderboard?page=serve,1,2,45,32,71,69,22,32,44,17,39,58,7,12,12,68,48,71,45,32,71,56,80,142,55,39,71,32,23,71,44,62,142,,,,,01:47:00,01:47:00,SD32,M850
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS009,R16,01:43:00,,F,2,CD85,"6-4,7-5",P. Carreno Busta,T. Daniel,,,ESP,JPN,6-4,7-5,,,,01:43:00,A,P. Carreno Busta,T. Daniel,ESP,JPN,,,248,/en/stats/leaderboard?page=serve,4,4,61,42,69,74,31,42,41,11,27,50,3,6,11,226,/en/stats/leaderboard?page=serve,1,1,70,46,66,57,26,46,45,9,20,44,4,9,11,61,42,69,47,31,66,54,73,135,53,35,66,39,27,69,46,62,135,,,,,01:43:00,01:43:00,CD85,DA81
7290,2016,Estoril,250,2016-04-25T00:00:00,2016-05-01T00:00:00,Clay,28,463520,€,MS010,R16,01:53:00,,F,3,PD31,"6-7(4),6-3,6-3",B. Paire,K. Edmund,,,FRA,GBR,6-7(4),6-3,6-3,,,01:53:00,A,B. Paire,K. Edmund,FRA,GBR,,,280,/en/stats/leaderboard?page=serve,4,9,52,50,96,74,37,50,63,29,46,78,7,9,15,241,/en/stats/leaderboard?page=serve,4,3,65,67,103,67,45,67,44,16,36,55,6,11,15,69,66,96,41,42,103,54,108,199,59,61,103,31,30,96,46,91,199,4,7,,,01:53:00,01:53:00,PD31,E831
