event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set5_winner,tiebreak_set5_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS001,F,04:02:00,,F,5,TB69,"2-6,4-6,6-4,6-3,7-6(8)",D. Thiem,A. Zverev,,,AUT,GER,2-6,4-6,6-4,6-3,7-6(8),04:02:00,A,D. Thiem,A. Zverev,AUT,GER,,,246,/en/stats/leaderboard?page=serve,8,8,62,103,165,68,70,103,48,30,62,56,10,18,25,245,/en/stats/leaderboard?page=serve,15,15,64,101,157,70,71,101,41,23,56,46,6,13,24,61,100,165,40,63,157,51,163,322,60,94,157,39,65,165,49,159,322,8,6,04:02:00,04:02:00,,,,,,,,,TB69,Z355
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS002,SF,03:23:00,,F,5,Z355,"3-6,2-6,6-3,6-4,6-3",A. Zverev,P. Carreno Busta,,,GER,ESP,3-6,2-6,6-3,6-4,6-3,03:23:00,A,A. Zverev,P. Carreno Busta,GER,ESP,,,261,/en/stats/leaderboard?page=serve,8,24,62,86,138,78,67,86,37,19,52,56,9,16,22,245,/en/stats/leaderboard?page=serve,1,4,71,106,149,64,68,106,42,18,43,64,14,22,23,62,86,138,42,63,149,52,149,287,58,86,149,38,52,138,48,138,287,,,03:23:00,03:23:00,,,,,,,,,Z355,CD85
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS003,SF,02:56:00,,F,3,TB69,"6-2,7-6(9),7-6(7)",D. Thiem,D. Medvedev,,,AUT,RUS,6-2,7-6(9),7-6(7),,,02:56:00,A,D. Thiem,D. Medvedev,AUT,RUS,,,279,/en/stats/leaderboard?page=serve,3,2,59,67,114,79,53,67,55,26,47,75,6,8,16,258,/en/stats/leaderboard?page=serve,4,12,59,74,126,76,56,74,40,21,52,60,6,10,16,69,79,114,39,49,126,53,128,240,61,77,126,31,35,114,47,112,240,,,02:56:00,02:56:00,9,7,7,5,,,,,TB69,MM58
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS004,QF,04:08:00,,F,5,CD85,"3-6,7-6(7),7-6(7),0-6,6-3",P. Carreno Busta,D. Shapovalov,,,ESP,CAN,3-6,7-6(7),7-6(7),0-6,6-3,04:08:00,A,P. Carreno Busta,D. Shapovalov,ESP,CAN,,,264,/en/stats/leaderboard?page=serve,1,5,71,102,144,68,69,102,55,23,42,50,8,16,24,275,/en/stats/leaderboard?page=serve,11,26,62,104,169,79,82,104,40,26,65,76,16,21,24,64,92,144,36,61,169,49,153,313,64,108,169,36,52,144,51,160,313,,,04:08:00,04:08:00,7,5,7,4,,,,,CD85,SU55
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS005,QF,03:25:00,,F,4,Z355,"1-6,7-6(7),7-6(7),6-3",A. Zverev,B. Coric,,,GER,CRO,1-6,7-6(7),7-6(7),6-3,,03:25:00,A,A. Zverev,B. Coric,GER,CRO,,,274,/en/stats/leaderboard?page=serve,12,18,71,100,141,76,76,100,41,17,41,73,11,15,20,287,/en/stats/leaderboard?page=serve,2,5,72,92,127,70,64,92,57,20,35,63,5,8,20,66,93,141,34,43,127,51,136,268,66,84,127,34,48,141,49,132,268,,,03:25:00,03:25:00,7,5,7,1,,,,,Z355,CG80
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS006,QF,02:27:00,,F,3,MM58,"7-6(8),6-3,7-6(7)",D. Medvedev,A. Rublev,,,RUS,RUS,7-6(8),6-3,7-6(7),,,02:27:00,A,D. Medvedev,A. Rublev,RUS,RUS,,,326,/en/stats/leaderboard?page=serve,3,16,59,57,97,89,51,57,65,26,40,0,0,0,17,292,/en/stats/leaderboard?page=serve,1,10,51,51,100,78,40,51,61,30,49,0,0,1,16,79,77,97,30,30,100,54,107,197,70,70,100,21,20,97,46,90,197,,,02:27:00,02:27:00,,,7,5,8,6,,,MM58,RE44
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS007,QF,02:04:00,,F,3,TB69,"6-1,6-2,6-4",D. Thiem,A. de Minaur,,,AUT,AUS,6-1,6-2,6-4,,,02:04:00,A,D. Thiem,A. de Minaur,AUT,AUS,,,274,/en/stats/leaderboard?page=serve,3,11,60,53,89,83,44,53,39,14,36,71,5,7,13,197,/en/stats/leaderboard?page=serve,3,1,57,43,76,49,21,43,52,17,33,46,6,13,12,65,58,89,50,38,76,58,96,165,50,38,76,35,31,89,42,69,165,,,02:04:00,02:04:00,,,,,,,,,TB69,DH58
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS008,R16,01:04:00,,F,1,CD85,6-5,P. Carreno Busta,N. Djokovic,,,ESP,SRB,6-5,,,,,01:04:00,A,P. Carreno Busta,N. Djokovic,ESP,SRB,,,295,/en/stats/leaderboard?page=serve,0,3,67,24,36,75,18,24,50,6,12,100,4,4,5,306,/en/stats/leaderboard?page=serve,0,9,71,20,28,80,16,20,63,5,8,50,1,2,6,67,24,36,25,7,28,48,31,64,75,21,28,33,12,36,52,33,64,,,01:04:00,01:04:00,,,,,,,,,CD85,D643
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS009,R16,03:30:00,,F,4,SU55,"6-7(0),6-3,6-4,6-3",D. Shapovalov,D. Goffin,,,CAN,BEL,6-7(0),6-3,6-4,6-3,,03:30:00,A,D. Shapovalov,D. Goffin,CAN,BEL,,,296,/en/stats/leaderboard?page=serve,5,13,64,83,130,76,63,83,53,25,47,86,6,7,20,246,/en/stats/leaderboard?page=serve,5,3,61,95,157,68,65,95,44,27,62,69,11,16,20,68,88,130,41,65,157,53,153,287,59,92,157,32,42,130,47,134,287,,,03:30:00,03:30:00,,,,,0,7,,,SU55,GB88
560,2020,US Open,GS,2020-08-31T00:00:00,2020-09-13T00:00:00,Hard,128,21656000,$,MS010,R16,02:08:00,,F,3,CG80,"7-5,6-1,6-3",B. Coric,J. Thompson,,,CRO,AUS,7-5,6-1,6-3,,,02:08:00,A,B. Coric,J. Thompson,CRO,AUS,,,291,/en/stats/leaderboard?page=serve,0,4,71,62,87,76,47,62,48,12,25,50,1,2,14,213,/en/stats/leaderboard?page=serve,4,2,55,44,80,64,28,44,39,14,36,45,5,11,14,68,59,87,48,38,80,58,97,167,53,42,80,32,28,87,42,70,167,,,02:08:00,02:08:00,,,,,,,,,CG80,TC61
