event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS001,F,02:52:00,,F,5,A092,"1-6,2-6,6-4,6-3,6-4",A. Agassi,A. Medvedev,,,USA,UKR,1-6,2-6,6-4,6-3,6-4,02:52:00,251,/en/stats/leaderboard?page=serve,6,2,62,86,138,70,60,86,46,24,52,74,14,19,22,274,/en/stats/leaderboard?page=serve,8,23,63,100,159,74,74,100,41,24,59,73,11,15,22,61,84,138,38,61,159,49,145,297,62,98,159,39,54,138,51,152,297,A,,,,,,,,,A. Agassi,A. Medvedev,A092,M475,USA,UKR,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS002,SF,02:26:00,,F,4,A092,"6-4,7-6(8),3-6,6-4",A. Agassi,D. Hrbaty,,,USA,SVK,6-4,7-6(8),3-6,6-4,,02:26:00,277,/en/stats/leaderboard?page=serve,2,5,67,86,129,74,64,86,53,23,43,64,7,11,21,262,/en/stats/leaderboard?page=serve,6,7,59,78,132,65,51,78,57,31,54,69,9,13,20,67,87,129,38,50,132,52,137,261,62,82,132,33,42,129,48,124,261,A,8,6,,,,,,,A. Agassi,D. Hrbaty,A092,H377,USA,SVK,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS003,SF,02:59:00,,F,4,M475,"7-5,3-6,6-4,7-6(8)",A. Medvedev,F. Meligeni,,,UKR,BRA,7-5,3-6,6-4,7-6(8),,02:59:00,245,/en/stats/leaderboard?page=serve,4,7,64,99,154,61,60,99,49,27,55,71,17,24,22,235,/en/stats/leaderboard?page=serve,4,1,63,87,138,61,53,87,53,27,51,50,8,16,21,56,87,154,42,58,138,50,145,292,58,80,138,44,67,154,50,147,292,A,,,8,6,,,,,A. Medvedev,F. Meligeni,M475,M443,UKR,BRA,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS004,QF,02:28:00,,F,4,H377,"7-6(7),6-2,6-7(6),6-3",D. Hrbaty,M. Rios,,,SVK,CHI,7-6(7),6-2,6-7(6),6-3,,02:28:00,300,/en/stats/leaderboard?page=serve,7,8,52,66,127,88,58,66,59,36,61,100,5,5,20,276,/en/stats/leaderboard?page=serve,8,14,52,67,129,78,52,67,55,34,62,25,1,4,21,74,94,127,33,43,129,54,137,256,67,86,129,26,33,127,46,119,256,A,,,,,7,4,6,8,D. Hrbaty,M. Rios,H377,R286,SVK,CHI,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS005,QF,01:12:00,,F,3,A092,"6-2,6-2,6-0",A. Agassi,M. Filippini,,,USA,URU,6-2,6-2,6-0,,,01:12:00,337,/en/stats/leaderboard?page=serve,0,6,73,43,59,77,33,43,81,13,16,100,3,3,11,217,/en/stats/leaderboard?page=serve,1,2,78,53,68,42,22,53,60,9,15,42,5,12,11,78,46,59,54,37,68,65,83,127,46,31,68,22,13,59,35,44,127,A,,,,,,,,,A. Agassi,M. Filippini,A092,F165,USA,URU,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS006,QF,01:25:00,,F,3,M443,"6-2,6-2,6-0",F. Meligeni,A. Corretja,,,BRA,ESP,6-2,6-2,6-0,,,01:25:00,306,/en/stats/leaderboard?page=serve,2,1,63,40,64,73,29,40,71,17,24,0,0,0,11,190,/en/stats/leaderboard?page=serve,1,3,67,45,67,53,24,45,32,7,22,50,7,14,11,72,46,64,54,36,67,63,82,131,46,31,67,28,18,64,37,49,131,A,,,,,,,,,F. Meligeni,A. Corretja,M443,C344,BRA,ESP,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS007,QF,02:03:00,,F,3,M475,"7-5,6-4,6-4",A. Medvedev,G. Kuerten,,,UKR,BRA,7-5,6-4,6-4,,,02:03:00,287,/en/stats/leaderboard?page=serve,3,7,61,66,108,77,51,66,52,22,42,83,5,6,16,253,/en/stats/leaderboard?page=serve,0,6,59,64,108,72,46,64,41,18,44,73,11,15,16,68,73,108,41,44,108,54,117,216,59,64,108,32,35,108,46,99,216,A,,,,,,,,,A. Medvedev,G. Kuerten,M475,K293,UKR,BRA,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS008,R16,02:38:00,,F,4,H377,"6-4,3-6,7-6(7),6-3",D. Hrbaty,M. Safin,,,SVK,RUS,6-4,3-6,7-6(7),6-3,,02:38:00,246,/en/stats/leaderboard?page=serve,3,7,56,77,137,71,55,77,45,27,60,71,15,21,20,243,/en/stats/leaderboard?page=serve,6,15,42,52,125,77,40,52,45,33,73,57,8,14,20,60,82,137,42,52,125,51,134,262,58,73,125,40,55,137,49,128,262,A,,,,,,,7,5,D. Hrbaty,M. Safin,H377,S741,SVK,RUS,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS009,R16,02:32:00,,F,5,R286,"3-6,3-6,6-3,6-4,6-3",M. Rios,A. Berasategui,,,CHI,ESP,3-6,3-6,6-3,6-4,6-3,02:32:00,238,/en/stats/leaderboard?page=serve,5,7,66,94,142,63,59,94,42,20,48,71,20,28,23,236,/en/stats/leaderboard?page=serve,4,2,72,92,127,57,52,92,49,17,35,50,9,18,23,56,79,142,46,58,127,51,137,269,54,69,127,44,63,142,49,132,269,A,,,,,,,,,M. Rios,A. Berasategui,R286,B428,CHI,ESP,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS010,R16,02:31:00,,F,4,A092,"4-6,7-5,7-5,6-1",A. Agassi,C. Moya,,,USA,ESP,4-6,7-5,7-5,6-1,,02:31:00,278,/en/stats/leaderboard?page=serve,2,6,60,77,129,73,56,77,56,29,52,73,8,11,21,239,/en/stats/leaderboard?page=serve,5,6,55,73,133,73,53,73,40,24,60,70,14,20,20,66,85,129,42,56,133,54,141,262,58,77,133,34,44,129,46,121,262,A,,,,,,,,,A. Agassi,C. Moya,A092,M605,USA,ESP,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS011,R16,02:04:00,,F,3,F165,"7-6(10),6-3,6-4",M. Filippini,G. Rusedski,,,URU,GBR,7-6(10),6-3,6-4,,,02:04:00,294,/en/stats/leaderboard?page=serve,4,0,72,78,108,76,59,78,57,17,30,92,12,13,16,259,/en/stats/leaderboard?page=serve,7,10,59,60,101,80,48,60,37,15,41,63,5,8,15,70,76,108,38,38,101,55,114,209,62,63,101,30,32,108,45,95,209,A,,,,,10,8,,,M. Filippini,G. Rusedski,F165,R237,URU,GBR,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS012,R16,02:18:00,,F,3,C344,"6-2,6-3,7-5",A. Corretja,S. Koubek,,,ESP,AUT,6-2,6-3,7-5,,,02:18:00,237,/en/stats/leaderboard?page=serve,1,1,59,57,96,65,37,57,49,19,39,71,12,17,14,180,/en/stats/leaderboard?page=serve,2,1,65,76,117,51,39,76,32,13,41,64,18,28,15,58,56,96,56,65,117,57,121,213,44,52,117,42,40,96,43,92,213,A,,,,,,,,,A. Corretja,S. Koubek,C344,K310,ESP,AUT,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS013,R16,03:07:00,,F,4,M443,"6-1,5-7,7-5,7-6(7)",F. Meligeni,F. Mantilla,,,BRA,ESP,6-1,5-7,7-5,7-6(7),,03:07:00,251,/en/stats/leaderboard?page=serve,6,5,56,75,133,72,54,75,52,30,58,57,8,14,22,220,/en/stats/leaderboard?page=serve,7,4,56,74,131,64,47,74,42,24,57,58,11,19,21,63,84,133,46,60,131,55,144,264,54,71,131,37,49,133,45,120,264,A,,,7,1,,,,,F. Meligeni,F. Mantilla,M443,M535,BRA,ESP,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS014,R16,01:38:00,,F,3,K293,"6-4,6-4,6-2",G. Kuerten,B. Ulihrach,,,BRA,CZE,6-4,6-4,6-2,,,01:38:00,285,/en/stats/leaderboard?page=serve,5,8,53,46,87,78,36,46,59,24,41,86,6,7,14,225,/en/stats/leaderboard?page=serve,7,3,52,45,86,64,29,45,49,20,41,29,2,7,14,69,60,87,43,37,86,56,97,173,57,49,86,31,27,87,44,76,173,A,,,,,,,,,G. Kuerten,B. Ulihrach,K293,U032,BRA,CZE,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS015,R16,02:12:00,,F,3,M475,"7-6(7),7-6(7),6-1",A. Medvedev,A. Di Pasquale,,,UKR,FRA,7-6(7),7-6(7),6-1,,,02:12:00,245,/en/stats/leaderboard?page=serve,6,8,55,60,109,72,43,60,41,20,49,69,9,13,16,201,/en/stats/leaderboard?page=serve,5,0,55,56,102,59,33,56,39,18,46,56,9,16,15,58,63,109,50,51,102,54,114,211,50,51,102,42,46,109,46,97,211,A,7,3,,,7,5,,,A. Medvedev,A. Di Pasquale,M475,D357,UKR,FRA,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS016,R32,03:02:00,,F,5,H377,"3-6,7-5,6-2,4-6,6-2",D. Hrbaty,A. Ilie,,,SVK,AUS,3-6,7-5,6-2,4-6,6-2,03:02:00,258,/en/stats/leaderboard?page=serve,6,6,57,83,145,75,62,83,48,30,62,62,8,13,23,229,/en/stats/leaderboard?page=serve,5,6,49,82,168,70,57,82,43,37,86,58,11,19,24,63,92,145,44,74,168,53,166,313,56,94,168,37,53,145,47,147,313,A,,,,,,,,,D. Hrbaty,A. Ilie,H377,I052,SVK,AUS,,
520,1999,Roland Garros,GS,1999-05-24T00:00:00,1999-06-06T00:00:00,Clay,128,5159915,$,MS017,R32,02:34:00,,F,4,S741,"7-6(7),3-6,6-4,6-3",M. Safin,H. Arazi,,,RUS,MAR,7-6(7),3-6,6-4,6-3,,02:34:00,272,/en/stats/leaderboard?page=serve,4,17,44,53,121,85,45,53,50,34,68,64,7,11,20,252,/en/stats/leaderboard?page=serve,0,4,62,88,143,64,56,88,47,26,55,79,19,24,20,65,79,121,43,61,143,53,140,264,57,82,143,35,42,121,47,124,264,A,,,,,7,5,,,M. Safin,H. Arazi,S741,A226,RUS,MAR,,
