event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS001,F,01:06:00,,F,2,J129,"6-3,6-4",T. Johansson,R. Furlan,,,SWE,ITA,6-3,6-4,,,,01:06:00,232,/en/stats/leaderboard?page=serve,1,7,71,34,48,91,31,34,64,9,14,0,0,,10,250,/en/stats/leaderboard?page=serve,3,2,55,29,53,69,20,29,50,12,24,33,1,3,9,83,40,48,40,21,53,60,61,101,60,32,53,17,8,48,40,40,101,A,,,,,,,,,T. Johansson,R. Furlan,J129,F192,SWE,ITA,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS002,SF,01:14:00,,F,2,J129,"6-3,6-1",T. Johansson,M. Stich,,,SWE,GER,6-3,6-1,,,,01:14:00,300,/en/stats/leaderboard?page=serve,,2,64,32,50,75,24,32,72,13,18,,0,,8,198,/en/stats/leaderboard?page=serve,8,7,40,29,72,72,21,29,37,16,43,60,6,10,8,74,37,50,49,35,72,59,72,122,51,37,72,26,13,50,41,50,122,A,False,,,,,,,,T. Johansson,M. Stich,J129,S351,SWE,GER,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS003,SF,01:02:00,,F,2,F192,"6-3,6-3",R. Furlan,J. Kroslak,,,ITA,SVK,6-3,6-3,,,,01:02:00,285,/en/stats/leaderboard?page=serve,1,3,53,26,49,81,21,26,61,14,23,75,3,4,9,208,/en/stats/leaderboard?page=serve,5,4,56,30,54,60,18,30,38,9,24,43,3,7,9,71,35,49,50,27,54,60,62,103,50,27,54,29,14,49,40,41,103,A,,,,,,,,,R. Furlan,J. Kroslak,F192,K296,ITA,SVK,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS004,QF,01:03:00,,F,2,S351,"6-2,6-4",M. Stich,K. Carlsen,,,GER,DEN,6-2,6-4,,,,01:03:00,209,/en/stats/leaderboard?page=serve,3,7,54,26,48,92,24,26,59,13,22,0,0,,9,242,/en/stats/leaderboard?page=serve,1,3,63,30,48,67,20,30,44,8,18,57,4,7,9,77,37,48,42,20,48,59,57,96,58,28,48,23,11,48,41,39,96,A,,,,,,,,,M. Stich,K. Carlsen,S351,C328,GER,DEN,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS005,QF,01:09:00,,F,2,J129,"6-2,6-4",T. Johansson,O. Delaitre,,,SWE,FRA,6-2,6-4,,,,01:09:00,270,/en/stats/leaderboard?page=serve,,2,60,36,60,78,28,36,42,10,24,75,3,4,9,225,/en/stats/leaderboard?page=serve,1,1,59,30,51,63,19,30,48,10,21,33,2,6,9,63,38,60,43,22,51,54,60,111,57,29,51,37,22,60,46,51,111,A,False,,,,,,,,T. Johansson,O. Delaitre,J129,D015,SWE,FRA,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS006,QF,01:51:00,,F,3,K296,"6-3,2-6,7-5",J. Kroslak,M. Norman,,,SVK,SWE,6-3,2-6,7-5,,,01:51:00,260,/en/stats/leaderboard?page=serve,4,7,58,53,92,70,37,53,51,20,39,63,5,8,14,255,/en/stats/leaderboard?page=serve,2,10,60,59,99,71,42,59,43,17,40,60,6,10,15,62,57,92,40,40,99,51,97,191,60,59,99,38,35,92,49,94,191,A,,,,,,,,,J. Kroslak,M. Norman,K296,N250,SVK,SWE,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS007,QF,02:01:00,,F,3,F192,"5-7,6-4,6-2",R. Furlan,A. Clement,,,ITA,FRA,5-7,6-4,6-2,,,02:01:00,296,/en/stats/leaderboard?page=serve,,12,64,55,86,76,42,55,58,18,31,67,4,6,15,252,/en/stats/leaderboard?page=serve,1,8,57,59,104,66,39,59,49,22,45,75,12,16,15,70,60,86,41,43,104,54,103,190,59,61,104,30,26,86,46,87,190,A,False,,,,,,,,R. Furlan,A. Clement,F192,C487,ITA,FRA,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS008,R16,01:04:00,,F,2,S351,"6-4,6-4",M. Stich,O. Camporese,,,GER,ITA,6-4,6-4,,,,01:04:00,298,/en/stats/leaderboard?page=serve,2,12,50,26,52,96,25,26,62,16,26,,0,,10,267,/en/stats/leaderboard?page=serve,1,6,53,30,57,77,23,30,52,14,27,60,3,5,10,79,41,52,35,20,57,56,61,109,65,37,57,21,11,52,44,48,109,A,,,,,,,,,M. Stich,O. Camporese,S351,C009,GER,ITA,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS009,R16,01:17:00,,F,2,C328,"6-4,6-4",K. Carlsen,N. Marques,,,DEN,POR,6-4,6-4,,,,01:17:00,291,/en/stats/leaderboard?page=serve,1,8,65,39,60,72,28,39,57,12,21,75,3,4,10,258,/en/stats/leaderboard?page=serve,2,2,75,48,64,63,30,48,50,8,16,57,4,7,10,67,40,60,41,26,64,53,66,124,59,38,64,33,20,60,47,58,124,A,,,,,,,,,K. Carlsen,N. Marques,C328,M197,DEN,POR,,
568,1997,St. Petersburg,GP,1997-03-17T00:00:00,1997-03-30T00:00:00,Carpet,32,300000,$,MS010,R16,01:34:00,,F,2,D015,"6-3,7-6(7)",O. Delaitre,D. Vacek,,,FRA,CZE,6-3,7-6(7),,,,01:34:00,225,/en/stats/leaderboard?page=serve,1,6,57,50,88,70,35,50,66,25,38,,0,,11,275,/en/stats/leaderboard?page=serve,3,6,58,37,64,76,28,37,48,13,27,80,4,5,10,68,60,88,36,23,64,55,83,152,64,41,64,32,28,88,45,69,152,A,,7,1,,,,,,O. Delaitre,D. Vacek,D015,V141,FRA,CZE,,
