event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS001,F,01:50:00,,F,2,S0AG,"7-6(10),7-6(7)",J. Sinner,H. Hurkacz,,,ITA,POL,7-6(10),7-6(7),,,,01:50:00,A,J. Sinner,H. Hurkacz,ITA,POL,,,336,/en/stats/leaderboard?page=serve,1,10,65,47,72,94,44,47,68,17,25,100,1,1,12,305,/en/stats/leaderboard?page=serve,0,13,74,66,89,79,52,66,39,9,23,100,3,3,12,85,61,72,31,28,89,55,89,161,69,61,89,15,11,72,45,72,161,10,8,7,2,01:50:00,01:50:00,,,S0AG,HB71
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS002,SF,01:39:00,,F,2,S0AG,"6-4,7-6(7)",J. Sinner,Z. Zhang,,,ITA,CHN,6-4,7-6(7),,,,01:39:00,A,J. Sinner,Z. Zhang,ITA,CHN,,,314,/en/stats/leaderboard?page=serve,1,8,65,43,66,81,35,43,61,14,23,100,1,1,11,277,/en/stats/leaderboard?page=serve,2,9,67,49,73,80,39,49,33,8,24,0,0,1,11,74,49,66,36,26,73,54,75,139,64,47,73,26,17,66,46,64,139,,,7,3,01:39:00,01:39:00,,,S0AG,Z371
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS003,SF,01:35:00,,F,2,HB71,"7-6(7),6-4",H. Hurkacz,A. Zverev,,,POL,GER,7-6(7),6-4,,,,01:35:00,A,H. Hurkacz,A. Zverev,POL,GER,,,327,/en/stats/leaderboard?page=serve,2,17,75,53,71,81,43,53,56,10,18,100,4,4,11,304,/en/stats/leaderboard?page=serve,0,5,68,42,62,86,36,42,55,11,20,0,0,1,11,75,53,71,24,15,62,51,68,133,76,47,62,25,18,71,49,65,133,7,2,,,01:35:00,01:35:00,,,HB71,Z355
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS004,QF,02:30:00,,F,3,S0AG,"6-2,6-7(1),7-6(7)",J. Sinner,J. Struff,,,ITA,GER,6-2,6-7(1),7-6(7),,,02:30:00,A,J. Sinner,J. Struff,ITA,GER,,,315,/en/stats/leaderboard?page=serve,3,14,66,64,97,86,55,64,52,17,33,100,1,1,16,293,/en/stats/leaderboard?page=serve,2,18,64,80,125,73,58,80,53,24,45,89,16,18,16,74,72,97,34,43,125,52,115,222,66,82,125,26,25,97,48,107,222,,,1,7,02:30:00,02:30:00,7,3,S0AG,SL28
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS005,QF,01:51:00,,F,3,Z371,"6-4,4-6,7-5",Z. Zhang,C. Eubanks,,,CHN,USA,6-4,4-6,7-5,,,01:51:00,A,Z. Zhang,C. Eubanks,CHN,USA,,,300,/en/stats/leaderboard?page=serve,2,10,65,55,84,78,43,55,62,18,29,0,0,2,16,290,/en/stats/leaderboard?page=serve,0,18,78,68,87,76,52,68,37,7,19,25,1,4,16,73,61,84,32,28,87,52,89,171,68,59,87,27,23,84,48,82,171,,,,,01:51:00,01:51:00,,,Z371,E865
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS006,QF,01:36:00,,F,2,HB71,"7-6(7),6-4",H. Hurkacz,M. Giron,,,POL,USA,7-6(7),6-4,,,,01:36:00,A,H. Hurkacz,M. Giron,POL,USA,,,296,/en/stats/leaderboard?page=serve,1,11,64,49,77,78,38,49,54,15,28,67,2,3,11,274,/en/stats/leaderboard?page=serve,1,4,65,47,72,77,36,47,48,12,25,71,5,7,11,69,53,77,33,24,72,52,77,149,67,48,72,31,24,77,48,72,149,7,5,,,01:36:00,01:36:00,,,HB71,GC88
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS007,QF,02:30:00,,F,3,Z355,"6-7(5),6-3,6-4",A. Zverev,A. Fils,,,GER,FRA,6-7(5),6-3,6-4,,,02:30:00,A,A. Zverev,A. Fils,GER,FRA,,,314,/en/stats/leaderboard?page=serve,1,8,69,66,95,83,55,66,55,16,29,100,1,1,16,275,/en/stats/leaderboard?page=serve,5,6,59,54,91,83,45,54,46,17,37,67,4,6,15,75,71,95,32,29,91,54,100,186,68,62,91,25,24,95,46,86,186,5,7,,,02:30:00,02:30:00,,,Z355,F0F1
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS008,R16,02:16:00,,F,3,S0AG,"6-4,6-7(4),6-3",J. Sinner,F. Marozsan,,,ITA,HUN,6-4,6-7(4),6-3,,,02:16:00,A,J. Sinner,F. Marozsan,ITA,HUN,,,289,/en/stats/leaderboard?page=serve,2,12,65,60,93,75,45,60,52,17,33,0,0,2,16,262,/en/stats/leaderboard?page=serve,0,9,63,67,106,66,44,67,51,20,39,73,11,15,15,67,62,93,40,42,106,52,104,199,60,64,106,33,31,93,48,95,199,,,4,7,02:16:00,02:16:00,,,S0AG,M0CI
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS009,R16,01:08:00,,F,2,SL28,"6-4,6-4",J. Struff,S. Tsitsipas,,,GER,GRE,6-4,6-4,,,,01:08:00,A,J. Struff,S. Tsitsipas,GER,GRE,,,322,/en/stats/leaderboard?page=serve,1,8,58,31,53,84,26,31,73,16,22,0,0,0,10,268,/en/stats/leaderboard?page=serve,3,5,60,35,58,74,26,35,52,12,23,33,1,3,10,79,42,53,34,20,58,56,62,111,66,38,58,21,11,53,44,49,111,,,,,01:08:00,01:08:00,,,SL28,TE51
500,2024,Halle,500,2024-06-17T00:00:00,2024-06-23T00:00:00,Grass,32,2255655,€,MS010,R16,02:06:00,,F,3,Z371,"6-3,2-6,7-6(7)",Z. Zhang,D. Medvedev,,,CHN,RUS,6-3,2-6,7-6(7),,,02:06:00,A,Z. Zhang,D. Medvedev,CHN,RUS,,,276,/en/stats/leaderboard?page=serve,4,12,67,71,106,72,51,71,49,17,35,40,2,5,15,281,/en/stats/leaderboard?page=serve,5,13,63,58,92,81,47,58,44,15,34,60,3,5,14,64,68,106,33,30,92,49,98,198,67,62,92,36,38,106,51,100,198,,,,,02:06:00,02:06:00,7,5,Z371,MM58
