event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS001,F,01:04:00,,F,2,W367,"6-1,6-4",S. Wawrinka,D. Ferrer,,,SUI,ESP,6-1,6-4,,,,01:04:00,A,S. Wawrinka,D. Ferrer,SUI,ESP,,,334,/en/stats/leaderboard?page=serve,1,2,64,27,42,89,24,27,80,12,15,0,0,0,9,237,/en/stats/leaderboard?page=serve,1,3,62,34,55,68,23,34,43,9,21,70,7,10,8,86,36,42,42,23,55,61,59,97,58,32,55,14,6,42,39,38,97,01:04:00,01:04:00,,,,,W367,F401
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS002,SF,01:10:00,,F,2,F401,"6-1,6-4",D. Ferrer,A. Seppi,,,ESP,ITA,6-1,6-4,,,,01:10:00,A,D. Ferrer,A. Seppi,ESP,ITA,,,286,/en/stats/leaderboard?page=serve,0,4,63,33,52,73,24,33,58,11,19,0,0,1,9,217,/en/stats/leaderboard?page=serve,1,2,63,32,51,50,16,32,53,10,19,50,4,8,8,67,35,52,49,25,51,58,60,103,51,26,51,33,17,52,42,43,103,01:10:00,01:10:00,,,,,F401,SA93
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS003,SF,01:35:00,,F,3,W367,"6-3,3-6,6-1",S. Wawrinka,P. Carreno Busta,,,SUI,ESP,6-3,3-6,6-1,,,01:35:00,A,S. Wawrinka,P. Carreno Busta,SUI,ESP,,,305,/en/stats/leaderboard?page=serve,1,10,71,57,80,72,41,57,61,14,23,67,2,3,13,242,/en/stats/leaderboard?page=serve,4,1,51,40,79,75,30,40,44,17,39,63,5,8,12,69,55,80,41,32,79,55,87,159,59,47,79,31,25,80,45,72,159,01:35:00,01:35:00,,,,,W367,CD85
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS004,QF,01:39:00,,F,2,F401,"6-4,7-6(7)",D. Ferrer,V. Hanescu,,,ESP,ROU,6-4,7-6(7),,,,01:39:00,A,D. Ferrer,V. Hanescu,ESP,ROU,,,273,/en/stats/leaderboard?page=serve,2,1,68,52,77,69,36,52,56,14,25,50,2,4,11,264,/en/stats/leaderboard?page=serve,1,0,76,51,67,61,31,51,56,9,16,25,1,4,11,65,50,77,40,27,67,53,77,144,60,40,67,35,27,77,47,67,144,01:39:00,01:39:00,7,2,,,F401,H528
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS005,QF,01:21:00,,F,2,SA93,"6-4,6-3",A. Seppi,T. Robredo,,,ITA,ESP,6-4,6-3,,,,01:21:00,A,A. Seppi,T. Robredo,ITA,ESP,,,275,/en/stats/leaderboard?page=serve,2,0,63,36,57,78,28,36,48,10,21,67,2,3,9,209,/en/stats/leaderboard?page=serve,2,0,45,25,56,48,12,25,58,18,31,43,3,7,10,67,38,57,46,26,56,57,64,113,54,30,56,33,19,57,43,49,113,01:21:00,01:21:00,,,,,SA93,R419
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS006,QF,02:12:00,,F,3,CD85,"3-6,6-4,6-4",P. Carreno Busta,F. Fognini,,,ESP,ITA,3-6,6-4,6-4,,,02:12:00,A,P. Carreno Busta,F. Fognini,ESP,ITA,,,244,/en/stats/leaderboard?page=serve,1,2,51,57,111,70,40,57,44,24,54,73,8,11,14,249,/en/stats/leaderboard?page=serve,6,4,57,50,88,68,34,50,53,20,38,60,6,10,15,58,64,111,39,34,88,49,98,199,61,54,88,42,47,111,51,101,199,02:12:00,02:12:00,,,,,CD85,F510
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS007,QF,01:11:00,,F,2,W367,"6-4,6-4",S. Wawrinka,G. Elias,,,SUI,POR,6-4,6-4,,,,01:11:00,A,S. Wawrinka,G. Elias,SUI,POR,,,311,/en/stats/leaderboard?page=serve,1,2,67,35,52,71,25,35,82,14,17,0,0,1,10,240,/en/stats/leaderboard?page=serve,1,1,54,36,67,61,22,36,55,17,31,57,4,7,10,75,39,52,42,28,67,56,67,119,58,39,67,25,13,52,44,52,119,01:11:00,01:11:00,,,,,W367,E698
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS008,R16,01:50:00,,F,3,F401,"6-4,4-6,6-3",D. Ferrer,E. Roger-Vasselin,,,ESP,FRA,6-4,4-6,6-3,,,01:50:00,A,D. Ferrer,E. Roger-Vasselin,ESP,FRA,,,269,/en/stats/leaderboard?page=serve,4,2,64,57,89,74,42,57,53,17,32,63,5,8,15,263,/en/stats/leaderboard?page=serve,1,2,75,65,87,66,43,65,50,11,22,56,5,9,14,66,59,89,38,33,87,52,92,176,62,54,87,34,30,89,48,84,176,01:50:00,01:50:00,,,,,F401,R613
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS009,R16,01:30:00,,F,2,H528,"7-6(7),6-4",V. Hanescu,B. Paire,,,ROU,FRA,7-6(7),6-4,,,,01:30:00,A,V. Hanescu,B. Paire,ROU,FRA,,,298,/en/stats/leaderboard?page=serve,1,1,72,52,72,71,37,52,65,13,20,50,1,2,11,259,/en/stats/leaderboard?page=serve,1,9,57,47,82,70,33,47,43,15,35,78,7,9,11,69,50,72,41,34,82,55,84,154,59,48,82,31,22,72,45,70,154,01:30:00,01:30:00,,,7,2,H528,PD31
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS010,R16,01:02:00,,F,2,SA93,"6-4,6-0",A. Seppi,A. Falla,,,ITA,COL,6-4,6-0,,,,01:02:00,A,A. Seppi,A. Falla,ITA,COL,,,283,/en/stats/leaderboard?page=serve,3,2,57,24,42,79,19,24,61,11,18,0,0,1,8,177,/en/stats/leaderboard?page=serve,5,1,54,31,57,52,16,31,38,10,26,29,2,7,8,71,30,42,54,31,57,62,61,99,46,26,57,29,12,42,38,38,99,01:02:00,01:02:00,,,,,SA93,F444
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS011,R16,01:25:00,,F,2,R419,"6-4,6-4",T. Robredo,R. Haase,,,ESP,NED,6-4,6-4,,,,01:25:00,A,T. Robredo,R. Haase,ESP,NED,,,275,/en/stats/leaderboard?page=serve,1,2,72,49,68,69,34,49,53,10,19,67,4,6,10,244,/en/stats/leaderboard?page=serve,1,2,60,30,50,63,19,30,60,12,20,20,1,5,10,65,44,68,38,19,50,53,63,118,62,31,50,35,24,68,47,55,118,01:25:00,01:25:00,,,,,R419,H756
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS012,R16,01:55:00,,F,3,CD85,"1-6,6-2,6-2",P. Carreno Busta,D. Goffin,,,ESP,BEL,1-6,6-2,6-2,,,01:55:00,A,P. Carreno Busta,D. Goffin,ESP,BEL,,,212,/en/stats/leaderboard?page=serve,2,3,54,46,85,54,25,46,49,19,39,38,3,8,11,192,/en/stats/leaderboard?page=serve,6,1,62,53,85,53,28,53,41,13,32,50,7,14,12,52,44,85,52,44,85,52,88,170,48,41,85,48,41,85,48,82,170,01:55:00,01:55:00,,,,,CD85,GB88
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS013,R16,02:43:00,,F,3,F510,"7-6(7),5-7,6-4",F. Fognini,P. Lorenzi,,,ITA,ITA,7-6(7),5-7,6-4,,,02:43:00,A,F. Fognini,P. Lorenzi,ITA,ITA,,,270,/en/stats/leaderboard?page=serve,4,3,68,77,113,74,57,77,47,17,36,63,5,8,17,264,/en/stats/leaderboard?page=serve,3,4,62,76,123,74,56,76,45,21,47,73,8,11,17,65,74,113,37,46,123,51,120,236,63,77,123,35,39,113,49,116,236,02:43:00,02:43:00,,,7,5,F510,L503
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS014,R16,01:55:00,,F,3,E698,"3-6,6-1,6-4",G. Elias,D. Istomin,,,POR,UZB,3-6,6-1,6-4,,,01:55:00,A,G. Elias,D. Istomin,POR,UZB,,,250,/en/stats/leaderboard?page=serve,5,1,55,47,85,62,29,47,61,23,38,63,5,8,13,224,/en/stats/leaderboard?page=serve,4,1,56,54,97,54,29,54,56,24,43,50,5,10,13,61,52,85,45,44,97,53,96,182,55,53,97,39,33,85,47,86,182,01:55:00,01:55:00,,,,,E698,I165
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS015,R16,01:45:00,,F,3,W367,"1-6,6-3,6-4",S. Wawrinka,A. Ramos-Vinolas,,,SUI,ESP,1-6,6-3,6-4,,,01:45:00,A,S. Wawrinka,A. Ramos-Vinolas,SUI,ESP,,,273,/en/stats/leaderboard?page=serve,3,4,57,43,76,79,34,43,52,17,33,67,4,6,13,270,/en/stats/leaderboard?page=serve,5,0,75,62,83,68,42,62,48,10,21,71,5,7,13,67,51,76,37,31,83,52,82,159,63,52,83,33,25,76,48,77,159,01:45:00,01:45:00,,,,,W367,R772
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS017,R32,00:32:00,,F,1,R613,6-1,E. Roger-Vasselin,G. Muller,,,FRA,LUX,6-1,,,,,00:32:00,A,E. Roger-Vasselin,G. Muller,FRA,LUX,,,331,/en/stats/leaderboard?page=serve,0,0,69,11,16,82,9,11,80,4,5,0,0,0,3,163,/en/stats/leaderboard?page=serve,2,0,57,16,28,50,8,16,33,4,12,40,2,5,4,81,13,16,57,16,28,66,29,44,43,12,28,19,3,16,34,15,44,00:32:00,00:32:00,,,,,R613,MA30
468,2013,Oeiras,250,2013-04-29T00:00:00,2013-05-05T00:00:00,Clay,28,410200,€,MS018,R32,01:40:00,,F,2,H528,"6-4,6-4",V. Hanescu,R. Machado,,,ROU,POR,6-4,6-4,,,,01:40:00,A,V. Hanescu,R. Machado,ROU,POR,,,287,/en/stats/leaderboard?page=serve,1,1,80,61,76,64,39,61,53,8,15,90,9,10,10,266,/en/stats/leaderboard?page=serve,0,1,72,44,61,64,28,44,59,10,17,67,6,9,10,62,47,76,38,23,61,51,70,137,62,38,61,38,29,76,49,67,137,01:40:00,01:40:00,,,,,H528,MA49
