event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS001,F,01:39:00,,F,2,RE44,"7-6(7),6-4",A. Rublev,B. Coric,,,RUS,CRO,7-6(7),6-4,,,,01:39:00,A,A. Rublev,B. Coric,RUS,CRO,,,324,/en/stats/leaderboard?page=serve,1,7,61,37,61,86,32,37,71,17,24,0,0,0,11,281,/en/stats/leaderboard?page=serve,4,8,67,51,76,80,41,51,40,10,25,67,2,3,11,80,49,61,33,25,76,54,74,137,67,51,76,20,12,61,46,63,137,7,5,01:39:00,01:39:00,,,RE44,CG80
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS002,SF,01:56:00,,F,3,CG80,"1-6,6-1,6-4",B. Coric,M. Raonic,,,CRO,CAN,1-6,6-1,6-4,,,01:56:00,A,B. Coric,M. Raonic,CRO,CAN,,,278,/en/stats/leaderboard?page=serve,1,4,64,49,76,76,37,49,52,14,27,75,6,8,12,280,/en/stats/leaderboard?page=serve,2,18,68,45,66,73,33,45,48,10,21,40,2,5,12,67,51,76,35,23,66,52,74,142,65,43,66,33,25,76,48,68,142,,,01:56:00,01:56:00,,,CG80,R975
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS003,SF,02:10:00,,F,3,RE44,"4-6,6-3,6-4",A. Rublev,D. Shapovalov,,,RUS,CAN,4-6,6-3,6-4,,,02:10:00,A,A. Rublev,D. Shapovalov,RUS,CAN,,,296,/en/stats/leaderboard?page=serve,2,8,62,58,94,79,46,58,56,20,36,83,5,6,15,274,/en/stats/leaderboard?page=serve,8,9,57,50,88,76,38,50,55,21,38,60,3,5,14,70,66,94,33,29,88,52,95,182,67,59,88,30,28,94,48,87,182,,,02:10:00,02:10:00,,,RE44,SU55
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS004,QF,01:22:00,,F,2,CG80,"7-6(7),6-3",B. Coric,R. Opelka,,,CRO,USA,7-6(7),6-3,,,,01:22:00,A,B. Coric,R. Opelka,CRO,USA,,,343,/en/stats/leaderboard?page=serve,0,6,78,42,54,86,36,42,83,10,12,50,1,2,11,275,/en/stats/leaderboard?page=serve,1,16,62,42,68,76,32,42,42,11,26,0,0,2,10,85,46,54,37,25,68,58,71,122,63,43,68,15,8,54,42,51,122,7,3,01:22:00,01:22:00,,,CG80,O522
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS005,QF,01:26:00,,F,2,R975,"6-1,7-6(7)",M. Raonic,K. Khachanov,,,CAN,RUS,6-1,7-6(7),,,,01:26:00,A,M. Raonic,K. Khachanov,CAN,RUS,,,335,/en/stats/leaderboard?page=serve,0,15,72,41,57,85,35,41,63,10,16,100,1,1,10,262,/en/stats/leaderboard?page=serve,1,6,72,47,65,64,30,47,44,8,18,60,3,5,9,79,45,57,42,27,65,59,72,122,58,38,65,21,12,57,41,50,122,,,01:26:00,01:26:00,7,1,R975,KE29
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS006,QF,01:03:00,,F,2,RE44,"6-2,6-1",A. Rublev,C. Norrie,,,RUS,GBR,6-2,6-1,,,,01:03:00,A,A. Rublev,C. Norrie,RUS,GBR,,,287,/en/stats/leaderboard?page=serve,0,3,54,27,50,78,21,27,52,12,23,100,1,1,7,177,/en/stats/leaderboard?page=serve,6,3,52,25,48,48,12,25,43,10,23,55,6,11,8,66,33,50,54,26,48,60,59,98,46,22,48,34,17,50,40,39,98,,,01:03:00,01:03:00,,,RE44,N771
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS007,QF,01:41:00,,F,2,SU55,"6-4,7-5",D. Shapovalov,S. Wawrinka,,,CAN,SUI,6-4,7-5,,,,01:41:00,A,D. Shapovalov,S. Wawrinka,CAN,SUI,,,269,/en/stats/leaderboard?page=serve,7,7,67,50,75,84,42,50,28,7,25,86,6,7,11,246,/en/stats/leaderboard?page=serve,1,2,61,46,76,72,33,46,40,12,30,63,5,8,11,65,49,75,41,31,76,53,80,151,59,45,76,35,26,75,47,71,151,,,01:41:00,01:41:00,,,SU55,W367
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS008,R16,01:55:00,,F,3,O522,"2-6,7-5,6-4",R. Opelka,D. Medvedev,,,USA,RUS,2-6,7-5,6-4,,,01:55:00,A,R. Opelka,D. Medvedev,USA,RUS,,,276,/en/stats/leaderboard?page=serve,2,11,68,67,99,79,53,67,34,11,32,78,7,9,15,302,/en/stats/leaderboard?page=serve,2,6,62,44,71,91,40,44,59,16,27,50,2,4,15,65,64,99,21,15,71,46,79,170,79,56,71,35,35,99,54,91,170,,,01:55:00,01:55:00,,,O522,MM58
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS009,R16,01:47:00,,F,2,CG80,"6-3,7-5",B. Coric,R. Safiullin,,,CRO,RUS,6-3,7-5,,,,01:47:00,A,B. Coric,R. Safiullin,CRO,RUS,,,265,/en/stats/leaderboard?page=serve,3,4,67,50,75,72,36,50,44,11,25,75,6,8,11,231,/en/stats/leaderboard?page=serve,1,0,59,39,66,54,21,39,59,16,27,50,4,8,10,63,47,75,44,29,66,54,76,141,56,37,66,37,28,75,46,65,141,,,01:47:00,01:47:00,,,CG80,SX50
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS010,R16,02:17:00,,F,3,KE29,"4-6,7-5,6-3",K. Khachanov,A. Karatsev,,,RUS,RUS,4-6,7-5,6-3,,,02:17:00,A,K. Khachanov,A. Karatsev,RUS,RUS,,,305,/en/stats/leaderboard?page=serve,0,7,74,64,86,73,47,64,64,14,22,33,1,3,16,247,/en/stats/leaderboard?page=serve,6,1,56,55,99,71,39,55,45,20,44,50,3,6,15,71,61,86,40,40,99,55,101,185,60,59,99,29,25,86,45,84,185,,,02:17:00,02:17:00,,,KE29,KC56
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS011,R16,01:06:00,,F,2,R975,"6-3,6-2",M. Raonic,A. Bublik,,,CAN,KAZ,6-3,6-2,,,,01:06:00,A,M. Raonic,A. Bublik,CAN,KAZ,,,311,/en/stats/leaderboard?page=serve,1,9,69,41,59,78,32,41,56,10,18,100,4,4,9,238,/en/stats/leaderboard?page=serve,2,8,69,31,45,65,20,31,36,5,14,25,1,4,8,71,42,59,44,20,45,60,62,104,56,25,45,29,17,59,40,42,104,,,01:06:00,01:06:00,,,R975,BK92
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS012,R16,02:45:00,,F,3,N771,"7-5,6-7(5),6-3",C. Norrie,M. Kecmanovic,,,GBR,SRB,7-5,6-7(5),6-3,,,02:45:00,A,C. Norrie,M. Kecmanovic,GBR,SRB,,,265,/en/stats/leaderboard?page=serve,5,5,63,67,107,73,49,67,48,19,40,73,8,11,16,236,/en/stats/leaderboard?page=serve,3,4,60,77,128,70,54,77,41,21,51,65,11,17,17,64,68,107,41,53,128,51,121,235,59,75,128,36,39,107,49,114,235,,,02:45:00,02:45:00,5,7,N771,KI95
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS013,R16,02:14:00,,F,3,RE44,"4-6,6-4,7-5",A. Rublev,U. Humbert,,,RUS,FRA,4-6,6-4,7-5,,,02:14:00,A,A. Rublev,U. Humbert,RUS,FRA,,,294,/en/stats/leaderboard?page=serve,2,9,57,47,82,89,42,47,54,19,35,33,1,3,16,268,/en/stats/leaderboard?page=serve,6,14,60,62,104,76,47,62,43,18,42,25,1,4,16,74,61,82,38,39,104,54,100,186,63,65,104,26,21,82,46,86,186,,,02:14:00,02:14:00,,,RE44,HH26
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS014,R16,01:42:00,,F,3,W367,"6-1,3-6,6-3",S. Wawrinka,E. Donskoy,,,SUI,RUS,6-1,3-6,6-3,,,01:42:00,A,S. Wawrinka,E. Donskoy,SUI,RUS,,,298,/en/stats/leaderboard?page=serve,2,7,67,51,76,78,40,51,56,14,25,83,5,6,13,253,/en/stats/leaderboard?page=serve,2,1,62,45,73,71,32,45,46,13,28,73,8,11,12,71,54,76,38,28,73,55,82,149,62,45,73,29,22,76,45,67,149,,,01:42:00,01:42:00,,,W367,D864
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS015,R16,01:06:00,,F,2,SU55,"6-1,6-4",D. Shapovalov,I. Ivashka,,,CAN,BLR,6-1,6-4,,,,01:06:00,A,D. Shapovalov,I. Ivashka,CAN,BLR,,,312,/en/stats/leaderboard?page=serve,2,8,74,39,53,82,32,39,50,7,14,100,5,5,9,247,/en/stats/leaderboard?page=serve,1,1,76,32,42,69,22,32,40,4,10,57,4,7,8,74,39,53,38,16,42,58,55,95,62,26,42,26,14,53,42,40,95,,,01:06:00,01:06:00,,,SU55,I305
568,2020,St. Petersburg,500,2020-10-12T00:00:00,2020-10-18T00:00:00,Hard,32,1243790,$,MS016,R32,01:37:00,,F,3,MM58,"3-6,6-3,6-0",D. Medvedev,R. Gasquet,,,RUS,FRA,3-6,6-3,6-0,,,01:37:00,A,D. Medvedev,R. Gasquet,RUS,FRA,,,321,/en/stats/leaderboard?page=serve,3,22,66,41,62,83,34,41,62,13,21,67,2,3,12,226,/en/stats/leaderboard?page=serve,3,0,63,52,83,71,37,52,29,9,31,33,2,6,12,76,47,62,45,37,83,58,84,145,55,46,83,24,15,62,42,61,145,,,01:37:00,01:37:00,,,MM58,G628
