event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS001,F,02:17:00,,F,3,G254,"6-4,5-7,6-4",A. Gaudenzi,A. Calatrava,,,ITA,ESP,6-4,5-7,6-4,,,02:17:00,248,/en/stats/leaderboard?page=serve,5,0,60,52,86,71,37,52,47,16,34,20,1,5,16,238,/en/stats/leaderboard?page=serve,3,6,63,73,116,67,49,73,37,16,43,58,7,12,16,62,53,86,44,51,116,51,104,202,56,65,116,38,33,86,49,98,202,A,,,,,,,,A. Gaudenzi,A. Calatrava,G254,C361,ITA,ESP,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS002,SF,02:24:00,,F,3,C361,"6-3,6-7(2),7-6(8)",A. Calatrava,K. Alami,,,ESP,MAR,6-3,6-7(2),7-6(8),,,02:24:00,289,/en/stats/leaderboard?page=serve,1,9,64,72,113,75,54,72,54,22,41,67,4,6,17,276,/en/stats/leaderboard?page=serve,1,4,55,52,94,75,39,52,62,26,42,0,0,3,16,67,76,113,31,29,94,51,105,207,69,65,94,33,37,113,49,102,207,A,2,7,8,6,,,,A. Calatrava,K. Alami,C361,A203,ESP,MAR,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS003,SF,01:25:00,,F,2,G254,"6-4,6-4",A. Gaudenzi,S. Grosjean,,,ITA,FRA,6-4,6-4,,,,01:25:00,254,/en/stats/leaderboard?page=serve,1,0,77,48,62,65,31,48,43,6,14,40,2,5,10,206,/en/stats/leaderboard?page=serve,1,0,55,45,82,51,23,45,51,19,37,58,7,12,10,60,37,62,49,40,82,53,77,144,51,42,82,40,25,62,47,67,144,A,,,,,,,,A. Gaudenzi,S. Grosjean,G254,G379,ITA,FRA,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS004,QF,01:01:00,,F,2,C361,"6-2,6-4",A. Calatrava,A. Portas,,,ESP,ESP,6-2,6-4,,,,01:01:00,292,/en/stats/leaderboard?page=serve,2,7,66,31,47,77,24,31,56,9,16,0,0,1,9,216,/en/stats/leaderboard?page=serve,7,2,59,34,58,65,22,34,42,10,24,43,3,7,9,70,33,47,45,26,58,56,59,105,55,32,58,30,14,47,44,46,105,A,,,,,,,,A. Calatrava,A. Portas,C361,P305,ESP,ESP,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS005,QF,02:44:00,,F,3,A203,"3-6,7-6(7),7-5",K. Alami,F. Vicente,,,MAR,ESP,3-6,7-6(7),7-5,,,02:44:00,208,/en/stats/leaderboard?page=serve,2,3,51,55,108,64,35,55,42,22,53,50,8,16,16,213,/en/stats/leaderboard?page=serve,4,2,66,78,118,54,42,78,43,17,40,47,7,15,17,53,57,108,50,59,118,51,116,226,50,59,118,47,51,108,49,110,226,A,7,5,,,,,,K. Alami,F. Vicente,A203,V195,MAR,ESP,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS006,QF,02:33:00,,F,3,G254,"6-7(4),7-5,6-2",A. Gaudenzi,J. Marin,,,ITA,CRC,6-7(4),7-5,6-2,,,02:33:00,263,/en/stats/leaderboard?page=serve,5,2,62,65,105,68,44,65,55,22,40,63,5,8,16,239,/en/stats/leaderboard?page=serve,2,1,68,74,109,64,47,74,46,16,35,54,7,13,16,63,66,105,42,46,109,52,112,214,58,63,109,37,39,105,48,102,214,A,,,,,4,7,,A. Gaudenzi,J. Marin,G254,M578,ITA,CRC,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS007,QF,01:44:00,,F,3,G379,"7-5,2-6,6-3",S. Grosjean,H. Arazi,,,FRA,MAR,7-5,2-6,6-3,,,01:44:00,224,/en/stats/leaderboard?page=serve,,5,54,46,85,57,26,46,51,20,39,45,5,11,14,207,/en/stats/leaderboard?page=serve,1,2,53,47,89,62,29,47,38,16,42,36,4,11,15,54,46,85,49,44,89,52,90,174,51,45,89,46,39,85,48,84,174,A,,,,,,,False,S. Grosjean,H. Arazi,G379,A226,FRA,MAR,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS008,R16,01:13:00,,F,2,P305,"6-3,6-4",A. Portas,A. Savolt,,,ESP,HUN,6-3,6-4,,,,01:13:00,306,/en/stats/leaderboard?page=serve,1,4,64,35,55,69,24,35,80,16,20,67,2,3,10,241,/en/stats/leaderboard?page=serve,2,0,68,39,57,59,23,39,50,9,18,40,2,5,9,73,40,55,44,25,57,58,65,112,56,32,57,27,15,55,42,47,112,A,,,,,,,,A. Portas,A. Savolt,P305,S608,ESP,HUN,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS009,R16,00:49:00,,F,2,C361,"6-1,6-1",A. Calatrava,D. Sanguinetti,,,ESP,ITA,6-1,6-1,,,,00:49:00,265,/en/stats/leaderboard?page=serve,1,4,54,22,41,77,17,22,74,14,19,,0,,7,162,/en/stats/leaderboard?page=serve,2,3,45,23,51,70,16,23,18,5,28,29,2,7,7,76,31,41,59,30,51,66,61,92,41,21,51,24,10,41,34,31,92,A,,,,,,,,A. Calatrava,D. Sanguinetti,C361,S480,ESP,ITA,,
360,1998,Casablanca,WS,1998-03-23T00:00:00,1998-03-29T00:00:00,Clay,32,210000,$,MS010,R16,02:24:00,,F,3,A203,"4-6,6-4,6-4",K. Alami,C. Ruud,,,MAR,NOR,4-6,6-4,6-4,,,02:24:00,255,/en/stats/leaderboard?page=serve,1,6,57,55,96,71,39,55,49,20,41,67,8,12,15,234,/en/stats/leaderboard?page=serve,6,0,76,87,115,59,51,87,39,11,28,72,13,18,15,61,59,96,46,53,115,53,112,211,54,62,115,39,37,96,47,99,211,A,,,,,,,,K. Alami,C. Ruud,A203,R219,MAR,NOR,,
