event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS011,R16,01:18:00,,F,2,T166,"6-4,6-3",M. Tillstrom,G. Pozzi,,,SWE,ITA,6-4,6-3,,,,01:18:00,267,/en/stats/leaderboard?page=serve,2,4,63,40,64,68,27,40,54,13,24,60,3,5,10,210,/en/stats/leaderboard?page=serve,,3,46,25,54,72,18,25,34,10,29,50,4,8,9,63,40,64,48,26,54,56,66,118,52,28,54,38,24,64,44,52,118,A,False,,,,,,,,M. Tillstrom,G. Pozzi,T166,P045,SWE,ITA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS012,R16,01:11:00,,F,2,C439,"6-4,6-4",M. Craca,J. Gambill,,,GER,USA,6-4,6-4,,,,01:11:00,271,/en/stats/leaderboard?page=serve,2,1,68,38,56,74,28,38,50,9,18,33,1,3,10,227,/en/stats/leaderboard?page=serve,4,6,52,31,60,68,21,31,45,13,29,43,3,7,10,66,37,56,43,26,60,54,63,116,57,34,60,34,19,56,46,53,116,A,,,,,,,,,M. Craca,J. Gambill,C439,G352,GER,USA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS013,R16,00:54:00,,F,2,C243,"6-2,6-1",J. Courier,D. van Scheppingen,,,USA,NED,6-2,6-1,,,,00:54:00,289,/en/stats/leaderboard?page=serve,2,3,66,23,35,70,16,23,67,8,12,0,0,1,7,164,/en/stats/leaderboard?page=serve,1,0,69,35,51,40,14,35,31,5,16,33,3,9,8,69,24,35,63,32,51,65,56,86,37,19,51,31,11,35,35,30,86,A,,,,,,,,,J. Courier,D. van Scheppingen,C243,S559,USA,NED,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS014,R16,01:48:00,,F,2,C361,"4-6,7-6(7)",A. Calatrava,H. Gumy,,,ESP,ARG,4-6,7-6(7),,,,01:48:00,287,/en/stats/leaderboard?page=serve,,11,69,45,65,76,34,45,50,10,20,50,2,4,11,278,/en/stats/leaderboard?page=serve,4,2,60,45,75,76,34,45,53,16,30,67,2,3,12,68,44,65,33,25,75,49,69,140,67,50,75,32,21,65,51,71,140,A,,,,7,5,False,,,A. Calatrava,H. Gumy,C361,G247,ESP,ARG,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS015,R16,01:20:00,,F,2,P280,"7-6(7),6-2",A. Pavel,J. Gimelstob,,,ROU,USA,7-6(7),6-2,,,,01:20:00,263,/en/stats/leaderboard?page=serve,1,4,55,34,62,68,23,34,57,16,28,0,0,2,10,211,/en/stats/leaderboard?page=serve,6,1,61,43,70,65,28,43,30,8,27,33,2,6,10,63,39,62,49,34,70,55,73,132,51,36,70,37,23,62,45,59,132,A,,7,5,,,,,,A. Pavel,J. Gimelstob,P280,G354,ROU,USA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS016,R32,02:00:00,,F,3,C274,"6-4,3-6,7-6(7)",M. Chang,R. Delgado,,,USA,PAR,6-4,3-6,7-6(7),,,02:00:00,287,/en/stats/leaderboard?page=serve,3,8,55,50,91,78,39,50,63,26,41,67,4,6,15,272,/en/stats/leaderboard?page=serve,4,12,56,58,103,79,46,58,42,19,45,60,3,5,16,71,65,91,37,38,103,53,103,194,63,65,103,29,26,91,47,91,194,A,,,,,,,7,1,M. Chang,R. Delgado,C274,D316,USA,PAR,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS017,R32,01:23:00,,F,2,S568,"6-3,6-4",F. Squillari,C. Ruud,,,ARG,NOR,6-3,6-4,,,,01:23:00,261,/en/stats/leaderboard?page=serve,4,3,63,45,71,69,31,45,50,13,26,82,9,11,10,237,/en/stats/leaderboard?page=serve,,0,71,37,52,51,19,37,60,9,15,50,4,8,9,62,44,71,46,24,52,55,68,123,54,28,52,38,27,71,45,55,123,A,False,,,,,,,,F. Squillari,C. Ruud,S568,R219,ARG,NOR,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS018,R32,01:18:00,,F,2,C369,"6-4,6-2",M. Carlsson,P. Fredriksson,,,BRA,SWE,6-4,6-2,,,,01:18:00,227,/en/stats/leaderboard?page=serve,,2,69,42,61,71,30,42,63,12,19,,0,,9,230,/en/stats/leaderboard?page=serve,3,3,61,36,59,64,23,36,39,9,23,57,4,7,9,69,42,61,46,27,59,58,69,120,54,32,59,31,19,61,43,51,120,A,,,,,,False,,,M. Carlsson,P. Fredriksson,C369,F278,BRA,SWE,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS019,R32,01:01:00,,F,2,S406,"6-3,6-1",G. Stafford,J. Van Herck,,,RSA,BEL,6-3,6-1,,,,01:01:00,281,/en/stats/leaderboard?page=serve,2,7,53,24,45,88,21,24,48,10,21,50,1,2,8,201,/en/stats/leaderboard?page=serve,,2,68,34,50,50,17,34,44,7,16,17,1,6,8,69,31,45,52,26,50,60,57,95,48,24,50,31,14,45,40,38,95,A,False,,,,,,,,G. Stafford,J. Van Herck,S406,V167,RSA,BEL,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS020,R32,01:08:00,,F,2,I052,"6-4,6-2",A. Ilie,V. Spadea,,,AUS,USA,6-4,6-2,,,,01:08:00,271,/en/stats/leaderboard?page=serve,4,9,52,29,56,93,27,29,44,12,27,,0,,9,236,/en/stats/leaderboard?page=serve,1,0,60,34,57,59,20,34,52,12,23,40,2,5,9,70,39,56,44,25,57,57,64,113,56,32,57,30,17,56,43,49,113,A,,,,,,,,,A. Ilie,V. Spadea,I052,S544,AUS,USA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS021,R32,01:30:00,,F,2,A228,"7-5,6-2",L. Arnold Ker,J. van Lottum,,,ARG,NED,7-5,6-2,,,,01:30:00,273,/en/stats/leaderboard?page=serve,3,2,74,48,65,81,39,48,29,5,17,50,1,2,11,247,/en/stats/leaderboard?page=serve,2,3,49,32,65,75,24,32,52,17,33,40,2,5,10,68,44,65,37,24,65,52,68,130,63,41,65,32,21,65,48,62,130,A,,,,,,,,,L. Arnold Ker,J. van Lottum,A228,V201,ARG,NED,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS022,R32,00:59:00,,F,2,T166,"6-3,6-2",M. Tillstrom,C. Vinck,,,SWE,GER,6-3,6-2,,,,00:59:00,279,/en/stats/leaderboard?page=serve,,1,60,30,50,80,24,30,50,10,20,75,3,4,9,199,/en/stats/leaderboard?page=serve,3,0,65,34,52,59,20,34,28,5,18,20,1,5,8,68,34,50,52,27,52,60,61,102,48,25,52,32,16,50,40,41,102,A,,,,,,False,,,M. Tillstrom,C. Vinck,T166,V175,SWE,GER,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS023,R32,01:30:00,,F,2,P045,"6-3,7-6(7)",G. Pozzi,S. Sargsian,,,ITA,ARM,6-3,7-6(7),,,,01:30:00,202,/en/stats/leaderboard?page=serve,,4,54,33,61,76,25,33,68,19,28,0,0,,10,262,/en/stats/leaderboard?page=serve,3,2,57,40,70,68,27,40,57,17,30,50,2,4,11,72,44,61,37,26,70,53,70,131,63,44,70,28,17,61,47,61,131,A,,,,7,4,False,,,G. Pozzi,S. Sargsian,P045,S545,ITA,ARM,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS024,R32,01:29:00,,F,2,G352,"7-6(7),6-2",J. Gambill,W. Black,,,USA,ZIM,7-6(7),6-2,,,,01:29:00,274,/en/stats/leaderboard?page=serve,6,8,44,32,73,84,27,32,54,22,41,67,2,3,10,246,/en/stats/leaderboard?page=serve,,4,63,48,76,73,35,48,36,10,28,79,11,14,10,67,49,73,41,31,76,54,80,149,59,45,76,33,24,73,46,69,149,A,False,7,5,,,,,,J. Gambill,W. Black,G352,B499,USA,ZIM,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS025,R32,00:59:00,,F,2,C439,"6-3,6-1",M. Craca,D. Witt,,,GER,USA,6-3,6-1,,,,00:59:00,278,/en/stats/leaderboard?page=serve,1,0,58,28,48,79,22,28,55,11,20,67,2,3,8,181,/en/stats/leaderboard?page=serve,,1,52,24,46,50,12,24,41,9,22,38,3,8,8,69,33,48,54,25,46,62,58,94,46,21,46,31,15,48,38,36,94,A,False,,,,,,,,M. Craca,D. Witt,C439,W177,GER,USA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS026,R32,01:26:00,,F,3,S559,"6-3,1-6,6-2",D. van Scheppingen,D. Sanguinetti,,,NED,ITA,6-3,1-6,6-2,,,01:26:00,242,/en/stats/leaderboard?page=serve,7,2,60,55,91,73,40,55,39,14,36,67,6,9,12,231,/en/stats/leaderboard?page=serve,2,2,59,41,70,68,28,41,38,11,29,33,2,6,12,59,54,91,44,31,70,53,85,161,56,39,70,41,37,91,47,76,161,A,,,,,,,,,D. van Scheppingen,D. Sanguinetti,S559,S480,NED,ITA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS027,R32,00:59:00,,F,2,C243,"6-1,6-2",J. Courier,G. Grant,,,USA,USA,6-1,6-2,,,,00:59:00,289,/en/stats/leaderboard?page=serve,3,2,49,20,41,85,17,20,81,17,21,,0,,8,190,/en/stats/leaderboard?page=serve,3,3,51,22,43,68,15,22,29,6,21,43,3,7,7,83,34,41,51,22,43,67,56,84,49,21,43,17,7,41,33,28,84,A,,,,,,,,,J. Courier,G. Grant,C243,G300,USA,USA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS028,R32,00:56:00,,F,2,C361,"6-3,2-0",A. Calatrava,J. Marin,,,ESP,CRC,6-3,2-0,,,,00:56:00,225,/en/stats/leaderboard?page=serve,,5,74,23,31,83,19,23,63,5,8,0,0,,6,229,/en/stats/leaderboard?page=serve,1,1,53,20,38,60,12,20,50,9,18,75,6,8,6,77,24,31,45,17,38,59,41,69,55,21,38,23,7,31,41,28,69,A,,,,,,False,,,A. Calatrava,J. Marin,C361,M578,ESP,CRC,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS029,R32,02:02:00,,F,3,G247,"3-6,6-4,6-0",H. Gumy,R. Reneberg,,,ARG,USA,3-6,6-4,6-0,,,02:02:00,238,/en/stats/leaderboard?page=serve,4,1,72,73,101,64,47,73,36,10,28,67,8,12,13,202,/en/stats/leaderboard?page=serve,3,5,50,41,82,56,23,41,44,18,41,54,7,13,12,56,57,101,50,41,82,54,98,183,50,41,82,44,44,101,46,85,183,A,,,,,,,,,H. Gumy,R. Reneberg,G247,R016,ARG,USA,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS030,R32,00:57:00,,F,2,P280,"7-5,6-0",A. Pavel,S. Draper,,,ROU,AUS,7-5,6-0,,,,00:57:00,279,/en/stats/leaderboard?page=serve,1,3,65,35,54,77,27,35,47,9,19,0,0,1,9,193,/en/stats/leaderboard?page=serve,2,1,69,36,52,50,18,36,31,5,16,38,3,8,9,67,36,54,56,29,52,61,65,106,44,23,52,33,18,54,39,41,106,A,,,,,,,,,A. Pavel,S. Draper,P280,D270,ROU,AUS,,
717,1998,Orlando,WS,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,32,264250,$,MS031,R32,02:07:00,,F,3,G354,"3-6,6-3,6-4",J. Gimelstob,J. Stoltenberg,,,USA,AUS,3-6,6-3,6-4,,,02:07:00,234,/en/stats/leaderboard?page=serve,2,0,61,56,92,61,34,56,50,18,36,55,6,11,14,232,/en/stats/leaderboard?page=serve,1,8,54,43,79,58,25,43,56,20,36,50,6,12,14,57,52,92,43,34,79,50,86,171,57,45,79,43,40,92,50,85,171,A,,,,,,,,,J. Gimelstob,J. Stoltenberg,G354,S331,USA,AUS,,
