event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS001,F,02:07:00,,F,3,S402,"6-3,7-6(7),6-1",P. Sampras,K. Kucera,,,USA,SVK,6-3,7-6(7),6-1,,,02:07:00,7,3,290,/en/stats/leaderboard?page=serve,4,13,54,55,101,80,44,55,54,25,46,80,4,5,15,241,/en/stats/leaderboard?page=serve,6,10,61,60,98,68,41,60,39,15,38,71,10,14,13,68,69,101,43,42,98,56,111,199,57,56,98,32,32,101,44,88,199,A,,,,,,,P. Sampras,K. Kucera,S402,K237,USA,SVK,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS002,SF,01:23:00,,F,2,S402,"6-3,7-6(7)",P. Sampras,T. Martin,,,USA,USA,6-3,7-6(7),,,,01:23:00,7,4,280,/en/stats/leaderboard?page=serve,5,11,69,55,80,76,42,55,48,12,25,,0,,11,287,/en/stats/leaderboard?page=serve,6,9,56,34,61,79,27,34,59,16,27,80,4,5,10,68,54,80,30,18,61,51,72,141,70,43,61,33,26,80,49,69,141,A,,,,,,,P. Sampras,T. Martin,S402,M442,USA,USA,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS003,SF,01:44:00,,F,2,K237,"7-6(8),6-4",K. Kucera,G. Rusedski,,,SVK,GBR,7-6(8),6-4,,,,01:44:00,,,270,/en/stats/leaderboard?page=serve,4,7,60,51,85,67,34,51,59,20,34,71,5,7,11,249,/en/stats/leaderboard?page=serve,7,10,58,51,88,67,34,51,49,18,37,63,5,8,11,64,54,85,41,36,88,52,90,173,59,52,88,36,31,85,48,83,173,A,8,6,,,,,K. Kucera,G. Rusedski,K237,R237,SVK,GBR,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS004,QF,00:57:00,,F,2,S402,"6-0,6-3",P. Sampras,T. Henman,,,USA,GBR,6-0,6-3,,,,00:57:00,,,212,/en/stats/leaderboard?page=serve,2,10,58,23,40,87,20,23,59,10,17,0,0,,7,169,/en/stats/leaderboard?page=serve,4,3,44,21,48,67,14,21,22,6,27,44,4,9,8,75,30,40,58,28,48,66,58,88,42,20,48,25,10,40,34,30,88,A,,,,,,,P. Sampras,T. Henman,S402,H336,USA,GBR,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS005,QF,01:19:00,,F,2,M442,"6-4,6-3",T. Martin,C. Pioline,,,USA,FRA,6-4,6-3,,,,01:19:00,,,269,/en/stats/leaderboard?page=serve,3,7,54,29,54,79,23,29,52,13,25,0,0,2,10,221,/en/stats/leaderboard?page=serve,5,6,60,33,55,73,24,33,32,7,22,50,4,8,9,67,36,54,44,24,55,55,60,109,56,31,55,33,18,54,45,49,109,A,,,,,,,T. Martin,C. Pioline,M442,P226,USA,FRA,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS006,QF,01:17:00,,F,2,K237,"6-3,6-2",K. Kucera,J. Bjorkman,,,SVK,SWE,6-3,6-2,,,,01:17:00,,,271,/en/stats/leaderboard?page=serve,5,3,64,35,55,77,27,35,45,9,20,80,4,5,8,191,/en/stats/leaderboard?page=serve,5,0,61,44,72,59,26,44,32,9,28,58,7,12,9,65,36,55,51,37,72,57,73,127,49,35,72,35,19,55,43,54,127,A,,,,,,,K. Kucera,J. Bjorkman,K237,B446,SVK,SWE,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS007,QF,01:15:00,,F,2,R237,"6-3,7-6(7)",G. Rusedski,P. Rafter,,,GBR,AUS,6-3,7-6(7),,,,01:15:00,7,3,292,/en/stats/leaderboard?page=serve,3,8,56,35,63,91,32,35,50,14,28,50,1,2,11,276,/en/stats/leaderboard?page=serve,1,4,72,44,61,68,30,44,53,9,17,33,1,3,10,73,46,63,36,22,61,55,68,124,64,39,61,27,17,63,45,56,124,A,,,,,,,G. Rusedski,P. Rafter,R237,R255,GBR,AUS,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS008,R16,01:58:00,,F,3,S402,"5-7,6-1,6-3",P. Sampras,J. Tarango,,,USA,USA,5-7,6-1,6-3,,,01:58:00,,,302,/en/stats/leaderboard?page=serve,5,21,56,47,84,89,42,47,49,18,37,67,2,3,14,243,/en/stats/leaderboard?page=serve,5,4,61,64,105,66,42,64,46,19,41,60,6,10,14,71,60,84,42,44,105,55,104,189,58,61,105,29,24,84,45,85,189,A,,,,,,,P. Sampras,J. Tarango,S402,T136,USA,USA,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS009,R16,01:51:00,,F,3,H336,"6-7(2),6-3,6-3",T. Henman,T. Enqvist,,,GBR,SWE,6-7(2),6-3,6-3,,,01:51:00,,,213,/en/stats/leaderboard?page=serve,3,18,53,48,90,85,41,48,60,25,42,0,0,,15,276,/en/stats/leaderboard?page=serve,4,9,52,44,84,84,37,44,55,22,40,63,5,8,15,73,66,90,30,25,84,52,91,174,70,59,84,27,24,90,48,83,174,A,2,7,,,,,T. Henman,T. Enqvist,H336,E113,GBR,SWE,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS010,R16,01:29:00,,F,2,M442,"6-3,7-6(7)",T. Martin,P. Korda,,,USA,CZE,6-3,7-6(7),,,,01:29:00,7,2,277,/en/stats/leaderboard?page=serve,1,11,61,43,70,74,32,43,52,14,27,60,3,5,10,225,/en/stats/leaderboard?page=serve,5,5,52,34,66,79,27,34,31,10,32,20,1,5,11,66,46,70,44,29,66,55,75,136,56,37,66,34,24,70,45,61,136,A,,,,,,,T. Martin,P. Korda,M442,K148,USA,CZE,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS011,R16,02:31:00,,F,3,P226,"7-6(7),6-7(5),6-4",C. Pioline,R. Krajicek,,,FRA,NED,7-6(7),6-7(5),6-4,,,02:31:00,5,7,282,/en/stats/leaderboard?page=serve,8,6,59,69,117,87,60,69,44,21,48,67,2,3,17,296,/en/stats/leaderboard?page=serve,5,27,64,76,119,78,59,76,44,19,43,82,9,11,17,69,81,117,34,41,119,52,122,236,66,78,119,31,36,117,48,114,236,A,7,1,,,,,C. Pioline,R. Krajicek,P226,K214,FRA,NED,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS012,R16,01:28:00,,F,2,K237,"7-5,6-4",K. Kucera,T. Haas,,,SVK,GER,7-5,6-4,,,,01:28:00,,,280,/en/stats/leaderboard?page=serve,4,7,54,38,70,74,28,38,59,19,32,75,3,4,11,233,/en/stats/leaderboard?page=serve,5,2,51,36,70,69,25,36,44,15,34,50,3,6,11,67,47,70,43,30,70,55,77,140,57,40,70,33,23,70,45,63,140,A,,,,,,,K. Kucera,T. Haas,K237,H355,SVK,GER,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS013,R16,01:01:00,,F,2,B446,"6-4,6-1",J. Bjorkman,B. Ulihrach,,,SWE,CZE,6-4,6-1,,,,01:01:00,,,284,/en/stats/leaderboard?page=serve,1,8,62,32,52,72,23,32,55,11,20,50,1,2,9,191,/en/stats/leaderboard?page=serve,7,3,48,23,48,65,15,23,32,8,25,20,1,5,8,65,34,52,52,25,48,59,59,100,48,23,48,35,18,52,41,41,100,A,,,,,,,J. Bjorkman,B. Ulihrach,B446,U032,SWE,CZE,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS014,R16,01:04:00,,F,2,R237,"6-4,6-3",G. Rusedski,T. Muster,,,GBR,AUT,6-4,6-3,,,,01:04:00,,,218,/en/stats/leaderboard?page=serve,4,8,49,22,45,95,21,22,70,16,23,0,0,,9,233,/en/stats/leaderboard?page=serve,3,1,48,28,58,64,18,28,53,16,30,25,1,4,10,82,37,45,41,24,58,59,61,103,59,34,58,18,8,45,41,42,103,A,,,,,,,G. Rusedski,T. Muster,R237,M099,GBR,AUT,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS015,R16,01:08:00,,F,2,R255,"6-3,6-2",P. Rafter,M. Norman,,,AUS,SWE,6-3,6-2,,,,01:08:00,,,270,/en/stats/leaderboard?page=serve,2,11,67,34,51,79,27,34,71,12,17,,0,,9,228,/en/stats/leaderboard?page=serve,2,6,49,26,53,69,18,26,44,12,27,67,6,9,8,76,39,51,43,23,53,60,62,104,57,30,53,24,12,51,40,42,104,A,,,,,,,P. Rafter,M. Norman,R255,N250,AUS,SWE,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS016,R32,01:00:00,,F,2,S402,"6-2,7-5",P. Sampras,J. Kroslak,,,USA,SVK,6-2,7-5,,,,01:00:00,,,226,/en/stats/leaderboard?page=serve,2,14,67,34,51,88,30,34,59,10,17,0,0,,10,249,/en/stats/leaderboard?page=serve,7,9,61,37,61,78,29,37,38,9,24,57,4,7,10,78,40,51,38,23,61,56,63,112,62,38,61,22,11,51,44,49,112,A,,,,,,,P. Sampras,J. Kroslak,S402,K296,USA,SVK,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS017,R32,00:51:00,,F,2,T136,"6-2,6-2",J. Tarango,J. Stoltenberg,,,USA,AUS,6-2,6-2,,,,00:51:00,,,277,/en/stats/leaderboard?page=serve,3,1,52,23,44,78,18,23,62,13,21,0,0,1,8,170,/en/stats/leaderboard?page=serve,5,3,41,20,49,60,12,20,34,10,29,55,6,11,8,70,31,44,55,27,49,62,58,93,45,22,49,30,13,44,38,35,93,A,,,,,,,J. Tarango,J. Stoltenberg,T136,S331,USA,AUS,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS018,R32,01:24:00,,F,3,E113,"4-6,6-3,6-2",T. Enqvist,W. Schranz,,,SWE,AUT,4-6,6-3,6-2,,,01:24:00,,,303,/en/stats/leaderboard?page=serve,6,14,46,33,71,94,31,33,63,24,38,50,1,2,14,273,/en/stats/leaderboard?page=serve,2,17,55,41,75,80,33,41,47,16,34,50,3,6,13,77,55,71,35,26,75,55,81,146,65,49,75,23,16,71,45,65,146,A,,,,,,,T. Enqvist,W. Schranz,E113,S649,SWE,AUT,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS019,R32,01:15:00,,F,2,H336,"6-3,6-4",T. Henman,M. Gustafsson,,,GBR,SWE,6-3,6-4,,,,01:15:00,,,280,/en/stats/leaderboard?page=serve,,8,43,23,54,91,21,23,48,15,31,0,0,1,10,239,/en/stats/leaderboard?page=serve,1,3,60,36,60,69,25,36,42,10,24,63,5,8,9,67,36,54,42,25,60,54,61,114,58,35,60,33,18,54,46,53,114,A,,,False,,,,T. Henman,M. Gustafsson,H336,G182,GBR,SWE,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS020,R32,01:39:00,,F,2,K148,"7-6(7),6-2",P. Korda,F. Santoro,,,CZE,FRA,7-6(7),6-2,,,,01:39:00,,,284,/en/stats/leaderboard?page=serve,2,4,47,30,64,77,23,30,68,23,34,67,2,3,10,250,/en/stats/leaderboard?page=serve,,3,48,33,69,73,24,33,56,20,36,63,5,8,10,72,46,64,36,25,69,53,71,133,64,44,69,28,18,64,47,62,133,A,7,4,,False,,,P. Korda,F. Santoro,K148,S424,CZE,FRA,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS021,R32,02:06:00,,F,3,M442,"4-6,6-3,6-4",T. Martin,N. Kiefer,,,USA,GER,4-6,6-3,6-4,,,02:06:00,,,311,/en/stats/leaderboard?page=serve,1,12,64,56,88,80,45,56,63,20,32,80,4,5,15,281,/en/stats/leaderboard?page=serve,4,16,51,47,93,81,38,47,52,24,46,80,8,10,14,74,65,88,33,31,93,53,96,181,67,62,93,26,23,88,47,85,181,A,,,,,,,T. Martin,N. Kiefer,M442,K316,USA,GER,,
337,1998,Vienna,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Carpet,32,675000,$,MS022,R32,01:16:00,,F,2,P226,"6-3,7-6(9)",C. Pioline,R. Fromberg,,,FRA,AUS,6-3,7-6(9),,,,01:16:00,9,7,304,/en/stats/leaderboard?page=serve,2,8,73,48,66,88,42,48,56,10,18,,0,,11,303,/en/stats/leaderboard?page=serve,1,11,63,37,59,81,30,37,59,13,22,50,1,2,10,79,52,66,27,16,59,54,68,125,73,43,59,21,14,66,46,57,125,A,,,,,,,C. Pioline,R. Fromberg,P226,F164,FRA,AUS,,
