event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS001,F,02:40:00,,F,4,C274,"4-6,6-3,6-4,6-3",M. Chang,B. Ulihrach,,,USA,CZE,4-6,6-3,6-4,6-3,,02:40:00,266,/en/stats/leaderboard?page=serve,6,12,40,52,130,75,39,52,56,44,78,78,7,9,19,233,/en/stats/leaderboard?page=serve,7,2,41,45,109,76,34,45,48,31,64,38,3,8,19,64,83,130,40,44,109,53,127,239,60,65,109,36,47,130,47,112,239,A,,,,,,,,,M. Chang,B. Ulihrach,C274,U032,USA,CZE,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS002,SF,01:01:00,,F,2,U032,"6-3,6-2",B. Ulihrach,J. Bjorkman,,,CZE,SWE,6-3,6-2,,,,01:01:00,279,/en/stats/leaderboard?page=serve,2,4,69,43,62,67,29,43,53,10,19,75,3,4,9,201,/en/stats/leaderboard?page=serve,6,3,54,26,48,73,19,26,27,6,22,43,3,7,8,63,39,62,48,23,48,56,62,110,52,25,48,37,23,62,44,48,110,A,,,,,,,,,B. Ulihrach,J. Bjorkman,U032,B446,CZE,SWE,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS003,SF,01:27:00,,F,2,C274,"6-1,7-6(7)",M. Chang,T. Muster,,,USA,AUT,6-1,7-6(7),,,,01:27:00,275,/en/stats/leaderboard?page=serve,4,4,51,35,68,86,30,35,48,16,33,83,5,6,10,224,/en/stats/leaderboard?page=serve,2,4,48,27,56,63,17,27,45,13,29,57,4,7,9,68,46,68,46,26,56,58,72,124,54,30,56,32,22,68,42,52,124,A,7,1,,,,,,,M. Chang,T. Muster,C274,M099,USA,AUT,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS004,QF,01:08:00,,F,2,U032,"6-4,6-2",B. Ulihrach,B. Black,,,CZE,ZIM,6-4,6-2,,,,01:08:00,248,/en/stats/leaderboard?page=serve,4,1,55,34,62,65,22,34,54,15,28,60,3,5,9,192,/en/stats/leaderboard?page=serve,2,2,63,36,57,56,20,36,29,6,21,62,8,13,9,60,37,62,54,31,57,57,68,119,46,26,57,40,25,62,43,51,119,A,,,,,,,,,B. Ulihrach,B. Black,U032,B397,CZE,ZIM,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS005,QF,01:01:00,,F,2,B446,"6-2,6-3",J. Bjorkman,A. Berasategui,,,SWE,ESP,6-2,6-3,,,,01:01:00,291,/en/stats/leaderboard?page=serve,2,7,57,30,53,80,24,30,61,14,23,67,2,3,9,220,/en/stats/leaderboard?page=serve,3,4,68,43,63,56,24,43,45,9,20,60,6,10,8,72,38,53,48,30,63,59,68,116,52,33,63,28,15,53,41,48,116,A,,,,,,,,,J. Bjorkman,A. Berasategui,B446,B428,SWE,ESP,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS006,QF,01:13:00,,F,2,C274,"6-3,6-2",M. Chang,C. Pioline,,,USA,FRA,6-3,6-2,,,,01:13:00,270,/en/stats/leaderboard?page=serve,1,2,46,23,50,65,15,23,70,19,27,0,0,1,9,218,/en/stats/leaderboard?page=serve,1,5,61,33,54,55,18,33,48,10,21,43,3,7,8,68,34,50,48,26,54,58,60,104,52,28,54,32,16,50,42,44,104,A,,,,,,,,,M. Chang,C. Pioline,C274,P226,USA,FRA,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS007,QF,01:19:00,,F,2,M099,"6-3,7-6(10)",T. Muster,M. Philippoussis,,,AUT,AUS,6-3,7-6(10),,,,01:19:00,218,/en/stats/leaderboard?page=serve,1,2,64,39,61,85,33,39,68,15,22,0,0,,10,285,/en/stats/leaderboard?page=serve,6,18,54,37,68,73,27,37,65,20,31,33,1,3,11,79,48,61,31,21,68,53,69,129,69,47,68,21,13,61,47,60,129,A,10,8,,,,,,,T. Muster,M. Philippoussis,M099,P338,AUT,AUS,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS008,R16,01:34:00,,F,2,U032,"7-5,7-6(7)",B. Ulihrach,F. Clavet,,,CZE,ESP,7-5,7-6(7),,,,01:34:00,279,/en/stats/leaderboard?page=serve,5,1,55,38,69,87,33,38,58,18,31,0,0,2,12,255,/en/stats/leaderboard?page=serve,3,5,61,51,83,67,34,51,50,16,32,50,3,6,12,74,51,69,40,33,83,55,84,152,60,50,83,26,18,69,45,68,152,A,7,5,,,,,,,B. Ulihrach,F. Clavet,U032,C252,CZE,ESP,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS009,R16,00:53:00,,F,2,B397,"6-3,6-3",B. Black,G. Kuerten,,,ZIM,BRA,6-3,6-3,,,,00:53:00,218,/en/stats/leaderboard?page=serve,,9,62,31,50,84,26,31,63,12,19,0,0,,9,244,/en/stats/leaderboard?page=serve,2,12,44,20,45,80,16,20,44,11,25,40,2,5,9,76,38,50,40,18,45,59,56,95,60,27,45,24,12,50,41,39,95,A,,,False,,,,,,B. Black,G. Kuerten,B397,K293,ZIM,BRA,,
404,1997,ATP Masters 1000 Indian Wells,1000,1997-03-10T00:00:00,1997-03-16T00:00:00,Hard,56,2050000,$,MS010,R16,01:23:00,,F,2,B428,"7-6(8),6-3",A. Berasategui,J. Stark,,,ESP,USA,7-6(8),6-3,,,,01:23:00,303,/en/stats/leaderboard?page=serve,1,4,76,59,78,66,39,59,68,13,19,80,4,5,11,274,/en/stats/leaderboard?page=serve,2,16,56,37,66,76,28,37,48,14,29,50,2,4,10,67,52,78,36,24,66,53,76,144,64,42,66,33,26,78,47,68,144,A,,,,8,6,,,,A. Berasategui,J. Stark,B428,S403,ESP,USA,,
