event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS001,F,02:16:00,,F,3,N301,"6-3,6-7(9),6-2",D. Nalbandian,J. Nieminen,,,ARG,FIN,6-3,6-7(9),6-2,,,02:16:00,A,D. Nalbandian,J. Nieminen,ARG,FIN,,,9,11,263,/en/stats/leaderboard?page=serve,4,6,55,61,110,75,46,61,45,22,49,78,7,9,15,233,/en/stats/leaderboard?page=serve,4,2,73,74,101,65,48,74,33,9,27,55,6,11,14,62,68,110,44,44,101,53,112,211,56,57,101,38,42,110,47,99,211,,,N301,N289
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS002,SF,01:40:00,,F,2,N289,"6-4,7-6(7)",J. Nieminen,N. Djokovic,,,FIN,SRB,6-4,7-6(7),,,,01:40:00,A,J. Nieminen,N. Djokovic,FIN,SRB,,,7,3,303,/en/stats/leaderboard?page=serve,3,2,65,50,77,72,36,50,67,18,27,100,5,5,11,284,/en/stats/leaderboard?page=serve,1,2,77,54,70,72,39,54,44,7,16,80,4,5,11,70,54,77,34,24,70,53,78,147,66,46,70,30,23,77,47,69,147,,,N289,D643
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS003,SF,01:14:00,,F,2,N301,"6-4,6-3",D. Nalbandian,R. Gasquet,,,ARG,FRA,6-4,6-3,,,,01:14:00,A,D. Nalbandian,R. Gasquet,ARG,FRA,,,,,278,/en/stats/leaderboard?page=serve,2,6,44,23,52,83,19,23,59,17,29,0,0,1,9,219,/en/stats/leaderboard?page=serve,5,4,55,36,66,72,26,36,33,10,30,43,3,7,10,69,36,52,45,30,66,56,66,118,55,36,66,31,16,52,44,52,118,,,N301,G628
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS004,QF,01:20:00,,F,2,D643,"6-3,6-4",N. Djokovic,M. Ancic,,,SRB,CRO,6-3,6-4,,,,01:20:00,A,N. Djokovic,M. Ancic,SRB,CRO,,,,,268,/en/stats/leaderboard?page=serve,3,2,60,49,82,71,35,49,48,16,33,93,14,15,10,262,/en/stats/leaderboard?page=serve,1,2,62,28,45,68,19,28,65,11,17,40,2,5,9,62,51,82,33,15,45,52,66,127,67,30,45,38,31,82,48,61,127,,,D643,A385
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS006,QF,01:48:00,,F,2,N301,"7-6(7),7-5",D. Nalbandian,L. Hewitt,,,ARG,AUS,7-6(7),7-5,,,,01:48:00,A,D. Nalbandian,L. Hewitt,ARG,AUS,,,,,264,/en/stats/leaderboard?page=serve,1,7,63,49,78,65,32,49,55,16,29,50,3,6,12,231,/en/stats/leaderboard?page=serve,4,3,47,37,79,62,23,37,57,24,42,20,1,5,12,62,48,78,41,32,79,51,80,157,59,47,79,38,30,78,49,77,157,7,3,N301,H432
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS007,QF,01:23:00,,F,2,G628,"6-2,7-6(7)",R. Gasquet,J. Chardy,,,FRA,FRA,6-2,7-6(7),,,,01:23:00,A,R. Gasquet,J. Chardy,FRA,FRA,,,7,4,280,/en/stats/leaderboard?page=serve,2,5,53,32,60,84,27,32,50,14,28,50,1,2,10,253,/en/stats/leaderboard?page=serve,3,6,62,42,68,60,25,42,58,15,26,0,0,3,10,68,41,60,41,28,68,54,69,128,59,40,68,32,19,60,46,59,128,,,G628,CA12
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS008,R16,00:55:00,,F,2,D643,"6-1,6-2",N. Djokovic,P. Mathieu,,,SRB,FRA,6-1,6-2,,,,00:55:00,A,N. Djokovic,P. Mathieu,SRB,FRA,,,,,345,/en/stats/leaderboard?page=serve,1,4,74,31,42,77,24,31,91,10,11,100,1,1,8,184,/en/stats/leaderboard?page=serve,2,1,59,23,39,65,15,23,19,3,16,43,3,7,7,81,34,42,54,21,39,68,55,81,46,18,39,19,8,42,32,26,81,,,D643,M850
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS009,R16,01:03:00,,F,2,A385,"6-2,6-1",M. Ancic,T. Robredo,,,CRO,ESP,6-2,6-1,,,,01:03:00,A,M. Ancic,T. Robredo,CRO,ESP,,,,,312,/en/stats/leaderboard?page=serve,1,5,67,32,48,72,23,32,69,11,16,100,2,2,8,207,/en/stats/leaderboard?page=serve,4,1,65,26,40,46,12,26,57,8,14,20,1,5,7,71,34,48,50,20,40,61,54,88,50,20,40,29,14,48,39,34,88,,,A385,R419
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS010,R16,01:05:00,,F,2,T786,"6-4,6-1",J. Tsonga,S. Bolelli,,,FRA,ITA,6-4,6-1,,,,01:05:00,A,J. Tsonga,S. Bolelli,FRA,ITA,,,,,319,/en/stats/leaderboard?page=serve,3,11,78,36,46,83,30,36,50,5,10,100,3,3,8,230,/en/stats/leaderboard?page=serve,0,3,62,34,55,53,18,34,57,12,21,33,2,6,9,76,35,46,45,25,55,59,60,101,55,30,55,24,11,46,41,41,101,,,T786,BA98
338,2009,Sydney,250,2009-01-12T00:00:00,2009-01-18T00:00:00,Hard,28,433000,$,MS011,R16,01:22:00,,F,2,N289,"7-6(10),6-3",J. Nieminen,C. Guccione,,,FIN,AUS,7-6(10),6-3,,,,01:22:00,A,J. Nieminen,C. Guccione,FIN,AUS,,,,,273,/en/stats/leaderboard?page=serve,2,0,61,43,70,74,32,43,59,16,27,60,3,5,11,244,/en/stats/leaderboard?page=serve,5,7,63,47,75,66,31,47,43,12,28,67,6,9,10,69,48,70,43,32,75,55,80,145,57,43,75,31,22,70,45,65,145,10,8,N289,G621
