event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS001,F,01:28:00,,F,2,F164,"6-1,7-6(7)",R. Fromberg,A. Gaudenzi,,,AUS,ITA,6-1,7-6(7),,,,01:28:00,7,2,288,/en/stats/leaderboard?page=serve,1,6,60,43,72,74,32,43,59,17,29,80,4,5,10,265,/en/stats/leaderboard?page=serve,2,3,75,47,63,60,28,47,63,10,16,40,2,5,9,68,49,72,40,25,63,55,74,135,60,38,63,32,23,72,45,61,135,A,,,,,,,R. Fromberg,A. Gaudenzi,F164,G254,AUS,ITA,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS002,SF,01:16:00,,F,2,G254,"6-2,7-6(7)",A. Gaudenzi,M. Goellner,,,ITA,GER,6-2,7-6(7),,,,01:16:00,7,4,286,/en/stats/leaderboard?page=serve,2,4,63,37,59,81,30,37,50,11,22,50,1,2,10,239,/en/stats/leaderboard?page=serve,4,10,56,36,64,75,27,36,32,9,28,25,1,4,10,69,41,59,44,28,64,56,69,123,56,36,64,31,18,59,44,54,123,A,,,,,,,A. Gaudenzi,M. Goellner,G254,G252,ITA,GER,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS003,SF,02:19:00,,F,3,F164,"4-6,6-3,6-4",R. Fromberg,F. Clavet,,,AUS,ESP,4-6,6-3,6-4,,,02:19:00,,,270,/en/stats/leaderboard?page=serve,5,7,73,73,100,71,52,73,44,12,27,70,7,10,15,256,/en/stats/leaderboard?page=serve,1,4,75,80,107,63,50,80,44,12,27,71,10,14,14,64,64,100,42,45,107,53,109,207,58,62,107,36,36,100,47,98,207,A,,,,,,,R. Fromberg,F. Clavet,F164,C252,AUS,ESP,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS004,QF,01:28:00,,F,2,G252,"6-2,7-6(7)",M. Goellner,C. Costa,,,GER,ESP,6-2,7-6(7),,,,01:28:00,7,5,223,/en/stats/leaderboard?page=serve,3,7,46,32,69,78,25,32,35,13,37,43,3,7,10,200,/en/stats/leaderboard?page=serve,1,1,64,52,81,48,25,52,48,14,29,57,8,14,10,55,38,69,52,42,81,53,80,150,48,39,81,45,31,69,47,70,150,A,,,,,,,M. Goellner,C. Costa,G252,C179,GER,ESP,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS005,QF,01:26:00,,F,2,G254,"6-2,6-4",A. Gaudenzi,N. Lapentti,,,ITA,ECU,6-2,6-4,,,,01:26:00,,,281,/en/stats/leaderboard?page=serve,,0,54,28,52,64,18,28,75,18,24,67,2,3,9,230,/en/stats/leaderboard?page=serve,1,1,69,45,65,56,25,45,50,10,20,50,4,8,9,69,36,52,46,30,65,56,66,117,54,35,65,31,16,52,44,51,117,A,False,,,,,,A. Gaudenzi,N. Lapentti,G254,L290,ITA,ECU,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS006,QF,01:15:00,,F,2,F164,"6-4,6-3",R. Fromberg,A. Portas,,,AUS,ESP,6-4,6-3,,,,01:15:00,,,257,/en/stats/leaderboard?page=serve,1,5,69,48,70,77,37,48,27,6,22,71,5,7,10,240,/en/stats/leaderboard?page=serve,,0,76,37,49,51,19,37,58,7,12,0,0,4,9,61,43,70,47,23,49,55,66,119,53,26,49,39,27,70,45,53,119,A,,False,,,,,R. Fromberg,A. Portas,F164,P305,AUS,ESP,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS007,QF,01:54:00,,F,3,C252,"4-6,6-2,6-3",F. Clavet,J. Sanchez,,,ESP,ESP,4-6,6-2,6-3,,,01:54:00,,,233,/en/stats/leaderboard?page=serve,2,0,72,63,88,63,40,63,36,9,25,38,3,8,14,211,/en/stats/leaderboard?page=serve,3,0,72,66,92,50,33,66,46,12,26,42,5,12,13,56,49,88,51,47,92,53,96,180,49,45,92,44,39,88,47,84,180,A,,,,,,,F. Clavet,J. Sanchez,C252,S015,ESP,ESP,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS008,R16,01:52:00,,F,3,C179,"6-0,4-6,6-4",C. Costa,C. Moya,,,ESP,ESP,6-0,4-6,6-4,,,01:52:00,,,219,/en/stats/leaderboard?page=serve,4,1,51,44,87,61,27,44,49,21,43,50,5,10,13,184,/en/stats/leaderboard?page=serve,1,1,61,54,88,59,32,54,26,9,34,38,5,13,13,55,48,87,53,47,88,54,95,175,47,41,88,45,39,87,46,80,175,A,,,,,,,C. Costa,C. Moya,C179,M605,ESP,ESP,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS009,R16,01:46:00,,F,3,G252,"6-2,5-7,6-2",M. Goellner,C. Ruud,,,GER,NOR,6-2,5-7,6-2,,,01:46:00,,,266,/en/stats/leaderboard?page=serve,6,13,56,48,85,79,38,48,46,17,37,40,2,5,14,218,/en/stats/leaderboard?page=serve,3,1,58,54,93,67,36,54,38,15,39,50,6,12,14,65,55,85,45,42,93,54,97,178,55,51,93,35,30,85,46,81,178,A,,,,,,,M. Goellner,C. Ruud,G252,R219,GER,NOR,,
773,1997,Bucharest,GP,1997-09-22T00:00:00,1997-10-05T00:00:00,Clay,32,475000,$,MS010,R16,01:59:00,,F,2,L290,"7-6(7),6-3",N. Lapentti,A. Berasategui,,,ECU,ESP,7-6(7),6-3,,,,01:59:00,,,256,/en/stats/leaderboard?page=serve,1,0,86,76,88,66,50,76,25,3,12,78,7,9,10,253,/en/stats/leaderboard?page=serve,,0,79,69,87,55,38,69,56,10,18,56,5,9,11,60,53,88,45,39,87,53,92,175,55,48,87,40,35,88,47,83,175,A,,False,7,5,,,N. Lapentti,A. Berasategui,L290,B428,ECU,ESP,,
