event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS001,F,01:33:00,,F,2,MA30,"7-6(7),7-6(7)",G. Muller,I. Karlovic,,,LUX,CRO,7-6(7),7-6(7),,,,01:33:00,A,G. Muller,I. Karlovic,LUX,CRO,,,365,/en/stats/leaderboard?page=serve,1,22,75,49,65,94,46,49,75,12,16,0,0,0,12,328,/en/stats/leaderboard?page=serve,2,19,65,51,78,76,39,51,70,19,27,0,0,0,12,89,58,65,26,20,78,55,78,143,74,58,78,11,7,65,45,65,143,7,5,7,4,01:33:00,01:33:00,,,MA30,K336
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS002,SF,02:44:00,,F,3,K336,"7-6(7),5-7,7-6(7)",I. Karlovic,M. Cilic,,,CRO,CRO,7-6(7),5-7,7-6(7),,,02:44:00,A,I. Karlovic,M. Cilic,CRO,CRO,,,318,/en/stats/leaderboard?page=serve,6,29,74,98,133,76,74,98,51,18,35,88,7,8,18,311,/en/stats/leaderboard?page=serve,8,16,69,73,106,86,63,73,48,16,33,100,2,2,18,69,92,133,25,27,106,50,119,239,75,79,106,31,41,133,50,120,239,7,4,,,02:44:00,02:44:00,7,2,K336,C977
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS003,SF,01:25:00,,F,2,MA30,"7-6(7),6-2",G. Muller,A. Zverev,,,LUX,GER,7-6(7),6-2,,,,01:25:00,A,G. Muller,A. Zverev,LUX,GER,,,304,/en/stats/leaderboard?page=serve,6,5,69,42,61,83,35,42,53,10,19,0,0,0,10,269,/en/stats/leaderboard?page=serve,2,6,69,47,68,68,32,47,48,10,21,75,6,8,10,74,45,61,38,26,68,55,71,129,62,42,68,26,16,61,45,58,129,7,5,,,01:25:00,01:25:00,,,MA30,Z355
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS004,QF,01:17:00,,F,2,C977,"6-3,7-5",M. Cilic,V. Pospisil,,,CRO,CAN,6-3,7-5,,,,01:17:00,A,M. Cilic,V. Pospisil,CRO,CAN,,,293,/en/stats/leaderboard?page=serve,3,9,68,39,57,85,33,39,44,8,18,0,0,1,11,251,/en/stats/leaderboard?page=serve,3,9,64,35,55,71,25,35,40,8,20,25,1,4,10,72,41,57,40,22,55,56,63,112,60,33,55,28,16,57,44,49,112,,,,,01:17:00,01:17:00,,,C977,PD07
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS005,QF,00:58:00,,F,2,K336,"6-4,6-4",I. Karlovic,D. Medvedev,,,CRO,RUS,6-4,6-4,,,,00:58:00,A,I. Karlovic,D. Medvedev,CRO,RUS,,,330,/en/stats/leaderboard?page=serve,1,7,65,32,49,88,28,32,71,12,17,0,0,0,10,270,/en/stats/leaderboard?page=serve,2,4,68,43,63,65,28,43,55,11,20,33,1,3,10,82,40,49,38,24,63,57,64,112,62,39,63,18,9,49,43,48,112,,,,,00:58:00,00:58:00,,,K336,MM58
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS006,QF,01:43:00,,F,3,MA30,"6-3,3-6,6-4",G. Muller,A. Bedene,,,LUX,SLO,6-3,3-6,6-4,,,01:43:00,A,G. Muller,A. Bedene,LUX,SLO,,,283,/en/stats/leaderboard?page=serve,3,8,72,56,78,80,45,56,41,9,22,67,4,6,14,263,/en/stats/leaderboard?page=serve,1,6,58,49,84,76,37,49,46,16,35,73,8,11,14,69,54,78,37,31,84,52,85,162,63,53,84,31,24,78,48,77,162,,,,,01:43:00,01:43:00,,,MA30,BH09
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS007,QF,00:56:00,,F,2,Z355,"6-0,6-4",A. Zverev,J. Benneteau,,,GER,FRA,6-0,6-4,,,,00:56:00,A,A. Zverev,J. Benneteau,GER,FRA,,,319,/en/stats/leaderboard?page=serve,1,13,74,32,43,88,28,32,45,5,11,0,0,0,8,214,/en/stats/leaderboard?page=serve,1,2,62,33,53,61,20,33,40,8,20,33,2,6,8,77,33,43,47,25,53,60,58,96,53,28,53,23,10,43,40,38,96,,,,,00:56:00,00:56:00,,,Z355,B747
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS008,R16,01:58:00,,F,3,C977,"6-7(6),6-2,6-4",M. Cilic,J. Tipsarevic,,,CRO,SRB,6-7(6),6-2,6-4,,,01:58:00,A,M. Cilic,J. Tipsarevic,CRO,SRB,,,335,/en/stats/leaderboard?page=serve,2,17,64,51,80,84,43,51,72,21,29,0,0,0,15,279,/en/stats/leaderboard?page=serve,1,7,67,62,93,71,44,62,55,17,31,57,4,7,15,80,64,80,34,32,93,55,96,173,66,61,93,20,16,80,45,77,173,6,8,,,01:58:00,01:58:00,,,C977,T742
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS009,R16,01:22:00,,F,2,PD07,"7-6(7),4-2",V. Pospisil,A. Dolgopolov,,,CAN,UKR,7-6(7),4-2,,,,01:22:00,A,V. Pospisil,A. Dolgopolov,CAN,UKR,,,289,/en/stats/leaderboard?page=serve,2,14,61,41,67,78,32,41,50,13,26,83,5,6,9,249,/en/stats/leaderboard?page=serve,2,5,48,31,65,68,21,31,53,18,34,67,4,6,9,67,45,67,40,26,65,54,71,132,60,39,65,33,22,67,46,61,132,7,2,,,01:22:00,01:22:00,,,PD07,D801
440,2017,'s-Hertogenbosch,250,2017-06-12T00:00:00,2017-06-18T00:00:00,Grass,28,589185,€,MS010,R16,00:56:00,,F,2,K336,"6-4,6-1",I. Karlovic,S. Kozlov,,,CRO,USA,6-4,6-1,,,,00:56:00,A,I. Karlovic,S. Kozlov,CRO,USA,,,331,/en/stats/leaderboard?page=serve,1,9,69,31,45,90,28,31,64,9,14,0,0,0,9,239,/en/stats/leaderboard?page=serve,4,3,75,33,44,67,22,33,36,4,11,50,3,6,8,82,37,45,41,18,44,62,55,89,59,26,44,18,8,45,38,34,89,,,,,00:56:00,00:56:00,,,K336,KE64
