event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_loser,player_id_winner,player_id_loser
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS023,R32,01:27:00,,F,3,G628,"6-1,3-6,6-1",R. Gasquet,B. Paire,,,FRA,FRA,6-1,3-6,6-1,,,01:27:00,A,R. Gasquet,B. Paire,FRA,FRA,,,261,/en/stats/leaderboard?page=serve,5,1,52,35,67,71,25,35,59,19,32,33,1,3,12,214,/en/stats/leaderboard?page=serve,4,6,48,31,65,81,25,31,29,10,34,17,1,6,11,66,44,67,46,30,65,56,74,132,54,35,65,34,23,67,44,58,132,,,01:27:00,01:27:00,,,,,G628,PD31
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS024,R32,01:34:00,,F,2,D875,"7-6(7),6-1",G. Dimitrov,J. Tipsarevic,,,BUL,SRB,7-6(7),6-1,,,,01:34:00,A,G. Dimitrov,J. Tipsarevic,BUL,SRB,,,298,/en/stats/leaderboard?page=serve,1,7,54,27,50,85,23,27,65,15,23,0,0,1,9,215,/en/stats/leaderboard?page=serve,1,0,51,37,72,65,24,37,40,14,35,56,5,9,10,76,38,50,47,34,72,59,72,122,53,38,72,24,12,50,41,50,122,,,01:34:00,01:34:00,7,,,3,D875,T742
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS025,R32,02:13:00,,F,3,MB02,"5-7,6-4,6-4",F. Mayer,R. Bautista Agut,,,GER,ESP,5-7,6-4,6-4,,,02:13:00,A,F. Mayer,R. Bautista Agut,GER,ESP,,,259,/en/stats/leaderboard?page=serve,0,3,64,64,100,61,39,64,56,20,36,60,6,10,16,251,/en/stats/leaderboard?page=serve,1,0,78,85,109,60,51,85,46,11,24,72,13,18,16,59,59,100,43,47,109,51,106,209,57,62,109,41,41,100,49,103,209,,,02:13:00,02:13:00,,,,,MB02,BD06
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS026,R32,02:13:00,,F,3,K435,"6-2,2-6,7-6(7)",P. Kohlschreiber,P. Andujar,,,GER,ESP,6-2,2-6,7-6(7),,,02:13:00,A,P. Kohlschreiber,P. Andujar,GER,ESP,,,268,/en/stats/leaderboard?page=serve,3,4,63,57,91,70,40,57,56,19,34,67,6,9,14,258,/en/stats/leaderboard?page=serve,2,0,61,58,95,67,39,58,54,20,37,50,3,6,14,65,59,91,38,36,95,51,95,186,62,59,95,35,32,91,49,91,186,,,02:13:00,02:13:00,,7,3,,K435,A596
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS027,R32,01:03:00,,F,2,N409,"6-1,6-2",R. Nadal,M. Matosevic,,,ESP,AUS,6-1,6-2,,,,01:03:00,A,R. Nadal,M. Matosevic,ESP,AUS,,,296,/en/stats/leaderboard?page=serve,0,0,68,27,40,74,20,27,69,9,13,75,3,4,7,150,/en/stats/leaderboard?page=serve,2,1,48,22,46,32,7,22,46,11,24,33,3,9,8,73,29,40,61,28,46,66,57,86,39,18,46,28,11,40,34,29,86,,,01:03:00,01:03:00,,,,,N409,ME05
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS028,R32,01:27:00,,F,2,T786,"7-6(7),6-2",J. Tsonga,N. Davydenko,,,FRA,RUS,7-6(7),6-2,,,,01:27:00,A,J. Tsonga,N. Davydenko,FRA,RUS,,,295,/en/stats/leaderboard?page=serve,1,7,67,44,66,77,34,44,55,12,22,0,0,1,10,242,/en/stats/leaderboard?page=serve,4,0,79,50,63,66,33,50,31,4,13,50,3,6,10,70,46,66,41,26,63,56,72,129,59,37,63,30,20,66,44,57,129,,,01:27:00,01:27:00,7,,,3,T786,D402
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS029,R32,01:14:00,,F,2,M762,"6-4,6-2",J. Melzer,N. Almagro,,,AUT,ESP,6-4,6-2,,,,01:14:00,A,J. Melzer,N. Almagro,AUT,ESP,,,284,/en/stats/leaderboard?page=serve,2,0,51,30,59,73,22,30,62,18,29,100,3,3,9,248,/en/stats/leaderboard?page=serve,2,5,51,27,53,78,21,27,50,13,26,50,3,6,9,68,40,59,36,19,53,53,59,112,64,34,53,32,19,59,47,53,112,,,01:14:00,01:14:00,,,,,M762,A479
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS030,R32,00:54:00,,F,2,W367,"6-1,6-1",S. Wawrinka,A. Montanes,,,SUI,ESP,6-1,6-1,,,,00:54:00,A,S. Wawrinka,A. Montanes,SUI,ESP,,,319,/en/stats/leaderboard?page=serve,0,2,68,30,44,63,19,30,86,12,14,100,1,1,7,163,/en/stats/leaderboard?page=serve,4,0,55,32,58,53,17,32,31,8,26,58,7,12,7,70,31,44,57,33,58,63,64,102,43,25,58,30,13,44,37,38,102,,,00:54:00,00:54:00,,,,,W367,M824
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS031,R32,01:13:00,,F,2,MC10,"6-1,6-4",A. Murray,E. Roger-Vasselin,,,GBR,FRA,6-1,6-4,,,,01:13:00,A,A. Murray,E. Roger-Vasselin,GBR,FRA,,,277,/en/stats/leaderboard?page=serve,1,8,54,31,57,90,28,31,38,10,26,80,4,5,9,212,/en/stats/leaderboard?page=serve,1,1,66,33,50,55,18,33,41,7,17,33,2,6,8,67,38,57,50,25,50,59,63,107,50,25,50,33,19,57,41,44,107,,,01:13:00,01:13:00,,,,,MC10,R613
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS033,R64,01:09:00,,F,2,Y061,"6-4,6-0",M. Youzhny,D. Gimeno-Traver,,,RUS,ESP,6-4,6-0,,,,01:09:00,A,M. Youzhny,D. Gimeno-Traver,RUS,ESP,,,306,/en/stats/leaderboard?page=serve,0,1,68,36,53,78,28,36,59,10,17,100,2,2,8,192,/en/stats/leaderboard?page=serve,0,1,37,17,46,59,10,17,45,13,29,33,2,6,8,72,38,53,50,23,46,62,61,99,50,23,46,28,15,53,38,38,99,,,01:09:00,01:09:00,,,,,Y061,G676
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS034,R64,01:49:00,,F,3,G858,"4-6,6-2,6-3",E. Gulbis,J. Isner,,,LAT,USA,4-6,6-2,6-3,,,01:49:00,A,E. Gulbis,J. Isner,LAT,USA,,,293,/en/stats/leaderboard?page=serve,2,11,64,47,73,85,40,47,50,13,26,0,0,2,14,239,/en/stats/leaderboard?page=serve,0,6,65,60,93,63,38,60,36,12,33,69,9,13,13,73,53,73,46,43,93,58,96,166,54,50,93,27,20,73,42,70,166,,,01:49:00,01:49:00,,,,,G858,I186
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS035,R64,01:06:00,,F,2,MA21,"6-4,6-0",J. Monaco,M. Klizan,,,ARG,SVK,6-4,6-0,,,,01:06:00,A,J. Monaco,M. Klizan,ARG,SVK,,,255,/en/stats/leaderboard?page=serve,2,1,63,31,49,68,21,31,50,9,18,75,6,8,8,148,/en/stats/leaderboard?page=serve,7,0,42,21,50,57,12,21,31,9,29,54,7,13,8,61,30,49,58,29,50,60,59,99,42,21,50,39,19,49,40,40,99,,,01:06:00,01:06:00,,,,,MA21,K966
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS036,R64,01:12:00,,F,2,R975,"6-1,6-4",M. Raonic,J. Benneteau,,,CAN,FRA,6-1,6-4,,,,01:12:00,A,M. Raonic,J. Benneteau,CAN,FRA,,,301,/en/stats/leaderboard?page=serve,5,15,48,28,58,86,24,28,57,17,30,100,2,2,9,235,/en/stats/leaderboard?page=serve,1,2,72,36,50,64,23,36,36,5,14,25,1,4,8,71,41,58,44,22,50,58,63,108,56,28,50,29,17,58,42,45,108,,,01:12:00,01:12:00,,,,,R975,B747
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS037,R64,01:03:00,,F,2,N289,"6-1,6-2",J. Nieminen,V. Troicki,,,FIN,SRB,6-1,6-2,,,,01:03:00,A,J. Nieminen,V. Troicki,FIN,SRB,,,304,/en/stats/leaderboard?page=serve,1,0,65,33,51,73,24,33,67,12,18,100,3,3,8,192,/en/stats/leaderboard?page=serve,1,1,54,21,39,57,12,21,39,7,18,0,0,4,7,71,36,51,51,20,39,62,56,90,49,19,39,29,15,51,38,34,90,,,01:03:00,01:03:00,,,,,N289,T840
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS038,R64,01:00:00,,F,2,D801,"6-2,6-4",A. Dolgopolov,B. Tomic,,,UKR,AUS,6-2,6-4,,,,01:00:00,A,A. Dolgopolov,B. Tomic,UKR,AUS,,,287,/en/stats/leaderboard?page=serve,0,1,33,17,52,82,14,17,71,25,35,100,3,3,9,231,/en/stats/leaderboard?page=serve,4,4,62,36,58,58,21,36,45,10,22,50,3,6,9,75,39,52,47,27,58,60,66,110,53,31,58,25,13,52,40,44,110,,,01:00:00,01:00:00,,,,,D801,TA46
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS041,R64,02:02:00,,F,3,G710,"6-7(8),6-3,6-1",M. Granollers,V. Hanescu,,,ESP,ROU,6-7(8),6-3,6-1,,,02:02:00,A,M. Granollers,V. Hanescu,ESP,ROU,,,297,/en/stats/leaderboard?page=serve,0,5,63,59,94,68,40,59,69,24,35,50,1,2,14,254,/en/stats/leaderboard?page=serve,0,7,74,64,86,59,38,64,50,11,22,29,2,7,14,68,64,94,43,37,86,56,101,180,57,49,86,32,30,94,44,79,180,,,02:02:00,02:02:00,8,,,10,G710,H528
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS042,R64,01:14:00,,F,2,R772,"6-3,6-3",A. Ramos-Vinolas,R. Stepanek,,,ESP,CZE,6-3,6-3,,,,01:14:00,A,A. Ramos-Vinolas,R. Stepanek,ESP,CZE,,,289,/en/stats/leaderboard?page=serve,1,4,64,32,50,78,25,32,56,10,18,0,0,1,9,223,/en/stats/leaderboard?page=serve,0,4,57,32,56,53,17,32,54,13,24,43,3,7,9,70,35,50,46,26,56,58,61,106,54,30,56,30,15,50,42,45,106,,,01:14:00,01:14:00,,,,,R772,S694
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS043,R64,01:58:00,,F,3,F510,"3-6,6-4,6-4",F. Fognini,A. Seppi,,,ITA,ITA,3-6,6-4,6-4,,,01:58:00,A,F. Fognini,A. Seppi,ITA,ITA,,,215,/en/stats/leaderboard?page=serve,2,3,52,44,84,57,25,44,48,19,40,50,6,12,14,222,/en/stats/leaderboard?page=serve,2,8,67,61,91,66,40,61,30,9,30,30,3,10,15,52,44,84,46,42,91,49,86,175,54,49,91,48,40,84,51,89,175,,,01:58:00,01:58:00,,,,,F510,SA93
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS044,R64,02:04:00,,F,3,C977,"6-2,6-7(6),6-2",M. Cilic,H. Zeballos,,,CRO,ARG,6-2,6-7(6),6-2,,,02:04:00,A,M. Cilic,H. Zeballos,CRO,ARG,,,259,/en/stats/leaderboard?page=serve,2,8,62,52,84,73,38,52,47,15,32,43,3,7,14,200,/en/stats/leaderboard?page=serve,2,2,58,52,89,62,32,52,38,14,37,38,5,13,14,63,53,84,48,43,89,55,96,173,52,46,89,37,31,84,45,77,173,6,8,02:04:00,02:04:00,,,,,C977,Z184
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS045,R64,01:48:00,,F,2,A678,"7-5,7-6(11)",K. Anderson,J. Janowicz,,,RSA,POL,7-5,7-6(11),,,,01:48:00,A,K. Anderson,J. Janowicz,RSA,POL,,,284,/en/stats/leaderboard?page=serve,1,6,61,48,79,67,32,48,68,21,31,67,4,6,12,260,/en/stats/leaderboard?page=serve,4,8,52,40,77,83,33,40,46,17,37,63,5,8,12,67,53,79,35,27,77,51,80,156,65,50,77,33,26,79,49,76,156,11,9,01:48:00,01:48:00,,,,,A678,J397
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS046,R64,01:16:00,,F,2,PD31,"6-4,6-4",B. Paire,I. Dodig,,,FRA,CRO,6-4,6-4,,,,01:16:00,A,B. Paire,I. Dodig,FRA,CRO,,,231,/en/stats/leaderboard?page=serve,2,7,38,24,64,63,15,24,55,22,40,50,3,6,10,211,/en/stats/leaderboard?page=serve,2,0,59,35,59,54,19,35,50,12,24,50,5,10,10,58,37,64,47,28,59,53,65,123,53,31,59,42,27,64,47,58,123,,,01:16:00,01:16:00,,,,,PD31,D646
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS049,R64,01:17:00,,F,2,D875,"6-3,6-2",G. Dimitrov,X. Malisse,,,BUL,BEL,6-3,6-2,,,,01:17:00,A,G. Dimitrov,X. Malisse,BUL,BEL,,,263,/en/stats/leaderboard?page=serve,6,4,59,39,66,77,30,39,41,11,27,80,4,5,9,204,/en/stats/leaderboard?page=serve,2,4,52,31,60,55,17,31,45,13,29,60,6,10,8,62,41,66,50,30,60,56,71,126,50,30,60,38,25,66,44,55,126,,,01:17:00,01:17:00,,,,,D875,M680
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS050,R64,01:53:00,,F,3,MB02,"5-7,6-1,6-2",F. Mayer,B. Balleret,,,GER,MON,5-7,6-1,6-2,,,01:53:00,A,F. Mayer,B. Balleret,GER,MON,,,240,/en/stats/leaderboard?page=serve,4,3,53,50,95,68,34,50,49,22,45,64,7,11,14,200,/en/stats/leaderboard?page=serve,4,1,69,57,83,42,24,57,46,12,26,30,3,10,13,59,56,95,57,47,83,58,103,178,43,36,83,41,39,95,42,75,178,,,01:53:00,01:53:00,,,,,MB02,B946
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS051,R64,01:56:00,,F,2,BD06,"6-3,7-6(8)",R. Bautista Agut,G. Simon,,,ESP,FRA,6-3,7-6(8),,,,01:56:00,A,R. Bautista Agut,G. Simon,ESP,FRA,,,221,/en/stats/leaderboard?page=serve,1,0,78,65,83,49,32,65,50,9,18,60,9,15,11,162,/en/stats/leaderboard?page=serve,2,2,50,34,68,53,18,34,29,10,34,30,3,10,10,49,41,83,59,40,68,54,81,151,41,28,68,51,42,83,46,70,151,8,6,01:56:00,01:56:00,,,,,BD06,SD32
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS052,R64,01:15:00,,F,2,K435,"6-4,6-2",P. Kohlschreiber,T. Bellucci,,,GER,BRA,6-4,6-2,,,,01:15:00,A,P. Kohlschreiber,T. Bellucci,GER,BRA,,,271,/en/stats/leaderboard?page=serve,1,3,65,30,46,77,23,30,50,8,16,0,0,2,9,178,/en/stats/leaderboard?page=serve,2,0,42,24,57,46,11,24,48,16,33,62,8,13,9,67,31,46,53,30,57,59,61,103,47,27,57,33,15,46,41,42,103,,,01:15:00,01:15:00,,,,,K435,BD20
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS053,R64,02:49:00,,F,3,A596,"6-7(4),7-5,6-2",P. Andujar,J. Chardy,,,ESP,FRA,6-7(4),7-5,6-2,,,02:49:00,A,P. Andujar,J. Chardy,ESP,FRA,,,276,/en/stats/leaderboard?page=serve,6,4,70,78,112,65,51,78,56,19,34,82,9,11,16,230,/en/stats/leaderboard?page=serve,8,6,50,63,127,62,39,63,52,33,64,69,11,16,16,63,70,112,43,55,127,52,125,239,57,72,127,38,42,112,48,114,239,,,02:49:00,02:49:00,4,,,7,A596,CA12
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS054,R64,01:51:00,,F,2,ME05,"7-5,6-3",M. Matosevic,F. Verdasco,,,AUS,ESP,7-5,6-3,,,,01:51:00,A,M. Matosevic,F. Verdasco,AUS,ESP,,,241,/en/stats/leaderboard?page=serve,2,3,54,50,92,64,32,50,50,21,42,75,9,12,11,213,/en/stats/leaderboard?page=serve,3,1,65,42,65,52,22,42,48,11,23,29,2,7,10,58,53,92,49,32,65,54,85,157,51,33,65,42,39,92,46,72,157,,,01:51:00,01:51:00,,,,,ME05,V306
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS057,R64,01:22:00,,F,2,D402,"6-3,6-4",N. Davydenko,D. Brands,,,RUS,GER,6-3,6-4,,,,01:22:00,A,N. Davydenko,D. Brands,RUS,GER,,,277,/en/stats/leaderboard?page=serve,5,2,75,48,64,77,37,48,38,6,16,50,1,2,10,221,/en/stats/leaderboard?page=serve,2,5,59,37,63,70,26,37,23,6,26,50,3,6,9,67,43,64,49,31,63,58,74,127,51,32,63,33,21,64,42,53,127,,,01:22:00,01:22:00,,,,,D402,BC72
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS058,R64,01:30:00,,F,3,M762,"1-6,6-3,6-2",J. Melzer,J. Huta Galung,,,AUT,NED,1-6,6-3,6-2,,,01:30:00,A,J. Melzer,J. Huta Galung,AUT,NED,,,239,/en/stats/leaderboard?page=serve,4,7,63,43,68,67,29,43,40,10,25,33,2,6,12,226,/en/stats/leaderboard?page=serve,3,8,58,38,66,66,25,38,39,11,28,17,1,6,12,57,39,68,45,30,66,51,69,134,55,36,66,43,29,68,49,65,134,,,01:30:00,01:30:00,,,,,M762,H704
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS059,R64,01:42:00,,F,3,A479,"2-6,6-1,6-3",N. Almagro,D. Goffin,,,ESP,BEL,2-6,6-1,6-3,,,01:42:00,A,N. Almagro,D. Goffin,ESP,BEL,,,277,/en/stats/leaderboard?page=serve,1,12,51,36,71,83,30,36,49,17,35,0,0,2,12,223,/en/stats/leaderboard?page=serve,8,3,58,52,90,65,34,52,39,15,38,60,6,10,12,66,47,71,46,41,90,55,88,161,54,49,90,34,24,71,45,73,161,,,01:42:00,01:42:00,,,,,A479,GB88
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS060,R64,01:11:00,,F,2,W367,"6-3,7-5",S. Wawrinka,D. Istomin,,,SUI,UZB,6-3,7-5,,,,01:11:00,A,S. Wawrinka,D. Istomin,SUI,UZB,,,269,/en/stats/leaderboard?page=serve,0,3,63,35,56,80,28,35,43,9,21,60,3,5,10,239,/en/stats/leaderboard?page=serve,0,1,74,45,61,47,21,45,63,10,16,29,2,7,11,66,37,56,49,30,61,57,67,117,51,31,61,34,19,56,43,50,117,,,01:11:00,01:11:00,,,,,W367,I165
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS061,R64,01:48:00,,F,3,M824,"6-2,2-6,6-4",A. Montanes,G. Monfils,,,ESP,FRA,6-2,2-6,6-4,,,01:48:00,A,A. Montanes,G. Monfils,ESP,FRA,,,264,/en/stats/leaderboard?page=serve,1,2,60,49,81,69,34,49,50,16,32,50,2,4,13,253,/en/stats/leaderboard?page=serve,7,9,61,54,88,70,38,54,44,15,34,67,6,9,13,62,50,81,40,35,88,50,85,169,60,53,88,38,31,81,50,84,169,,,01:48:00,01:48:00,,,,,M824,MC65
410,2013,ATP Masters 1000 Monte-Carlo,1000,2013-04-14T00:00:00,2013-04-21T00:00:00,Clay,56,2646495,€,MS062,R64,01:10:00,,F,2,R613,"6-3,6-2",E. Roger-Vasselin,R. Haase,,,FRA,NED,6-3,6-2,,,,01:10:00,A,E. Roger-Vasselin,R. Haase,FRA,NED,,,285,/en/stats/leaderboard?page=serve,1,2,74,48,65,69,33,48,53,9,17,90,9,10,9,205,/en/stats/leaderboard?page=serve,2,2,61,30,49,73,22,30,21,4,19,50,4,8,8,65,42,65,47,23,49,57,65,114,53,26,49,35,23,65,43,49,114,,,01:10:00,01:10:00,,,,,R613,H756
