event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS011,R16,01:30:00,,F,2,B350,"7-6(7),6-3",S. Bruguera,J. Novak,,,ESP,CZE,7-6(7),6-3,,,,01:30:00,258,/en/stats/leaderboard?page=serve,,4,60,47,78,79,37,47,39,12,31,78,7,9,10,241,/en/stats/leaderboard?page=serve,,2,66,52,79,62,32,52,48,13,27,60,6,10,11,63,49,78,43,34,79,53,83,157,57,45,79,37,29,78,47,74,157,A,4,,,7,5,,,False,S. Bruguera,J. Novak,B350,N254,ESP,CZE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS012,R16,01:56:00,,F,3,M099,"6-3,3-6,7-5",T. Muster,M. Damm,,,AUT,CZE,6-3,3-6,7-5,,,01:56:00,280,/en/stats/leaderboard?page=serve,,5,61,59,97,63,37,59,66,25,38,80,8,10,15,282,/en/stats/leaderboard?page=serve,,16,57,52,92,81,42,52,48,19,40,63,5,8,15,64,62,97,34,31,92,49,93,189,66,61,92,36,35,97,51,96,189,A,1,,,,,,,False,T. Muster,M. Damm,M099,D214,AUT,CZE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS013,R16,01:13:00,,F,2,S381,"6-4,6-4",J. Siemerink,G. Ivanisevic,,,NED,CRO,6-4,6-4,,,,01:13:00,281,/en/stats/leaderboard?page=serve,,12,56,39,70,74,29,39,52,16,31,88,7,8,10,245,/en/stats/leaderboard?page=serve,2,8,48,28,58,68,19,28,53,16,30,40,2,5,10,64,45,70,40,23,58,53,68,128,60,35,58,36,25,70,47,60,128,A,3,,,,,,,,J. Siemerink,G. Ivanisevic,S381,I034,NED,CRO,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS014,R16,02:09:00,,F,3,K293,"6-7(5),6-3,6-4",G. Kuerten,V. Spadea,,,BRA,USA,6-7(5),6-3,6-4,,,02:09:00,269,/en/stats/leaderboard?page=serve,,7,48,55,115,78,43,55,53,32,60,85,11,13,16,264,/en/stats/leaderboard?page=serve,1,9,64,61,95,72,44,61,47,16,34,64,7,11,15,65,75,115,37,35,95,52,110,210,63,60,95,35,40,115,48,100,210,A,4,,,5,7,,,,G. Kuerten,V. Spadea,K293,S544,BRA,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS015,R16,01:40:00,,F,3,C274,"3-6,6-1,6-4",M. Chang,A. Medvedev,,,USA,UKR,3-6,6-1,6-4,,,01:40:00,244,/en/stats/leaderboard?page=serve,,6,53,40,75,75,30,40,43,15,35,33,2,6,13,208,/en/stats/leaderboard?page=serve,9,7,45,37,82,76,28,37,36,16,45,45,5,11,13,60,45,75,46,38,82,53,83,157,54,44,82,40,30,75,47,74,157,A,2,,,,,,,,M. Chang,A. Medvedev,C274,M475,USA,UKR,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS016,R32,01:13:00,,F,2,S402,"6-2,6-4",P. Sampras,J. Gimelstob,,,USA,USA,6-2,6-4,,,,01:13:00,292,/en/stats/leaderboard?page=serve,,6,68,36,53,78,28,36,65,11,17,,0,,9,225,/en/stats/leaderboard?page=serve,7,2,62,42,68,71,30,42,31,8,26,40,2,5,9,74,39,53,44,30,68,57,69,121,56,38,68,26,14,53,43,52,121,A,2,,,,,,,,P. Sampras,J. Gimelstob,S402,G354,USA,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS017,R32,01:44:00,,F,3,R255,"3-6,6-3,6-2",P. Rafter,D. Wheaton,,,AUS,USA,3-6,6-3,6-2,,,01:44:00,297,/en/stats/leaderboard?page=serve,,10,60,44,73,84,37,44,55,16,29,75,3,4,13,272,/en/stats/leaderboard?page=serve,1,7,77,65,84,66,43,65,47,9,19,63,5,8,13,73,53,73,38,32,84,54,85,157,62,52,84,27,20,73,46,72,157,A,4,,,,,,,,P. Rafter,D. Wheaton,R255,W123,AUS,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS018,R32,00:53:00,,F,2,R286,"6-3,6-2",M. Rios,T. Johansson,,,CHI,SWE,6-3,6-2,,,,00:53:00,305,/en/stats/leaderboard?page=serve,False,11,55,26,47,81,21,26,81,17,21,,0,,9,221,/en/stats/leaderboard?page=serve,1,5,40,17,42,71,12,17,44,11,25,40,2,5,8,81,38,47,45,19,42,64,57,89,55,23,42,19,9,47,36,32,89,A,,,,,,,,,M. Rios,T. Johansson,R286,J129,CHI,SWE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS019,R32,01:58:00,,F,2,K267,"7-6(7),7-6(8)",Y. Kafelnikov,C. Woodruff,,,RUS,USA,7-6(7),7-6(8),,,,01:58:00,285,/en/stats/leaderboard?page=serve,,7,53,47,89,85,40,47,55,23,42,91,10,11,12,269,/en/stats/leaderboard?page=serve,10,13,57,66,115,71,47,66,47,23,49,90,9,10,12,71,63,89,39,45,115,53,108,204,61,70,115,29,26,89,47,96,204,A,6,,,7,3,8,6,,Y. Kafelnikov,C. Woodruff,K267,W212,RUS,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS020,R32,01:32:00,,F,2,C344,"7-6(7),6-4",A. Corretja,J. Stark,,,ESP,USA,7-6(7),6-4,,,,01:32:00,296,/en/stats/leaderboard?page=serve,,1,69,48,70,69,33,48,68,15,22,67,2,3,11,263,/en/stats/leaderboard?page=serve,4,5,54,37,69,86,32,37,41,13,32,50,2,4,11,69,48,70,35,24,69,52,72,139,65,45,69,31,22,70,48,67,139,A,1,,,7,4,,,,A. Corretja,J. Stark,C344,S403,ESP,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS021,R32,01:02:00,,F,2,C378,"6-3,6-4",A. Costa,T. Haas,,,ESP,GER,6-3,6-4,,,,01:02:00,226,/en/stats/leaderboard?page=serve,False,2,71,35,49,89,31,35,64,9,14,0,0,,10,257,/en/stats/leaderboard?page=serve,3,7,61,43,70,63,27,43,52,14,27,71,5,7,9,82,40,49,41,29,70,58,69,119,59,41,70,18,9,49,42,50,119,A,,,,,,,,,A. Costa,T. Haas,C378,H355,ESP,GER,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS022,R32,00:55:00,,F,2,N254,"6-3,6-2",J. Novak,S. Schalken,,,CZE,NED,6-3,6-2,,,,00:55:00,246,/en/stats/leaderboard?page=serve,False,3,71,36,51,75,27,36,60,9,15,,0,,8,213,/en/stats/leaderboard?page=serve,,1,54,30,56,57,17,30,46,12,26,50,4,8,9,71,36,51,48,27,56,59,63,107,52,29,56,29,15,51,41,44,107,A,,,,,,,,False,J. Novak,S. Schalken,N254,S572,CZE,NED,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS023,R32,01:29:00,,F,2,B350,"7-6(8),6-2",S. Bruguera,S. Draper,,,ESP,AUS,7-6(8),6-2,,,,01:29:00,288,/en/stats/leaderboard?page=serve,,1,71,55,78,71,39,55,57,13,23,89,8,9,10,254,/en/stats/leaderboard?page=serve,,7,58,43,74,58,25,43,61,19,31,63,5,8,10,67,52,78,41,30,74,54,82,152,59,44,74,33,26,78,46,70,152,A,2,,,8,6,,,False,S. Bruguera,S. Draper,B350,D270,ESP,AUS,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS024,R32,01:57:00,,F,3,M099,"6-3,5-7,6-4",T. Muster,F. Santoro,,,AUT,FRA,6-3,5-7,6-4,,,01:57:00,271,/en/stats/leaderboard?page=serve,,2,53,56,106,73,41,56,58,29,50,71,5,7,16,268,/en/stats/leaderboard?page=serve,1,6,57,52,92,73,38,52,53,21,40,63,5,8,15,66,70,106,36,33,92,52,103,198,64,59,92,34,36,106,48,95,198,A,2,,,,,,,,T. Muster,F. Santoro,M099,S424,AUT,FRA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS025,R32,01:32:00,,F,2,D214,"6-4,7-6(7)",M. Damm,R. Krajicek,,,CZE,NED,6-4,7-6(7),,,,01:32:00,274,/en/stats/leaderboard?page=serve,,8,58,45,78,80,36,45,58,19,33,,0,,11,284,/en/stats/leaderboard?page=serve,5,15,51,41,81,83,34,41,50,20,40,83,5,6,11,71,55,78,33,27,81,52,82,159,67,54,81,29,23,78,48,77,159,A,2,,,,,7,3,,M. Damm,R. Krajicek,D214,K214,CZE,NED,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS026,R32,01:43:00,,F,3,S381,"7-5,1-6,6-1",J. Siemerink,P. Korda,,,NED,CZE,7-5,1-6,6-1,,,01:43:00,252,/en/stats/leaderboard?page=serve,,9,52,47,90,72,34,47,53,23,43,83,15,18,13,232,/en/stats/leaderboard?page=serve,8,2,53,47,88,60,28,47,56,23,41,69,9,13,13,63,57,90,42,37,88,53,94,178,58,51,88,37,33,90,47,84,178,A,10,,,,,,,,J. Siemerink,P. Korda,S381,K148,NED,CZE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS027,R32,01:40:00,,F,3,I034,"4-6,7-5,7-6(8)",G. Ivanisevic,D. Nestor,,,CRO,CAN,4-6,7-5,7-6(8),,,01:40:00,300,/en/stats/leaderboard?page=serve,,19,63,59,94,80,47,59,57,20,35,40,2,5,17,272,/en/stats/leaderboard?page=serve,11,15,58,57,98,84,48,57,44,18,41,50,3,6,17,71,67,94,33,32,98,52,99,192,67,66,98,29,27,94,48,93,192,A,1,8,6,,,,,,G. Ivanisevic,D. Nestor,I034,N210,CRO,CAN,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS028,R32,02:07:00,,F,3,S544,"6-7(1),6-3,6-3",V. Spadea,T. Enqvist,,,USA,SWE,6-7(1),6-3,6-3,,,02:07:00,278,/en/stats/leaderboard?page=serve,,6,46,43,93,77,33,43,60,30,50,83,5,6,15,255,/en/stats/leaderboard?page=serve,1,2,56,61,109,75,46,61,50,24,48,56,5,9,15,68,63,93,36,39,109,50,102,202,64,70,109,32,30,93,50,100,202,A,4,,,1,7,,,,V. Spadea,T. Enqvist,S544,E113,USA,SWE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS029,R32,01:29:00,,F,3,K293,"3-6,6-1,6-4",G. Kuerten,T. Woodbridge,,,BRA,AUS,3-6,6-1,6-4,,,01:29:00,261,/en/stats/leaderboard?page=serve,,5,47,42,89,71,30,42,57,27,47,67,4,6,13,244,/en/stats/leaderboard?page=serve,3,4,54,38,70,79,30,38,41,13,32,64,7,11,13,64,57,89,39,27,70,53,84,159,61,43,70,36,32,89,47,75,159,A,3,,,,,,,,G. Kuerten,T. Woodbridge,K293,W136,BRA,AUS,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS030,R32,01:51:00,,F,3,M475,"6-4,1-6,7-6(7)",A. Medvedev,M. Woodforde,,,UKR,AUS,6-4,1-6,7-6(7),,,01:51:00,233,/en/stats/leaderboard?page=serve,,8,54,57,105,61,35,57,50,24,48,50,5,10,15,268,/en/stats/leaderboard?page=serve,1,9,55,46,83,70,32,46,57,21,37,40,2,5,14,56,59,105,36,30,83,47,89,188,64,53,83,44,46,105,53,99,188,A,6,7,4,,,,,,A. Medvedev,M. Woodforde,M475,W035,UKR,AUS,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS031,R32,01:51:00,,F,3,C274,"6-7(4),6-1,6-2",M. Chang,W. Ferreira,,,USA,RSA,6-7(4),6-1,6-2,,,01:51:00,282,/en/stats/leaderboard?page=serve,False,9,46,39,84,77,30,39,58,26,45,75,3,4,13,209,/en/stats/leaderboard?page=serve,5,11,41,39,94,56,22,39,49,27,55,40,4,10,14,67,56,84,48,45,94,57,101,178,52,49,94,33,28,84,43,77,178,A,,,,4,7,,,,M. Chang,W. Ferreira,C274,F196,USA,RSA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS033,R64,01:01:00,,F,2,G354,"6-3,6-4",J. Gimelstob,B. Black,,,USA,ZIM,6-3,6-4,,,,01:01:00,285,/en/stats/leaderboard?page=serve,,11,66,35,53,80,28,35,50,9,18,0,0,2,10,221,/en/stats/leaderboard?page=serve,2,1,60,30,50,57,17,30,50,10,20,43,3,7,9,70,37,53,46,23,50,58,60,103,54,27,50,30,16,53,42,43,103,A,2,,,,,,,,J. Gimelstob,B. Black,G354,B397,USA,ZIM,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS034,R64,01:31:00,,F,2,W123,"7-6(7),6-2",D. Wheaton,D. Vacek,,,USA,CZE,7-6(7),6-2,,,,01:31:00,289,/en/stats/leaderboard?page=serve,,1,60,36,60,72,26,36,67,16,24,67,2,3,10,237,/en/stats/leaderboard?page=serve,3,8,51,39,76,62,24,39,49,18,37,79,11,14,10,70,42,60,45,34,76,56,76,136,55,42,76,30,18,60,44,60,136,A,1,,,7,5,,,,D. Wheaton,D. Vacek,W123,V141,USA,CZE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS035,R64,02:07:00,,F,3,R255,"5-7,6-4,7-5",P. Rafter,M. Larsson,,,AUS,SWE,5-7,6-4,7-5,,,02:07:00,280,/en/stats/leaderboard?page=serve,,13,61,62,101,76,47,62,56,22,39,63,5,8,17,260,/en/stats/leaderboard?page=serve,4,3,57,62,108,69,43,62,59,27,46,67,8,12,17,68,69,101,35,38,108,51,107,209,65,70,108,32,32,101,49,102,209,A,8,,,,,,,,P. Rafter,M. Larsson,R255,L206,AUS,SWE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS036,R64,01:28:00,,F,2,R286,"6-3,7-5",M. Rios,J. Bjorkman,,,CHI,SWE,6-3,7-5,,,,01:28:00,273,/en/stats/leaderboard?page=serve,,5,46,31,68,81,25,31,54,20,37,80,4,5,11,218,/en/stats/leaderboard?page=serve,8,1,34,22,65,77,17,22,44,19,43,67,6,9,10,66,45,68,45,29,65,56,74,133,55,36,65,34,23,68,44,59,133,A,3,,,,,,,,M. Rios,J. Bjorkman,R286,B446,CHI,SWE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS037,R64,01:49:00,,F,3,J129,"6-4,3-6,6-2",T. Johansson,K. Ullyett,,,SWE,ZIM,6-4,3-6,6-2,,,01:49:00,241,/en/stats/leaderboard?page=serve,,7,52,42,81,76,32,42,41,16,39,56,5,9,13,213,/en/stats/leaderboard?page=serve,5,4,49,42,85,71,30,42,37,16,43,57,8,14,14,59,48,81,46,39,85,52,87,166,54,46,85,41,33,81,48,79,166,A,4,,,,,,,,T. Johansson,K. Ullyett,J129,U024,SWE,ZIM,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS038,R64,01:20:00,,F,2,W212,"6-2,6-4",C. Woodruff,S. Sargsian,,,USA,ARM,6-2,6-4,,,,01:20:00,260,/en/stats/leaderboard?page=serve,,5,51,24,47,79,19,24,52,12,23,50,2,4,9,193,/en/stats/leaderboard?page=serve,4,1,57,47,82,55,26,47,40,14,35,67,10,15,9,66,31,47,51,42,82,57,73,129,49,40,82,34,16,47,43,56,129,A,4,,,,,,,,C. Woodruff,S. Sargsian,W212,S545,USA,ARM,,
