event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS001,F,01:41:00,,F,2,AG37,"6-4,6-4",F. Auger-Aliassime,J. Wolf,,,CAN,USA,6-4,6-4,,,,01:41:00,A,F. Auger-Aliassime,J. Wolf,CAN,USA,,,294,/en/stats/leaderboard?page=serve,1,11,65,34,52,85,29,34,44,8,18,0,0,1,10,240,/en/stats/leaderboard?page=serve,2,3,58,41,71,71,29,41,40,12,30,75,9,12,10,71,37,52,42,30,71,54,67,123,58,41,71,29,15,52,46,56,123,01:41:00,01:41:00,,,,,AG37,W09G
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS002,SF,01:28:00,,F,2,AG37,"6-2,6-3",F. Auger-Aliassime,L. Musetti,,,CAN,ITA,6-2,6-3,,,,01:28:00,A,F. Auger-Aliassime,L. Musetti,CAN,ITA,,,323,/en/stats/leaderboard?page=serve,1,8,73,36,49,81,29,36,62,8,13,100,2,2,9,242,/en/stats/leaderboard?page=serve,1,3,69,37,54,62,23,37,47,8,17,57,4,7,8,76,37,49,43,23,54,58,60,103,57,31,54,24,12,49,42,43,103,01:28:00,01:28:00,,,,,AG37,M0EJ
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS003,SF,01:31:00,,F,2,W09G,"6-4,6-4",J. Wolf,M. Ymer,,,USA,SWE,6-4,6-4,,,,01:31:00,A,J. Wolf,M. Ymer,USA,SWE,,,256,/en/stats/leaderboard?page=serve,1,9,69,45,65,64,29,45,45,9,20,50,3,6,10,233,/en/stats/leaderboard?page=serve,0,3,67,40,60,53,21,40,60,12,20,29,2,7,10,58,38,65,45,27,60,52,65,125,55,33,60,42,27,65,48,60,125,01:31:00,01:31:00,,,,,W09G,Y268
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS004,QF,01:29:00,,F,2,AG37,"6-3,6-4",F. Auger-Aliassime,B. Nakashima,,,CAN,USA,6-3,6-4,,,,01:29:00,A,F. Auger-Aliassime,B. Nakashima,CAN,USA,,,282,/en/stats/leaderboard?page=serve,1,7,66,39,59,90,35,39,30,6,20,67,2,3,10,259,/en/stats/leaderboard?page=serve,2,2,65,33,51,67,22,33,61,11,18,40,2,5,9,69,41,59,35,18,51,54,59,110,65,33,51,31,18,59,46,51,110,01:29:00,01:29:00,,,,,AG37,N0AE
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS005,QF,01:16:00,,F,2,M0EJ,"6-3,6-2",L. Musetti,M. McDonald,,,ITA,USA,6-3,6-2,,,,01:16:00,A,L. Musetti,M. McDonald,ITA,USA,,,314,/en/stats/leaderboard?page=serve,0,3,80,40,50,73,29,40,70,7,10,80,4,5,9,228,/en/stats/leaderboard?page=serve,0,3,82,41,50,49,20,41,44,4,9,43,3,7,8,72,36,50,52,26,50,62,62,100,48,24,50,28,14,50,38,38,100,01:16:00,01:16:00,,,,,M0EJ,MK66
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS006,QF,02:11:00,,F,3,W09G,"3-6,7-5,6-1",J. Wolf,A. Bublik,,,USA,KAZ,3-6,7-5,6-1,,,02:11:00,A,J. Wolf,A. Bublik,USA,KAZ,,,295,/en/stats/leaderboard?page=serve,1,10,65,53,82,70,37,53,66,19,29,67,4,6,14,240,/en/stats/leaderboard?page=serve,15,19,58,60,103,77,46,60,30,13,43,73,11,15,14,68,56,82,43,44,103,54,100,185,57,59,103,32,26,82,46,85,185,02:11:00,02:11:00,,,,,W09G,BK92
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS007,QF,01:38:00,,F,2,Y268,"6-4,6-2",M. Ymer,R. Carballes Baena,,,SWE,ESP,6-4,6-2,,,,01:38:00,A,M. Ymer,R. Carballes Baena,SWE,ESP,,,270,/en/stats/leaderboard?page=serve,0,1,81,42,52,71,30,42,40,4,10,33,1,3,9,208,/en/stats/leaderboard?page=serve,0,2,57,25,44,52,13,25,53,10,19,17,1,6,9,65,34,52,48,21,44,57,55,96,52,23,44,35,18,52,43,41,96,01:38:00,01:38:00,,,,,Y268,CF59
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS008,R16,02:29:00,,F,3,AG37,"6-4,6-7(2),6-2",F. Auger-Aliassime,O. Otte,,,CAN,GER,6-4,6-7(2),6-2,,,02:29:00,A,F. Auger-Aliassime,O. Otte,CAN,GER,,,290,/en/stats/leaderboard?page=serve,2,13,65,61,94,70,43,61,58,19,33,67,4,6,15,255,/en/stats/leaderboard?page=serve,4,8,58,53,91,66,35,53,61,23,38,50,5,10,15,66,62,94,36,33,91,51,95,185,64,58,91,34,32,94,49,90,185,02:29:00,02:29:00,2,7,,,AG37,O449
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS009,R16,01:15:00,,F,2,N0AE,"6-3,6-4",B. Nakashima,A. Celikbilek,,,USA,TUR,6-3,6-4,,,,01:15:00,A,B. Nakashima,A. Celikbilek,USA,TUR,,,305,/en/stats/leaderboard?page=serve,0,11,81,46,57,78,36,46,45,5,11,0,0,1,10,256,/en/stats/leaderboard?page=serve,1,4,67,33,49,70,23,33,50,8,16,40,2,5,9,72,41,57,37,18,49,56,59,106,63,31,49,28,16,57,44,47,106,01:15:00,01:15:00,,,,,N0AE,CH05
2805,2022,Florence,250,2022-10-10T00:00:00,2022-10-16T00:00:00,Hard,28,612000,€,MS010,R16,01:09:00,,F,2,M0EJ,"6-3,6-0",L. Musetti,B. Zapata Miralles,,,ITA,ESP,6-3,6-0,,,,01:09:00,A,L. Musetti,B. Zapata Miralles,ITA,ESP,,,332,/en/stats/leaderboard?page=serve,1,9,58,22,38,91,20,22,75,12,16,0,0,0,8,192,/en/stats/leaderboard?page=serve,0,0,57,29,51,48,14,29,45,10,22,56,5,9,7,84,32,38,53,27,51,66,59,89,47,24,51,16,6,38,34,30,89,01:09:00,01:09:00,,,,,M0EJ,Z419
