event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS011,R16,02:05:00,,F,3,D875,"7-5,6-3,6-4",G. Dimitrov,A. de Minaur,,,BUL,AUS,7-5,6-3,6-4,,,02:05:00,298,/en/stats/leaderboard?page=serve,4,5,59,57,96,79,45,57,59,23,39,100,1,1,16,267,/en/stats/leaderboard?page=serve,4,3,63,60,95,68,41,60,57,20,35,50,3,6,15,71,68,96,36,34,95,53,102,191,64,61,95,29,28,96,47,89,191,A,,,,,,,,,,,G. Dimitrov,A. de Minaur,D875,DH58,BUL,AUS,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS012,R16,02:11:00,,F,3,BK40,"6-1,6-4,7-6(8)",M. Berrettini,A. Rublev,,,ITA,RUS,6-1,6-4,7-6(8),,,02:11:00,294,/en/stats/leaderboard?page=serve,1,7,62,58,93,84,49,58,49,17,35,67,2,3,15,246,/en/stats/leaderboard?page=serve,2,8,56,58,104,67,39,58,46,21,46,60,6,10,14,71,66,93,42,44,104,56,110,197,58,60,104,29,27,93,44,87,197,A,,,,,,,8,6,,,M. Berrettini,A. Rublev,BK40,RE44,ITA,RUS,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS013,R16,01:26:00,,F,3,MC65,"6-1,6-2,6-2",G. Monfils,P. Andujar,,,FRA,ESP,6-1,6-2,6-2,,,01:26:00,337,/en/stats/leaderboard?page=serve,0,8,75,49,65,73,36,49,81,13,16,0,0,0,12,201,/en/stats/leaderboard?page=serve,3,1,66,43,65,51,22,43,41,9,22,40,4,10,11,75,49,65,52,34,65,64,83,130,48,31,65,25,16,65,36,47,130,A,,,,,,,,,,,G. Monfils,P. Andujar,MC65,A596,FRA,ESP,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS014,R16,03:08:00,,F,4,SM37,"3-6,6-2,6-4,6-3",D. Schwartzman,A. Zverev,,,ARG,GER,3-6,6-2,6-4,6-3,,03:08:00,249,/en/stats/leaderboard?page=serve,1,0,61,79,129,65,51,79,52,26,50,69,11,16,18,206,/en/stats/leaderboard?page=serve,17,11,63,81,128,62,50,81,32,15,47,56,10,18,18,60,77,129,49,63,128,54,140,257,51,65,128,40,52,129,46,117,257,A,,,,,,,,,,,D. Schwartzman,A. Zverev,SM37,Z355,ARG,GER,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS015,R16,02:49:00,,F,4,N409,"6-3,3-6,6-1,6-2",R. Nadal,M. Cilic,,,ESP,CRO,6-3,3-6,6-1,6-2,,02:49:00,281,/en/stats/leaderboard?page=serve,6,11,57,53,93,83,44,53,48,19,40,33,1,3,17,238,/en/stats/leaderboard?page=serve,5,10,66,68,103,59,40,68,46,16,35,45,5,11,16,68,63,93,46,47,103,56,110,196,54,56,103,32,30,93,44,86,196,A,,,,,,,,,,,R. Nadal,M. Cilic,N409,C977,ESP,CRO,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS016,R32,02:03:00,,F,3,D643,"6-3,6-4,6-2",N. Djokovic,D. Kudla,,,SRB,USA,6-3,6-4,6-2,,,02:03:00,301,/en/stats/leaderboard?page=serve,8,6,62,58,93,81,47,58,60,21,35,100,7,7,14,241,/en/stats/leaderboard?page=serve,3,6,52,47,90,70,33,47,47,20,43,56,5,9,13,73,68,93,41,37,90,57,105,183,59,53,90,27,25,93,43,78,183,A,,,,,,,,,,,N. Djokovic,D. Kudla,D643,KB09,SRB,USA,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS017,R32,02:58:00,,F,3,W367,"6-4,7-6(11),7-6(7)",S. Wawrinka,P. Lorenzi,,,SUI,ITA,6-4,7-6(11),7-6(7),,,02:58:00,297,/en/stats/leaderboard?page=serve,3,24,53,67,126,81,54,67,54,32,59,85,11,13,17,264,/en/stats/leaderboard?page=serve,3,5,62,75,121,75,56,75,43,20,46,67,6,9,17,68,86,126,37,45,121,53,131,247,63,76,121,32,40,126,47,116,247,A,,,,,,,7,4,11,9,S. Wawrinka,P. Lorenzi,W367,L503,SUI,ITA,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS018,R32,02:40:00,,F,4,KE73,"6-3,7-6(7),4-6,6-1",D. Koepfer,N. Basilashvili,,,GER,GEO,6-3,7-6(7),4-6,6-1,,02:40:00,275,/en/stats/leaderboard?page=serve,1,13,66,82,125,68,56,82,49,21,43,43,3,7,20,222,/en/stats/leaderboard?page=serve,14,6,50,61,121,66,40,61,48,29,60,57,8,14,18,62,77,125,43,52,121,52,129,246,57,69,121,38,48,125,48,117,246,A,,,,,,,,,7,5,D. Koepfer,N. Basilashvili,KE73,BG23,GER,GEO,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS019,R32,03:19:00,,F,4,MM58,"7-6(7),4-6,7-6(9),6-4",D. Medvedev,F. Lopez,,,RUS,ESP,7-6(7),4-6,7-6(9),6-4,,03:19:00,318,/en/stats/leaderboard?page=serve,8,27,62,80,129,84,67,80,63,31,49,60,3,5,22,274,/en/stats/leaderboard?page=serve,7,14,52,85,165,75,64,85,50,40,80,71,5,7,22,76,98,129,37,61,165,54,159,294,63,104,165,24,31,129,46,135,294,A,7,1,,,,,9,7,,,D. Medvedev,F. Lopez,MM58,L397,RUS,ESP,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS020,R32,01:20:00,,F,3,F324,"6-2,6-2,6-1",R. Federer,D. Evans,,,SUI,GBR,6-2,6-2,6-1,,,01:20:00,317,/en/stats/leaderboard?page=serve,1,10,66,40,61,80,32,40,71,15,21,50,1,2,12,163,/en/stats/leaderboard?page=serve,4,0,51,34,67,41,14,34,39,13,33,50,7,14,11,77,47,61,60,40,67,68,87,128,40,27,67,23,14,61,32,41,128,A,,,,,,,,,,,R. Federer,D. Evans,F324,E687,SUI,GBR,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS021,R32,03:13:00,,F,3,GB88,"7-6(7),7-6(11),7-5",D. Goffin,P. Carreno Busta,,,BEL,ESP,7-6(7),7-6(11),7-5,,,03:13:00,306,/en/stats/leaderboard?page=serve,2,17,58,75,130,77,58,75,62,34,55,89,8,9,18,283,/en/stats/leaderboard?page=serve,3,9,64,84,131,76,64,84,49,23,47,80,8,10,18,71,92,130,34,44,131,52,136,261,66,87,131,29,38,130,48,125,261,A,7,5,,,,,,,11,9,D. Goffin,P. Carreno Busta,GB88,CD85,BEL,ESP,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS022,R32,02:17:00,,F,3,D875,"7-5,7-6(10),6-2",G. Dimitrov,K. Majchrzak,,,BUL,POL,7-5,7-6(10),6-2,,,02:17:00,300,/en/stats/leaderboard?page=serve,4,8,59,58,99,81,47,58,63,26,41,86,6,7,16,258,/en/stats/leaderboard?page=serve,5,9,60,64,107,75,48,64,44,19,43,50,4,8,16,74,73,99,37,40,107,55,113,206,63,67,107,26,26,99,45,93,206,A,,,,,,,,,10,8,G. Dimitrov,K. Majchrzak,D875,MQ75,BUL,POL,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS023,R32,02:50:00,,F,4,DH58,"6-2,6-4,2-6,6-3",A. de Minaur,K. Nishikori,,,AUS,JPN,6-2,6-4,2-6,6-3,,02:50:00,240,/en/stats/leaderboard?page=serve,7,5,55,59,107,71,42,59,46,22,48,44,4,9,17,211,/en/stats/leaderboard?page=serve,7,3,56,71,127,54,38,71,50,28,56,50,8,16,18,60,64,107,48,61,127,53,125,234,52,66,127,40,43,107,47,109,234,A,,,,,,,,,,,A. de Minaur,K. Nishikori,DH58,N552,AUS,JPN,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS024,R32,01:51:00,,F,3,RE44,"7-6(7),7-6(7),6-3",A. Rublev,N. Kyrgios,,,RUS,AUS,7-6(7),7-6(7),6-3,,,01:51:00,326,/en/stats/leaderboard?page=serve,1,12,57,56,99,84,47,56,74,32,43,100,2,2,17,312,/en/stats/leaderboard?page=serve,4,30,65,68,105,87,59,68,41,15,37,75,3,4,16,80,79,99,30,31,105,54,110,204,70,74,105,20,20,99,46,94,204,A,7,5,,,,,,,7,5,A. Rublev,N. Kyrgios,RE44,KE17,RUS,AUS,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS025,R32,03:35:00,,F,4,BK40,"6-4,6-4,6-7(3),7-6(7)",M. Berrettini,A. Popyrin,,,ITA,AUS,6-4,6-4,6-7(3),7-6(7),,03:35:00,294,/en/stats/leaderboard?page=serve,4,13,54,81,151,79,64,81,57,40,70,90,9,10,22,261,/en/stats/leaderboard?page=serve,8,2,62,105,170,70,74,105,49,32,65,80,12,15,22,69,104,151,38,64,170,52,168,321,62,106,170,31,47,151,48,153,321,A,,,,,7,2,3,7,,,M. Berrettini,A. Popyrin,BK40,P09Z,ITA,AUS,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS026,R32,03:34:00,,F,5,MC65,"6-7(5),7-6(7),6-4,6-7(6),6-3",G. Monfils,D. Shapovalov,,,FRA,CAN,6-7(5),7-6(7),6-4,6-7(6),6-3,03:34:00,282,/en/stats/leaderboard?page=serve,5,12,70,124,177,74,92,124,49,26,53,55,6,11,28,252,/en/stats/leaderboard?page=serve,11,6,63,114,180,70,80,114,50,33,66,67,14,21,27,67,118,177,37,67,180,52,185,357,63,113,180,33,59,177,48,172,357,A,5,7,,,6,8,,,7,4,G. Monfils,D. Shapovalov,MC65,SU55,FRA,CAN,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS027,R32,01:59:00,,F,3,A596,"6-4,6-3,6-2",P. Andujar,A. Bublik,,,ESP,KAZ,6-4,6-3,6-2,,,01:59:00,284,/en/stats/leaderboard?page=serve,3,3,63,57,90,74,42,57,55,18,33,50,1,2,14,218,/en/stats/leaderboard?page=serve,6,7,51,47,93,66,31,47,39,18,46,50,5,10,13,67,60,90,47,44,93,57,104,183,53,49,93,33,30,90,43,79,183,A,,,,,,,,,,,P. Andujar,A. Bublik,A596,BK92,ESP,KAZ,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS028,R32,03:36:00,,F,4,Z355,"6-7(4),7-6(7),6-3,7-6(7)",A. Zverev,A. Bedene,,,GER,SLO,6-7(4),7-6(7),6-3,7-6(7),,03:36:00,310,/en/stats/leaderboard?page=serve,7,25,71,105,147,80,84,105,50,21,42,67,4,6,23,282,/en/stats/leaderboard?page=serve,3,16,59,92,156,71,65,92,53,34,64,63,5,8,22,71,105,147,37,57,156,53,162,303,63,99,156,29,42,147,47,141,303,A,4,7,,,7,3,,,7,4,A. Zverev,A. Bedene,Z355,BH09,GER,SLO,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS029,R32,01:55:00,,F,3,SM37,"6-4,6-1,6-3",D. Schwartzman,T. Sandgren,,,ARG,USA,6-4,6-1,6-3,,,01:55:00,298,/en/stats/leaderboard?page=serve,3,2,64,51,80,76,39,51,59,17,29,100,4,4,13,226,/en/stats/leaderboard?page=serve,2,8,63,55,88,69,38,55,27,9,33,50,5,10,13,70,56,80,47,41,88,58,97,168,53,47,88,30,24,80,42,71,168,A,,,,,,,,,,,D. Schwartzman,T. Sandgren,SM37,SL08,ARG,USA,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS030,R32,03:19:00,,F,4,C977,"7-5,3-6,7-6(8),6-4",M. Cilic,J. Isner,,,CRO,USA,7-5,3-6,7-6(8),6-4,,03:19:00,283,/en/stats/leaderboard?page=serve,17,21,52,81,156,80,65,81,52,39,75,93,13,14,21,328,/en/stats/leaderboard?page=serve,4,40,71,95,133,78,74,95,53,20,38,50,2,4,22,67,104,156,29,39,133,49,143,289,71,94,133,33,52,156,51,146,289,A,,,,,,,8,6,,,M. Cilic,J. Isner,C977,I186,CRO,USA,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS031,R32,01:59:00,,F,3,N409,"6-3,6-4,6-2",R. Nadal,H. Chung,,,ESP,KOR,6-3,6-4,6-2,,,01:59:00,312,/en/stats/leaderboard?page=serve,1,4,51,36,71,89,32,36,69,24,35,0,0,0,14,262,/en/stats/leaderboard?page=serve,2,5,68,54,80,57,31,54,65,17,26,50,4,8,13,79,56,71,40,32,80,58,88,151,60,48,80,21,15,71,42,63,151,A,,,,,,,,,,,R. Nadal,H. Chung,N409,CH27,ESP,KOR,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS032,R64,02:15:00,,F,3,D643,"6-4,7-6(7),6-1",N. Djokovic,J. Londero,,,SRB,ARG,6-4,7-6(7),6-1,,,02:15:00,233,/en/stats/leaderboard?page=serve,8,7,51,42,82,71,30,42,48,19,40,38,3,8,14,197,/en/stats/leaderboard?page=serve,5,6,62,64,103,48,31,64,46,18,39,50,9,18,15,60,49,82,52,54,103,56,103,185,48,49,103,40,33,82,44,82,185,A,,,,,,,,,7,3,N. Djokovic,J. Londero,D643,LB84,SRB,ARG,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS033,R64,02:41:00,,F,4,KB09,"7-5,7-5,0-6,6-3",D. Kudla,D. Lajovic,,,USA,SRB,7-5,7-5,0-6,6-3,,02:41:00,253,/en/stats/leaderboard?page=serve,8,10,53,68,129,74,50,68,49,30,61,50,5,10,20,263,/en/stats/leaderboard?page=serve,1,8,72,87,121,67,58,87,44,15,34,58,7,12,19,62,80,129,40,48,121,51,128,250,60,73,121,38,49,129,49,122,250,A,,,,,,,,,,,D. Kudla,D. Lajovic,KB09,L987,USA,SRB,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS034,R64,02:44:00,,F,4,W367,"6-4,6-3,6-7(3),6-3",S. Wawrinka,J. Chardy,,,SUI,FRA,6-4,6-3,6-7(3),6-3,,02:44:00,322,/en/stats/leaderboard?page=serve,2,19,53,62,118,81,50,62,71,40,56,100,2,2,21,280,/en/stats/leaderboard?page=serve,3,9,61,76,125,72,55,76,57,28,49,77,10,13,19,76,90,118,34,42,125,54,132,243,66,83,125,24,28,118,46,111,243,A,,,,,,,3,7,,,S. Wawrinka,J. Chardy,W367,CA12,SUI,FRA,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS035,R64,04:48:00,,F,5,L503,"7-6(13),6-7(2),7-6(7),3-6,6-3",P. Lorenzi,M. Kecmanovic,,,ITA,SRB,7-6(13),6-7(2),7-6(7),3-6,6-3,04:48:00,265,/en/stats/leaderboard?page=serve,14,21,52,106,202,78,83,106,47,45,96,44,4,9,27,271,/en/stats/leaderboard?page=serve,8,13,58,114,196,72,82,114,55,45,82,58,7,12,27,63,128,202,35,69,196,49,197,398,65,127,196,37,74,202,51,201,398,A,13,11,,,,,7,2,2,7,P. Lorenzi,M. Kecmanovic,L503,KI95,ITA,SRB,,
560,2019,US Open,GS,2019-08-26T00:00:00,2019-09-08T00:00:00,Hard,128,28619350,$,MS036,R64,02:28:00,,F,3,KE73,"6-4,6-4,7-6(7)",D. Koepfer,R. Opelka,,,GER,USA,6-4,6-4,7-6(7),,,02:28:00,284,/en/stats/leaderboard?page=serve,6,8,59,69,116,75,52,69,55,26,47,88,7,8,16,278,/en/stats/leaderboard?page=serve,1,24,62,67,108,75,50,67,37,15,41,50,3,6,16,67,78,116,40,43,108,54,121,224,60,65,108,33,38,116,46,103,224,A,,,,,,,7,2,,,D. Koepfer,R. Opelka,KE73,O522,GER,USA,,
