event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS021,R32,01:25:00,,F,2,S572,"7-6(7),6-3",S. Schalken,W. Kowalski,,,NED,POL,7-6(7),6-3,,,,01:25:00,248,/en/stats/leaderboard?page=serve,7,6,40,29,73,76,22,29,52,23,44,60,3,5,11,238,/en/stats/leaderboard?page=serve,1,3,52,34,65,56,19,34,58,18,31,50,3,6,10,62,45,73,43,28,65,53,73,138,57,37,65,38,28,73,47,65,138,A,7,5,,,,,,,S. Schalken,W. Kowalski,S572,K067,NED,POL,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS022,R32,02:00:00,,F,3,D198,"6-7(4),6-4,6-2",S. Dosedel,D. Balducci,,,CZE,ITA,6-7(4),6-4,6-2,,,02:00:00,236,/en/stats/leaderboard?page=serve,6,3,60,67,112,66,44,67,40,18,45,67,8,12,15,203,/en/stats/leaderboard?page=serve,6,1,57,59,104,54,32,59,44,20,45,56,9,16,15,55,62,112,50,52,104,53,114,216,50,52,104,45,50,112,47,102,216,A,4,7,,,,,,,S. Dosedel,D. Balducci,D198,B390,CZE,ITA,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS023,R32,00:58:00,,F,2,B428,"6-1,6-4",A. Berasategui,O. Camporese,,,ESP,ITA,6-1,6-4,,,,00:58:00,277,/en/stats/leaderboard?page=serve,3,2,69,42,61,74,31,42,47,9,19,80,4,5,9,196,/en/stats/leaderboard?page=serve,4,4,44,22,50,73,16,22,29,8,28,50,4,8,8,66,40,61,52,26,50,59,66,111,48,24,50,34,21,61,41,45,111,A,,,,,,,,,A. Berasategui,O. Camporese,B428,C009,ESP,ITA,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS024,R32,01:20:00,,F,2,U032,"7-6(8),6-3",B. Ulihrach,F. Messori,,,CZE,ITA,7-6(8),6-3,,,,01:20:00,274,/en/stats/leaderboard?page=serve,4,6,63,46,73,72,33,46,56,15,27,33,1,3,11,241,/en/stats/leaderboard?page=serve,3,3,44,29,66,76,22,29,51,19,37,25,1,4,10,66,48,73,38,25,66,53,73,139,62,41,66,34,25,73,47,66,139,A,8,6,,,,,,,B. Ulihrach,F. Messori,U032,M511,CZE,ITA,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS025,R32,02:29:00,,F,3,C344,"6-7(3),6-3,6-4",A. Corretja,G. Blanco,,,ESP,ESP,6-7(3),6-3,6-4,,,02:29:00,270,/en/stats/leaderboard?page=serve,8,11,48,48,100,79,38,48,54,28,52,80,8,10,15,230,/en/stats/leaderboard?page=serve,6,2,56,70,125,66,46,70,44,24,55,71,12,17,16,66,66,100,44,55,125,54,121,225,56,70,125,34,34,100,46,104,225,A,3,7,,,,,,,A. Corretja,G. Blanco,C344,B518,ESP,ESP,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS026,R32,01:47:00,,F,3,D228,"5-7,6-2,6-4",F. Dewulf,D. Rikl,,,BEL,CZE,5-7,6-2,6-4,,,01:47:00,240,/en/stats/leaderboard?page=serve,10,3,53,51,97,75,38,51,46,21,46,60,6,10,15,216,/en/stats/leaderboard?page=serve,10,4,56,52,93,67,35,52,39,16,41,57,8,14,15,61,59,97,45,42,93,53,101,190,55,51,93,39,38,97,47,89,190,A,,,,,,,,,F. Dewulf,D. Rikl,D228,R203,BEL,CZE,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS027,R32,01:26:00,,F,2,M535,"6-4,7-5",F. Mantilla,L. Burgsmuller,,,ESP,GER,6-4,7-5,,,,01:26:00,286,/en/stats/leaderboard?page=serve,1,1,61,45,74,73,33,45,62,18,29,89,8,9,11,262,/en/stats/leaderboard?page=serve,2,5,65,43,66,70,30,43,52,12,23,50,3,6,11,69,51,74,36,24,66,54,75,140,64,42,66,31,23,74,46,65,140,A,,,,,,,,,F. Mantilla,L. Burgsmuller,M535,B484,ESP,GER,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS028,R32,00:59:00,,F,2,K316,"6-2,6-3",N. Kiefer,B. Karbacher,,,GER,GER,6-2,6-3,,,,00:59:00,283,/en/stats/leaderboard?page=serve,1,3,41,19,46,89,17,19,63,17,27,0,0,1,9,201,/en/stats/leaderboard?page=serve,4,3,42,22,52,73,16,22,37,11,30,43,3,7,8,74,34,46,48,25,52,60,59,98,52,27,52,26,12,46,40,39,98,A,,,,,,,,,N. Kiefer,B. Karbacher,K316,K190,GER,GER,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS029,R32,01:34:00,,F,2,M197,"7-6(7),6-3",N. Marques,G. Schaller,,,POR,AUT,7-6(7),6-3,,,,01:34:00,259,/en/stats/leaderboard?page=serve,3,4,66,43,65,67,29,43,55,12,22,63,5,8,10,232,/en/stats/leaderboard?page=serve,3,2,77,66,86,52,34,66,50,10,20,50,5,10,11,63,41,65,49,42,86,55,83,151,51,44,86,37,24,65,45,68,151,A,7,3,,,,,,,N. Marques,G. Schaller,M197,S315,POR,AUT,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS030,R32,01:20:00,,F,2,V161,"7-6(7),6-2",J. Viloca-Puig,J. Sanchez,,,ESP,ESP,7-6(7),6-2,,,,01:20:00,278,/en/stats/leaderboard?page=serve,1,2,62,40,65,75,30,40,60,15,25,60,3,5,10,233,/en/stats/leaderboard?page=serve,4,1,58,37,64,70,26,37,48,13,27,33,2,6,10,69,45,65,39,25,64,54,70,129,61,39,64,31,20,65,46,59,129,A,7,5,,,,,,,J. Viloca-Puig,J. Sanchez,V161,S015,ESP,ESP,,
319,1996,Kitzbuhel,GP,1996-07-22T00:00:00,1996-07-28T00:00:00,Clay,48,400000,$,MS031,R32,01:59:00,,F,3,R286,"7-5,6-7(5),6-1",M. Rios,M. Hipfl,,,CHI,AUT,7-5,6-7(5),6-1,,,01:59:00,238,/en/stats/leaderboard?page=serve,8,7,41,39,96,74,29,39,49,28,57,20,1,5,16,201,/en/stats/leaderboard?page=serve,6,4,43,50,115,56,28,50,51,33,65,56,9,16,15,59,57,96,47,54,115,53,111,211,53,61,115,41,39,96,47,100,211,A,,,5,7,,,,,M. Rios,M. Hipfl,R286,H364,CHI,AUT,,
