event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS001,F,00:23:00,,F,1,A0E2,5-0,C. Alcaraz,J. Sinner,,,ESP,ITA,5-0,,,,,00:23:00,A,C. Alcaraz,J. Sinner,ESP,ITA,,,287,/en/stats/leaderboard?page=serve,0,1,46,6,13,83,5,6,57,4,7,0,0,0,2,99,/en/stats/leaderboard?page=serve,2,1,50,8,16,50,4,8,0,0,8,50,3,6,3,69,9,13,75,12,16,72,21,29,25,4,16,31,4,13,28,8,29,00:23:00,00:23:00,,,,,,,A0E2,S0AG
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS002,SF,01:26:00,,F,2,S0AG,"7-6(7),6-2",J. Sinner,T. Atmane,,,ITA,FRA,7-6(7),6-2,,,,01:26:00,A,J. Sinner,T. Atmane,ITA,FRA,,,323,/en/stats/leaderboard?page=serve,0,6,58,35,60,91,32,35,68,17,25,0,0,0,10,279,/en/stats/leaderboard?page=serve,1,9,69,40,58,78,31,40,44,8,18,60,3,5,10,82,49,60,33,19,58,58,68,118,67,39,58,18,11,60,42,50,118,01:26:00,01:26:00,7,4,,,,,S0AG,A0GC
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS003,SF,01:46:00,,F,2,A0E2,"6-4,6-3",C. Alcaraz,A. Zverev,,,ESP,GER,6-4,6-3,,,,01:46:00,A,C. Alcaraz,A. Zverev,ESP,GER,,,292,/en/stats/leaderboard?page=serve,4,11,53,27,51,81,22,27,63,15,24,80,4,5,9,238,/en/stats/leaderboard?page=serve,1,3,75,46,61,54,25,46,47,7,15,33,2,6,10,73,37,51,48,29,61,59,66,112,52,32,61,27,14,51,41,46,112,01:46:00,01:46:00,,,,,,,A0E2,Z355
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS004,QF,01:12:00,,F,2,S0AG,"6-0,6-2",J. Sinner,F. Auger-Aliassime,,,ITA,CAN,6-0,6-2,,,,01:12:00,A,J. Sinner,F. Auger-Aliassime,ITA,CAN,,,285,/en/stats/leaderboard?page=serve,2,2,59,23,39,78,18,23,63,10,16,0,0,1,7,130,/en/stats/leaderboard?page=serve,8,0,56,25,45,48,12,25,20,4,20,40,4,10,7,72,28,39,64,29,45,68,57,84,36,16,45,28,11,39,32,27,84,01:12:00,01:12:00,,,,,,,S0AG,AG37
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS005,QF,01:14:00,,F,2,A0GC,"6-2,6-3",T. Atmane,H. Rune,,,FRA,DEN,6-2,6-3,,,,01:14:00,A,T. Atmane,H. Rune,FRA,DEN,,,279,/en/stats/leaderboard?page=serve,3,7,62,33,53,85,28,33,40,8,20,50,1,2,9,214,/en/stats/leaderboard?page=serve,1,4,58,33,57,61,20,33,42,10,24,64,7,11,8,68,36,53,47,27,57,57,63,110,53,30,57,32,17,53,43,47,110,01:14:00,01:14:00,,,,,,,A0GC,R0DG
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS006,QF,01:17:00,,F,2,Z355,"6-2,6-2",A. Zverev,B. Shelton,,,GER,USA,6-2,6-2,,,,01:17:00,A,A. Zverev,B. Shelton,GER,USA,,,302,/en/stats/leaderboard?page=serve,2,5,65,32,49,81,26,32,53,9,17,100,1,1,8,215,/en/stats/leaderboard?page=serve,2,12,67,39,58,67,26,39,21,4,19,64,7,11,8,71,35,49,48,28,58,59,63,107,52,30,58,29,14,49,41,44,107,01:17:00,01:17:00,,,,,,,Z355,S0S1
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS007,QF,02:17:00,,F,3,A0E2,"6-3,4-6,7-5",C. Alcaraz,A. Rublev,,,ESP,RUS,6-3,4-6,7-5,,,02:17:00,A,C. Alcaraz,A. Rublev,ESP,RUS,,,282,/en/stats/leaderboard?page=serve,4,11,62,53,86,75,40,53,52,17,33,0,0,2,15,260,/en/stats/leaderboard?page=serve,8,11,62,59,95,73,43,59,47,17,36,33,2,6,16,66,57,86,37,35,95,51,92,181,63,60,95,34,29,86,49,89,181,02:17:00,02:17:00,,,,,,,A0E2,RE44
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS008,R16,01:49:00,,F,2,S0AG,"6-4,7-6(7)",J. Sinner,A. Mannarino,,,ITA,FRA,6-4,7-6(7),,,,01:49:00,A,J. Sinner,A. Mannarino,ITA,FRA,,,306,/en/stats/leaderboard?page=serve,2,12,52,32,62,97,31,32,57,17,30,0,0,1,11,268,/en/stats/leaderboard?page=serve,3,10,58,48,83,73,35,48,49,17,35,78,7,9,11,77,48,62,37,31,83,54,79,145,63,52,83,23,14,62,46,66,145,01:49:00,01:49:00,,,7,4,,,S0AG,ME82
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS009,R16,01:15:00,,F,2,AG37,"6-4,6-3",F. Auger-Aliassime,B. Bonzi,,,CAN,FRA,6-4,6-3,,,,01:15:00,A,F. Auger-Aliassime,B. Bonzi,CAN,FRA,,,298,/en/stats/leaderboard?page=serve,3,9,69,35,51,89,31,35,44,7,16,50,1,2,10,230,/en/stats/leaderboard?page=serve,1,2,50,24,48,63,15,24,50,12,24,0,0,3,9,75,38,51,44,21,48,60,59,99,56,27,48,25,13,51,40,40,99,01:15:00,01:15:00,,,,,,,AG37,BM95
422,2025,ATP Masters 1000 Cincinnati,1000,2025-08-07T00:00:00,2025-08-18T00:00:00,Hard,96,9193540,$,MS010,R16,02:00:00,,F,3,A0GC,"3-6,7-5,6-3",T. Atmane,T. Fritz,,,FRA,USA,3-6,7-5,6-3,,,02:00:00,A,T. Atmane,T. Fritz,FRA,USA,,,285,/en/stats/leaderboard?page=serve,5,13,59,49,83,82,40,49,50,17,34,60,3,5,15,271,/en/stats/leaderboard?page=serve,2,7,65,60,92,77,46,60,44,14,32,50,3,6,15,69,57,83,35,32,92,51,89,175,65,60,92,31,26,83,49,86,175,02:00:00,02:00:00,,,,,,,A0GC,FB98
