event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS001,F,02:17:00,,F,3,M759,"1-6,7-6(9),6-4",W. Moodie,M. Ancic,,,RSA,CRO,1-6,7-6(9),6-4,,,02:17:00,9,7,277,/en/stats/leaderboard?page=serve,0,11,73,74,102,69,51,74,46,13,28,67,6,9,14,285,/en/stats/leaderboard?page=serve,3,12,58,52,89,81,42,52,51,19,37,33,1,3,15,63,64,102,31,28,89,48,92,191,69,61,89,37,38,102,52,99,191,A,,,,,W. Moodie,M. Ancic,M759,A385,RSA,CRO,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS002,SF,01:09:00,,F,2,A385,"6-2,6-1",M. Ancic,B. Phau,,,CRO,GER,6-2,6-1,,,,01:09:00,,,316,/en/stats/leaderboard?page=serve,2,13,68,30,44,87,26,30,50,7,14,100,1,1,8,183,/en/stats/leaderboard?page=serve,4,1,41,26,63,62,16,26,41,15,37,50,4,8,7,75,33,44,51,32,63,61,65,107,49,31,63,25,11,44,39,42,107,A,,,,,M. Ancic,B. Phau,A385,P436,CRO,GER,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS003,SF,02:08:00,,F,3,M759,"4-6,6-1,7-6(7)",W. Moodie,J. Nieminen,,,RSA,FIN,4-6,6-1,7-6(7),,,02:08:00,,,284,/en/stats/leaderboard?page=serve,4,17,65,67,103,78,52,67,42,15,36,71,5,7,15,259,/en/stats/leaderboard?page=serve,3,2,71,76,107,63,48,76,48,15,31,77,10,13,14,65,67,103,41,44,107,53,111,210,59,63,107,35,36,103,47,99,210,A,7,4,,,W. Moodie,J. Nieminen,M759,N289,RSA,FIN,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS004,QF,01:24:00,,F,2,A385,"6-1,7-6(7)",M. Ancic,M. Baghdatis,,,CRO,CYP,6-1,7-6(7),,,,01:24:00,7,4,288,/en/stats/leaderboard?page=serve,3,8,61,37,61,78,29,37,54,13,24,50,1,2,10,228,/en/stats/leaderboard?page=serve,1,3,55,33,60,64,21,33,41,11,27,50,3,6,9,69,42,61,47,28,60,58,70,121,53,32,60,31,19,61,42,51,121,A,,,,,M. Ancic,M. Baghdatis,A385,B837,CRO,CYP,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS005,QF,01:05:00,,F,2,P436,"6-4,6-3",B. Phau,R. Ginepri,,,GER,USA,6-4,6-3,,,,01:05:00,,,285,/en/stats/leaderboard?page=serve,0,5,57,31,54,87,27,31,48,11,23,50,1,2,9,218,/en/stats/leaderboard?page=serve,1,2,52,33,63,58,19,33,47,14,30,0,0,4,10,70,38,54,48,30,63,58,68,117,52,33,63,30,16,54,42,49,117,A,,,,,B. Phau,R. Ginepri,P436,G569,GER,USA,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS006,QF,02:15:00,,F,3,N289,"6-4,5-7,7-6(7)",J. Nieminen,T. Dent,,,FIN,USA,6-4,5-7,7-6(7),,,02:15:00,,,269,/en/stats/leaderboard?page=serve,1,2,71,87,122,56,49,87,71,25,35,69,11,16,17,241,/en/stats/leaderboard?page=serve,8,12,61,74,121,68,50,74,38,18,47,58,7,12,17,61,74,122,44,53,121,52,127,243,56,68,121,39,48,122,48,116,243,A,7,3,,,J. Nieminen,T. Dent,N289,D362,FIN,USA,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS007,QF,01:49:00,,F,2,M759,"7-6(7),7-6(8)",W. Moodie,R. Stepanek,,,RSA,CZE,7-6(7),7-6(8),,,,01:49:00,8,6,329,/en/stats/leaderboard?page=serve,1,9,72,57,79,81,46,57,68,15,22,100,1,1,12,297,/en/stats/leaderboard?page=serve,3,9,69,67,97,79,53,67,43,13,30,100,6,6,12,77,61,79,32,31,97,52,92,176,68,66,97,23,18,79,48,84,176,A,,,7,2,W. Moodie,R. Stepanek,M759,S694,RSA,CZE,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS008,R16,02:26:00,,F,3,B837,"6-2,6-7(11),7-5",M. Baghdatis,M. Puerta,,,CYP,ARG,6-2,6-7(11),7-5,,,02:26:00,11,13,305,/en/stats/leaderboard?page=serve,4,17,55,59,107,81,48,59,63,30,48,83,5,6,16,262,/en/stats/leaderboard?page=serve,1,5,67,74,110,74,55,74,42,15,36,50,4,8,16,73,78,107,36,40,110,54,118,217,64,70,110,27,29,107,46,99,217,A,,,,,M. Baghdatis,M. Puerta,B837,P372,CYP,ARG,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS009,R16,01:00:00,,F,2,A385,"6-2,6-1",M. Ancic,C. Saulnier,,,CRO,FRA,6-2,6-1,,,,01:00:00,,,310,/en/stats/leaderboard?page=serve,0,7,49,21,43,86,18,21,68,15,22,0,0,0,8,204,/en/stats/leaderboard?page=serve,2,3,61,22,36,64,14,22,36,5,14,0,0,4,7,77,33,43,47,17,36,63,50,79,53,19,36,23,10,43,37,29,79,A,,,,,M. Ancic,C. Saulnier,A385,S681,CRO,FRA,,
329,2005,Tokyo,CS,2005-10-03T00:00:00,2005-10-09T00:00:00,Hard,48,665000,$,MS010,R16,01:10:00,,F,2,G569,"6-4,6-4",R. Ginepri,G. Muller,,,USA,LUX,6-4,6-4,,,,01:10:00,,,288,/en/stats/leaderboard?page=serve,3,6,58,30,52,87,26,30,50,11,22,0,0,1,10,245,/en/stats/leaderboard?page=serve,6,11,68,42,62,67,28,42,35,7,20,25,1,4,10,71,37,52,44,27,62,56,64,114,56,35,62,29,15,52,44,50,114,A,,,,,R. Ginepri,G. Muller,G569,MA30,USA,LUX,,
