event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS001,F,02:20:00,,F,3,N250,"3-6,6-3,7-5",M. Norman,M. Chang,,,SWE,USA,3-6,6-3,7-5,,,02:20:00,242,/en/stats/leaderboard?page=serve,8,6,57,50,87,82,41,50,32,12,37,43,3,7,15,226,/en/stats/leaderboard?page=serve,4,3,53,54,102,70,38,54,38,18,48,50,5,10,15,61,53,87,45,46,102,52,99,189,55,56,102,39,34,87,48,90,189,A,,,,,,,M. Norman,M. Chang,N250,C274,SWE,USA,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS002,SF,01:45:00,,F,3,C274,"6-3,3-6,6-2",M. Chang,J. Balcells,,,USA,ESP,6-3,3-6,6-2,,,01:45:00,274,/en/stats/leaderboard?page=serve,0,5,62,51,82,71,36,51,52,16,31,80,8,10,13,262,/en/stats/leaderboard?page=serve,2,5,80,72,90,60,43,72,50,9,18,67,8,12,13,63,52,82,42,38,90,52,90,172,58,52,90,37,30,82,48,82,172,A,,,,,,,M. Chang,J. Balcells,C274,B487,USA,ESP,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS003,SF,01:30:00,,F,2,N250,"6-4,7-5",M. Norman,G. Gaudio,,,SWE,ARG,6-4,7-5,,,,01:30:00,269,/en/stats/leaderboard?page=serve,1,4,64,38,59,68,26,38,62,13,21,57,4,7,11,217,/en/stats/leaderboard?page=serve,3,1,63,46,73,54,25,46,48,13,27,50,5,10,11,66,39,59,48,35,73,56,74,132,52,38,73,34,20,59,44,58,132,A,,,,,,,M. Norman,G. Gaudio,N250,G374,SWE,ARG,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS004,QF,01:32:00,,F,3,B487,"4-6,6-3,6-1",J. Balcells,J. Ferrero,,,ESP,ESP,4-6,6-3,6-1,,,01:32:00,260,/en/stats/leaderboard?page=serve,2,4,74,63,85,73,46,63,27,6,22,71,5,7,13,228,/en/stats/leaderboard?page=serve,5,4,50,35,70,69,24,35,49,17,35,44,4,9,13,61,52,85,41,29,70,52,81,155,59,41,70,39,33,85,48,74,155,A,,,,,,,J. Balcells,J. Ferrero,B487,F316,ESP,ESP,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS005,QF,01:53:00,,F,3,C274,"7-5,3-6,1-0",M. Chang,M. Gustafsson,,,USA,SWE,7-5,3-6,1-0,,,01:53:00,242,/en/stats/leaderboard?page=serve,1,0,51,35,68,69,24,35,48,16,33,67,6,9,12,251,/en/stats/leaderboard?page=serve,6,6,65,55,85,67,37,55,47,14,30,75,9,12,11,59,40,68,40,34,85,48,74,153,60,51,85,41,28,68,52,79,153,A,,,,,,,M. Chang,M. Gustafsson,C274,G182,USA,SWE,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS006,QF,01:01:00,,F,2,G374,"6-1,6-2",G. Gaudio,S. Schalken,,,ARG,NED,6-1,6-2,,,,01:01:00,287,/en/stats/leaderboard?page=serve,2,1,68,41,60,73,30,41,47,9,19,100,8,8,8,189,/en/stats/leaderboard?page=serve,1,2,50,24,48,54,13,24,42,10,24,64,7,11,7,65,39,60,52,25,48,59,64,108,48,23,48,35,21,60,41,44,108,A,,,,,,,G. Gaudio,S. Schalken,G374,S572,ARG,NED,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS007,QF,01:05:00,,F,2,N250,"6-2,6-2",M. Norman,M. Rosset,,,SWE,SUI,6-2,6-2,,,,01:05:00,292,/en/stats/leaderboard?page=serve,2,7,56,31,55,81,25,31,50,12,24,100,2,2,8,200,/en/stats/leaderboard?page=serve,7,5,49,27,55,78,21,27,25,7,28,50,4,8,8,67,37,55,49,27,55,58,64,110,51,28,55,33,18,55,42,46,110,A,,,,,,,M. Norman,M. Rosset,N250,R214,SWE,SUI,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS008,R16,01:16:00,,F,2,B487,"6-4,7-5",J. Balcells,T. Haas,,,ESP,GER,6-4,7-5,,,,01:16:00,334,/en/stats/leaderboard?page=serve,0,14,73,45,62,82,37,45,65,11,17,100,2,2,11,252,/en/stats/leaderboard?page=serve,4,9,46,42,91,67,28,42,53,26,49,67,4,6,11,77,48,62,41,37,91,56,85,153,59,54,91,23,14,62,44,68,153,A,,,,,,,J. Balcells,T. Haas,B487,H355,ESP,GER,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS009,R16,02:41:00,,F,3,F316,"6-7(2),6-2,6-4",J. Ferrero,A. Martin,,,ESP,ESP,6-7(2),6-2,6-4,,,02:41:00,239,/en/stats/leaderboard?page=serve,6,4,49,68,140,65,44,68,47,34,72,80,12,15,15,237,/en/stats/leaderboard?page=serve,3,2,72,76,105,58,44,76,48,14,29,63,10,16,15,56,78,140,45,47,105,51,125,245,55,58,105,44,62,140,49,120,245,A,2,7,,,,,J. Ferrero,A. Martin,F316,M590,ESP,ESP,,
301,2000,Auckland,WS,2000-01-10T00:00:00,2000-01-16T00:00:00,Hard,32,325000,$,MS010,R16,02:31:00,,F,3,C274,"4-6,6-4,7-6(7)",M. Chang,M. Sell,,,USA,USA,4-6,6-4,7-6(7),,,02:31:00,254,/en/stats/leaderboard?page=serve,2,4,62,69,112,62,43,69,53,23,43,56,5,9,16,263,/en/stats/leaderboard?page=serve,2,2,68,65,96,62,40,65,58,18,31,67,8,12,16,59,66,112,40,38,96,50,104,208,60,58,96,41,46,112,50,104,208,A,,,7,1,,,M. Chang,M. Sell,C274,S601,USA,USA,,
