event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS001,F,03:18:00,,F,4,S402,"6-1,6-7(2),7-6(7),7-6(10)",P. Sampras,G. Kuerten,,,USA,BRA,6-1,6-7(2),7-6(7),7-6(10),,03:18:00,2,7,7,5,10,8,306,/en/stats/leaderboard?page=serve,9,20,64,94,148,80,75,94,56,30,54,83,5,6,22,284,/en/stats/leaderboard?page=serve,4,16,57,90,159,68,61,90,62,43,69,79,11,14,21,71,105,148,35,55,159,52,160,307,65,104,159,29,43,148,48,147,307,A,,,P. Sampras,G. Kuerten,S402,K293,USA,BRA,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS002,SF,01:03:00,,F,2,K293,"6-1,6-4",G. Kuerten,A. Agassi,,,BRA,USA,6-1,6-4,,,,01:03:00,,,,,,,303,/en/stats/leaderboard?page=serve,0,9,36,18,50,89,16,18,69,22,32,0,0,0,9,232,/en/stats/leaderboard?page=serve,0,1,60,32,53,66,21,32,43,9,21,40,2,5,8,76,38,50,43,23,53,59,61,103,57,30,53,24,12,50,41,42,103,A,,,G. Kuerten,A. Agassi,K293,A092,BRA,USA,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS003,SF,01:46:00,,F,3,S402,"6-3,3-6,6-1",P. Sampras,L. Hewitt,,,USA,AUS,6-3,3-6,6-1,,,01:46:00,,,,,,,275,/en/stats/leaderboard?page=serve,7,16,60,50,84,78,39,50,44,15,34,60,3,5,13,241,/en/stats/leaderboard?page=serve,3,4,53,38,72,68,26,38,53,18,34,33,2,6,12,64,54,84,39,28,72,53,82,156,61,44,72,36,30,84,47,74,156,A,,,P. Sampras,L. Hewitt,S402,H432,USA,AUS,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS004,QF,02:37:00,,F,3,A092,"7-5,1-6,7-6(12)",A. Agassi,T. Henman,,,USA,GBR,7-5,1-6,7-6(12),,,02:37:00,,,12,10,,,245,/en/stats/leaderboard?page=serve,7,2,52,50,97,72,36,50,53,25,47,56,5,9,15,255,/en/stats/leaderboard?page=serve,11,14,50,67,134,78,52,67,43,29,67,80,12,15,16,63,61,97,40,53,134,49,114,231,60,81,134,37,36,97,51,117,231,A,,,A. Agassi,T. Henman,A092,H336,USA,GBR,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS005,QF,01:46:00,,F,2,K293,"6-3,6-1",G. Kuerten,W. Ferreira,,,BRA,RSA,6-3,6-1,,,,01:46:00,,,,,,,275,/en/stats/leaderboard?page=serve,7,16,60,50,84,78,39,50,44,15,34,60,3,5,13,241,/en/stats/leaderboard?page=serve,3,4,53,38,72,68,26,38,53,18,34,33,2,6,12,64,54,84,39,28,72,53,82,156,61,44,72,36,30,84,47,74,156,A,,,G. Kuerten,W. Ferreira,K293,F196,BRA,RSA,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS006,QF,01:54:00,,F,2,H432,"6-4,7-6(7)",L. Hewitt,J. Gambill,,,AUS,USA,6-4,7-6(7),,,,01:54:00,7,3,,,,,283,/en/stats/leaderboard?page=serve,2,3,48,32,67,78,25,32,66,23,35,0,0,1,11,272,/en/stats/leaderboard?page=serve,5,20,53,49,93,73,36,49,50,22,44,83,10,12,11,72,48,67,38,35,93,52,83,160,62,58,93,28,19,67,48,77,160,A,,,L. Hewitt,J. Gambill,H432,G352,AUS,USA,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS007,QF,01:39:00,,F,2,S402,"6-4,7-6(7)",P. Sampras,N. Lapentti,,,USA,ECU,6-4,7-6(7),,,,01:39:00,7,3,,,,,311,/en/stats/leaderboard?page=serve,6,4,58,36,62,86,31,36,69,18,26,100,2,2,11,281,/en/stats/leaderboard?page=serve,4,8,63,47,75,74,35,47,50,14,28,83,5,6,11,79,49,62,35,26,75,55,75,137,65,49,75,21,13,62,45,62,137,A,,,P. Sampras,N. Lapentti,S402,L290,USA,ECU,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS008,R16,01:39:00,,F,2,A092,"6-4,6-4",A. Agassi,P. Rafter,,,USA,AUS,6-4,6-4,,,,01:39:00,,,,,,,300,/en/stats/leaderboard?page=serve,2,2,65,51,79,67,34,51,68,19,28,100,7,7,10,264,/en/stats/leaderboard?page=serve,3,3,69,46,67,72,33,46,43,9,21,0,0,2,10,67,53,79,37,25,67,53,78,146,63,42,67,33,26,79,47,68,146,A,,,A. Agassi,P. Rafter,A092,R255,USA,AUS,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS009,R16,01:41:00,,F,3,H336,"6-1,1-6,7-6(7)",T. Henman,M. Rios,,,GBR,CHI,6-1,1-6,7-6(7),,,01:41:00,,,7,4,,,244,/en/stats/leaderboard?page=serve,8,5,56,40,72,75,30,40,47,15,32,20,1,5,13,241,/en/stats/leaderboard?page=serve,6,3,61,54,89,57,31,54,57,20,35,64,7,11,13,63,45,72,43,38,89,52,83,161,57,51,89,38,27,72,48,78,161,A,,,T. Henman,M. Rios,H336,R286,GBR,CHI,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS010,R16,01:48:00,,F,3,F196,"2-6,6-4,6-4",W. Ferreira,D. Hrbaty,,,RSA,SVK,2-6,6-4,6-4,,,01:48:00,,,,,,,258,/en/stats/leaderboard?page=serve,6,3,62,56,91,75,42,56,46,16,35,73,8,11,14,263,/en/stats/leaderboard?page=serve,6,8,60,52,87,69,36,52,54,19,35,50,3,6,14,64,58,91,37,32,87,51,90,178,63,55,87,36,33,91,49,88,178,A,,,W. Ferreira,D. Hrbaty,F196,H377,RSA,SVK,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS011,R16,01:31:00,,F,2,K293,"6-4,7-6(7)",G. Kuerten,G. Pozzi,,,BRA,ITA,6-4,7-6(7),,,,01:31:00,7,3,,,,,312,/en/stats/leaderboard?page=serve,3,7,60,39,65,90,35,39,58,15,26,100,1,1,11,270,/en/stats/leaderboard?page=serve,6,3,42,30,71,80,24,30,61,25,41,67,2,3,11,77,50,65,31,22,71,53,72,136,69,49,71,23,15,65,47,64,136,A,,,G. Kuerten,G. Pozzi,K293,P045,BRA,ITA,,
403,2000,ATP Masters 1000 Miami,1000,2000-03-20T00:00:00,2000-04-02T00:00:00,Hard,96,2700000,$,MS012,R16,01:57:00,,F,3,G352,"6-2,6-7(6),6-3",J. Gambill,M. Philippoussis,,,USA,AUS,6-2,6-7(6),6-3,,,01:57:00,6,8,,,,,290,/en/stats/leaderboard?page=serve,10,16,51,52,101,81,42,52,59,29,49,86,6,7,15,256,/en/stats/leaderboard?page=serve,5,14,53,46,87,74,34,46,49,20,41,60,6,10,14,70,71,101,38,33,87,55,104,188,62,54,87,30,30,101,45,84,188,A,,,J. Gambill,M. Philippoussis,G352,P338,USA,AUS,,
