event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS001,F,00:57:00,,F,2,A272,"6-1,6-4",J. Alonso,K. Alami,,,ESP,MAR,6-1,6-4,,,,00:57:00,276,/en/stats/leaderboard?page=serve,2,4,52,27,52,74,20,27,60,15,25,80,4,5,9,204,/en/stats/leaderboard?page=serve,2,0,64,30,47,57,17,30,35,6,17,43,3,7,8,67,35,52,51,24,47,60,59,99,49,23,47,33,17,52,40,40,99,A,,,,,,,J. Alonso,K. Alami,A272,A203,ESP,MAR,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS002,SF,01:25:00,,F,2,A272,"7-5,6-3",J. Alonso,J. Marin,,,ESP,CRC,7-5,6-3,,,,01:25:00,261,/en/stats/leaderboard?page=serve,4,2,56,40,72,88,35,40,47,15,32,,0,,11,260,/en/stats/leaderboard?page=serve,1,1,63,39,62,74,29,39,43,10,23,60,3,5,10,69,50,72,37,23,62,54,73,134,63,39,62,31,22,72,46,61,134,A,,,,,,,J. Alonso,J. Marin,A272,M578,ESP,CRC,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS003,SF,02:19:00,,F,3,A203,"1-6,7-6(7),7-5",K. Alami,D. Hrbaty,,,MAR,SVK,1-6,7-6(7),7-5,,,02:19:00,250,/en/stats/leaderboard?page=serve,1,6,57,60,106,65,39,60,50,23,46,60,6,10,15,252,/en/stats/leaderboard?page=serve,9,5,53,58,110,64,37,58,58,30,52,63,5,8,16,58,62,106,39,43,110,49,105,216,61,67,110,42,44,106,51,111,216,A,7,1,,,,,K. Alami,D. Hrbaty,A203,H377,MAR,SVK,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS004,QF,01:19:00,,F,2,M578,"6-1,6-3",J. Marin,M. Puerta,,,CRC,ARG,6-1,6-3,,,,01:19:00,264,/en/stats/leaderboard?page=serve,1,1,73,41,56,61,25,41,80,12,15,,0,,8,213,/en/stats/leaderboard?page=serve,2,1,61,39,64,51,20,39,52,13,25,33,2,6,8,66,37,56,48,31,64,57,68,120,52,33,64,34,19,56,43,52,120,A,,,,,,,J. Marin,M. Puerta,M578,P372,CRC,ARG,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS005,QF,01:33:00,,F,2,A272,"6-3,7-6(8)",J. Alonso,C. Costa,,,ESP,ESP,6-3,7-6(8),,,,01:33:00,255,/en/stats/leaderboard?page=serve,4,1,64,47,74,72,34,47,41,11,27,71,5,7,11,232,/en/stats/leaderboard?page=serve,1,3,54,38,71,58,22,38,48,16,33,63,5,8,10,61,45,74,46,33,71,54,78,145,54,38,71,39,29,74,46,67,145,A,8,6,,,,,J. Alonso,C. Costa,A272,C179,ESP,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS006,QF,01:22:00,,F,2,A203,"6-4,6-4",K. Alami,M. Martelli,,,MAR,ITA,6-4,6-4,,,,01:22:00,287,/en/stats/leaderboard?page=serve,,2,64,39,61,72,28,39,59,13,22,75,3,4,10,231,/en/stats/leaderboard?page=serve,3,3,41,26,63,77,20,26,43,16,37,50,3,6,10,67,41,61,43,27,63,55,68,124,57,36,63,33,20,61,45,56,124,A,,,False,,,,K. Alami,M. Martelli,A203,M543,MAR,ITA,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS007,QF,01:41:00,,F,2,H377,"7-5,6-4",D. Hrbaty,F. Squillari,,,SVK,ARG,7-5,6-4,,,,01:41:00,258,/en/stats/leaderboard?page=serve,4,3,53,39,74,79,31,39,46,16,35,71,5,7,11,226,/en/stats/leaderboard?page=serve,5,2,65,56,86,64,36,56,37,11,30,69,9,13,11,64,47,74,45,39,86,54,86,160,55,47,86,36,27,74,46,74,160,A,,,,,,,D. Hrbaty,F. Squillari,H377,S568,SVK,ARG,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS008,R16,01:25:00,,F,2,M578,"6-4,6-2",J. Marin,H. Gumy,,,CRC,ARG,6-4,6-2,,,,01:25:00,257,/en/stats/leaderboard?page=serve,1,4,55,32,58,72,23,32,50,13,26,67,4,6,9,186,/en/stats/leaderboard?page=serve,1,0,62,37,60,51,19,37,30,7,23,55,6,11,9,62,36,58,57,34,60,59,70,118,43,26,60,38,22,58,41,48,118,A,,,,,,,J. Marin,H. Gumy,M578,G247,CRC,ARG,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS009,R16,02:30:00,,F,3,P372,"5-7,7-6(8),6-3",M. Puerta,E. Benfele Alvarez,,,ARG,ESP,5-7,7-6(8),6-3,,,02:30:00,273,/en/stats/leaderboard?page=serve,2,3,58,65,112,72,47,65,60,28,47,57,4,7,17,273,/en/stats/leaderboard?page=serve,2,13,57,60,105,77,46,60,47,21,45,63,5,8,16,67,75,112,36,38,105,52,113,217,64,67,105,33,37,112,48,104,217,A,8,6,,,,,M. Puerta,E. Benfele Alvarez,P372,A190,ARG,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS010,R16,01:37:00,,F,2,A272,"6-2,7-6(7)",J. Alonso,A. Calatrava,,,ESP,ESP,6-2,7-6(7),,,,01:37:00,283,/en/stats/leaderboard?page=serve,4,4,64,52,81,63,33,52,66,19,29,92,12,13,10,227,/en/stats/leaderboard?page=serve,2,3,40,27,67,63,17,27,53,21,40,67,6,9,10,64,52,81,43,29,67,55,81,148,57,38,67,36,29,81,45,67,148,A,7,1,,,,,J. Alonso,A. Calatrava,A272,C361,ESP,ESP,,
