event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS011,R16,01:12:00,,F,2,C179,"6-2,6-2",C. Costa,O. Gross,,,ESP,GER,6-2,6-2,,,,01:12:00,275,/en/stats/leaderboard?page=serve,3,3,54,25,46,72,18,25,62,13,21,67,2,3,8,171,/en/stats/leaderboard?page=serve,6,2,46,28,61,50,14,28,42,14,33,58,7,12,8,67,31,46,54,33,61,60,64,107,46,28,61,33,15,46,40,43,107,A,,,,,,,C. Costa,O. Gross,C179,G297,ESP,GER,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS012,R16,01:30:00,,F,2,A203,"7-6(7),6-4",K. Alami,D. Sanguinetti,,,MAR,ITA,7-6(7),6-4,,,,01:30:00,256,/en/stats/leaderboard?page=serve,8,5,56,43,77,72,31,43,50,17,34,71,5,7,11,234,/en/stats/leaderboard?page=serve,3,1,51,38,74,74,28,38,39,14,36,63,5,8,11,62,48,77,43,32,74,53,80,151,57,42,74,38,29,77,47,71,151,A,,,,7,1,,K. Alami,D. Sanguinetti,A203,S480,MAR,ITA,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS013,R16,01:28:00,,F,2,M543,"6-3,6-3",M. Martelli,J. Viloca-Puig,,,ITA,ESP,6-3,6-3,,,,01:28:00,240,/en/stats/leaderboard?page=serve,2,4,44,27,62,70,19,27,69,24,35,,0,,9,236,/en/stats/leaderboard?page=serve,3,1,69,45,65,58,26,45,45,9,20,70,7,10,9,69,43,62,46,30,65,57,73,127,54,35,65,31,19,62,43,54,127,A,,,,,,,M. Martelli,J. Viloca-Puig,M543,V161,ITA,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS014,R16,01:20:00,,F,2,H377,"7-6(7),6-1",D. Hrbaty,J. Diaz,,,SVK,ESP,7-6(7),6-1,,,,01:20:00,284,/en/stats/leaderboard?page=serve,2,10,56,29,52,69,20,29,74,17,23,0,0,2,9,207,/en/stats/leaderboard?page=serve,3,4,67,46,69,59,27,46,30,7,23,58,7,12,10,71,37,52,51,35,69,60,72,121,49,34,69,29,15,52,40,49,121,A,,,,7,1,,D. Hrbaty,J. Diaz,H377,D291,SVK,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS015,R16,01:14:00,,F,2,S568,"6-3,6-3",F. Squillari,D. Scala,,,ARG,ITA,6-3,6-3,,,,01:14:00,242,/en/stats/leaderboard?page=serve,3,0,64,32,50,59,19,32,56,10,18,25,1,4,9,166,/en/stats/leaderboard?page=serve,4,1,38,20,53,65,13,20,33,11,33,14,1,7,9,58,29,50,55,29,53,56,58,103,45,24,53,42,21,50,44,45,103,A,,,,,,,F. Squillari,D. Scala,S568,S465,ARG,ITA,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS016,R32,02:15:00,,F,3,G247,"7-5,6-7(4),3-0",H. Gumy,A. Berasategui,,,ARG,ESP,7-5,6-7(4),3-0,,,02:15:00,234,/en/stats/leaderboard?page=serve,5,1,49,37,75,65,24,37,53,20,38,43,3,7,14,213,/en/stats/leaderboard?page=serve,5,6,66,79,120,62,49,79,34,14,41,63,12,19,14,59,44,75,48,57,120,52,101,195,53,63,120,41,31,75,48,94,195,A,4,7,,,,,H. Gumy,A. Berasategui,G247,B428,ARG,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS017,R32,01:30:00,,F,2,M578,"6-4,7-6(7)",J. Marin,T. Ketola,,,CRC,FIN,6-4,7-6(7),,,,01:30:00,285,/en/stats/leaderboard?page=serve,2,2,58,40,69,75,30,40,62,18,29,0,0,1,11,250,/en/stats/leaderboard?page=serve,4,3,45,33,74,64,21,33,61,25,41,60,3,5,11,70,48,69,38,28,74,53,76,143,62,46,74,30,21,69,47,67,143,A,7,3,,,,,J. Marin,T. Ketola,M578,K297,CRC,FIN,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS018,R32,01:12:00,,F,2,P372,"6-3,6-2",M. Puerta,J. Van Herck,,,ARG,BEL,6-3,6-2,,,,01:12:00,268,/en/stats/leaderboard?page=serve,3,2,65,36,55,75,27,36,63,12,19,,0,,9,223,/en/stats/leaderboard?page=serve,4,8,48,28,58,79,22,28,30,9,30,63,5,8,8,71,39,55,47,27,58,58,66,113,53,31,58,29,16,55,42,47,113,A,,,,,,,M. Puerta,J. Van Herck,P372,V167,ARG,BEL,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS019,R32,01:22:00,,F,2,A190,"7-5,6-3",E. Benfele Alvarez,F. Meligeni,,,ESP,BRA,7-5,6-3,,,,01:22:00,280,/en/stats/leaderboard?page=serve,2,3,56,38,68,66,25,38,67,20,30,83,5,6,11,235,/en/stats/leaderboard?page=serve,5,1,62,41,66,63,26,41,44,11,25,25,1,4,10,66,45,68,44,29,66,55,74,134,56,37,66,34,23,68,45,60,134,A,,,,,,,E. Benfele Alvarez,F. Meligeni,A190,M443,ESP,BRA,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS020,R32,01:27:00,,F,2,A272,"6-4,6-4",J. Alonso,J. Imaz-Ruiz,,,ESP,ESP,6-4,6-4,,,,01:27:00,268,/en/stats/leaderboard?page=serve,5,1,60,37,62,78,29,37,64,16,25,,0,,10,281,/en/stats/leaderboard?page=serve,,0,91,58,64,60,35,58,50,3,6,67,4,6,10,73,45,62,41,26,64,56,71,126,59,38,64,27,17,62,44,55,126,A,,,,,,False,J. Alonso,J. Imaz-Ruiz,A272,I047,ESP,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS021,R32,01:34:00,,F,2,C361,"6-3,7-5",A. Calatrava,E. Couto,,,ESP,POR,6-3,7-5,,,,01:34:00,301,/en/stats/leaderboard?page=serve,1,11,63,35,56,86,30,35,52,11,21,50,1,2,11,252,/en/stats/leaderboard?page=serve,2,4,71,54,76,59,32,54,50,11,22,63,5,8,10,73,41,56,43,33,76,56,74,132,57,43,76,27,15,56,44,58,132,A,,,,,,,A. Calatrava,E. Couto,C361,C336,ESP,POR,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS022,R32,01:27:00,,F,2,G297,"6-4,6-3",O. Gross,F. Vicente,,,GER,ESP,6-4,6-3,,,,01:27:00,254,/en/stats/leaderboard?page=serve,2,3,51,38,74,61,23,38,61,22,36,80,8,10,10,229,/en/stats/leaderboard?page=serve,2,0,70,38,54,50,19,38,56,9,16,50,4,8,9,61,45,74,48,26,54,55,71,128,52,28,54,39,29,74,45,57,128,A,,,,,,,O. Gross,F. Vicente,G297,V195,GER,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS023,R32,01:33:00,,F,2,C179,"6-4,6-4",C. Costa,M. Craca,,,ESP,GER,6-4,6-4,,,,01:33:00,254,/en/stats/leaderboard?page=serve,1,3,51,36,71,64,23,36,57,20,35,71,5,7,10,230,/en/stats/leaderboard?page=serve,1,1,54,33,61,52,17,33,64,18,28,20,1,5,10,61,43,71,43,26,61,52,69,132,57,35,61,39,28,71,48,63,132,A,,,,,,,C. Costa,M. Craca,C179,C439,ESP,GER,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS024,R32,01:10:00,,F,2,A203,"6-4,6-2",K. Alami,D. Sanchez,,,MAR,ESP,6-4,6-2,,,,01:10:00,275,/en/stats/leaderboard?page=serve,,7,63,30,48,67,20,30,61,11,18,0,0,2,9,197,/en/stats/leaderboard?page=serve,5,0,74,56,76,54,30,56,30,6,20,64,9,14,9,65,31,48,53,40,76,57,71,124,47,36,76,35,17,48,43,53,124,A,,,False,,,,K. Alami,D. Sanchez,A203,S677,MAR,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS025,R32,01:47:00,,F,2,S480,"7-6(10),6-2",D. Sanguinetti,A. Portas,,,ITA,ESP,7-6(10),6-2,,,,01:47:00,255,/en/stats/leaderboard?page=serve,7,3,37,30,81,77,23,30,55,28,51,88,7,8,10,236,/en/stats/leaderboard?page=serve,1,1,52,46,88,59,27,46,55,23,42,77,10,13,10,63,51,81,43,38,88,53,89,169,57,50,88,37,30,81,47,80,169,A,,,,10,8,,D. Sanguinetti,A. Portas,S480,P305,ITA,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS027,R32,02:53:00,,F,3,M543,"7-5,6-7(5),6-4",M. Martelli,G. Blanco,,,ITA,ESP,7-5,6-7(5),6-4,,,02:53:00,247,/en/stats/leaderboard?page=serve,7,11,45,60,133,80,48,60,42,31,73,60,6,10,17,234,/en/stats/leaderboard?page=serve,6,3,58,72,124,67,48,72,48,25,52,60,9,15,17,59,79,133,41,51,124,51,130,257,59,73,124,41,54,133,49,127,257,A,5,7,,,,,M. Martelli,G. Blanco,M543,B518,ITA,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS028,R32,01:37:00,,F,3,H377,"6-4,4-6,6-3",D. Hrbaty,J. Sanchez,,,SVK,ESP,6-4,4-6,6-3,,,01:37:00,277,/en/stats/leaderboard?page=serve,6,1,59,53,90,72,38,53,65,24,37,78,7,9,15,290,/en/stats/leaderboard?page=serve,1,5,76,59,78,64,38,59,68,13,19,50,3,6,14,69,62,90,35,27,78,53,89,168,65,51,78,31,28,90,47,79,168,A,,,,,,,D. Hrbaty,J. Sanchez,H377,S015,SVK,ESP,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS029,R32,01:03:00,,F,2,D291,"6-3,6-1",J. Diaz,A. Chesnokov,,,ESP,RUS,6-3,6-1,,,,01:03:00,281,/en/stats/leaderboard?page=serve,,1,73,32,44,78,25,32,42,5,12,0,0,1,8,175,/en/stats/leaderboard?page=serve,3,1,57,26,46,58,15,26,25,5,20,38,3,8,8,68,30,44,57,26,46,62,56,90,43,20,46,32,14,44,38,34,90,A,,,False,,,,J. Diaz,A. Chesnokov,D291,C031,ESP,RUS,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS030,R32,01:07:00,,F,2,S465,"6-3,6-1",D. Scala,S. Pescosolido,,,ITA,ITA,6-3,6-1,,,,01:07:00,201,/en/stats/leaderboard?page=serve,,4,49,22,45,91,20,22,57,13,23,0,0,,8,202,/en/stats/leaderboard?page=serve,3,5,54,28,52,71,20,28,25,6,24,20,1,5,8,73,33,45,50,26,52,61,59,97,50,26,52,27,12,45,39,38,97,A,,,False,,,,D. Scala,S. Pescosolido,S465,P235,ITA,ITA,,
312,1998,Bologna,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Clay,32,315000,$,MS031,R32,01:55:00,,F,3,S568,"6-3,4-6,6-0",F. Squillari,F. Clavet,,,ARG,ESP,6-3,4-6,6-0,,,01:55:00,261,/en/stats/leaderboard?page=serve,5,0,70,62,88,66,41,62,54,14,26,67,6,9,13,205,/en/stats/leaderboard?page=serve,3,2,57,43,76,63,27,43,36,12,33,40,4,10,12,63,55,88,49,37,76,56,92,164,51,39,76,38,33,88,44,72,164,A,,,,,,,F. Squillari,F. Clavet,S568,C252,ARG,ESP,,
