event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS001,F,04:11:00,,F,5,D643,"6-7(6),2-6,6-3,6-2,6-4",N. Djokovic,S. Tsitsipas,,,SRB,GRE,6-7(6),2-6,6-3,6-2,6-4,04:11:00,A,N. Djokovic,S. Tsitsipas,SRB,GRE,,,288,/en/stats/leaderboard?page=serve,3,5,68,91,134,78,71,91,53,23,43,63,5,8,24,267,/en/stats/leaderboard?page=serve,4,14,62,109,177,67,73,109,50,34,68,69,11,16,23,70,94,134,40,70,177,53,164,311,60,107,177,30,40,134,47,147,311,6,8,04:11:00,04:11:00,,,,,,,D643,TE51
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS002,SF,04:11:00,,F,4,D643,"3-6,6-3,7-6(7),6-2",N. Djokovic,R. Nadal,,,SRB,ESP,3-6,6-3,7-6(7),6-2,,04:11:00,A,N. Djokovic,R. Nadal,SRB,ESP,,,250,/en/stats/leaderboard?page=serve,3,6,64,85,133,65,55,85,50,24,48,63,10,16,19,219,/en/stats/leaderboard?page=serve,8,6,65,86,133,59,51,86,40,19,47,64,14,22,19,59,79,133,47,63,133,53,142,266,53,70,133,41,54,133,47,124,266,,,04:11:00,04:11:00,7,4,,,,,D643,N409
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS003,SF,03:37:00,,F,5,TE51,"6-3,6-3,4-6,4-6,6-3",S. Tsitsipas,A. Zverev,,,GRE,GER,6-3,6-3,4-6,4-6,6-3,03:37:00,A,S. Tsitsipas,A. Zverev,GRE,GER,,,288,/en/stats/leaderboard?page=serve,3,8,68,94,138,76,71,94,52,23,44,50,3,6,24,267,/en/stats/leaderboard?page=serve,7,11,70,99,142,75,74,99,40,17,43,64,9,14,23,68,94,138,36,51,142,52,145,280,64,91,142,32,44,138,48,135,280,,,03:37:00,03:37:00,,,,,,,TE51,Z355
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS004,QF,03:28:00,,F,4,D643,"6-3,6-2,6-7(5),7-5",N. Djokovic,M. Berrettini,,,SRB,ITA,6-3,6-2,6-7(5),7-5,,03:28:00,A,N. Djokovic,M. Berrettini,SRB,ITA,,,321,/en/stats/leaderboard?page=serve,1,10,70,92,132,77,71,92,65,26,40,100,3,3,21,266,/en/stats/leaderboard?page=serve,3,11,65,94,144,71,67,94,42,21,50,56,5,9,20,73,97,132,39,56,144,55,153,276,61,88,144,27,35,132,45,123,276,,,03:28:00,03:28:00,5,7,,,,,D643,BK40
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS005,QF,02:45:00,,F,4,N409,"6-3,4-6,6-4,6-0",R. Nadal,D. Schwartzman,,,ESP,ARG,6-3,4-6,6-4,6-0,,02:45:00,A,R. Nadal,D. Schwartzman,ESP,ARG,,,293,/en/stats/leaderboard?page=serve,3,6,66,60,91,73,44,60,68,21,31,25,1,4,18,226,/en/stats/leaderboard?page=serve,3,3,63,59,94,59,35,59,46,16,35,50,7,14,17,71,65,91,46,43,94,58,108,185,54,51,94,29,26,91,42,77,185,,,02:45:00,02:45:00,,,,,,,N409,SM37
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS006,QF,01:36:00,,F,3,Z355,"6-4,6-1,6-1",A. Zverev,A. Davidovich Fokina,,,GER,ESP,6-4,6-1,6-1,,,01:36:00,A,A. Zverev,A. Davidovich Fokina,GER,ESP,,,263,/en/stats/leaderboard?page=serve,3,3,55,34,62,76,26,34,57,16,28,50,3,6,12,161,/en/stats/leaderboard?page=serve,3,0,60,44,73,48,21,44,31,9,29,40,6,15,12,68,42,62,59,43,73,63,85,135,41,30,73,32,20,62,37,50,135,,,01:36:00,01:36:00,,,,,,,Z355,DH50
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS007,QF,02:19:00,,F,3,TE51,"6-3,7-6(7),7-5",S. Tsitsipas,D. Medvedev,,,GRE,RUS,6-3,7-6(7),7-5,,,02:19:00,A,S. Tsitsipas,D. Medvedev,GRE,RUS,,,303,/en/stats/leaderboard?page=serve,1,3,65,66,102,73,48,66,75,27,36,75,6,8,17,267,/en/stats/leaderboard?page=serve,0,5,67,72,107,60,43,72,60,21,35,43,3,7,16,74,75,102,40,43,107,56,118,209,60,64,107,26,27,102,44,91,209,,,02:19:00,02:19:00,,,7,3,,,TE51,MM58
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS008,R16,03:27:00,,F,5,D643,"6-7(7),6-7(2),6-1,6-0,4-0",N. Djokovic,L. Musetti,,,SRB,ITA,6-7(7),6-7(2),6-1,6-0,4-0,03:27:00,A,N. Djokovic,L. Musetti,SRB,ITA,,,298,/en/stats/leaderboard?page=serve,2,11,70,93,132,75,70,93,54,21,39,50,2,4,21,219,/en/stats/leaderboard?page=serve,2,1,62,75,121,51,38,75,52,24,46,0,0,9,20,69,91,132,49,59,121,59,150,253,51,62,121,31,41,132,41,103,253,7,9,03:27:00,03:27:00,,,2,7,,,D643,M0EJ
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS010,R16,02:17:00,,F,3,N409,"7-5,6-3,6-0",R. Nadal,J. Sinner,,,ESP,ITA,7-5,6-3,6-0,,,02:17:00,A,R. Nadal,J. Sinner,ESP,ITA,,,250,/en/stats/leaderboard?page=serve,7,4,58,48,83,81,39,48,43,15,35,43,3,7,14,172,/en/stats/leaderboard?page=serve,4,0,66,50,76,42,21,50,38,10,26,36,5,14,13,65,54,83,59,45,76,62,99,159,41,31,76,35,29,83,38,60,159,,,02:17:00,02:17:00,,,,,,,N409,S0AG
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS011,R16,03:02:00,,F,3,SM37,"7-6(11),6-4,7-5",D. Schwartzman,J. Struff,,,ARG,GER,7-6(11),6-4,7-5,,,03:02:00,A,D. Schwartzman,J. Struff,ARG,GER,,,242,/en/stats/leaderboard?page=serve,4,0,73,95,130,60,57,95,49,17,35,57,8,14,17,217,/en/stats/leaderboard?page=serve,5,13,53,72,135,64,46,72,40,25,63,47,7,15,17,57,74,130,47,64,135,52,138,265,53,71,135,43,56,130,48,127,265,11,9,03:02:00,03:02:00,,,,,,,SM37,SL28
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS012,R16,01:54:00,,F,3,Z355,"6-4,6-1,6-1",A. Zverev,K. Nishikori,,,GER,JPN,6-4,6-1,6-1,,,01:54:00,A,A. Zverev,K. Nishikori,GER,JPN,,,293,/en/stats/leaderboard?page=serve,2,5,71,47,66,68,32,47,68,13,19,50,2,4,12,182,/en/stats/leaderboard?page=serve,0,0,60,53,88,40,21,53,49,17,35,27,3,11,12,68,45,66,57,50,88,62,95,154,43,38,88,32,21,66,38,59,154,,,01:54:00,01:54:00,,,,,,,Z355,N552
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS013,R16,02:56:00,,F,4,DH50,"6-4,6-4,4-6,6-4",A. Davidovich Fokina,F. Delbonis,,,ESP,ARG,6-4,6-4,4-6,6-4,,02:56:00,A,A. Davidovich Fokina,F. Delbonis,ESP,ARG,,,258,/en/stats/leaderboard?page=serve,3,2,65,74,113,70,52,74,49,19,39,58,7,12,20,233,/en/stats/leaderboard?page=serve,5,1,61,79,129,65,51,79,46,23,50,56,9,16,20,63,71,113,43,55,129,52,126,242,57,74,129,37,42,113,48,116,242,,,02:56:00,02:56:00,,,,,,,DH50,D874
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS014,R16,02:07:00,,F,3,TE51,"6-3,6-2,7-5",S. Tsitsipas,P. Carreno Busta,,,GRE,ESP,6-3,6-2,7-5,,,02:07:00,A,S. Tsitsipas,P. Carreno Busta,GRE,ESP,,,299,/en/stats/leaderboard?page=serve,0,6,66,63,95,75,47,63,59,19,32,83,5,6,15,242,/en/stats/leaderboard?page=serve,1,1,73,63,86,62,39,63,43,10,23,58,7,12,14,69,66,95,43,37,86,57,103,181,57,49,86,31,29,95,43,78,181,,,02:07:00,02:07:00,,,,,,,TE51,CD85
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS015,R16,02:04:00,,F,3,MM58,"6-2,6-1,7-5",D. Medvedev,C. Garin,,,RUS,CHI,6-2,6-1,7-5,,,02:04:00,A,D. Medvedev,C. Garin,RUS,CHI,,,295,/en/stats/leaderboard?page=serve,6,14,56,44,78,86,38,44,53,18,34,50,1,2,14,212,/en/stats/leaderboard?page=serve,3,0,64,59,92,56,33,59,42,14,33,45,5,11,13,72,56,78,49,45,92,59,101,170,51,47,92,28,22,78,41,69,170,,,02:04:00,02:04:00,,,,,,,MM58,GD64
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS016,R32,01:32:00,,F,3,D643,"6-1,6-4,6-1",N. Djokovic,R. Berankis,,,SRB,LTU,6-1,6-4,6-1,,,01:32:00,A,N. Djokovic,R. Berankis,SRB,LTU,,,305,/en/stats/leaderboard?page=serve,3,5,63,42,67,88,37,42,52,13,25,0,0,0,12,209,/en/stats/leaderboard?page=serve,3,1,71,53,75,58,31,53,32,7,22,33,3,9,12,75,50,67,49,37,75,61,87,142,51,38,75,25,17,67,39,55,142,,,01:32:00,01:32:00,,,,,,,D643,BE90
520,2021,Roland Garros,GS,2021-05-30T00:00:00,2021-06-13T00:00:00,Clay,128,17171108,€,MS017,R32,03:07:00,,F,5,M0EJ,"3-6,6-4,6-3,3-6,6-3",L. Musetti,M. Cecchinato,,,ITA,ITA,3-6,6-4,6-3,3-6,6-3,03:07:00,A,L. Musetti,M. Cecchinato,ITA,ITA,,,277,/en/stats/leaderboard?page=serve,3,2,71,101,143,65,66,101,60,25,42,64,7,11,23,275,/en/stats/leaderboard?page=serve,4,1,79,105,133,67,70,105,54,15,28,62,8,13,23,64,91,143,36,48,133,50,139,276,64,85,133,36,52,143,50,137,276,,,03:07:00,03:07:00,,,,,,,M0EJ,CF01
