event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS016,R32,01:17:00,,F,2,S402,"6-3,7-5",P. Sampras,J. Eagle,,,USA,AUS,6-3,7-5,,,,01:17:00,,,234,/en/stats/leaderboard?page=serve,1,15,63,35,56,86,30,35,71,15,21,0,0,,11,268,/en/stats/leaderboard?page=serve,2,3,70,44,63,64,28,44,53,10,19,0,0,2,10,80,45,56,40,25,63,59,70,119,60,38,63,20,11,56,41,49,119,A,,,,,,P. Sampras,J. Eagle,S402,E122,USA,AUS,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS017,R32,01:02:00,,F,2,L206,"6-3,6-2",M. Larsson,F. Santoro,,,SWE,FRA,6-3,6-2,,,,01:02:00,,,218,/en/stats/leaderboard?page=serve,2,5,52,23,44,87,20,23,76,16,21,0,0,,9,214,/en/stats/leaderboard?page=serve,2,1,48,29,60,66,19,29,39,12,31,67,6,9,8,82,36,44,48,29,60,63,65,104,52,31,60,18,8,44,38,39,104,A,,,,,,M. Larsson,F. Santoro,L206,S424,SWE,FRA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS018,R32,01:02:00,,F,2,F196,"6-2,6-3",W. Ferreira,E. Ran,,,RSA,ISR,6-2,6-3,,,,01:02:00,,,284,/en/stats/leaderboard?page=serve,1,5,54,28,52,71,20,28,67,16,24,67,2,3,9,198,/en/stats/leaderboard?page=serve,4,4,56,32,57,56,18,32,36,9,25,64,7,11,8,69,36,52,53,30,57,61,66,109,47,27,57,31,16,52,39,43,109,A,,,,,,W. Ferreira,E. Ran,F196,R243,RSA,ISR,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS019,R32,01:43:00,,F,3,S406,"2-6,6-4,6-4",G. Stafford,C. Pioline,,,RSA,FRA,2-6,6-4,6-4,,,01:43:00,,,239,/en/stats/leaderboard?page=serve,8,6,56,45,80,71,32,45,43,15,35,33,2,6,14,239,/en/stats/leaderboard?page=serve,7,5,52,46,88,70,32,46,48,20,42,33,2,6,14,59,47,80,41,36,88,49,83,168,59,52,88,41,33,80,51,85,168,A,,,,,,G. Stafford,C. Pioline,S406,P226,RSA,FRA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS020,R32,00:50:00,,F,2,E113,"6-3,6-0",T. Enqvist,R. Weidenfeld,,,SWE,ISR,6-3,6-0,,,,00:50:00,,,235,/en/stats/leaderboard?page=serve,,3,70,28,40,79,22,28,83,10,12,0,0,,8,185,/en/stats/leaderboard?page=serve,6,0,51,23,45,57,13,23,41,9,22,33,2,6,7,80,32,40,51,23,45,65,55,85,49,22,45,20,8,40,35,30,85,A,False,,,,,T. Enqvist,R. Weidenfeld,E113,W121,SWE,ISR,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS021,R32,00:52:00,,F,2,N254,"6-2,6-2",J. Novak,B. Ulihrach,,,CZE,CZE,6-2,6-2,,,,00:52:00,,,307,/en/stats/leaderboard?page=serve,1,3,74,35,47,77,27,35,67,8,12,,0,,8,188,/en/stats/leaderboard?page=serve,6,2,43,23,54,57,13,23,42,13,31,33,2,6,8,74,35,47,52,28,54,62,63,101,48,26,54,26,12,47,38,38,101,A,,,,,,J. Novak,B. Ulihrach,N254,U032,CZE,CZE,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS022,R32,01:17:00,,F,2,F164,"6-3,7-6(7)",R. Fromberg,M. Merklein,,,AUS,BAH,6-3,7-6(7),,,,01:17:00,7,1,291,/en/stats/leaderboard?page=serve,6,7,56,36,64,83,30,36,61,17,28,75,3,4,11,263,/en/stats/leaderboard?page=serve,4,5,63,40,64,73,29,40,46,11,24,33,1,3,10,73,47,64,38,24,64,55,71,128,63,40,64,27,17,64,45,57,128,A,,,,,,R. Fromberg,M. Merklein,F164,M471,AUS,BAH,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS023,R32,02:18:00,,F,3,M605,"7-6(7),5-7,7-6(7)",C. Moya,S. Campbell,,,ESP,USA,7-6(7),5-7,7-6(7),,,02:18:00,,,248,/en/stats/leaderboard?page=serve,,11,60,74,123,57,42,74,59,29,49,46,6,13,18,231,/en/stats/leaderboard?page=serve,4,1,53,60,114,63,38,60,52,28,54,57,8,14,18,58,71,123,42,48,114,50,119,237,58,66,114,42,52,123,50,118,237,A,False,7,2,7,5,C. Moya,S. Campbell,M605,C355,ESP,USA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS024,R32,01:32:00,,F,3,R286,"3-6,6-2,6-3",M. Rios,T. Champion,,,CHI,FRA,3-6,6-2,6-3,,,01:32:00,,,263,/en/stats/leaderboard?page=serve,2,4,59,42,71,71,30,42,55,16,29,50,3,6,13,241,/en/stats/leaderboard?page=serve,1,5,66,53,80,62,33,53,48,13,27,38,3,8,13,65,46,71,43,34,80,53,80,151,58,46,80,35,25,71,47,71,151,A,,,,,,M. Rios,T. Champion,R286,C028,CHI,FRA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS025,R32,01:07:00,,F,2,W035,"6-3,6-3",M. Woodforde,C. Woodruff,,,AUS,USA,6-3,6-3,,,,01:07:00,,,295,/en/stats/leaderboard?page=serve,1,5,49,23,47,91,21,23,63,15,24,75,3,4,9,223,/en/stats/leaderboard?page=serve,1,6,63,32,51,63,20,32,37,7,19,20,1,5,9,77,36,47,47,24,51,61,60,98,53,27,51,23,11,47,39,38,98,A,,,,,,M. Woodforde,C. Woodruff,W035,W212,AUS,USA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS026,R32,01:17:00,,F,2,A092,"7-6(7),6-1",A. Agassi,O. Delaitre,,,USA,FRA,7-6(7),6-1,,,,01:17:00,,,282,/en/stats/leaderboard?page=serve,5,8,54,39,72,74,29,39,61,20,33,88,7,8,10,237,/en/stats/leaderboard?page=serve,2,4,50,27,54,67,18,27,52,14,27,57,4,7,9,68,49,72,41,22,54,56,71,126,59,32,54,32,23,72,44,55,126,A,,,,7,3,A. Agassi,O. Delaitre,A092,D015,USA,FRA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS027,R32,02:08:00,,F,3,C344,"6-2,6-7(5),6-2",A. Corretja,A. Boetsch,,,ESP,FRA,6-2,6-7(5),6-2,,,02:08:00,5,7,278,/en/stats/leaderboard?page=serve,2,5,65,64,98,69,44,64,56,19,34,67,4,6,14,214,/en/stats/leaderboard?page=serve,2,0,55,54,98,59,32,54,45,20,44,54,7,13,14,64,63,98,47,46,98,56,109,196,53,52,98,36,35,98,44,87,196,A,,,,,,A. Corretja,A. Boetsch,C344,B053,ESP,FRA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS028,R32,02:32:00,,F,3,W136,"6-7(6),7-5,7-5",T. Woodbridge,M. Damm,,,AUS,CZE,6-7(6),7-5,7-5,,,02:32:00,,,254,/en/stats/leaderboard?page=serve,4,7,53,64,120,73,47,64,48,27,56,64,7,11,18,242,/en/stats/leaderboard?page=serve,4,10,50,57,113,68,39,57,52,29,56,50,6,12,18,62,74,120,40,45,113,51,119,233,60,68,113,38,46,120,49,114,233,A,,,,6,8,T. Woodbridge,M. Damm,W136,D214,AUS,CZE,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS029,R32,01:29:00,,F,2,B446,"6-3,6-3",J. Bjorkman,L. Roux,,,SWE,FRA,6-3,6-3,,,,01:29:00,,,281,/en/stats/leaderboard?page=serve,3,3,57,33,58,76,25,33,60,15,25,,0,,9,225,/en/stats/leaderboard?page=serve,3,1,52,42,81,71,30,42,38,15,39,70,7,10,9,69,40,58,44,36,81,55,76,139,56,45,81,31,18,58,45,63,139,A,,,,,,J. Bjorkman,L. Roux,B446,R280,SWE,FRA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS030,R32,01:49:00,,F,3,H251,"3-6,7-6(7),6-3",T. Ho,G. Weiner,,,USA,USA,3-6,7-6(7),6-3,,,01:49:00,7,2,272,/en/stats/leaderboard?page=serve,4,11,53,59,111,75,44,59,52,27,52,78,7,9,14,264,/en/stats/leaderboard?page=serve,4,4,61,62,102,77,48,62,45,18,40,67,6,9,16,64,71,111,35,36,102,50,107,213,65,66,102,36,40,111,50,106,213,A,,,,,,T. Ho,G. Weiner,H251,W217,USA,USA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS031,R32,01:53:00,,F,3,S331,"6-7(5),7-5,6-4",J. Stoltenberg,G. Ivanisevic,,,AUS,CRO,6-7(5),7-5,6-4,,,01:53:00,,,304,/en/stats/leaderboard?page=serve,2,20,53,52,98,85,44,52,54,25,46,83,5,6,17,252,/en/stats/leaderboard?page=serve,14,11,46,51,110,80,41,51,47,28,59,50,3,6,17,70,69,98,37,41,110,53,110,208,63,69,110,30,29,98,47,98,208,A,,,,5,7,J. Stoltenberg,G. Ivanisevic,S331,I034,AUS,CRO,,
