event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS001,F,01:31:00,,F,2,B446,"6-3,7-6(7)",J. Bjorkman,C. Moya,,,SWE,ESP,6-3,7-6(7),,,,01:31:00,7,3,274,/en/stats/leaderboard?page=serve,1,2,46,33,71,79,26,33,58,22,38,50,1,2,10,247,/en/stats/leaderboard?page=serve,2,4,59,45,76,69,31,45,45,14,31,63,5,8,11,68,48,71,41,31,76,54,79,147,59,45,76,32,23,71,46,68,147,A,,,,,,J. Bjorkman,C. Moya,B446,M605,SWE,ESP,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS002,SF,01:03:00,,F,2,M605,"6-4,6-2",C. Moya,W. Ferreira,,,ESP,RSA,6-4,6-2,,,,01:03:00,,,289,/en/stats/leaderboard?page=serve,,2,66,37,56,70,26,37,63,12,19,83,5,6,9,218,/en/stats/leaderboard?page=serve,2,9,60,35,58,66,23,35,30,7,23,56,5,9,9,68,38,56,48,28,58,58,66,114,52,30,58,32,18,56,42,48,114,A,False,,,,,C. Moya,W. Ferreira,M605,F196,ESP,RSA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS003,SF,00:58:00,,F,2,B446,"6-0,6-2",J. Bjorkman,M. Woodforde,,,SWE,AUS,6-0,6-2,,,,00:58:00,,,195,/en/stats/leaderboard?page=serve,1,6,45,18,40,72,13,18,73,16,22,0,0,,7,157,/en/stats/leaderboard?page=serve,5,3,45,23,51,65,15,23,21,6,28,44,4,9,7,73,29,40,59,30,51,65,59,91,41,21,51,28,11,40,35,32,91,A,,,,,,J. Bjorkman,M. Woodforde,B446,W035,SWE,AUS,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS004,QF,01:57:00,,F,3,F196,"3-6,6-3,7-6(12)",W. Ferreira,M. Larsson,,,RSA,SWE,3-6,6-3,7-6(12),,,01:57:00,,,252,/en/stats/leaderboard?page=serve,3,5,53,64,121,70,45,64,47,27,57,73,8,11,15,275,/en/stats/leaderboard?page=serve,2,8,57,48,84,79,38,48,53,19,36,40,2,5,15,60,72,121,32,27,84,48,99,205,68,57,84,40,49,121,52,106,205,A,,12,10,,,W. Ferreira,M. Larsson,F196,L206,RSA,SWE,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS005,QF,01:12:00,,F,2,M605,"6-3,7-5",C. Moya,J. Novak,,,ESP,CZE,6-3,7-5,,,,01:12:00,,,225,/en/stats/leaderboard?page=serve,4,4,59,48,81,71,34,48,55,18,33,,0,,10,256,/en/stats/leaderboard?page=serve,3,3,69,41,59,76,31,41,39,7,18,63,5,8,11,64,52,81,36,21,59,52,73,140,64,38,59,36,29,81,48,67,140,A,,,,,,C. Moya,J. Novak,M605,N254,ESP,CZE,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS006,QF,02:16:00,,F,3,W035,"6-3,5-7,6-3",M. Woodforde,A. Agassi,,,AUS,USA,6-3,5-7,6-3,,,02:16:00,,,279,/en/stats/leaderboard?page=serve,8,19,50,48,96,88,42,48,44,21,48,71,5,7,15,241,/en/stats/leaderboard?page=serve,8,6,53,58,109,78,45,58,39,20,51,73,11,15,15,66,63,96,40,44,109,52,107,205,60,65,109,34,33,96,48,98,205,A,,,,,,M. Woodforde,A. Agassi,W035,A092,AUS,USA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS007,QF,02:10:00,,F,3,B446,"5-7,6-4,7-5",J. Bjorkman,T. Ho,,,SWE,USA,5-7,6-4,7-5,,,02:10:00,,,254,/en/stats/leaderboard?page=serve,4,6,46,46,99,70,32,46,60,32,53,20,1,5,17,243,/en/stats/leaderboard?page=serve,3,5,59,66,111,68,45,66,44,20,45,67,10,15,17,65,64,99,41,46,111,52,110,210,59,65,111,35,35,99,48,100,210,A,,,,,,J. Bjorkman,T. Ho,B446,H251,SWE,USA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS008,R16,02:07:00,,F,3,L206,"7-6(8),4-6,7-6(7)",M. Larsson,P. Sampras,,,SWE,USA,7-6(8),4-6,7-6(7),,,02:07:00,,,299,/en/stats/leaderboard?page=serve,10,18,53,58,109,81,47,58,63,32,51,75,3,4,17,296,/en/stats/leaderboard?page=serve,4,11,65,72,110,81,58,72,55,21,38,,0,,17,72,79,109,28,31,110,50,110,219,72,79,110,28,30,109,50,109,219,A,,7,5,8,6,M. Larsson,P. Sampras,L206,S402,SWE,USA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS009,R16,01:16:00,,F,2,F196,"6-4,7-6(7)",W. Ferreira,G. Stafford,,,RSA,RSA,6-4,7-6(7),,,,01:16:00,7,4,265,/en/stats/leaderboard?page=serve,1,4,69,45,65,71,32,45,50,10,20,25,1,4,11,233,/en/stats/leaderboard?page=serve,3,4,60,49,81,65,32,49,44,14,32,43,3,7,11,65,42,65,43,35,81,53,77,146,57,46,81,35,23,65,47,69,146,A,,,,,,W. Ferreira,G. Stafford,F196,S406,RSA,RSA,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS010,R16,01:50:00,,F,3,N254,"7-5,3-6,6-3",J. Novak,T. Enqvist,,,CZE,SWE,7-5,3-6,6-3,,,01:50:00,,,262,/en/stats/leaderboard?page=serve,2,2,73,83,114,67,56,83,42,13,31,80,12,15,15,255,/en/stats/leaderboard?page=serve,4,7,59,54,92,70,38,54,50,19,38,56,5,9,15,61,69,114,38,35,92,50,104,206,62,57,92,39,45,114,50,102,206,A,,,,,,J. Novak,T. Enqvist,N254,E113,CZE,SWE,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS011,R16,01:04:00,,F,2,M605,"6-2,6-4",C. Moya,R. Fromberg,,,ESP,AUS,6-2,6-4,,,,01:04:00,,,273,/en/stats/leaderboard?page=serve,4,1,45,25,56,88,22,25,55,17,31,67,2,3,9,221,/en/stats/leaderboard?page=serve,4,2,57,37,65,65,24,37,46,13,28,43,3,7,9,70,39,56,43,28,65,55,67,121,57,37,65,30,17,56,45,54,121,A,,,,,,C. Moya,R. Fromberg,M605,F164,ESP,AUS,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS012,R16,01:40:00,,F,2,W035,"7-6(8),6-4",M. Woodforde,M. Rios,,,AUS,CHI,7-6(8),6-4,,,,01:40:00,,,277,/en/stats/leaderboard?page=serve,1,9,54,43,80,88,38,43,46,17,37,,0,,11,285,/en/stats/leaderboard?page=serve,1,9,59,44,75,73,32,44,55,17,31,67,2,3,11,69,55,80,35,26,75,52,81,155,65,49,75,31,25,80,48,74,155,A,,,,8,6,M. Woodforde,M. Rios,W035,R286,AUS,CHI,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS013,R16,01:23:00,,F,2,A092,"7-5,6-1",A. Agassi,A. Corretja,,,USA,ESP,7-5,6-1,,,,01:23:00,,,269,/en/stats/leaderboard?page=serve,4,4,48,32,66,84,27,32,47,16,34,75,3,4,10,212,/en/stats/leaderboard?page=serve,3,4,52,33,63,67,22,33,37,11,30,56,5,9,9,65,43,66,48,30,63,57,73,129,52,33,63,35,23,66,43,56,129,A,,,,,,A. Agassi,A. Corretja,A092,C344,USA,ESP,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS014,R16,01:29:00,,F,2,B446,"6-2,7-5",J. Bjorkman,T. Woodbridge,,,SWE,AUS,6-2,7-5,,,,01:29:00,,,250,/en/stats/leaderboard?page=serve,4,7,52,43,83,72,31,43,43,17,40,71,5,7,10,201,/en/stats/leaderboard?page=serve,3,1,51,31,61,65,20,31,37,11,30,44,4,9,10,58,48,83,49,30,61,54,78,144,51,31,61,42,35,83,46,66,144,A,,,,,,J. Bjorkman,T. Woodbridge,B446,W136,SWE,AUS,,
419,1997,Indianapolis,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS015,R16,01:13:00,,F,2,H251,"6-4,6-3",T. Ho,J. Stoltenberg,,,USA,AUS,6-4,6-3,,,,01:13:00,,,265,/en/stats/leaderboard?page=serve,1,1,51,37,73,68,25,37,58,21,36,80,4,5,9,216,/en/stats/leaderboard?page=serve,4,4,44,22,50,73,16,22,39,11,28,20,1,5,10,63,46,73,46,23,50,56,69,123,54,27,50,37,27,73,44,54,123,A,,,,,,T. Ho,J. Stoltenberg,H251,S331,USA,AUS,,
