event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS001,F,01:19:00,,F,2,G182,"6-1,6-3",M. Gustafsson,A. Medvedev,,,SWE,UKR,6-1,6-3,,,,01:19:00,280,/en/stats/leaderboard?page=serve,3,0,66,40,61,63,25,40,67,14,21,83,5,6,8,175,/en/stats/leaderboard?page=serve,3,0,52,32,61,44,14,32,45,13,29,58,7,12,8,64,39,61,56,34,61,60,73,122,44,27,61,36,22,61,40,49,122,A,,,,,,,,,M. Gustafsson,A. Medvedev,G182,M475,SWE,UKR,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS002,SF,01:18:00,,F,2,G182,"6-3,7-6(7)",M. Gustafsson,S. Edberg,,,SWE,SWE,6-3,7-6(7),,,,01:18:00,219,/en/stats/leaderboard?page=serve,1,0,81,64,79,63,40,64,13,2,15,69,9,13,11,212,/en/stats/leaderboard?page=serve,3,3,71,44,62,52,23,44,39,7,18,29,2,7,10,53,42,79,52,32,62,52,74,141,48,30,62,47,37,79,48,67,141,A,7,4,,,,,,,M. Gustafsson,S. Edberg,G182,E004,SWE,SWE,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS003,SF,01:20:00,,F,2,M475,"6-4,6-4",A. Medvedev,C. Costa,,,UKR,ESP,6-4,6-4,,,,01:20:00,285,/en/stats/leaderboard?page=serve,2,4,68,44,65,82,36,44,43,9,21,75,3,4,10,244,/en/stats/leaderboard?page=serve,3,2,62,44,71,61,27,44,52,14,27,75,9,12,10,69,45,65,42,30,71,55,75,136,58,41,71,31,20,65,45,61,136,A,,,,,,,,,A. Medvedev,C. Costa,M475,C179,UKR,ESP,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS004,QF,01:05:00,,F,2,E004,"6-3,6-4",S. Edberg,T. Johansson,,,SWE,SWE,6-3,6-4,,,,01:05:00,302,/en/stats/leaderboard?page=serve,1,5,59,26,44,73,19,26,78,14,18,50,1,2,9,234,/en/stats/leaderboard?page=serve,1,2,67,44,66,61,27,44,45,10,22,56,5,9,10,75,33,44,44,29,66,56,62,110,56,37,66,25,11,44,44,48,110,A,,,,,,,,,S. Edberg,T. Johansson,E004,J129,SWE,SWE,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS005,QF,00:55:00,,F,2,G182,"6-1,6-1",M. Gustafsson,T. Carbonell,,,SWE,ESP,6-1,6-1,,,,00:55:00,220,/en/stats/leaderboard?page=serve,1,3,65,35,54,71,25,35,68,13,19,,0,,7,173,/en/stats/leaderboard?page=serve,3,1,68,27,40,41,11,27,38,5,13,17,1,6,7,70,38,54,60,24,40,66,62,94,40,16,40,30,16,54,34,32,94,A,,,,,,,,,M. Gustafsson,T. Carbonell,G182,C216,SWE,ESP,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS006,QF,01:28:00,,F,3,M475,"3-6,6-2,6-1",A. Medvedev,G. Blanco,,,UKR,ESP,3-6,6-2,6-1,,,01:28:00,270,/en/stats/leaderboard?page=serve,4,7,51,43,84,79,34,43,46,19,41,86,6,7,12,245,/en/stats/leaderboard?page=serve,2,3,60,38,63,58,22,38,60,15,25,20,1,5,12,63,53,84,41,26,63,54,79,147,59,37,63,37,31,84,46,68,147,A,,,,,,,,,A. Medvedev,G. Blanco,M475,B518,UKR,ESP,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS007,QF,00:58:00,,F,2,C179,"6-2,6-1",C. Costa,M. Larsson,,,ESP,SWE,6-2,6-1,,,,00:58:00,250,/en/stats/leaderboard?page=serve,,5,71,40,56,63,25,40,69,11,16,,0,,7,177,/en/stats/leaderboard?page=serve,4,0,51,22,43,55,12,22,38,8,21,17,1,6,8,64,36,56,53,23,43,60,59,99,47,20,43,36,20,56,40,40,99,A,,,False,,,,,,C. Costa,M. Larsson,C179,L206,ESP,SWE,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS008,R16,01:59:00,,F,3,E004,"6-2,6-7(2),6-3",S. Edberg,L. Jonsson,,,SWE,SWE,6-2,6-7(2),6-3,,,01:59:00,262,/en/stats/leaderboard?page=serve,6,9,59,58,98,67,39,58,53,21,40,50,3,6,15,242,/en/stats/leaderboard?page=serve,,3,75,82,109,55,45,82,52,14,27,65,11,17,14,61,60,98,46,50,109,53,110,207,54,59,109,39,38,98,47,97,207,A,2,7,,False,,,,,S. Edberg,L. Jonsson,E004,J084,SWE,SWE,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS009,R16,01:13:00,,F,2,J129,"7-5,6-0",T. Johansson,T. Nydahl,,,SWE,SWE,7-5,6-0,,,,01:13:00,261,/en/stats/leaderboard?page=serve,,7,61,31,51,84,26,31,65,13,20,,0,,9,221,/en/stats/leaderboard?page=serve,2,0,68,39,57,67,26,39,33,6,18,50,4,8,9,76,39,51,44,25,57,59,64,108,56,32,57,24,12,51,41,44,108,A,,,False,,,,,,T. Johansson,T. Nydahl,J129,N099,SWE,SWE,,
316,1996,Bastad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,303000,$,MS010,R16,01:57:00,,F,3,G182,"1-6,7-6(7),6-2",M. Gustafsson,R. Fromberg,,,SWE,AUS,1-6,7-6(7),6-2,,,01:57:00,250,/en/stats/leaderboard?page=serve,7,3,69,54,78,70,38,54,46,11,24,43,3,7,13,245,/en/stats/leaderboard?page=serve,6,4,59,53,90,68,36,53,49,18,37,33,2,6,14,63,49,78,40,36,90,51,85,168,60,54,90,37,29,78,49,83,168,A,7,4,,,,,,,M. Gustafsson,R. Fromberg,G182,F164,SWE,AUS,,
