event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS001,F,01:10:00,,F,2,R286,"6-4,6-2",M. Rios,M. Woodforde,,,CHI,AUS,6-4,6-2,,,,01:10:00,281,/en/stats/leaderboard?page=serve,2,4,52,27,52,67,18,27,72,18,25,50,1,2,9,210,/en/stats/leaderboard?page=serve,2,2,52,29,56,66,19,29,37,10,27,33,2,6,9,69,36,52,48,27,56,58,63,108,52,29,56,31,16,52,42,45,108,A,,,,,,,,,M. Rios,M. Woodforde,R286,W035,CHI,AUS,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS002,SF,00:55:00,,F,2,R286,"6-2,6-1",M. Rios,J. Courier,,,CHI,USA,6-2,6-1,,,,00:55:00,239,/en/stats/leaderboard?page=serve,1,7,58,25,43,80,20,25,67,12,18,,0,,7,207,/en/stats/leaderboard?page=serve,1,1,78,36,46,42,15,36,50,5,10,38,3,8,8,74,32,43,57,26,46,65,58,89,43,20,46,26,11,43,35,31,89,A,,,,,,,,,M. Rios,J. Courier,R286,C243,CHI,USA,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS003,SF,01:41:00,,F,3,W035,"0-6,6-4,6-2",M. Woodforde,S. Schalken,,,AUS,NED,0-6,6-4,6-2,,,01:41:00,247,/en/stats/leaderboard?page=serve,2,3,46,33,71,67,22,33,58,22,38,57,4,7,12,261,/en/stats/leaderboard?page=serve,3,4,63,47,75,68,32,47,54,15,28,40,2,5,12,62,44,71,37,28,75,49,72,146,63,47,75,38,27,71,51,74,146,A,,,,,,,,,M. Woodforde,S. Schalken,W035,S572,AUS,NED,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS004,QF,01:57:00,,F,3,R286,"5-7,6-3,6-4",M. Rios,L. Hewitt,,,CHI,AUS,5-7,6-3,6-4,,,01:57:00,274,/en/stats/leaderboard?page=serve,1,10,60,62,103,68,42,62,56,23,41,57,4,7,16,251,/en/stats/leaderboard?page=serve,2,1,63,62,99,65,40,62,51,19,37,60,6,10,15,63,65,103,40,40,99,52,105,202,60,59,99,37,38,103,48,97,202,A,,,,,,,,,M. Rios,L. Hewitt,R286,H432,CHI,AUS,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS005,QF,01:15:00,,F,2,C243,"6-4,6-4",J. Courier,J. Gambill,,,USA,USA,6-4,6-4,,,,01:15:00,295,/en/stats/leaderboard?page=serve,2,9,66,40,61,80,32,40,52,11,21,67,2,3,10,249,/en/stats/leaderboard?page=serve,2,5,55,33,60,73,24,33,48,13,27,50,3,6,10,70,43,61,38,23,60,55,66,121,62,37,60,30,18,61,45,55,121,A,,,,,,,,,J. Courier,J. Gambill,C243,G352,USA,USA,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS006,QF,02:07:00,,F,3,S572,"3-6,6-3,6-4",S. Schalken,J. van Lottum,,,NED,NED,3-6,6-3,6-4,,,02:07:00,277,/en/stats/leaderboard?page=serve,3,3,57,45,79,73,33,45,62,21,34,0,0,2,14,250,/en/stats/leaderboard?page=serve,2,4,53,56,105,68,38,56,49,24,49,57,4,7,14,68,54,79,41,43,105,53,97,184,59,62,105,32,25,79,47,87,184,A,,,,,,,,,S. Schalken,J. van Lottum,S572,V201,NED,NED,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS007,QF,02:03:00,,F,3,W035,"4-6,6-2,6-3",M. Woodforde,K. Carlsen,,,AUS,DEN,4-6,6-2,6-3,,,02:03:00,292,/en/stats/leaderboard?page=serve,2,3,63,57,91,68,39,57,68,23,34,86,6,7,14,253,/en/stats/leaderboard?page=serve,3,8,60,53,89,70,37,53,42,15,36,70,7,10,13,68,62,91,42,37,89,55,99,180,58,52,89,32,29,91,45,81,180,A,,,,,,,,,M. Woodforde,K. Carlsen,W035,C328,AUS,DEN,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS008,R16,00:59:00,,F,2,R286,"6-2,6-4",M. Rios,A. Pavel,,,CHI,ROU,6-2,6-4,,,,00:59:00,288,/en/stats/leaderboard?page=serve,1,4,58,31,53,84,26,31,55,12,22,,0,,9,241,/en/stats/leaderboard?page=serve,,1,63,31,49,55,17,31,56,10,18,0,0,3,9,72,38,53,45,22,49,59,60,102,55,27,49,28,15,53,41,42,102,A,False,,,,,,,,M. Rios,A. Pavel,R286,P280,CHI,ROU,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS009,R16,02:32:00,,F,3,H432,"6-7(6),6-2,7-6(7)",L. Hewitt,J. Gimelstob,,,AUS,USA,6-7(6),6-2,7-6(7),,,02:32:00,283,/en/stats/leaderboard?page=serve,4,6,69,74,108,72,53,74,53,18,34,75,6,8,16,251,/en/stats/leaderboard?page=serve,4,2,61,63,104,63,40,63,54,22,41,43,3,7,16,66,71,108,40,42,104,53,113,212,60,62,104,34,37,108,47,99,212,A,,6,8,7,4,,,,L. Hewitt,J. Gimelstob,H432,G354,AUS,USA,,
326,1998,Singapore,CS,1998-10-12T00:00:00,1998-10-18T00:00:00,Hard,32,575000,$,MS011,R16,02:13:00,,F,3,C243,"6-4,2-6,7-6(7)",J. Courier,M. Tillstrom,,,USA,SWE,6-4,2-6,7-6(7),,,02:13:00,285,/en/stats/leaderboard?page=serve,,4,71,80,113,69,55,80,55,18,33,71,5,7,15,270,/en/stats/leaderboard?page=serve,10,5,56,59,106,75,44,59,51,24,47,88,7,8,15,65,73,113,36,38,106,51,111,219,64,68,106,35,40,113,49,108,219,A,,,,7,3,False,,,J. Courier,M. Tillstrom,C243,T166,USA,SWE,,
