event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_loser,player_id_winner,player_id_loser
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS001,F,01:50:00,,F,2,D643,"6-3,7-6(7)",N. Djokovic,L. Kubot,,,SRB,POL,6-3,7-6(7),,,,01:50:00,A,N. Djokovic,L. Kubot,SRB,POL,,,7.0,274,/en/stats/leaderboard?page=serve,2,6,67,46,69,70,32,46,61,14,23,67,6,9,11,225,/en/stats/leaderboard?page=serve,1,2,66,40,61,65,26,40,33,7,21,43,3,7,10,67,46,69,46,28,61,57,74,130,54,33,61,33,23,69,43,56,130,,,,D643,K540
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS002,SF,02:17:00,,F,3,D643,"4-6,6-1,6-2",N. Djokovic,A. Seppi,,,SRB,ITA,4-6,6-1,6-2,,,02:17:00,A,N. Djokovic,A. Seppi,SRB,ITA,,,,262,/en/stats/leaderboard?page=serve,3,1,61,59,97,69,41,59,50,19,38,75,6,8,13,215,/en/stats/leaderboard?page=serve,7,3,70,62,89,65,40,62,26,7,27,55,6,11,12,62,60,97,47,42,89,55,102,186,53,47,89,38,37,97,45,84,186,,,,D643,SA93
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS003,SF,01:37:00,,F,2,K540,"7-6(7),6-2",L. Kubot,I. Karlovic,,,POL,CRO,7-6(7),6-2,,,,01:37:00,A,L. Kubot,I. Karlovic,POL,CRO,,,,295,/en/stats/leaderboard?page=serve,3,2,56,37,66,78,29,37,62,18,29,100,4,4,10,284,/en/stats/leaderboard?page=serve,1,14,63,35,56,80,28,35,48,10,21,60,3,5,10,71,47,66,32,18,56,53,65,122,68,38,56,29,19,66,47,57,122,7.0,,,K540,K336
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS004,QF,01:10:00,,F,2,D643,"6-3,6-2",N. Djokovic,V. Troicki,,,SRB,SRB,6-3,6-2,,,,01:10:00,A,N. Djokovic,V. Troicki,SRB,SRB,,,,282,/en/stats/leaderboard?page=serve,0,2,69,34,49,76,26,34,47,7,15,67,2,3,9,204,/en/stats/leaderboard?page=serve,1,1,57,25,44,60,15,25,37,7,19,0,0,4,8,67,33,49,50,22,44,59,55,93,50,22,44,33,16,49,41,38,93,,,,D643,T840
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS005,QF,01:59:00,,F,2,SA93,"6-4,7-5",A. Seppi,M. Daniel,,,ITA,BRA,6-4,7-5,,,,01:59:00,A,A. Seppi,M. Daniel,ITA,BRA,,,,269,/en/stats/leaderboard?page=serve,2,2,69,51,74,63,32,51,65,15,23,50,3,6,11,211,/en/stats/leaderboard?page=serve,2,1,57,49,86,63,31,49,38,14,37,55,6,11,11,64,47,74,48,41,86,55,88,160,52,45,86,36,27,74,45,72,160,,,,SA93,D339
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS006,QF,01:48:00,,F,2,K540,"7-6(8),6-3",L. Kubot,K. Vliegen,,,POL,BEL,7-6(8),6-3,,,,01:48:00,A,L. Kubot,K. Vliegen,POL,BEL,,,,224,/en/stats/leaderboard?page=serve,2,1,62,48,77,58,28,48,45,13,29,60,6,10,10,204,/en/stats/leaderboard?page=serve,3,5,59,40,68,55,22,40,43,12,28,33,3,9,11,53,41,77,50,34,68,52,75,145,50,34,68,47,36,77,48,70,145,8.0,6.0,,K540,V309
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS007,QF,01:12:00,,F,2,K336,"6-3,6-3",I. Karlovic,F. Cipolla,,,CRO,ITA,6-3,6-3,,,,01:12:00,A,I. Karlovic,F. Cipolla,CRO,ITA,,,,313,/en/stats/leaderboard?page=serve,3,13,65,33,51,88,29,33,50,9,18,100,1,1,9,238,/en/stats/leaderboard?page=serve,3,0,75,42,56,57,24,42,43,6,14,50,3,6,9,75,38,51,46,26,56,60,64,107,54,30,56,25,13,51,40,43,107,,,,K336,C723
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS008,R16,02:01:00,,F,3,D643,"6-2,4-6,6-0",N. Djokovic,J. Tipsarevic,,,SRB,SRB,6-2,4-6,6-0,,,02:01:00,A,N. Djokovic,J. Tipsarevic,SRB,SRB,,,,279,/en/stats/leaderboard?page=serve,3,6,63,40,63,78,31,40,52,12,23,50,2,4,12,204,/en/stats/leaderboard?page=serve,2,5,52,50,96,62,31,50,37,17,46,68,13,19,12,68,43,63,50,48,96,57,91,159,50,48,96,32,20,63,43,68,159,,,,D643,T742
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS009,R16,01:28:00,,F,2,T840,"6-3,6-4",V. Troicki,M. Granollers,,,SRB,ESP,6-3,6-4,,,,01:28:00,A,V. Troicki,M. Granollers,SRB,ESP,,,,294,/en/stats/leaderboard?page=serve,0,2,63,36,57,72,26,36,67,14,21,50,1,2,10,229,/en/stats/leaderboard?page=serve,2,0,52,32,62,56,18,32,57,17,30,70,7,10,9,70,40,57,44,27,62,56,67,119,56,35,62,30,17,57,44,52,119,,,,T840,G710
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS010,R16,01:12:00,,F,2,SA93,"6-4,6-1",A. Seppi,L. Mayer,,,ITA,ARG,6-4,6-1,,,,01:12:00,A,A. Seppi,L. Mayer,ITA,ARG,,,,267,/en/stats/leaderboard?page=serve,2,0,56,28,50,71,20,28,55,12,22,0,0,1,8,199,/en/stats/leaderboard?page=serve,3,0,61,34,56,56,19,34,41,9,22,44,4,9,9,64,32,50,50,28,56,57,60,106,50,28,56,36,18,50,43,46,106,,,,SA93,MD56
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS011,R16,01:18:00,,F,2,D339,"6-4,6-3",M. Daniel,I. Ljubicic,,,BRA,CRO,6-4,6-3,,,,01:18:00,A,M. Daniel,I. Ljubicic,BRA,CRO,,,,300,/en/stats/leaderboard?page=serve,2,5,70,39,56,72,28,39,65,11,17,50,1,2,10,245,/en/stats/leaderboard?page=serve,0,5,57,29,51,76,22,29,41,9,22,50,3,6,9,70,39,56,39,20,51,55,59,107,61,31,51,30,17,56,45,48,107,,,,D339,L360
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS012,R16,01:33:00,,F,3,V309,"3-6,6-4,6-3",K. Vliegen,C. Rochus,,,BEL,BEL,3-6,6-4,6-3,,,01:33:00,A,K. Vliegen,C. Rochus,BEL,BEL,,,,260,/en/stats/leaderboard?page=serve,2,8,60,47,78,62,29,47,61,19,31,43,3,7,14,227,/en/stats/leaderboard?page=serve,2,1,45,35,78,63,22,35,56,24,43,17,1,6,14,62,48,78,41,32,78,51,80,156,59,46,78,38,30,78,49,76,156,,,,V309,R336
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS013,R16,00:36:00,,F,1,K540,3-2,L. Kubot,I. Andreev,,,POL,RUS,3-2,,,,,00:36:00,A,L. Kubot,I. Andreev,POL,RUS,,,,297,/en/stats/leaderboard?page=serve,0,1,56,10,18,90,9,10,50,4,8,0,0,0,3,290,/en/stats/leaderboard?page=serve,0,0,68,17,25,59,10,17,63,5,8,100,5,5,2,72,13,18,40,10,25,53,23,43,60,15,25,28,5,18,47,20,43,,,,K540,A511
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS014,R16,01:58:00,,F,3,C723,"1-6,6-4,6-2",F. Cipolla,A. Clement,,,ITA,FRA,1-6,6-4,6-2,,,01:58:00,A,F. Cipolla,A. Clement,ITA,FRA,,,,264,/en/stats/leaderboard?page=serve,5,1,75,57,76,60,34,57,58,11,19,57,4,7,12,241,/en/stats/leaderboard?page=serve,2,2,54,43,80,72,31,43,46,17,37,50,4,8,13,59,45,76,40,32,80,49,77,156,60,48,80,41,31,76,51,79,156,,,,C723,C487
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS015,R16,01:46:00,,F,2,K336,"6-4,7-6(7)",I. Karlovic,B. Dabul,,,CRO,ARG,6-4,7-6(7),,,,01:46:00,A,I. Karlovic,B. Dabul,CRO,ARG,,,7.0,312,/en/stats/leaderboard?page=serve,5,19,75,60,80,78,47,60,45,9,20,100,9,9,11,288,/en/stats/leaderboard?page=serve,2,2,69,52,75,77,40,52,52,12,23,83,5,6,11,70,56,80,31,23,75,51,79,155,69,52,75,30,24,80,49,76,155,,,5.0,K336,D556
