event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS001,F,03:05:00,,F,4,G628,"7-6(7),6-7(3),6-3,6-3",R. Gasquet,F. Lopez,,,FRA,ESP,7-6(7),6-7(3),6-3,6-3,,03:05:00,7,4,3,7,328,/en/stats/leaderboard?page=serve,2,9,68,82,120,82,67,82,71,27,38,100,2,2,21,298,/en/stats/leaderboard?page=serve,6,24,63,89,141,76,68,89,56,29,52,67,6,9,21,78,94,120,31,44,141,53,138,261,69,97,141,22,26,120,47,123,261,A,,,R. Gasquet,F. Lopez,G628,L397,FRA,ESP,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS002,SF,02:37:00,,F,3,L397,"7-6(7),6-7(5),6-3",F. Lopez,M. Cilic,,,ESP,CRO,7-6(7),6-7(5),6-3,,,02:37:00,7,2,5,7,298,/en/stats/leaderboard?page=serve,6,27,66,77,116,77,59,77,46,18,39,67,4,6,17,259,/en/stats/leaderboard?page=serve,6,9,55,64,116,72,46,64,48,25,52,75,9,12,16,66,77,116,39,45,116,53,122,232,61,71,116,34,39,116,47,110,232,A,,,F. Lopez,M. Cilic,L397,C977,ESP,CRO,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS003,SF,01:32:00,,F,3,G628,"6-1,1-6,6-2",R. Gasquet,P. Kohlschreiber,,,FRA,GER,6-1,1-6,6-2,,,01:32:00,,,,,274,/en/stats/leaderboard?page=serve,3,7,62,38,61,79,30,38,48,11,23,33,1,3,11,223,/en/stats/leaderboard?page=serve,5,4,45,32,71,72,23,32,44,17,39,56,5,9,11,67,41,61,44,31,71,55,72,132,56,40,71,33,20,61,45,60,132,A,,,R. Gasquet,P. Kohlschreiber,G628,K435,FRA,GER,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS004,QF,01:22:00,,F,2,L397,"7-6(7),6-3",F. Lopez,I. Ljubicic,,,ESP,CRO,7-6(7),6-3,,,,01:22:00,7,4,,,306,/en/stats/leaderboard?page=serve,1,10,51,36,70,81,29,36,65,22,34,100,4,4,11,282,/en/stats/leaderboard?page=serve,3,10,57,37,65,78,29,37,50,14,28,50,1,2,10,73,51,70,34,22,65,54,73,135,66,43,65,27,19,70,46,62,135,A,,,F. Lopez,I. Ljubicic,L397,L360,ESP,CRO,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS005,QF,02:25:00,,F,3,C977,"6-7(5),6-3,7-5",M. Cilic,A. Pavel,,,CRO,ROU,6-7(5),6-3,7-5,,,02:25:00,5,7,,,293,/en/stats/leaderboard?page=serve,3,11,59,71,120,77,55,71,49,24,49,100,6,6,16,270,/en/stats/leaderboard?page=serve,4,4,58,61,106,74,45,61,56,25,45,63,5,8,17,66,79,120,34,36,106,51,115,226,66,70,106,34,41,120,49,111,226,A,,,M. Cilic,A. Pavel,C977,P280,CRO,ROU,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS006,QF,02:13:00,,F,3,K435,"6-3,4-6,6-4",P. Kohlschreiber,F. Verdasco,,,GER,ESP,6-3,4-6,6-4,,,02:13:00,,,,,255,/en/stats/leaderboard?page=serve,4,4,52,51,99,69,35,51,54,26,48,70,7,10,15,248,/en/stats/leaderboard?page=serve,3,1,73,74,101,62,46,74,44,12,27,69,9,13,14,62,61,99,43,43,101,52,104,200,57,58,101,38,38,99,48,96,200,A,,,P. Kohlschreiber,F. Verdasco,K435,V306,GER,ESP,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS007,QF,01:22:00,,F,2,G628,"6-3,6-2",R. Gasquet,G. Gaudio,,,FRA,ARG,6-3,6-2,,,,01:22:00,,,,,289,/en/stats/leaderboard?page=serve,6,8,61,42,69,74,31,42,52,14,27,100,8,8,9,231,/en/stats/leaderboard?page=serve,4,4,58,32,55,72,23,32,39,9,23,40,2,5,8,65,45,69,42,23,55,55,68,124,58,32,55,35,24,69,45,56,124,A,,,R. Gasquet,G. Gaudio,G628,G374,FRA,ARG,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS008,R16,02:13:00,,F,3,L360,"6-7(6),6-3,6-2",I. Ljubicic,M. Chiudinelli,,,CRO,SUI,6-7(6),6-3,6-2,,,02:13:00,6,8,,,317,/en/stats/leaderboard?page=serve,5,13,52,40,77,98,39,40,59,22,37,0,0,0,14,247,/en/stats/leaderboard?page=serve,5,7,51,56,110,71,40,56,50,27,54,56,5,9,15,79,61,77,39,43,110,56,104,187,61,67,110,21,16,77,44,83,187,A,,,I. Ljubicic,M. Chiudinelli,L360,C582,CRO,SUI,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS009,R16,02:13:00,,F,3,L397,"6-7(5),6-3,7-6(7)",F. Lopez,R. Ramirez Hidalgo,,,ESP,ESP,6-7(5),6-3,7-6(7),,,02:13:00,5,7,,,333,/en/stats/leaderboard?page=serve,2,16,66,62,94,90,56,62,63,20,32,0,0,0,17,298,/en/stats/leaderboard?page=serve,0,6,62,63,102,78,49,63,59,23,39,83,5,6,16,81,76,94,29,30,102,54,106,196,71,72,102,19,18,94,46,90,196,A,7,3,F. Lopez,R. Ramirez Hidalgo,L397,R383,ESP,ESP,,
314,2006,Gstaad,WS,2006-07-10T00:00:00,2006-07-16T00:00:00,Clay,32,470000,$,MS010,R16,01:49:00,,F,3,C977,"2-6,6-3,6-4",M. Cilic,D. Vemic,,,CRO,SRB,2-6,6-3,6-4,,,01:49:00,,,,,248,/en/stats/leaderboard?page=serve,5,3,46,37,80,70,26,37,56,24,43,40,2,5,14,275,/en/stats/leaderboard?page=serve,1,7,71,60,85,58,35,60,64,16,25,57,4,7,13,63,50,80,40,34,85,51,84,165,60,51,85,38,30,80,49,81,165,A,,,M. Cilic,D. Vemic,C977,V205,CRO,SRB,,
