event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS001,F,01:25:00,,F,3,S351,"6-3,6-2,7-6(7)",M. Stich,G. Ivanisevic,,,GER,CRO,6-3,6-2,7-6(7),,,01:25:00,7,5,319,/en/stats/leaderboard?page=serve,1,15,61,48,79,90,43,48,61,19,31,50,1,2,15,265,/en/stats/leaderboard?page=serve,5,15,57,43,76,79,34,43,48,16,33,60,6,10,14,78,62,79,34,26,76,57,88,155,66,50,76,22,17,79,43,67,155,A,,,,,,M. Stich,G. Ivanisevic,S351,I034,GER,CRO,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS002,SF,01:13:00,,F,2,I034,"6-4,7-6(7)",G. Ivanisevic,B. Becker,,,CRO,GER,6-4,7-6(7),,,,01:13:00,,,326,/en/stats/leaderboard?page=serve,2,20,69,45,65,84,38,45,65,13,20,,0,,11,293,/en/stats/leaderboard?page=serve,6,18,53,35,66,86,30,35,52,16,31,50,1,2,11,78,51,65,30,20,66,54,71,131,70,46,66,22,14,65,46,60,131,A,7,5,,,,G. Ivanisevic,B. Becker,I034,B028,CRO,GER,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS003,SF,00:56:00,,F,2,S351,"6-4,6-1",M. Stich,A. Medvedev,,,GER,UKR,6-4,6-1,,,,00:56:00,,,282,/en/stats/leaderboard?page=serve,1,8,54,28,52,79,22,28,54,13,24,67,2,3,9,207,/en/stats/leaderboard?page=serve,3,2,66,31,47,61,19,31,31,5,16,43,3,7,8,67,35,52,49,23,47,59,58,99,51,24,47,33,17,52,41,41,99,A,,,,,,M. Stich,A. Medvedev,S351,M475,GER,UKR,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS004,QF,01:11:00,,F,2,B028,"6-3,6-3",B. Becker,F. Clavet,,,GER,ESP,6-3,6-3,,,,01:11:00,,,296,/en/stats/leaderboard?page=serve,4,15,51,24,47,92,22,24,65,15,23,,0,,9,239,/en/stats/leaderboard?page=serve,1,1,55,35,64,66,23,35,52,15,29,57,4,7,9,79,37,47,41,26,64,57,63,111,59,38,64,21,10,47,43,48,111,A,,,,,,B. Becker,F. Clavet,B028,C252,GER,ESP,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS005,QF,01:51:00,,F,3,I034,"4-6,7-6(7),6-2",G. Ivanisevic,R. Furlan,,,CRO,ITA,4-6,7-6(7),6-2,,,01:51:00,,,282,/en/stats/leaderboard?page=serve,8,25,55,56,102,91,51,56,33,15,46,80,8,10,15,262,/en/stats/leaderboard?page=serve,6,9,60,55,92,76,42,55,43,16,37,50,3,6,15,65,66,102,37,34,92,52,100,194,63,58,92,35,36,102,48,94,194,A,7,4,,,,G. Ivanisevic,R. Furlan,I034,F192,CRO,ITA,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS006,QF,01:08:00,,F,2,S351,"6-3,7-6(7)",M. Stich,R. Krajicek,,,GER,NED,6-3,7-6(7),,,,01:08:00,,,304,/en/stats/leaderboard?page=serve,4,11,52,33,64,97,32,33,58,18,31,,0,,11,302,/en/stats/leaderboard?page=serve,2,11,63,36,57,83,30,36,57,12,21,67,2,3,10,78,50,64,26,15,57,54,65,121,74,42,57,22,14,64,46,56,121,A,7,4,,,,M. Stich,R. Krajicek,S351,K214,GER,NED,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS007,QF,02:08:00,,F,3,M475,"4-6,7-6(7),6-3",A. Medvedev,M. Rosset,,,UKR,SUI,4-6,7-6(7),6-3,,,02:08:00,,,308,/en/stats/leaderboard?page=serve,1,9,62,58,93,74,43,58,71,25,35,83,5,6,15,282,/en/stats/leaderboard?page=serve,8,15,59,64,109,80,51,64,49,22,45,71,5,7,16,73,68,93,33,36,109,51,104,202,67,73,109,27,25,93,49,98,202,A,7,2,,,,A. Medvedev,M. Rosset,M475,R214,UKR,SUI,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS008,R16,01:32:00,,F,3,B028,"3-6,6-4,6-1",B. Becker,A. Olhovskiy,,,GER,RUS,3-6,6-4,6-1,,,01:32:00,,,291,/en/stats/leaderboard?page=serve,3,8,48,29,61,76,22,29,78,25,32,50,2,4,13,229,/en/stats/leaderboard?page=serve,6,5,43,38,88,68,26,38,50,25,50,60,6,10,13,77,47,61,42,37,88,56,84,149,58,51,88,23,14,61,44,65,149,A,,,,,,B. Becker,A. Olhovskiy,B028,O009,GER,RUS,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS009,R16,01:26:00,,F,2,C252,"7-6(7),6-3",F. Clavet,J. Bjorkman,,,ESP,SWE,7-6(7),6-3,,,,01:26:00,,,254,/en/stats/leaderboard?page=serve,2,2,68,59,87,71,42,59,61,17,28,,0,,11,283,/en/stats/leaderboard?page=serve,2,5,59,34,58,68,23,34,63,15,24,0,0,1,10,68,59,87,34,20,58,54,79,145,66,38,58,32,28,87,46,66,145,A,,,7,1,,F. Clavet,J. Bjorkman,C252,B446,ESP,SWE,,
430,1996,Antwerp,GP,1996-02-19T00:00:00,1996-02-25T00:00:00,Carpet,32,875000,$,MS010,R16,00:41:00,,F,2,I034,"6-2,6-3",G. Ivanisevic,F. Dewulf,,,CRO,BEL,6-2,6-3,,,,00:41:00,,,229,/en/stats/leaderboard?page=serve,3,12,74,28,38,96,27,28,50,5,10,0,0,,8,234,/en/stats/leaderboard?page=serve,1,4,67,36,54,53,19,36,56,10,18,33,2,6,9,84,32,38,46,25,54,62,57,92,54,29,54,16,6,38,38,35,92,A,,,,,,G. Ivanisevic,F. Dewulf,I034,D228,CRO,BEL,,
