event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS001,F,02:02:00,,F,3,G182,"4-6,6-3,6-3",M. Gustafsson,N. Kiefer,,,SWE,GER,4-6,6-3,6-3,,,02:02:00,259,/en/stats/leaderboard?page=serve,4,5,59,54,91,67,36,54,54,20,37,57,4,7,14,228,/en/stats/leaderboard?page=serve,4,7,56,58,103,67,39,58,38,17,45,44,4,9,14,62,56,91,46,47,103,53,103,194,54,56,103,38,35,91,47,91,194,A,,,,,,,,,M. Gustafsson,N. Kiefer,G182,K316,SWE,GER,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS002,SF,02:31:00,,F,3,G182,"7-6(7),4-6,7-6(10)",M. Gustafsson,T. Johansson,,,SWE,SWE,7-6(7),4-6,7-6(10),,,02:31:00,284,/en/stats/leaderboard?page=serve,1,10,63,74,117,74,55,74,56,24,43,50,3,6,17,288,/en/stats/leaderboard?page=serve,1,11,58,65,113,86,56,65,46,22,48,71,5,7,17,68,79,117,31,35,113,50,114,230,69,78,113,32,38,117,50,116,230,A,7,5,10,8,,,,,M. Gustafsson,T. Johansson,G182,J129,SWE,SWE,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS003,SF,01:48:00,,F,3,K316,"6-7(1),6-3,6-3",N. Kiefer,M. Tillstrom,,,GER,SWE,6-7(1),6-3,6-3,,,01:48:00,248,/en/stats/leaderboard?page=serve,5,14,61,66,108,77,51,66,48,20,42,,0,,15,281,/en/stats/leaderboard?page=serve,1,9,60,53,89,72,38,53,61,22,36,57,4,7,15,66,71,108,33,29,89,51,100,197,67,60,89,34,37,108,49,97,197,A,1,7,,,,,,,N. Kiefer,M. Tillstrom,K316,T166,GER,SWE,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS004,QF,01:44:00,,F,3,G182,"6-7(6),6-2,6-2",M. Gustafsson,J. Stark,,,SWE,USA,6-7(6),6-2,6-2,,,01:44:00,321,/en/stats/leaderboard?page=serve,3,11,75,58,77,88,51,58,58,11,19,,0,,14,257,/en/stats/leaderboard?page=serve,6,16,56,55,98,76,42,55,44,19,43,43,3,7,14,81,62,77,38,37,98,57,99,175,62,61,98,19,15,77,43,76,175,A,6,8,,,,,,,M. Gustafsson,J. Stark,G182,S403,SWE,USA,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS005,QF,01:45:00,,F,3,J129,"3-6,6-3,6-2",T. Johansson,J. Courier,,,SWE,USA,3-6,6-3,6-2,,,01:45:00,291,/en/stats/leaderboard?page=serve,4,16,53,42,80,79,33,42,55,21,38,80,4,5,13,270,/en/stats/leaderboard?page=serve,4,8,66,53,80,72,38,53,52,14,27,57,4,7,13,68,54,80,35,28,80,51,82,160,65,52,80,33,26,80,49,78,160,A,,,,,,,,,T. Johansson,J. Courier,J129,C243,SWE,USA,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS006,QF,01:23:00,,F,2,T166,"7-6(7),6-1",M. Tillstrom,M. Damm,,,SWE,CZE,7-6(7),6-1,,,,01:23:00,265,/en/stats/leaderboard?page=serve,7,3,55,36,65,78,28,36,48,14,29,75,3,4,9,220,/en/stats/leaderboard?page=serve,5,11,44,31,71,77,24,31,33,13,40,20,1,5,10,65,42,65,48,34,71,56,76,136,52,37,71,35,23,65,44,60,136,A,7,5,,,,,,,M. Tillstrom,M. Damm,T166,D214,SWE,CZE,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS007,QF,00:58:00,,F,2,K316,"6-1,7-5",N. Kiefer,M. Rios,,,GER,CHI,6-1,7-5,,,,00:58:00,278,/en/stats/leaderboard?page=serve,2,5,67,41,61,83,34,41,45,9,20,,0,,10,242,/en/stats/leaderboard?page=serve,5,4,55,27,49,67,18,27,55,12,22,50,3,6,9,70,43,61,39,19,49,56,62,110,61,30,49,30,18,61,44,48,110,A,,,,,,,,,N. Kiefer,M. Rios,K316,R286,GER,CHI,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS008,R16,01:28:00,,F,3,S403,"6-3,2-6,6-3",J. Stark,J. Novak,,,USA,CZE,6-3,2-6,6-3,,,01:28:00,308,/en/stats/leaderboard?page=serve,3,18,62,48,78,92,44,48,47,14,30,80,4,5,14,273,/en/stats/leaderboard?page=serve,4,8,70,54,77,80,43,54,35,8,23,60,3,5,13,74,58,78,34,26,77,54,84,155,66,51,77,26,20,78,46,71,155,A,,,,,,,,,J. Stark,J. Novak,S403,N254,USA,CZE,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS009,R16,02:08:00,,F,3,G182,"7-6(7),4-6,6-3",M. Gustafsson,M. Sinner,,,SWE,GER,7-6(7),4-6,6-3,,,02:08:00,292,/en/stats/leaderboard?page=serve,2,12,65,70,107,79,55,70,51,19,37,75,6,8,16,274,/en/stats/leaderboard?page=serve,5,9,65,73,112,68,50,73,51,20,39,78,7,9,15,69,74,107,38,42,112,53,116,219,63,70,112,31,33,107,47,103,219,A,7,4,,,,,,,M. Gustafsson,M. Sinner,G182,S367,SWE,GER,,
326,1997,Singapore,GP,1997-10-06T00:00:00,1997-10-12T00:00:00,Carpet,32,550000,$,MS010,R16,01:28:00,,F,2,C243,"6-4,7-6(7)",J. Courier,M. Tebbutt,,,USA,AUS,6-4,7-6(7),,,,01:28:00,296,/en/stats/leaderboard?page=serve,1,0,72,57,79,67,38,57,68,15,22,80,4,5,11,281,/en/stats/leaderboard?page=serve,2,12,55,33,60,79,26,33,56,15,27,0,0,2,11,67,53,79,32,19,60,52,72,139,68,41,60,33,26,79,48,67,139,A,,,,,7,2,,,J. Courier,M. Tebbutt,C243,T195,USA,AUS,,
