event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,secondservepointswon_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS086,R128,01:44:00,,F,3,A228,"6-1,3-6,6-1",L. Arnold Ker,J. Van Herck,,,ARG,BEL,6-1,3-6,6-1,,,01:44:00,280,/en/stats/leaderboard?page=serve,3,2,66,53,80,72,38,53,52,14,27,80,4,5,12,225,/en/stats/leaderboard?page=serve,2,6,49,35,72,60,21,35,49,18,37,56,5,9,11,65,52,80,46,33,72,56,85,152,54,39,72,35,28,80,44,67,152,A,,,,,,,,,,L. Arnold Ker,J. Van Herck,A228,V167,ARG,BEL,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS089,R128,01:10:00,,F,2,H223,"6-4,6-3",P. Haarhuis,S. Lareau,,,NED,CAN,6-4,6-3,,,,01:10:00,275,/en/stats/leaderboard?page=serve,1,8,66,35,53,86,30,35,50,9,18,,0,,9,236,/en/stats/leaderboard?page=serve,7,1,63,39,62,74,29,39,35,8,23,50,3,6,10,74,39,53,40,25,62,56,64,115,60,37,62,26,14,53,44,51,115,A,,,,,,,,,,P. Haarhuis,S. Lareau,H223,L226,NED,CAN,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS090,R128,01:21:00,,F,2,T136,"6-1,7-5",J. Tarango,D. Prinosil,,,USA,GER,6-1,7-5,,,,01:21:00,275,/en/stats/leaderboard?page=serve,2,3,47,25,53,64,16,25,75,21,28,50,1,2,9,199,/en/stats/leaderboard?page=serve,5,11,47,35,74,63,22,35,33,13,39,67,10,15,10,70,37,53,53,39,74,60,76,127,47,35,74,30,16,53,40,51,127,A,,,,,,,,,,J. Tarango,D. Prinosil,T136,P273,USA,GER,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS093,R128,01:28:00,,F,2,P045,"6-4,6-3",G. Pozzi,R. Jabali,,,ITA,BRA,6-4,6-3,,,,01:28:00,270,/en/stats/leaderboard?page=serve,2,4,38,20,53,90,18,20,52,17,33,50,1,2,9,230,/en/stats/leaderboard?page=serve,2,1,65,44,68,52,23,44,54,13,24,50,4,8,10,66,35,53,47,32,68,55,67,121,53,36,68,34,18,53,45,54,121,A,,,,,,,,,,G. Pozzi,R. Jabali,P045,J085,ITA,BRA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS094,R128,02:34:00,,F,3,D198,"3-6,7-6(13),6-4",S. Dosedel,N. Lapentti,,,CZE,ECU,3-6,7-6(13),6-4,,,02:34:00,252,/en/stats/leaderboard?page=serve,2,5,61,71,117,63,45,71,52,24,46,56,5,9,15,250,/en/stats/leaderboard?page=serve,5,4,59,69,117,65,45,69,52,25,48,76,13,17,16,59,69,117,40,47,117,50,116,234,60,70,117,41,48,117,50,118,234,A,,,,13,11,,,,,S. Dosedel,N. Lapentti,D198,L290,CZE,ECU,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS097,R128,01:06:00,,F,2,H377,"6-3,6-2",D. Hrbaty,D. Vacek,,,SVK,CZE,6-3,6-2,,,,01:06:00,285,/en/stats/leaderboard?page=serve,1,5,56,33,59,64,21,33,73,19,26,0,0,1,9,191,/en/stats/leaderboard?page=serve,6,0,43,24,56,63,15,24,41,13,32,43,3,7,8,68,40,59,50,28,56,59,68,115,50,28,56,32,19,59,41,47,115,A,,,,,,,,,,D. Hrbaty,D. Vacek,H377,V141,SVK,CZE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS098,R128,01:44:00,,F,3,F165,"1-6,6-1,6-2",M. Filippini,I. Heuberger,,,URU,SUI,1-6,6-1,6-2,,,01:44:00,244,/en/stats/leaderboard?page=serve,1,2,64,50,78,64,32,50,43,12,28,40,2,5,11,210,/en/stats/leaderboard?page=serve,3,6,48,37,77,65,24,37,40,16,40,64,9,14,11,56,44,78,48,37,77,52,81,155,52,40,77,44,34,78,48,74,155,A,,,,,,,,,,M. Filippini,I. Heuberger,F165,H380,URU,SUI,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS101,R128,01:15:00,,F,2,C179,"6-1,6-4",C. Costa,D. Wheaton,,,ESP,USA,6-1,6-4,,,,01:15:00,263,/en/stats/leaderboard?page=serve,5,9,64,45,70,71,32,45,36,9,25,89,8,9,9,215,/en/stats/leaderboard?page=serve,4,3,77,43,56,58,25,43,31,4,13,64,7,11,8,59,41,70,48,27,56,54,68,126,52,29,56,41,29,70,46,58,126,A,,,,,,,,,,C. Costa,D. Wheaton,C179,W123,ESP,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS102,R128,01:43:00,,F,2,R186,"6-4,7-6(7)",G. Raoux,J. Novak,,,FRA,CZE,6-4,7-6(7),,,,01:43:00,220,/en/stats/leaderboard?page=serve,5,8,55,48,87,81,39,48,54,21,39,,0,,11,272,/en/stats/leaderboard?page=serve,5,10,61,54,88,72,39,54,44,15,34,86,6,7,11,69,60,87,39,34,88,54,94,175,61,54,88,31,27,87,46,81,175,A,,,,7,3,,,,,G. Raoux,J. Novak,R186,N254,FRA,CZE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS105,R128,02:14:00,,F,3,S559,"6-7(3),7-5,6-3",D. van Scheppingen,S. Draper,,,NED,AUS,6-7(3),7-5,6-3,,,02:14:00,265,/en/stats/leaderboard?page=serve,6,5,53,67,127,70,47,67,55,33,60,83,10,12,17,257,/en/stats/leaderboard?page=serve,1,7,58,69,120,65,45,69,53,27,51,56,5,9,16,63,80,127,40,48,120,52,128,247,60,72,120,37,47,127,48,119,247,A,,3,7,,,,,,,D. van Scheppingen,S. Draper,S559,D270,NED,AUS,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS106,R128,01:22:00,,F,2,N210,"6-2,7-6(7)",D. Nestor,N. Godwin,,,CAN,RSA,6-2,7-6(7),,,,01:22:00,265,/en/stats/leaderboard?page=serve,7,8,45,30,66,93,28,30,56,20,36,,0,,10,258,/en/stats/leaderboard?page=serve,2,5,63,43,68,72,31,43,40,10,25,67,4,6,10,73,48,66,40,27,68,56,75,134,60,41,68,27,18,66,44,59,134,A,,,,7,2,,,,,D. Nestor,N. Godwin,N210,G288,CAN,RSA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS109,R128,01:56:00,,F,3,T195,"6-7(4),6-2,7-5",M. Tebbutt,S. Stolle,,,AUS,AUS,6-7(4),6-2,7-5,,,01:56:00,269,/en/stats/leaderboard?page=serve,6,12,51,49,96,78,38,49,53,25,47,67,6,9,16,232,/en/stats/leaderboard?page=serve,4,3,53,51,97,61,31,51,57,26,46,40,4,10,16,66,63,96,41,40,97,53,103,193,59,57,97,34,33,96,47,90,193,A,,4,7,,,,,,,M. Tebbutt,S. Stolle,T195,S443,AUS,AUS,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS110,R128,01:50:00,,F,3,D249,"3-6,6-1,6-4",H. Dreekmann,T. Nydahl,,,GER,SWE,3-6,6-1,6-4,,,01:50:00,279,/en/stats/leaderboard?page=serve,7,13,45,39,87,82,32,39,54,26,48,83,5,6,13,248,/en/stats/leaderboard?page=serve,9,5,70,73,104,64,47,73,42,13,31,77,10,13,13,67,58,87,42,44,104,53,102,191,58,60,104,33,29,87,47,89,191,A,,,,,,,,,,H. Dreekmann,T. Nydahl,D249,N099,GER,SWE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS113,R128,01:14:00,,F,2,P269,"6-4,6-3",L. Paes,J. Salzenstein,,,IND,USA,6-4,6-3,,,,01:14:00,263,/en/stats/leaderboard?page=serve,3,5,66,48,73,71,34,48,64,16,25,,0,,10,273,/en/stats/leaderboard?page=serve,1,9,75,40,53,75,30,40,38,5,13,67,4,6,9,68,50,73,34,18,53,54,68,126,66,35,53,32,23,73,46,58,126,A,,,,,,,,,,L. Paes,J. Salzenstein,P269,S564,IND,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS114,R128,01:13:00,,F,2,W124,"6-3,6-2",M. Washington,J. Viloca-Puig,,,USA,ESP,6-3,6-2,,,,01:13:00,268,/en/stats/leaderboard?page=serve,4,5,49,31,63,77,24,31,53,17,32,80,4,5,9,206,/en/stats/leaderboard?page=serve,3,0,62,33,53,52,17,33,45,9,20,33,2,6,8,65,41,63,51,27,53,59,68,116,49,26,53,35,22,63,41,48,116,A,,,,,,,,,,M. Washington,J. Viloca-Puig,W124,V161,USA,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS117,R128,01:33:00,,F,3,M448,"2-6,6-3,6-4",B. MacPhie,A. Cherkasov,,,USA,RUS,2-6,6-3,6-4,,,01:33:00,282,/en/stats/leaderboard?page=serve,4,15,53,42,80,88,37,42,45,17,38,33,1,3,14,282,/en/stats/leaderboard?page=serve,4,3,60,42,70,71,30,42,68,19,28,67,4,6,13,68,54,80,30,21,70,50,75,150,70,49,70,33,26,80,50,75,150,A,,,,,,,,,,B. MacPhie,A. Cherkasov,M448,C260,USA,RUS,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS118,R128,01:23:00,,F,3,R177,"7-5,2-6,6-1",F. Roig,B. Ulihrach,,,ESP,CZE,7-5,2-6,6-1,,,01:23:00,208,/en/stats/leaderboard?page=serve,2,0,51,46,90,59,27,46,43,19,44,50,6,12,14,199,/en/stats/leaderboard?page=serve,4,3,57,39,69,67,26,39,30,9,30,0,0,7,13,51,46,90,49,34,69,50,80,159,51,35,69,49,44,90,50,79,159,A,,,,,,,,,,F. Roig,B. Ulihrach,R177,U032,ESP,CZE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS121,R128,01:08:00,,F,2,W035,"6-1,6-2",M. Woodforde,J. Gambill,,,AUS,USA,6-1,6-2,,,,01:08:00,279,/en/stats/leaderboard?page=serve,1,5,50,20,40,70,14,20,70,14,20,0,0,1,7,152,/en/stats/leaderboard?page=serve,4,1,44,28,64,50,14,28,36,13,36,60,9,15,8,70,28,40,58,37,64,63,65,104,42,27,64,30,12,40,38,39,104,A,,,,,,,,,,M. Woodforde,J. Gambill,W035,G352,AUS,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS122,R128,01:15:00,,F,2,S406,"7-5,6-4",G. Stafford,E. Benfele Alvarez,,,RSA,ESP,7-5,6-4,,,,01:15:00,285,/en/stats/leaderboard?page=serve,5,3,67,44,66,75,33,44,55,12,22,83,5,6,11,258,/en/stats/leaderboard?page=serve,3,3,65,37,57,76,28,37,45,9,20,67,6,9,11,68,45,66,35,20,57,53,65,123,65,37,57,32,21,66,47,58,123,A,,,,,,,,,,G. Stafford,E. Benfele Alvarez,S406,A190,RSA,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS125,R128,01:11:00,,F,2,S403,"6-3,6-3",J. Stark,O. Burrieza-Lopez,,,USA,ESP,6-3,6-3,,,,01:11:00,293,/en/stats/leaderboard?page=serve,,9,65,35,54,74,26,35,68,13,19,,0,,9,221,/en/stats/leaderboard?page=serve,4,0,62,31,50,71,22,31,26,5,19,25,1,4,9,72,39,54,46,23,50,60,62,104,54,27,50,28,15,54,40,42,104,A,False,,,,,,,,,J. Stark,O. Burrieza-Lopez,S403,B517,USA,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS126,R128,02:46:00,,F,3,D316,"7-6(8),5-7,7-6(7)",R. Delgado,B. Black,,,PAR,ZIM,7-6(8),5-7,7-6(7),,,02:46:00,267,/en/stats/leaderboard?page=serve,5,16,54,73,135,73,53,73,52,32,62,73,11,15,18,251,/en/stats/leaderboard?page=serve,6,3,58,93,160,74,69,93,39,26,67,84,16,19,18,63,85,135,41,65,160,51,150,295,59,95,160,37,50,135,49,145,295,A,,8,6,,,7,5,,,R. Delgado,B. Black,D316,B397,PAR,ZIM,,
