event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS001,F,02:23:00,,F,3,C344,"7-5,7-5,6-3",A. Corretja,M. Rios,,,ESP,CHI,7-5,7-5,6-3,,,02:23:00,258,/en/stats/leaderboard?page=serve,4,7,59,65,110,71,46,65,49,22,45,56,5,9,17,222,/en/stats/leaderboard?page=serve,1,2,57,54,94,48,26,54,60,24,40,22,2,9,16,62,68,110,47,44,94,55,112,204,53,50,94,38,42,110,45,92,204,A,,,,,,,,,A. Corretja,M. Rios,C344,R286,ESP,CHI,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS002,SF,01:24:00,,F,3,R286,"6-3,3-6,6-1",M. Rios,A. Berasategui,,,CHI,ESP,6-3,3-6,6-1,,,01:24:00,285,/en/stats/leaderboard?page=serve,2,7,62,46,74,80,37,46,54,15,28,71,5,7,13,251,/en/stats/leaderboard?page=serve,1,4,69,52,75,65,34,52,48,11,23,43,3,7,12,70,52,74,40,30,75,55,82,149,60,45,75,30,22,74,45,67,149,A,,,,,,,,,M. Rios,A. Berasategui,R286,B428,CHI,ESP,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS003,SF,02:01:00,,F,2,C344,"7-6(7),7-6(7)",A. Corretja,G. Ivanisevic,,,ESP,CRO,7-6(7),7-6(7),,,,02:01:00,294,/en/stats/leaderboard?page=serve,3,6,64,57,89,77,44,57,59,19,32,80,4,5,12,292,/en/stats/leaderboard?page=serve,,6,63,52,83,77,40,52,55,17,31,67,2,3,12,71,63,89,31,26,83,52,89,172,69,57,83,29,26,89,48,83,172,A,7,5,7,4,False,,,,A. Corretja,G. Ivanisevic,C344,I034,ESP,CRO,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS004,QF,00:16:00,,F,3,R286,"6-3,3-6,7-6(7)",M. Rios,J. Courier,,,CHI,USA,6-3,3-6,7-6(7),,,00:16:00,238,/en/stats/leaderboard?page=serve,2,5,46,45,97,56,25,45,67,35,52,44,4,9,15,239,/en/stats/leaderboard?page=serve,2,9,53,59,111,61,36,59,52,27,52,72,13,18,15,62,60,97,43,48,111,52,108,208,57,63,111,38,37,97,48,100,208,A,,,,,,7,4,,M. Rios,J. Courier,R286,C243,CHI,USA,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS005,QF,01:34:00,,F,2,B428,"7-5,7-5",A. Berasategui,M. Goellner,,,ESP,GER,7-5,7-5,,,,01:34:00,279,/en/stats/leaderboard?page=serve,2,3,74,51,69,71,36,51,50,9,18,75,6,8,12,231,/en/stats/leaderboard?page=serve,2,6,46,40,87,70,28,40,45,21,47,69,9,13,12,65,45,69,44,38,87,53,83,156,56,49,87,35,24,69,47,73,156,A,,,,,,,,,A. Berasategui,M. Goellner,B428,G252,ESP,GER,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS006,QF,01:08:00,,F,2,I034,"6-4,6-4",G. Ivanisevic,S. Draper,,,CRO,AUS,6-4,6-4,,,,01:08:00,279,/en/stats/leaderboard?page=serve,1,5,51,31,61,74,23,31,70,21,30,,0,,10,270,/en/stats/leaderboard?page=serve,1,5,56,30,54,80,24,30,50,12,24,0,0,2,10,72,44,61,33,18,54,54,62,115,67,36,54,28,17,61,46,53,115,A,,,,,,,,,G. Ivanisevic,S. Draper,I034,D270,CRO,AUS,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS007,QF,02:19:00,,F,3,C344,"4-6,7-5,6-3",A. Corretja,K. Alami,,,ESP,MAR,4-6,7-5,6-3,,,02:19:00,267,/en/stats/leaderboard?page=serve,,5,61,56,92,73,41,56,53,19,36,56,5,9,16,231,/en/stats/leaderboard?page=serve,3,3,46,39,85,69,27,39,50,23,46,17,1,6,15,65,60,92,41,35,85,54,95,177,59,50,85,35,32,92,46,82,177,A,,,,,,,,False,A. Corretja,K. Alami,C344,A203,ESP,MAR,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS008,R16,01:45:00,,F,2,C243,"7-6(7),6-3",J. Courier,M. Rosset,,,USA,SUI,7-6(7),6-3,,,,01:45:00,256,/en/stats/leaderboard?page=serve,3,5,63,45,72,78,35,45,63,17,27,,0,,10,275,/en/stats/leaderboard?page=serve,4,6,59,41,69,76,31,41,57,16,28,33,1,3,11,72,52,72,32,22,69,52,74,141,68,47,69,28,20,72,48,67,141,A,7,5,,,,,,,J. Courier,M. Rosset,C243,R214,USA,SUI,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS009,R16,01:56:00,,F,3,R286,"4-6,7-5,6-4",M. Rios,M. Larsson,,,CHI,SWE,4-6,7-5,6-4,,,01:56:00,225,/en/stats/leaderboard?page=serve,6,2,39,40,103,70,28,40,52,33,63,58,7,12,16,232,/en/stats/leaderboard?page=serve,1,3,58,55,95,62,34,55,48,19,40,40,4,10,16,59,61,103,44,42,95,52,103,198,56,53,95,41,42,103,48,95,198,A,,,,,,,,,M. Rios,M. Larsson,R286,L206,CHI,SWE,,
416,1997,ATP Masters 1000 Rome,1000,1997-05-12T00:00:00,1997-05-18T00:00:00,Clay,64,2050000,$,MS010,R16,00:56:00,,F,2,B428,"6-3,6-2",A. Berasategui,Y. Kafelnikov,,,ESP,RUS,6-3,6-2,,,,00:56:00,281,/en/stats/leaderboard?page=serve,3,1,53,23,43,83,19,23,60,12,20,67,2,3,8,202,/en/stats/leaderboard?page=serve,2,3,62,33,53,55,18,33,40,8,20,29,2,7,9,72,31,43,51,27,53,60,58,96,49,26,53,28,12,43,40,38,96,A,,,,,,,,,A. Berasategui,Y. Kafelnikov,B428,K267,ESP,RUS,,
