event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS001,F,01:27:00,,F,3,B428,"3-6,6-1,6-3",A. Berasategui,T. Muster,,,ESP,AUT,3-6,6-1,6-3,,,01:27:00,255,/en/stats/leaderboard?page=serve,4,3,74,56,76,61,34,56,55,11,20,33,2,6,12,202,/en/stats/leaderboard?page=serve,1,1,57,43,75,58,25,43,41,13,32,42,5,12,13,59,45,76,49,37,75,54,82,151,51,38,75,41,31,76,46,69,151,A,,,,,,,,A. Berasategui,T. Muster,B428,M099,ESP,AUT,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS002,SF,01:51:00,,F,3,M099,"3-6,6-2,6-4",T. Muster,K. Alami,,,AUT,MAR,3-6,6-2,6-4,,,01:51:00,251,/en/stats/leaderboard?page=serve,1,3,77,74,96,53,39,74,55,12,22,62,8,13,14,214,/en/stats/leaderboard?page=serve,3,3,59,52,88,63,33,52,39,14,36,40,4,10,13,53,51,96,47,41,88,50,92,184,53,47,88,47,45,96,50,92,184,A,,,,,,,,T. Muster,K. Alami,M099,A203,AUT,MAR,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS003,SF,00:48:00,,F,2,B428,"6-1,6-1",A. Berasategui,C. Moya,,,ESP,ESP,6-1,6-1,,,,00:48:00,250,/en/stats/leaderboard?page=serve,,1,78,28,36,71,20,28,100,8,8,0,0,,7,174,/en/stats/leaderboard?page=serve,2,1,64,47,73,60,28,47,23,6,26,50,5,10,7,78,28,36,53,39,73,61,67,109,47,34,73,,0,,,0,,A,False,,,,,,,A. Berasategui,C. Moya,B428,M605,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS004,QF,01:48:00,,F,3,A203,"3-6,7-5,6-1",K. Alami,F. Mantilla,,,MAR,ESP,3-6,7-5,6-1,,,01:48:00,258,/en/stats/leaderboard?page=serve,3,3,62,55,89,71,39,55,47,16,34,57,4,7,14,245,/en/stats/leaderboard?page=serve,1,0,77,61,79,61,37,61,44,8,18,55,6,11,14,62,55,89,43,34,79,53,89,168,57,45,79,38,34,89,47,79,168,A,,,,,,,,K. Alami,F. Mantilla,A203,M535,MAR,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS005,QF,01:24:00,,F,2,M099,"6-4,6-4",T. Muster,A. Costa,,,AUT,ESP,6-4,6-4,,,,01:24:00,236,/en/stats/leaderboard?page=serve,4,1,51,31,61,81,25,31,37,11,30,57,4,7,10,203,/en/stats/leaderboard?page=serve,5,1,69,57,83,61,35,57,27,7,26,58,7,12,10,59,36,61,49,41,83,53,77,144,51,42,83,41,25,61,47,67,144,A,,,,,,,,T. Muster,A. Costa,M099,C378,AUT,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS006,QF,01:49:00,,F,3,B428,"3-6,6-4,6-3",A. Berasategui,J. Marin,,,ESP,CRC,3-6,6-4,6-3,,,01:49:00,247,/en/stats/leaderboard?page=serve,3,1,74,59,80,66,39,59,38,8,21,43,3,7,14,238,/en/stats/leaderboard?page=serve,3,0,70,79,113,54,43,79,53,18,34,69,11,16,14,59,47,80,46,52,113,51,99,193,54,61,113,41,33,80,49,94,193,A,,,,,,,,A. Berasategui,J. Marin,B428,M578,ESP,CRC,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS007,QF,02:18:00,,F,3,M605,"7-6(7),6-7(5),6-2",C. Moya,C. Costa,,,ESP,ESP,7-6(7),6-7(5),6-2,,,02:18:00,251,/en/stats/leaderboard?page=serve,4,4,46,51,110,73,37,51,51,30,59,57,4,7,16,238,/en/stats/leaderboard?page=serve,2,2,52,55,105,64,35,55,54,27,50,55,6,11,16,61,67,110,41,43,105,51,110,215,59,62,105,39,43,110,49,105,215,A,,7,3,5,7,,,C. Moya,C. Costa,M605,C179,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS008,R16,01:52:00,,F,3,M535,"6-1,1-6,7-6(8)",F. Mantilla,A. Gaudenzi,,,ESP,ITA,6-1,1-6,7-6(8),,,01:52:00,241,/en/stats/leaderboard?page=serve,4,1,67,64,95,69,44,64,39,12,31,67,8,12,13,246,/en/stats/leaderboard?page=serve,3,1,66,50,76,78,39,50,35,9,26,20,1,5,13,59,56,95,37,28,76,49,84,171,63,48,76,41,39,95,51,87,171,A,,,,,,8,6,F. Mantilla,A. Gaudenzi,M535,G254,ESP,ITA,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS009,R16,02:28:00,,F,3,A203,"6-4,4-6,7-6(12)",K. Alami,S. Dosedel,,,MAR,CZE,6-4,4-6,7-6(12),,,02:28:00,225,/en/stats/leaderboard?page=serve,1,2,59,63,106,60,38,63,49,21,43,50,7,14,16,221,/en/stats/leaderboard?page=serve,4,1,66,87,131,57,50,87,45,20,44,70,16,23,16,56,59,106,47,61,131,51,120,237,53,70,131,44,47,106,49,117,237,A,,,,,,12,10,K. Alami,S. Dosedel,A203,D198,MAR,CZE,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS010,R16,00:57:00,,F,2,C378,"6-3,6-4",A. Costa,J. Novak,,,ESP,CZE,6-3,6-4,,,,00:57:00,283,/en/stats/leaderboard?page=serve,1,1,71,39,55,74,29,39,50,8,16,80,4,5,9,206,/en/stats/leaderboard?page=serve,1,0,58,32,55,56,18,32,43,10,23,64,7,11,8,67,37,55,49,27,55,58,64,110,51,28,55,33,18,55,42,46,110,A,,,,,,,,A. Costa,J. Novak,C378,N254,ESP,CZE,,
