event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS011,R16,01:34:00,,F,2,M099,"7-5,6-3",T. Muster,F. Meligeni,,,AUT,BRA,7-5,6-3,,,,01:34:00,271,/en/stats/leaderboard?page=serve,4,2,63,43,68,77,33,43,52,13,25,71,5,7,11,219,/en/stats/leaderboard?page=serve,2,0,58,42,73,55,23,42,48,15,31,64,7,11,10,68,46,68,48,35,73,57,81,141,52,38,73,32,22,68,43,60,141,A,,,,,,,,T. Muster,F. Meligeni,M099,M443,AUT,BRA,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS012,R16,01:10:00,,F,2,M578,"6-2,6-4",J. Marin,J. Alonso,,,CRC,ESP,6-2,6-4,,,,01:10:00,283,/en/stats/leaderboard?page=serve,,1,68,40,59,68,27,40,58,11,19,83,5,6,9,206,/en/stats/leaderboard?page=serve,4,3,47,27,58,63,17,27,42,13,31,43,3,7,9,64,38,59,48,28,58,56,66,117,52,30,58,36,21,59,44,51,117,A,False,,,,,,,J. Marin,J. Alonso,M578,A272,CRC,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS013,R16,01:49:00,,F,3,B428,"6-4,5-7,7-5",A. Berasategui,F. Dewulf,,,ESP,BEL,6-4,5-7,7-5,,,01:49:00,256,/en/stats/leaderboard?page=serve,1,5,80,75,94,61,46,75,47,9,19,25,2,8,17,224,/en/stats/leaderboard?page=serve,3,1,63,69,109,57,39,69,48,19,40,61,11,18,17,59,55,94,47,51,109,52,106,203,53,58,109,41,39,94,48,97,203,A,,,,,,,,A. Berasategui,F. Dewulf,B428,D228,ESP,BEL,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS014,R16,03:03:00,,F,3,C179,"6-2,3-6,6-2",C. Costa,J. Viloca-Puig,,,ESP,ESP,6-2,3-6,6-2,,,03:03:00,246,/en/stats/leaderboard?page=serve,3,3,60,54,90,67,36,54,44,16,36,77,10,13,12,209,/en/stats/leaderboard?page=serve,7,0,54,44,81,55,24,44,54,20,37,54,7,13,13,58,52,90,46,37,81,52,89,171,54,44,81,42,38,90,48,82,171,A,,,,,,,,C. Costa,J. Viloca-Puig,C179,V161,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS015,R16,00:58:00,,F,2,M605,"6-3,6-2",C. Moya,M. Goellner,,,ESP,GER,6-3,6-2,,,,00:58:00,281,/en/stats/leaderboard?page=serve,,1,67,32,48,75,24,32,63,10,16,,0,,8,212,/en/stats/leaderboard?page=serve,6,5,51,36,71,58,21,36,49,17,35,60,6,10,9,71,34,48,46,33,71,56,67,119,54,38,71,29,14,48,44,52,119,A,False,,,,,,,C. Moya,M. Goellner,M605,G252,ESP,GER,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS016,R32,01:06:00,,F,2,M535,"6-1,6-3",F. Mantilla,J. Sanchez,,,ESP,ESP,6-1,6-3,,,,01:06:00,289,/en/stats/leaderboard?page=serve,2,1,70,33,47,76,25,33,57,8,14,67,2,3,8,177,/en/stats/leaderboard?page=serve,3,2,54,29,54,55,16,29,32,8,25,62,8,13,8,70,33,47,56,30,54,62,63,101,44,24,54,30,14,47,38,38,101,A,,,,,,,,F. Mantilla,J. Sanchez,M535,S015,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS017,R32,01:59:00,,F,2,G254,"7-6(7),6-4",A. Gaudenzi,G. Blanco,,,ITA,ESP,7-6(7),6-4,,,,01:59:00,266,/en/stats/leaderboard?page=serve,2,2,69,69,100,58,40,69,58,18,31,82,9,11,11,234,/en/stats/leaderboard?page=serve,4,2,51,49,97,61,30,49,52,25,48,73,8,11,11,58,58,100,43,42,97,51,100,197,57,55,97,42,42,100,49,97,197,A,,7,4,,,,,A. Gaudenzi,G. Blanco,G254,B518,ITA,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS018,R32,00:48:00,,F,2,D198,"6-1,3-0",S. Dosedel,T. Nydahl,,,CZE,SWE,6-1,3-0,,,,00:48:00,254,/en/stats/leaderboard?page=serve,2,0,63,30,48,60,18,30,50,9,18,83,5,6,6,117,/en/stats/leaderboard?page=serve,5,0,66,23,35,48,11,23,8,1,12,17,1,6,5,56,27,48,66,23,35,60,50,83,34,12,35,44,21,48,40,33,83,A,,,,,,,,S. Dosedel,T. Nydahl,D198,N099,CZE,SWE,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS019,R32,01:21:00,,F,2,A203,"6-4,6-3",K. Alami,F. Clavet,,,MAR,ESP,6-4,6-3,,,,01:21:00,245,/en/stats/leaderboard?page=serve,5,1,47,27,57,85,23,27,40,12,30,50,2,4,9,202,/en/stats/leaderboard?page=serve,4,0,59,40,68,68,27,40,29,8,28,50,5,10,10,61,35,57,49,33,68,54,68,125,51,35,68,39,22,57,46,57,125,A,,,,,,,,K. Alami,F. Clavet,A203,C252,MAR,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS020,R32,01:07:00,,F,2,C378,"7-6(9),6-0",A. Costa,J. Burillo,,,ESP,ESP,7-6(9),6-0,,,,01:07:00,286,/en/stats/leaderboard?page=serve,1,4,61,37,61,76,28,37,58,14,24,50,1,2,9,202,/en/stats/leaderboard?page=serve,2,2,47,26,55,62,16,26,38,11,29,20,1,5,9,69,42,61,51,28,55,60,70,116,49,27,55,31,19,61,40,46,116,A,,9,7,,,,,A. Costa,J. Burillo,C378,B429,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS021,R32,01:49:00,,F,3,N254,"4-6,6-0,7-6(7)",J. Novak,H. Arazi,,,CZE,MAR,4-6,6-0,7-6(7),,,01:49:00,251,/en/stats/leaderboard?page=serve,2,2,66,65,99,58,38,65,56,19,34,79,15,19,14,207,/en/stats/leaderboard?page=serve,2,3,43,45,105,64,29,45,42,25,60,60,9,15,14,58,57,99,49,51,105,53,108,204,51,54,105,42,42,99,47,96,204,A,,,,,,7,3,J. Novak,H. Arazi,N254,A226,CZE,MAR,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS022,R32,01:07:00,,F,2,M443,"6-3,6-0",F. Meligeni,N. Marques,,,BRA,POR,6-3,6-0,,,,01:07:00,279,/en/stats/leaderboard?page=serve,1,1,69,34,49,76,26,34,47,7,15,,0,,8,186,/en/stats/leaderboard?page=serve,6,0,56,31,55,65,20,31,29,7,24,60,6,10,7,67,33,49,51,28,55,59,61,104,49,27,55,33,16,49,41,43,104,A,,,,,,,,F. Meligeni,N. Marques,M443,M197,BRA,POR,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS023,R32,01:12:00,,F,2,M099,"7-5,6-1",T. Muster,D. Pescariu,,,AUT,ROU,7-5,6-1,,,,01:12:00,302,/en/stats/leaderboard?page=serve,1,5,61,30,49,70,21,30,79,15,19,75,3,4,9,215,/en/stats/leaderboard?page=serve,2,2,76,63,83,54,34,63,35,7,20,75,15,20,10,73,36,49,51,42,83,59,78,132,49,41,83,27,13,49,41,54,132,A,,,,,,,,T. Muster,D. Pescariu,M099,P254,AUT,ROU,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS024,R32,01:46:00,,F,3,A272,"6-2,5-7,6-0",J. Alonso,F. Santoro,,,ESP,FRA,6-2,5-7,6-0,,,01:46:00,269,/en/stats/leaderboard?page=serve,5,3,56,47,84,74,35,47,57,21,37,75,6,8,13,207,/en/stats/leaderboard?page=serve,3,2,49,45,92,51,23,45,55,26,47,63,10,16,13,67,56,84,47,43,92,56,99,176,53,49,92,33,28,84,44,77,176,A,,,,,,,,J. Alonso,F. Santoro,A272,S424,ESP,FRA,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS026,R32,01:23:00,,F,2,D228,"7-6(7),6-3",F. Dewulf,R. Fromberg,,,BEL,AUS,7-6(7),6-3,,,,01:23:00,285,/en/stats/leaderboard?page=serve,2,0,55,34,62,85,29,34,57,16,28,67,2,3,11,256,/en/stats/leaderboard?page=serve,5,4,54,41,76,66,27,41,57,20,35,71,5,7,10,73,45,62,38,29,76,54,74,138,62,47,76,27,17,62,46,64,138,A,,7,4,,,,,F. Dewulf,R. Fromberg,D228,F164,BEL,AUS,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS027,R32,01:08:00,,F,2,B428,"6-4,6-4",A. Berasategui,J. Munoz-Hernandez,,,ESP,ESP,6-4,6-4,,,,01:08:00,280,/en/stats/leaderboard?page=serve,4,4,67,49,73,65,32,49,58,14,24,92,11,12,10,240,/en/stats/leaderboard?page=serve,1,4,63,38,60,68,26,38,36,8,22,70,7,10,10,63,46,73,43,26,60,54,72,133,57,34,60,37,27,73,46,61,133,A,,,,,,,,A. Berasategui,J. Munoz-Hernandez,B428,M478,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS028,R32,01:43:00,,F,2,V161,"7-6(7),6-3",J. Viloca-Puig,A. Portas,,,ESP,ESP,7-6(7),6-3,,,,01:43:00,263,/en/stats/leaderboard?page=serve,,3,56,42,75,69,29,42,55,18,33,80,8,10,10,222,/en/stats/leaderboard?page=serve,2,0,52,43,82,65,28,43,44,17,39,60,6,10,11,63,47,75,45,37,82,54,84,157,55,45,82,37,28,75,46,73,157,A,False,7,5,,,,,J. Viloca-Puig,A. Portas,V161,P305,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS029,R32,01:05:00,,F,2,C179,"6-3,6-3",C. Costa,A. Martin,,,ESP,ESP,6-3,6-3,,,,01:05:00,274,/en/stats/leaderboard?page=serve,3,2,73,33,45,67,22,33,58,7,12,0,0,2,9,204,/en/stats/leaderboard?page=serve,3,2,62,34,55,56,19,34,43,9,21,38,3,8,9,64,29,45,49,27,55,56,56,100,51,28,55,36,16,45,44,44,100,A,,,,,,,,C. Costa,A. Martin,C179,M590,ESP,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS030,R32,01:34:00,,F,2,G252,"6-4,7-5",M. Goellner,J. Imaz-Ruiz,,,GER,ESP,6-4,7-5,,,,01:34:00,263,/en/stats/leaderboard?page=serve,4,5,43,32,75,78,25,32,51,22,43,90,9,10,11,258,/en/stats/leaderboard?page=serve,1,0,77,50,65,70,35,50,40,6,15,57,4,7,11,63,47,75,37,24,65,51,71,140,63,41,65,37,28,75,49,69,140,A,,,,,,,,M. Goellner,J. Imaz-Ruiz,G252,I047,GER,ESP,,
468,1998,Estoril,WS,1998-04-06T00:00:00,1998-04-12T00:00:00,Clay,32,600000,$,MS031,R32,01:40:00,,F,3,M605,"6-3,4-6,6-4",C. Moya,B. Ulihrach,,,ESP,CZE,6-3,4-6,6-4,,,01:40:00,265,/en/stats/leaderboard?page=serve,2,4,52,45,87,71,32,45,60,25,42,63,5,8,15,253,/en/stats/leaderboard?page=serve,4,3,61,48,79,67,32,48,55,17,31,33,2,6,14,66,57,87,38,30,79,52,87,166,62,49,79,34,30,87,48,79,166,A,,,,,,,,C. Moya,B. Ulihrach,M605,U032,ESP,CZE,,
