event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS001,F,01:58:00,,F,3,K293,"4-6,6-2,6-4",G. Kuerten,K. Kucera,,,BRA,SVK,4-6,6-2,6-4,,,01:58:00,259,/en/stats/leaderboard?page=serve,2,5,49,40,81,78,31,40,51,21,41,50,3,6,14,218,/en/stats/leaderboard?page=serve,8,7,46,51,111,59,30,51,50,30,60,71,12,17,14,64,52,81,46,51,111,54,103,192,54,60,111,36,29,81,46,89,192,A,,,,,,,,,G. Kuerten,K. Kucera,K293,K237,BRA,SVK,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS002,SF,02:19:00,,F,3,K237,"6-1,6-7(8),6-4",K. Kucera,M. Rios,,,SVK,CHI,6-1,6-7(8),6-4,,,02:19:00,291,/en/stats/leaderboard?page=serve,2,5,61,62,101,73,45,62,62,24,39,91,10,11,14,230,/en/stats/leaderboard?page=serve,6,4,52,59,113,58,34,59,56,30,54,69,11,16,15,68,69,101,43,49,113,55,118,214,57,64,113,32,32,101,45,96,214,A,8,10,,,,,,,K. Kucera,M. Rios,K237,R286,SVK,CHI,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS003,SF,01:23:00,,F,2,K293,"7-6(8),6-4",G. Kuerten,C. Moya,,,BRA,ESP,7-6(8),6-4,,,,01:23:00,224,/en/stats/leaderboard?page=serve,3,3,51,39,76,64,25,39,46,17,37,20,1,5,11,211,/en/stats/leaderboard?page=serve,2,7,51,37,73,57,21,37,44,16,36,29,2,7,11,55,42,76,49,36,73,52,78,149,51,37,73,45,34,76,48,71,149,A,,,8,6,,,,,G. Kuerten,C. Moya,K293,M605,BRA,ESP,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS004,QF,00:49:00,,F,2,R286,"6-2,6-0",M. Rios,B. Becker,,,CHI,GER,6-2,6-0,,,,00:49:00,241,/en/stats/leaderboard?page=serve,,6,59,19,32,84,16,19,92,12,13,0,0,,7,163,/en/stats/leaderboard?page=serve,1,2,50,19,38,58,11,19,26,5,19,44,4,9,7,88,28,32,58,22,38,71,50,70,42,16,38,13,4,32,29,20,70,A,,,,,False,,,,M. Rios,B. Becker,R286,B028,CHI,GER,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS005,QF,01:23:00,,F,2,K237,"6-4,6-4",K. Kucera,B. Ulihrach,,,SVK,CZE,6-4,6-4,,,,01:23:00,256,/en/stats/leaderboard?page=serve,3,4,63,51,81,69,35,51,43,13,30,78,7,9,10,228,/en/stats/leaderboard?page=serve,1,3,60,35,58,63,22,35,43,10,23,56,5,9,10,59,48,81,45,26,58,53,74,139,55,32,58,41,33,81,47,65,139,A,,,,,,,,,K. Kucera,B. Ulihrach,K237,U032,SVK,CZE,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS006,QF,01:20:00,,F,2,K293,"7-5,6-0",G. Kuerten,A. Costa,,,BRA,ESP,7-5,6-0,,,,01:20:00,267,/en/stats/leaderboard?page=serve,1,6,48,29,61,76,22,29,50,16,32,67,2,3,9,198,/en/stats/leaderboard?page=serve,1,3,53,38,72,61,23,38,38,13,34,38,3,8,9,62,38,61,50,36,72,56,74,133,50,36,72,38,23,61,44,59,133,A,,,,,,,,,G. Kuerten,A. Costa,K293,C378,BRA,ESP,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS007,QF,01:51:00,,F,3,M605,"3-6,6-3,6-2",C. Moya,F. Vicente,,,ESP,ESP,3-6,6-3,6-2,,,01:51:00,228,/en/stats/leaderboard?page=serve,1,3,52,44,84,68,30,44,45,18,40,38,3,8,13,197,/en/stats/leaderboard?page=serve,2,0,60,56,94,54,30,56,39,15,38,59,10,17,13,57,48,84,52,49,94,54,97,178,48,45,94,43,36,84,46,81,178,A,,,,,,,,,C. Moya,F. Vicente,M605,V195,ESP,ESP,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS008,R16,01:07:00,,F,2,R286,"6-3,6-4",M. Rios,H. Dreekmann,,,CHI,GER,6-3,6-4,,,,01:07:00,276,/en/stats/leaderboard?page=serve,2,3,52,34,65,65,22,34,68,21,31,80,4,5,10,242,/en/stats/leaderboard?page=serve,2,6,62,33,53,70,23,33,40,8,20,40,2,5,9,66,43,65,42,22,53,55,65,118,58,31,53,34,22,65,45,53,118,A,,,,,,,,,M. Rios,H. Dreekmann,R286,D249,CHI,GER,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS009,R16,02:08:00,,F,2,B028,"7-6(7),7-5",B. Becker,F. Mantilla,,,GER,ESP,7-6(7),7-5,,,,02:08:00,300,/en/stats/leaderboard?page=serve,2,16,57,44,77,80,35,44,58,19,33,80,4,5,12,275,/en/stats/leaderboard?page=serve,1,5,72,75,104,57,43,75,59,17,29,82,9,11,12,70,54,77,42,44,104,54,98,181,58,60,104,30,23,77,46,83,181,A,,,7,2,,,,,B. Becker,F. Mantilla,B028,M535,GER,ESP,,
321,1998,Stuttgart-1,CS,1998-07-20T00:00:00,1998-07-26T00:00:00,Clay,48,915000,$,MS010,R16,01:32:00,,F,2,U032,"7-6(7),6-2",B. Ulihrach,F. Clavet,,,CZE,ESP,7-6(7),6-2,,,,01:32:00,254,/en/stats/leaderboard?page=serve,,3,72,52,72,69,36,52,40,8,20,57,4,7,10,214,/en/stats/leaderboard?page=serve,4,3,69,55,80,56,31,55,40,10,25,50,5,10,10,61,44,72,49,39,80,55,83,152,51,41,80,39,28,72,45,69,152,A,,,7,5,False,,,,B. Ulihrach,F. Clavet,U032,C252,CZE,ESP,,
