event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS001,F,01:28:00,,F,2,M535,"6-3,7-5",F. Mantilla,A. Costa,,,ESP,ESP,6-3,7-5,,,,01:28:00,297,/en/stats/leaderboard?page=serve,1,3,58,33,57,76,25,33,71,17,24,67,2,3,10,245,/en/stats/leaderboard?page=serve,1,2,65,41,63,61,25,41,55,12,22,60,6,10,11,74,42,57,41,26,63,57,68,120,59,37,63,26,15,57,43,52,120,A,,,,,,,,,F. Mantilla,A. Costa,M535,C378,ESP,ESP,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS002,SF,00:55:00,,F,2,M535,"6-4,6-2",F. Mantilla,M. Goellner,,,ESP,GER,6-4,6-2,,,,00:55:00,228,/en/stats/leaderboard?page=serve,,8,63,29,46,86,25,29,71,12,17,0,0,,9,240,/en/stats/leaderboard?page=serve,2,9,52,25,48,76,19,25,39,9,23,40,2,5,9,80,37,46,42,20,48,61,57,94,58,28,48,20,9,46,39,37,94,A,False,,,,,,,,F. Mantilla,M. Goellner,M535,G252,ESP,GER,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS003,SF,01:23:00,,F,2,C378,"7-6(7),6-0",A. Costa,V. Santopadre,,,ESP,ITA,7-6(7),6-0,,,,01:23:00,295,/en/stats/leaderboard?page=serve,2,4,71,45,63,73,33,45,72,13,18,,0,,9,234,/en/stats/leaderboard?page=serve,2,4,62,40,65,80,32,40,24,6,25,67,6,9,9,73,46,63,42,27,65,57,73,128,58,38,65,27,17,63,43,55,128,A,,7,3,,,,,,A. Costa,V. Santopadre,C378,S413,ESP,ITA,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS004,QF,01:01:00,,F,2,G252,"6-4,6-3",M. Goellner,A. Berasategui,,,GER,ESP,6-4,6-3,,,,01:01:00,283,/en/stats/leaderboard?page=serve,3,6,52,29,56,79,23,29,59,16,27,50,1,2,10,262,/en/stats/leaderboard?page=serve,,1,75,38,51,58,22,38,62,8,13,50,3,6,9,70,39,56,41,21,51,56,60,107,59,30,51,30,17,56,44,47,107,A,,,,False,,,,,M. Goellner,A. Berasategui,G252,B428,GER,ESP,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS005,QF,02:12:00,,F,3,M535,"6-7(6),6-4,6-4",F. Mantilla,S. Koubek,,,ESP,AUT,6-7(6),6-4,6-4,,,02:12:00,240,/en/stats/leaderboard?page=serve,5,0,51,56,109,70,39,56,49,26,53,67,8,12,16,245,/en/stats/leaderboard?page=serve,4,3,66,62,94,65,40,62,53,17,32,14,1,7,16,60,65,109,39,37,94,50,102,203,61,57,94,40,44,109,50,101,203,A,,6,8,,,,,,F. Mantilla,S. Koubek,M535,K310,ESP,AUT,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS006,QF,01:16:00,,F,2,S413,"6-3,6-3",V. Santopadre,A. Lopez Moron,,,ITA,ESP,6-3,6-3,,,,01:16:00,251,/en/stats/leaderboard?page=serve,3,2,48,25,52,64,16,25,63,17,27,60,3,5,9,196,/en/stats/leaderboard?page=serve,2,0,54,29,54,52,15,29,48,12,25,38,3,8,9,63,33,52,50,27,54,57,60,106,50,27,54,37,19,52,43,46,106,A,,,,,,,,,V. Santopadre,A. Lopez Moron,S413,L231,ITA,ESP,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS007,QF,02:01:00,,F,3,C378,"4-6,6-3,7-6(7)",A. Costa,A. Clement,,,ESP,FRA,4-6,6-3,7-6(7),,,02:01:00,263,/en/stats/leaderboard?page=serve,2,2,65,59,91,69,41,59,56,18,32,43,3,7,15,254,/en/stats/leaderboard?page=serve,3,5,61,59,97,68,40,59,55,21,38,44,4,9,16,65,59,91,37,36,97,51,95,188,63,61,97,35,32,91,49,93,188,A,,,,,7,2,,,A. Costa,A. Clement,C378,C487,ESP,FRA,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS008,R16,01:56:00,,F,3,B428,"6-3,4-6,6-4",A. Berasategui,M. Rodriguez,,,ESP,ARG,6-3,4-6,6-4,,,01:56:00,263,/en/stats/leaderboard?page=serve,4,1,81,91,113,62,56,91,50,11,22,76,13,17,15,228,/en/stats/leaderboard?page=serve,8,11,61,55,90,69,38,55,31,11,35,50,5,10,14,59,67,113,46,41,90,53,108,203,54,49,90,41,46,113,47,95,203,A,,,,,,,,,A. Berasategui,M. Rodriguez,B428,R251,ESP,ARG,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS009,R16,01:25:00,,F,2,G252,"7-6(7),6-2",M. Goellner,T. Nydahl,,,GER,SWE,7-6(7),6-2,,,,01:25:00,287,/en/stats/leaderboard?page=serve,5,14,59,39,66,85,33,39,44,12,27,83,5,6,10,264,/en/stats/leaderboard?page=serve,,0,83,63,76,57,36,63,54,7,13,57,4,7,10,68,45,66,43,33,76,55,78,142,57,43,76,32,21,66,45,64,142,A,,7,3,False,,,,,M. Goellner,T. Nydahl,G252,N099,GER,SWE,,
620,1998,Bournemouth,WS,1998-09-14T00:00:00,1998-09-20T00:00:00,Clay,32,375000,$,MS010,R16,01:16:00,,F,2,M535,"7-5,6-2",F. Mantilla,J. Burillo,,,ESP,ESP,7-5,6-2,,,,01:16:00,279,/en/stats/leaderboard?page=serve,3,7,47,28,60,82,23,28,56,18,32,0,0,1,10,218,/en/stats/leaderboard?page=serve,1,6,42,24,57,63,15,24,48,16,33,20,1,5,10,68,41,60,46,26,57,57,67,117,54,31,57,32,19,60,43,50,117,A,,,,,,,,,F. Mantilla,J. Burillo,M535,B429,ESP,ESP,,
