event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS033,R64,00:59:00,,F,2,H355,"6-0,6-3",T. Haas,L. Horna,,,GER,PER,6-0,6-3,,,,00:59:00,,,,,,,299,/en/stats/leaderboard?page=serve,3,5,59,27,46,85,23,27,53,10,19,100,2,2,8,194,/en/stats/leaderboard?page=serve,7,5,64,27,42,70,19,27,20,3,15,50,4,8,7,72,33,46,48,20,42,60,53,88,52,22,42,28,13,46,40,35,88,A,T. Haas,L. Horna,H355,H390,GER,PER,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS034,R64,01:18:00,,F,2,A511,"6-4,6-4",I. Andreev,G. Bastl,,,RUS,SUI,6-4,6-4,,,,01:18:00,,,,,,,287,/en/stats/leaderboard?page=serve,0,4,57,29,51,69,20,29,77,17,22,50,2,4,10,220,/en/stats/leaderboard?page=serve,1,2,59,36,61,64,23,36,36,9,25,43,3,7,10,73,37,51,48,29,61,59,66,112,52,32,61,27,14,51,41,46,112,A,I. Andreev,G. Bastl,A511,B503,RUS,SUI,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS035,R64,01:27:00,,F,2,T315,"6-3,7-6(7)",D. Tursunov,J. Ferrero,,,RUS,ESP,6-3,7-6(7),,,,01:27:00,,,7,0,,,286,/en/stats/leaderboard?page=serve,3,5,56,40,71,70,28,40,68,21,31,75,3,4,11,253,/en/stats/leaderboard?page=serve,4,5,59,41,70,68,28,41,45,13,29,0,0,2,10,69,49,71,41,29,70,55,78,141,59,41,70,31,22,71,45,63,141,A,D. Tursunov,J. Ferrero,T315,F316,RUS,ESP,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS036,R64,00:54:00,,F,2,B676,"6-0,6-0",J. Blake,C. Berlocq,,,USA,ARG,6-0,6-0,,,,00:54:00,,,,,,,308,/en/stats/leaderboard?page=serve,1,2,60,21,35,76,16,21,71,10,14,100,2,2,6,115,/en/stats/leaderboard?page=serve,4,1,50,22,44,50,11,22,18,4,22,50,6,12,6,74,26,35,66,29,44,70,55,79,34,15,44,26,9,35,30,24,79,A,J. Blake,C. Berlocq,B676,B884,USA,ARG,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS037,R64,01:31:00,,F,2,N289,"6-4,7-6(7)",J. Nieminen,M. Philippoussis,,,FIN,AUS,6-4,7-6(7),,,,01:31:00,,,7,3,,,285,/en/stats/leaderboard?page=serve,2,4,69,47,68,66,31,47,67,14,21,67,4,6,11,238,/en/stats/leaderboard?page=serve,5,10,45,33,73,73,24,33,43,17,40,50,3,6,11,66,45,68,44,32,73,55,77,141,56,41,73,34,23,68,45,64,141,A,J. Nieminen,M. Philippoussis,N289,P338,FIN,AUS,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS038,R64,01:21:00,,F,2,C514,"6-4,6-4",J. Chela,G. Rusedski,,,ARG,GBR,6-4,6-4,,,,01:21:00,,,,,,,292,/en/stats/leaderboard?page=serve,2,1,60,31,52,81,25,31,62,13,21,50,1,2,10,246,/en/stats/leaderboard?page=serve,6,5,69,51,74,65,33,51,43,10,23,67,6,9,10,73,38,52,42,31,74,55,69,126,58,43,74,27,14,52,45,57,126,A,J. Chela,G. Rusedski,C514,R237,ARG,GBR,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS039,R64,01:54:00,,F,2,V309,"7-5,7-6(8)",K. Vliegen,G. Gaudio,,,BEL,ARG,7-5,7-6(8),,,,01:54:00,,,8,6,,,291,/en/stats/leaderboard?page=serve,3,8,63,53,84,74,39,53,58,18,31,67,2,3,12,258,/en/stats/leaderboard?page=serve,5,2,52,44,84,73,32,44,53,21,40,33,1,3,12,68,57,84,37,31,84,52,88,168,63,53,84,32,27,84,48,80,168,A,K. Vliegen,G. Gaudio,V309,G374,BEL,ARG,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS040,R64,00:56:00,,F,2,R485,"6-3,6-1",A. Roddick,A. Martin,,,USA,ESP,6-3,6-1,,,,00:56:00,,,,,,,320,/en/stats/leaderboard?page=serve,0,10,67,28,42,93,26,28,50,7,14,0,0,0,8,207,/en/stats/leaderboard?page=serve,3,0,60,30,50,50,15,30,50,10,20,43,3,7,8,79,33,42,50,25,50,63,58,92,50,25,50,21,9,42,37,34,92,A,A. Roddick,A. Martin,R485,M590,USA,ESP,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS041,R64,01:40:00,,F,3,V306,"1-6,6-4,6-3",F. Verdasco,V. Spadea,,,ESP,USA,1-6,6-4,6-3,,,01:40:00,,,,,,,203,/en/stats/leaderboard?page=serve,7,6,57,43,75,63,27,43,31,10,32,25,2,8,13,214,/en/stats/leaderboard?page=serve,4,4,51,34,67,68,23,34,42,14,33,14,1,7,13,49,37,75,45,30,67,47,67,142,55,37,67,51,38,75,53,75,142,A,F. Verdasco,V. Spadea,V306,S544,ESP,USA,,
403,2006,ATP Masters 1000 Miami,1000,2006-03-20T00:00:00,2006-04-02T00:00:00,Hard,96,3200000,$,MS042,R64,01:35:00,,F,2,G511,"7-6(8),6-3",S. Greul,D. Hrbaty,,,GER,SVK,7-6(8),6-3,,,,01:35:00,8,6,,,,,233,/en/stats/leaderboard?page=serve,3,7,52,45,87,71,32,45,43,18,42,50,4,8,11,201,/en/stats/leaderboard?page=serve,7,4,59,40,68,63,25,40,32,9,28,50,5,10,10,57,50,87,50,34,68,54,84,155,50,34,68,43,37,87,46,71,155,A,S. Greul,D. Hrbaty,G511,H377,GER,SVK,,
