event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS001,F,04:42:00,,F,5,A0E2,"1-6,7-6(8),6-1,3-6,6-4",C. Alcaraz,N. Djokovic,,,ESP,SRB,1-6,7-6(8),6-1,3-6,6-4,04:42:00,A,C. Alcaraz,N. Djokovic,ESP,SRB,,,262,/en/stats/leaderboard?page=serve,7,9,63,94,150,70,66,94,50,28,56,67,10,15,22,259,/en/stats/leaderboard?page=serve,3,2,64,118,184,62,73,118,56,37,66,74,14,19,23,63,94,150,40,74,184,50,168,334,60,110,184,37,56,150,50,166,334,8,6,04:42:00,04:42:00,,,,,,,,,A0E2,D643
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS002,SF,01:50:00,,F,3,A0E2,"6-3,6-3,6-3",C. Alcaraz,D. Medvedev,,,ESP,RUS,6-3,6-3,6-3,,,01:50:00,A,C. Alcaraz,D. Medvedev,ESP,RUS,,,287,/en/stats/leaderboard?page=serve,3,4,71,56,79,73,41,56,57,13,23,50,2,4,14,213,/en/stats/leaderboard?page=serve,4,5,59,47,80,70,33,47,30,10,33,57,8,14,13,68,54,79,46,37,80,57,91,159,54,43,80,32,25,79,43,68,159,,,01:50:00,01:50:00,,,,,,,,,A0E2,MM58
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS003,SF,02:47:00,,F,3,D643,"6-3,6-4,7-6(7)",N. Djokovic,J. Sinner,,,SRB,ITA,6-3,6-4,7-6(7),,,02:47:00,A,N. Djokovic,J. Sinner,SRB,ITA,,,304,/en/stats/leaderboard?page=serve,0,11,58,65,112,75,49,65,60,28,47,100,6,6,16,283,/en/stats/leaderboard?page=serve,3,8,60,54,90,76,41,54,56,20,36,78,7,9,15,69,77,112,32,29,90,52,106,202,68,61,90,31,35,112,48,96,202,,,02:47:00,02:47:00,7,4,,,,,,,D643,S0AG
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS004,QF,02:21:00,,F,3,A0E2,"7-6(7),6-4,6-4",C. Alcaraz,H. Rune,,,ESP,DEN,7-6(7),6-4,6-4,,,02:21:00,A,C. Alcaraz,H. Rune,ESP,DEN,,,314,/en/stats/leaderboard?page=serve,2,4,62,57,92,79,45,57,71,25,35,100,1,1,16,273,/en/stats/leaderboard?page=serve,3,2,58,56,97,75,42,56,54,22,41,33,1,3,16,76,70,92,34,33,97,54,103,189,66,64,97,24,22,92,46,86,189,,,02:21:00,02:21:00,,,7,3,,,,,A0E2,R0DG
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS005,QF,02:58:00,,F,5,MM58,"6-4,1-6,4-6,7-6(7),6-1",D. Medvedev,C. Eubanks,,,RUS,USA,6-4,1-6,4-6,7-6(7),6-1,02:58:00,A,D. Medvedev,C. Eubanks,RUS,USA,,,320,/en/stats/leaderboard?page=serve,5,28,69,86,124,79,68,86,63,24,38,57,4,7,22,273,/en/stats/leaderboard?page=serve,10,17,70,112,159,73,82,112,40,19,47,43,3,7,24,74,92,124,36,58,159,53,150,283,64,101,159,26,32,124,47,133,283,,,02:58:00,02:58:00,,,,,7,4,,,MM58,E865
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS006,QF,02:14:00,,F,4,S0AG,"6-4,3-6,6-2,6-2",J. Sinner,R. Safiullin,,,ITA,RUS,6-4,3-6,6-2,6-2,,02:14:00,A,J. Sinner,R. Safiullin,ITA,RUS,,,300,/en/stats/leaderboard?page=serve,2,14,55,48,88,90,43,48,55,22,40,60,3,5,17,247,/en/stats/leaderboard?page=serve,7,8,62,65,105,60,39,65,58,23,40,50,6,12,18,74,65,88,41,43,105,56,108,193,59,62,105,26,23,88,44,85,193,,,02:14:00,02:14:00,,,,,,,,,S0AG,SX50
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS007,QF,02:48:00,,F,4,D643,"4-6,6-1,6-4,6-3",N. Djokovic,A. Rublev,,,SRB,RUS,4-6,6-1,6-4,6-3,,02:48:00,A,N. Djokovic,A. Rublev,SRB,RUS,,,300,/en/stats/leaderboard?page=serve,1,5,62,71,114,75,53,71,65,28,43,88,7,8,18,251,/en/stats/leaderboard?page=serve,2,6,58,60,103,73,44,60,44,19,43,58,7,12,18,71,81,114,39,40,103,56,121,217,61,63,103,29,33,114,44,96,217,,,02:48:00,02:48:00,,,,,,,,,D643,RE44
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS008,R16,03:05:00,,F,4,A0E2,"3-6,6-3,6-3,6-3",C. Alcaraz,M. Berrettini,,,ESP,ITA,3-6,6-3,6-3,6-3,,03:05:00,A,C. Alcaraz,M. Berrettini,ESP,ITA,,,293,/en/stats/leaderboard?page=serve,6,4,63,67,106,79,53,67,59,23,39,67,2,3,18,273,/en/stats/leaderboard?page=serve,0,9,71,84,119,67,56,84,49,17,35,75,12,16,18,72,76,106,39,46,119,54,122,225,61,73,119,28,30,106,46,103,225,,,03:05:00,03:05:00,,,,,,,,,A0E2,BK40
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS009,R16,03:21:00,,F,4,R0DG,"3-6,7-6(8),7-6(7),6-3",H. Rune,G. Dimitrov,,,DEN,BUL,3-6,7-6(8),7-6(7),6-3,,03:21:00,A,H. Rune,G. Dimitrov,DEN,BUL,,,298,/en/stats/leaderboard?page=serve,5,11,61,78,127,82,64,78,59,29,49,33,1,3,21,284,/en/stats/leaderboard?page=serve,8,14,55,81,147,80,65,81,53,35,66,78,7,9,21,73,93,127,32,47,147,51,140,274,68,100,147,27,34,127,49,134,274,8,6,03:21:00,03:21:00,7,4,,,,,,,R0DG,D875
540,2023,Wimbledon,GS,2023-07-03T00:00:00,2023-07-16T00:00:00,Grass,128,20747000,£,MS010,R16,01:31:00,,F,2,MM58,"6-4,6-2",D. Medvedev,J. Lehecka,,,RUS,CZE,6-4,6-2,,,,01:31:00,A,D. Medvedev,J. Lehecka,RUS,CZE,,,310,/en/stats/leaderboard?page=serve,2,9,62,29,47,97,28,29,44,8,18,0,0,0,9,230,/en/stats/leaderboard?page=serve,3,5,59,44,75,68,30,44,35,11,31,79,11,14,9,77,36,47,45,34,75,57,70,122,55,41,75,23,11,47,43,52,122,,,01:31:00,01:31:00,,,,,,,,,MM58,L0BV
