event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS018,R32,02:44:00,,F,3,C179,"2-6,7-6(7),7-6(7)",C. Costa,N. Lapentti,,,ESP,ECU,2-6,7-6(7),7-6(7),,,02:44:00,7,4,223,/en/stats/leaderboard?page=serve,5,2,59,78,133,58,45,78,47,26,55,67,12,18,16,242,/en/stats/leaderboard?page=serve,3,3,51,59,115,73,43,59,43,24,56,60,6,10,16,53,71,133,42,48,115,48,119,248,58,67,115,47,62,133,52,129,248,A,7,3,,,,,C. Costa,N. Lapentti,C179,L290,ESP,ECU,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS019,R32,01:40:00,,F,2,A190,"6-3,6-0",E. Benfele Alvarez,H. Arazi,,,ESP,MAR,6-3,6-0,,,,01:40:00,,,261,/en/stats/leaderboard?page=serve,1,2,70,37,53,65,24,37,50,8,16,50,2,4,8,156,/en/stats/leaderboard?page=serve,1,0,67,31,46,29,9,31,47,7,15,25,2,8,7,60,32,53,65,30,46,63,62,99,35,16,46,40,21,53,37,37,99,A,,,,,,,E. Benfele Alvarez,H. Arazi,A190,A226,ESP,MAR,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS020,R32,02:24:00,,F,3,P226,"7-5,4-6,6-4",C. Pioline,K. Kucera,,,FRA,SVK,7-5,4-6,6-4,,,02:24:00,,,239,/en/stats/leaderboard?page=serve,4,1,68,73,108,58,42,73,54,19,35,45,5,11,16,212,/en/stats/leaderboard?page=serve,7,1,62,60,97,62,37,60,38,14,37,36,4,11,16,56,61,108,47,46,97,52,107,205,53,51,97,44,47,108,48,98,205,A,,,,,,,C. Pioline,K. Kucera,P226,K237,FRA,SVK,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS021,R32,01:02:00,,F,2,K296,"6-1,6-2",J. Kroslak,M. Tabara,,,SVK,CZE,6-1,6-2,,,,01:02:00,,,230,/en/stats/leaderboard?page=serve,4,3,61,36,59,69,25,36,30,7,23,82,9,11,7,134,/en/stats/leaderboard?page=serve,2,0,57,31,54,45,14,31,22,5,23,50,7,14,8,54,32,59,65,35,54,59,67,113,35,19,54,46,27,59,41,46,113,A,,,,,,,J. Kroslak,M. Tabara,K296,T243,SVK,CZE,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS022,R32,01:12:00,,F,2,G028,"6-4,6-1",M. Gorriz,O. Gross,,,ESP,GER,6-4,6-1,,,,01:12:00,,,226,/en/stats/leaderboard?page=serve,2,3,40,25,62,76,19,25,59,22,37,,0,,8,206,/en/stats/leaderboard?page=serve,5,1,53,34,64,62,21,34,40,12,30,56,5,9,9,66,41,62,48,31,64,57,72,126,52,33,64,34,21,62,43,54,126,A,,,,,,,M. Gorriz,O. Gross,G028,G297,ESP,GER,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS023,R32,00:53:00,,F,2,F164,"6-2,6-2",R. Fromberg,J. Sanchez,,,AUS,ESP,6-2,6-2,,,,00:53:00,,,269,/en/stats/leaderboard?page=serve,5,5,54,22,41,77,17,22,63,12,19,33,1,3,8,164,/en/stats/leaderboard?page=serve,4,1,61,33,54,52,17,33,29,6,21,40,4,10,8,71,29,41,57,31,54,63,60,95,43,23,54,29,12,41,37,35,95,A,,,,,,,R. Fromberg,J. Sanchez,F164,S015,AUS,ESP,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS024,R32,01:08:00,,F,2,C216,"6-4,6-3",T. Carbonell,A. Boetsch,,,ESP,FRA,6-4,6-3,,,,01:08:00,,,294,/en/stats/leaderboard?page=serve,1,1,87,47,54,70,33,47,57,4,7,67,4,6,10,206,/en/stats/leaderboard?page=serve,2,0,53,32,60,50,16,32,50,14,28,43,3,7,9,69,37,54,50,30,60,59,67,114,50,30,60,31,17,54,41,47,114,A,,,,,,,T. Carbonell,A. Boetsch,C216,B053,ESP,FRA,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS025,R32,00:57:00,,F,2,P305,"6-3,6-1",A. Portas,T. Champion,,,ESP,FRA,6-3,6-1,,,,00:57:00,,,296,/en/stats/leaderboard?page=serve,1,4,72,38,53,61,23,38,73,11,15,75,3,4,8,181,/en/stats/leaderboard?page=serve,,1,53,27,51,52,14,27,38,9,24,38,3,8,8,64,34,53,55,28,51,60,62,104,45,23,51,36,19,53,40,42,104,A,,,,,,False,A. Portas,T. Champion,P305,C028,ESP,FRA,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS026,R32,02:05:00,,F,3,B518,"6-7(3),6-3,6-4",G. Blanco,L. Paes,,,ESP,IND,6-7(3),6-3,6-4,,,02:05:00,,,220,/en/stats/leaderboard?page=serve,1,4,67,78,116,64,50,78,68,26,38,,0,,16,280,/en/stats/leaderboard?page=serve,4,5,60,50,84,86,43,50,47,16,34,33,1,3,15,66,76,116,30,25,84,51,101,200,70,59,84,34,40,116,50,99,200,A,,,,3,7,,G. Blanco,L. Paes,B518,P269,ESP,IND,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS027,R32,00:55:00,,F,2,U032,"6-0,6-3",B. Ulihrach,F. Squillari,,,CZE,ARG,6-0,6-3,,,,00:55:00,,,252,/en/stats/leaderboard?page=serve,5,1,46,26,57,73,19,26,52,16,31,89,8,9,7,157,/en/stats/leaderboard?page=serve,1,2,55,24,44,46,11,24,30,6,20,14,1,7,8,61,35,57,61,27,44,61,62,101,39,17,44,39,22,57,39,39,101,A,,,,,,,B. Ulihrach,F. Squillari,U032,S568,CZE,ARG,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS028,R32,01:16:00,,F,2,S424,"7-5,6-0",F. Santoro,D. Vacek,,,FRA,CZE,7-5,6-0,,,,01:16:00,,,291,/en/stats/leaderboard?page=serve,2,0,54,25,46,84,21,25,67,14,21,50,1,2,9,177,/en/stats/leaderboard?page=serve,11,4,43,26,60,62,16,26,35,12,34,50,5,10,9,76,35,46,53,32,60,63,67,106,47,28,60,24,11,46,37,39,106,A,,,,,,,F. Santoro,D. Vacek,S424,V141,FRA,CZE,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS029,R32,01:10:00,,F,2,K293,"6-2,7-5",G. Kuerten,A. Pavel,,,BRA,ROU,6-2,7-5,,,,01:10:00,,,250,/en/stats/leaderboard?page=serve,,2,43,25,58,64,16,25,61,20,33,67,4,6,10,213,/en/stats/leaderboard?page=serve,1,2,64,44,69,50,22,44,48,12,25,50,5,10,10,62,36,58,51,35,69,56,71,127,49,34,69,38,22,58,44,56,127,A,,,False,,,,G. Kuerten,A. Pavel,K293,P280,BRA,ROU,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS030,R32,01:39:00,,F,3,S454,"4-6,6-2,6-4",S. Simian,F. Roig,,,FRA,ESP,4-6,6-2,6-4,,,01:39:00,,,239,/en/stats/leaderboard?page=serve,7,2,54,43,80,60,26,43,59,22,37,60,6,10,14,216,/en/stats/leaderboard?page=serve,4,0,46,37,80,68,25,37,49,21,43,33,3,9,14,60,48,80,43,34,80,51,82,160,58,46,80,40,32,80,49,78,160,A,,,,,,,S. Simian,F. Roig,S454,R177,FRA,ESP,,
379,1997,Prague,GP,1997-04-28T00:00:00,1997-05-04T00:00:00,Clay,32,340000,$,MS031,R32,01:03:00,,F,2,R286,"6-4,6-3",M. Rios,O. Stanoytchev,,,CHI,BUL,6-4,6-3,,,,01:03:00,,,247,/en/stats/leaderboard?page=serve,2,1,51,28,55,64,18,28,56,15,27,50,2,4,9,199,/en/stats/leaderboard?page=serve,7,1,62,42,68,62,26,42,31,8,26,58,7,12,10,60,33,55,50,34,68,54,67,123,50,34,68,40,22,55,46,56,123,A,,,,,,,M. Rios,O. Stanoytchev,R286,S519,CHI,BUL,,
