event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS001,F,01:11:00,,F,2,MB02,"6-3,6-1",F. Mayer,P. Andujar,,,GER,ESP,6-3,6-1,,,,01:11:00,A,F. Mayer,P. Andujar,GER,ESP,,,268,/en/stats/leaderboard?page=serve,1,0,56,27,48,74,20,27,52,11,21,67,2,3,8,192,/en/stats/leaderboard?page=serve,2,1,73,37,51,54,20,37,29,4,14,29,2,7,8,65,31,48,53,27,51,59,58,99,47,24,51,35,17,48,41,41,99,,,,,MB02,A596
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS002,SF,01:52:00,,F,2,A596,"6-4,7-5",P. Andujar,J. Chela,,,ESP,ARG,6-4,7-5,,,,01:52:00,A,P. Andujar,J. Chela,ESP,ARG,,,262,/en/stats/leaderboard?page=serve,1,3,76,50,66,68,34,50,44,7,16,70,7,10,11,232,/en/stats/leaderboard?page=serve,1,0,83,62,75,50,31,62,46,6,13,58,7,12,11,62,41,66,51,38,75,56,79,141,49,37,75,38,25,66,44,62,141,,,,,A596,C514
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS003,SF,01:38:00,,F,2,MB02,"7-6(7),6-2",F. Mayer,F. Volandri,,,GER,ITA,7-6(7),6-2,,,,01:38:00,A,F. Mayer,F. Volandri,GER,ITA,,,265,/en/stats/leaderboard?page=serve,0,7,54,38,70,74,28,38,50,16,32,78,7,9,10,224,/en/stats/leaderboard?page=serve,2,0,75,50,67,56,28,50,35,6,17,60,6,10,10,63,44,70,49,33,67,56,77,137,51,34,67,37,26,70,44,60,137,7.0,3.0,,,MB02,V254
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS004,QF,01:53:00,,F,2,C514,"7-5,6-3",J. Chela,A. Seppi,,,ARG,ITA,7-5,6-3,,,,01:53:00,A,J. Chela,A. Seppi,ARG,ITA,,,243,/en/stats/leaderboard?page=serve,2,5,64,50,78,52,26,50,61,17,28,60,6,10,11,182,/en/stats/leaderboard?page=serve,2,2,57,40,70,55,22,40,30,9,30,45,5,11,10,55,43,78,56,39,70,55,82,148,44,31,70,45,35,78,45,66,148,,,,,C514,SA93
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS005,QF,01:36:00,,F,2,A596,"6-3,6-4",P. Andujar,A. Giannessi,,,ESP,ITA,6-3,6-4,,,,01:36:00,A,P. Andujar,A. Giannessi,ESP,ITA,,,275,/en/stats/leaderboard?page=serve,2,3,79,58,73,72,42,58,33,5,15,90,9,10,10,230,/en/stats/leaderboard?page=serve,4,1,62,31,50,68,21,31,37,7,19,0,0,3,9,64,47,73,44,22,50,56,69,123,56,28,50,36,26,73,44,54,123,,,,,A596,G983
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS006,QF,01:01:00,,F,2,V254,"6-2,6-0",F. Volandri,J. Souza,,,ITA,BRA,6-2,6-0,,,,01:01:00,A,F. Volandri,J. Souza,ITA,BRA,,,257,/en/stats/leaderboard?page=serve,0,1,80,36,45,61,22,36,44,4,9,50,2,4,7,114,/en/stats/leaderboard?page=serve,1,0,72,26,36,23,6,26,20,2,10,36,4,11,7,58,26,45,78,28,36,67,54,81,22,8,36,42,19,45,33,27,81,,,,,V254,SG64
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS007,QF,01:07:00,,F,2,MB02,"6-1,6-2",F. Mayer,A. Ramos-Vinolas,,,GER,ESP,6-1,6-2,,,,01:07:00,A,F. Mayer,A. Ramos-Vinolas,GER,ESP,,,301,/en/stats/leaderboard?page=serve,3,3,69,34,49,79,27,34,53,8,15,100,2,2,8,184,/en/stats/leaderboard?page=serve,1,0,52,24,46,46,11,24,45,10,22,60,6,10,7,71,35,49,54,25,46,63,60,95,46,21,46,29,14,49,37,35,95,,,,,MB02,R772
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS008,R16,01:02:00,,F,2,C514,"6-1,6-0",J. Chela,F. Serra,,,ARG,FRA,6-1,6-0,,,,01:02:00,A,J. Chela,F. Serra,ARG,FRA,,,298,/en/stats/leaderboard?page=serve,1,2,79,30,38,80,24,30,38,3,8,100,5,5,6,153,/en/stats/leaderboard?page=serve,0,1,59,32,54,38,12,32,41,9,22,45,5,11,7,71,27,38,61,33,54,65,60,92,39,21,54,29,11,38,35,32,92,,,,,C514,S963
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS009,R16,01:46:00,,F,3,SA93,"6-2,3-6,6-1",A. Seppi,I. Andreev,,,ITA,RUS,6-2,3-6,6-1,,,01:46:00,A,A. Seppi,I. Andreev,ITA,RUS,,,295,/en/stats/leaderboard?page=serve,0,4,61,49,80,71,35,49,68,21,31,90,9,10,12,241,/en/stats/leaderboard?page=serve,3,3,63,48,76,58,28,48,54,15,28,33,2,6,12,70,56,80,43,33,76,57,89,156,57,43,76,30,24,80,43,67,156,,,,,SA93,A511
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS010,R16,01:16:00,,F,2,A596,"6-2,6-3",P. Andujar,M. Copil,,,ESP,ROU,6-2,6-3,,,,01:16:00,A,P. Andujar,M. Copil,ESP,ROU,,,303,/en/stats/leaderboard?page=serve,0,1,71,34,48,65,22,34,79,11,14,75,3,4,8,187,/en/stats/leaderboard?page=serve,4,5,65,32,49,53,17,32,24,4,17,29,2,7,9,69,33,48,57,28,49,63,61,97,43,21,49,31,15,48,37,36,97,,,,,A596,CA99
773,2011,Bucharest,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Clay,28,371200,€,MS011,R16,02:25:00,,F,3,G983,"7-6(7),0-6,6-3",A. Giannessi,F. Gil,,,ITA,POR,7-6(7),0-6,6-3,,,02:25:00,A,A. Giannessi,F. Gil,ITA,POR,,,231,/en/stats/leaderboard?page=serve,6,0,66,71,107,68,48,71,39,14,36,62,8,13,14,267,/en/stats/leaderboard?page=serve,0,6,61,43,71,70,30,43,54,15,28,25,1,4,13,58,62,107,37,26,71,49,88,178,63,45,71,42,45,107,51,90,178,7.0,2.0,,,G983,G717
