event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS001,F,03:05:00,,F,4,D643,"4-6,6-4,6-3,7-6(7)",N. Djokovic,J. Tsonga,,,SRB,FRA,4-6,6-4,6-3,7-6(7),,03:05:00,A,N. Djokovic,J. Tsonga,SRB,FRA,,,7.0,2.0,296,/en/stats/leaderboard?page=serve,2,11,56,68,122,78,53,68,63,34,54,60,3,5,20,281,/en/stats/leaderboard?page=serve,2,15,71,97,136,71,69,97,46,18,39,67,8,12,21,71,87,122,36,49,136,53,136,258,64,87,136,29,35,122,47,122,258,,,,,,,D643,T786
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS002,SF,02:26:00,,F,3,D643,"7-5,6-3,7-6(7)",N. Djokovic,R. Federer,,,SRB,SUI,7-5,6-3,7-6(7),,,02:26:00,A,N. Djokovic,R. Federer,SRB,SUI,,,,,283,/en/stats/leaderboard?page=serve,6,13,68,77,113,78,60,77,42,15,36,78,7,9,17,260,/en/stats/leaderboard?page=serve,2,10,62,68,109,71,48,68,44,18,41,64,7,11,16,66,75,113,39,43,109,53,118,222,61,66,109,34,38,113,47,104,222,7.0,5.0,,,,,D643,F324
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS003,SF,01:56:00,,F,3,T786,"6-2,6-3,6-2",J. Tsonga,R. Nadal,,,FRA,ESP,6-2,6-3,6-2,,,01:56:00,A,J. Tsonga,R. Nadal,FRA,ESP,,,,,322,/en/stats/leaderboard?page=serve,1,18,63,48,76,85,41,48,57,16,28,100,3,3,13,234,/en/stats/leaderboard?page=serve,1,2,69,48,70,56,27,48,50,11,22,29,2,7,12,75,57,76,46,32,70,61,89,146,54,38,70,25,19,76,39,57,146,,,,,,,T786,N409
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS004,QF,01:59:00,,F,3,F324,"7-5,7-6(7),6-4",R. Federer,J. Blake,,,SUI,USA,7-5,7-6(7),6-4,,,01:59:00,A,R. Federer,J. Blake,SUI,USA,,,,,296,/en/stats/leaderboard?page=serve,0,13,68,65,96,75,49,65,58,18,31,0,0,3,17,244,/en/stats/leaderboard?page=serve,5,8,58,67,116,70,47,67,43,21,49,50,5,10,17,70,67,96,41,48,116,54,115,212,59,68,116,30,29,96,46,97,212,,,7.0,5.0,,,F324,B676
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS005,QF,02:12:00,,F,3,D643,"6-0,6-3,7-5",N. Djokovic,D. Ferrer,,,SRB,ESP,6-0,6-3,7-5,,,02:12:00,A,N. Djokovic,D. Ferrer,SRB,ESP,,,,,285,/en/stats/leaderboard?page=serve,3,7,62,58,93,76,44,58,51,18,35,89,8,9,14,210,/en/stats/leaderboard?page=serve,4,4,57,52,91,56,29,52,44,17,39,57,8,14,13,67,62,93,49,45,91,58,107,184,51,46,91,33,31,93,42,77,184,,,,,,,D643,F401
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS006,QF,02:16:00,,F,3,T786,"7-5,6-0,7-6(8)",J. Tsonga,M. Youzhny,,,FRA,RUS,7-5,6-0,7-6(8),,,02:16:00,A,J. Tsonga,M. Youzhny,FRA,RUS,,,,,318,/en/stats/leaderboard?page=serve,1,8,66,57,86,86,49,57,59,17,29,0,0,0,15,244,/en/stats/leaderboard?page=serve,3,0,74,78,106,68,53,78,32,9,28,43,3,7,15,77,66,86,42,44,106,57,110,192,58,62,106,23,20,86,43,82,192,8.0,6.0,,,,,T786,Y061
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS007,QF,02:18:00,,F,3,N409,"7-5,6-3,6-1",R. Nadal,J. Nieminen,,,ESP,FIN,7-5,6-3,6-1,,,02:18:00,A,R. Nadal,J. Nieminen,ESP,FIN,,,,,279,/en/stats/leaderboard?page=serve,5,5,60,55,92,78,43,55,49,18,37,88,7,8,14,225,/en/stats/leaderboard?page=serve,2,2,69,63,91,63,40,63,36,10,28,33,3,9,14,66,61,92,45,41,91,56,102,183,55,50,91,34,31,92,44,81,183,,,,,,,N409,N289
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS008,R16,01:57:00,,F,3,F324,"6-4,7-6(9),6-3",R. Federer,T. Berdych,,,SUI,CZE,6-4,7-6(9),6-3,,,01:57:00,A,R. Federer,T. Berdych,SUI,CZE,,,,,315,/en/stats/leaderboard?page=serve,1,11,63,59,94,75,44,59,74,26,35,67,2,3,16,263,/en/stats/leaderboard?page=serve,4,7,56,54,96,76,41,54,48,20,42,57,4,7,15,74,70,94,36,35,96,55,105,190,64,61,96,26,24,94,45,85,190,,,9.0,7.0,,,F324,BA47
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS009,R16,01:40:00,,F,3,B676,"6-3,6-4,6-4",J. Blake,M. Cilic,,,USA,CRO,6-3,6-4,6-4,,,01:40:00,A,J. Blake,M. Cilic,USA,CRO,,,,,316,/en/stats/leaderboard?page=serve,0,4,63,55,88,76,42,55,73,24,33,100,3,3,15,259,/en/stats/leaderboard?page=serve,3,5,56,44,78,70,31,44,53,18,34,40,2,5,14,75,66,88,37,29,78,57,95,166,63,49,78,25,22,88,43,71,166,,,,,,,B676,C977
580,2008,Australian Open,GS,2008-01-14T00:00:00,2008-01-27T00:00:00,Hard,128,9609870,A$,MS010,R16,02:26:00,,F,3,D643,"7-5,6-3,6-3",N. Djokovic,L. Hewitt,,,SRB,AUS,7-5,6-3,6-3,,,02:26:00,A,N. Djokovic,L. Hewitt,SRB,AUS,,,,,265,/en/stats/leaderboard?page=serve,6,13,60,62,104,73,45,62,45,19,42,57,4,7,15,209,/en/stats/leaderboard?page=serve,4,6,53,48,90,58,28,48,43,18,42,42,5,12,15,62,64,104,49,44,90,56,108,194,51,46,90,38,40,104,44,86,194,,,,,,,D643,H432
