event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS001,F,02:19:00,,F,3,D643,"6-2,6-2,7-6(7)",N. Djokovic,K. Anderson,,,SRB,RSA,6-2,6-2,7-6(7),,,02:19:00,7,3,315,/en/stats/leaderboard?page=serve,4,6,72,68,94,76,52,68,65,17,26,100,7,7,14,254,/en/stats/leaderboard?page=serve,5,10,61,49,80,69,34,49,48,15,31,0,0,4,14,73,69,94,39,31,80,57,100,174,61,49,80,27,25,94,43,74,174,A,,,,,,,N. Djokovic,K. Anderson,D643,A678,SRB,RSA,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS002,SF,06:36:00,,F,5,A678,"7-6(8),6-7(5),6-7(9),6-4,26-24",K. Anderson,J. Isner,,,RSA,USA,7-6(8),6-7(5),6-7(9),6-4,26-24,06:36:00,9,11,354,/en/stats/leaderboard?page=serve,4,49,71,198,278,84,166,198,59,47,80,60,3,5,48,339,/en/stats/leaderboard?page=serve,6,53,75,218,291,78,171,218,48,35,73,64,7,11,48,77,213,278,29,85,291,52,298,569,71,206,291,23,65,278,48,271,569,A,8,6,5,7,,,K. Anderson,J. Isner,A678,I186,RSA,USA,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS003,SF,05:15:00,,F,5,D643,"6-4,3-6,7-6(11),3-6,10-8",N. Djokovic,R. Nadal,,,SRB,ESP,6-4,3-6,7-6(11),3-6,10-8,05:15:00,11,9,298,/en/stats/leaderboard?page=serve,4,23,71,125,176,76,95,125,47,24,51,64,7,11,28,286,/en/stats/leaderboard?page=serve,4,9,71,150,210,67,100,150,57,34,60,79,15,19,30,68,119,176,36,76,210,51,195,386,64,134,210,32,57,176,49,191,386,A,,,,,,,N. Djokovic,R. Nadal,D643,N409,SRB,ESP,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS004,QF,04:14:00,,F,5,A678,"2-6,6-7(5),7-5,6-4,13-11",K. Anderson,R. Federer,,,RSA,SUI,2-6,6-7(5),7-5,6-4,13-11,04:14:00,,,309,/en/stats/leaderboard?page=serve,3,27,67,139,208,76,106,139,52,36,69,75,9,12,33,310,/en/stats/leaderboard?page=serve,1,17,69,123,177,79,97,123,59,32,54,43,3,7,33,68,142,208,27,48,177,49,190,385,73,129,177,32,66,208,51,195,385,A,,,5,7,,,K. Anderson,R. Federer,A678,F324,RSA,SUI,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS005,QF,02:42:00,,F,4,I186,"6-7(5),7-6(9),6-4,6-3",J. Isner,M. Raonic,,,USA,CAN,6-7(5),7-6(9),6-4,6-3,,02:42:00,,,340,/en/stats/leaderboard?page=serve,4,26,73,87,120,90,78,87,55,18,33,100,1,1,21,315,/en/stats/leaderboard?page=serve,6,32,70,93,133,80,74,93,53,21,40,50,3,6,22,80,96,120,29,38,133,53,134,253,71,95,133,20,24,120,47,119,253,A,5,7,9,7,,,J. Isner,M. Raonic,I186,R975,USA,CAN,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS006,QF,02:35:00,,F,4,D643,"6-3,3-6,6-2,6-2",N. Djokovic,K. Nishikori,,,SRB,JPN,6-3,3-6,6-2,6-2,,02:35:00,,,277,/en/stats/leaderboard?page=serve,3,6,67,61,91,85,52,61,40,12,30,57,4,7,17,230,/en/stats/leaderboard?page=serve,1,3,68,80,117,59,47,80,43,16,37,50,7,14,17,70,64,91,46,54,117,57,118,208,54,63,117,30,27,91,43,90,208,A,,,,,,,N. Djokovic,K. Nishikori,D643,N552,SRB,JPN,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS007,QF,04:48:00,,F,5,N409,"7-5,6-7(7),4-6,6-4,6-4",R. Nadal,J. del Potro,,,ESP,ARG,7-5,6-7(7),4-6,6-4,6-4,04:48:00,,,296,/en/stats/leaderboard?page=serve,5,3,70,116,166,74,86,116,62,31,50,71,5,7,27,296,/en/stats/leaderboard?page=serve,7,33,63,111,175,77,86,111,45,29,64,60,6,10,27,70,117,166,34,60,175,52,177,341,66,115,175,30,49,166,48,164,341,A,,,7,9,,,R. Nadal,J. del Potro,N409,D683,ESP,ARG,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS008,R16,01:45:00,,F,3,F324,"6-0,7-5,6-4",R. Federer,A. Mannarino,,,SUI,FRA,6-0,7-5,6-4,,,01:45:00,,,322,/en/stats/leaderboard?page=serve,0,13,67,51,76,90,46,51,52,13,25,100,4,4,14,248,/en/stats/leaderboard?page=serve,2,6,77,77,100,55,42,77,48,11,23,58,7,12,14,78,59,76,47,47,100,60,106,176,53,53,100,22,17,76,40,70,176,A,,,,,,,R. Federer,A. Mannarino,F324,ME82,SUI,FRA,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS009,R16,03:29:00,,F,4,A678,"7-6(7),7-6(7),5-7,7-6(7)",K. Anderson,G. Monfils,,,RSA,FRA,7-6(7),7-6(7),5-7,7-6(7),,03:29:00,,,299,/en/stats/leaderboard?page=serve,6,20,65,103,158,82,84,103,55,30,55,20,1,5,24,285,/en/stats/leaderboard?page=serve,4,9,70,116,165,76,88,116,47,23,49,75,9,12,24,72,114,158,33,54,165,52,168,323,67,111,165,28,44,158,48,155,323,A,7,4,7,2,7,4,K. Anderson,G. Monfils,A678,MC65,RSA,FRA,,
540,2018,Wimbledon,GS,2018-07-02T00:00:00,2018-07-15T00:00:00,Grass,128,15982000,£,MS010,R16,02:31:00,,F,4,R975,"6-3,6-4,6-7(5),6-2",M. Raonic,M. McDonald,,,CAN,USA,6-3,6-4,6-7(5),6-2,,02:31:00,5,7,344,/en/stats/leaderboard?page=serve,6,37,66,71,107,89,63,71,58,21,36,0,0,0,20,268,/en/stats/leaderboard?page=serve,6,5,68,84,124,68,57,84,55,22,40,71,10,14,19,79,84,107,36,45,124,56,129,231,64,79,124,21,23,107,44,102,231,A,,,,,,,M. Raonic,M. McDonald,R975,MK66,CAN,USA,,
