event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS001,F,02:04:00,,F,2,D0FJ,"7-6(7),7-6(7)",L. Darderi,T. Griekspoor,,,ITA,NED,7-6(7),7-6(7),,,,02:04:00,A,L. Darderi,T. Griekspoor,ITA,NED,,,291,/en/stats/leaderboard?page=serve,3,3,61,51,83,73,37,51,66,21,32,75,3,4,12,294,/en/stats/leaderboard?page=serve,6,10,63,51,81,76,39,51,60,18,30,0,0,1,12,70,58,83,30,24,81,50,82,164,70,57,81,30,25,83,50,82,164,7,3,7,4,02:04:00,02:04:00,,,D0FJ,GJ37
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS002,SF,01:48:00,,F,2,GJ37,"7-5,7-6(7)",T. Griekspoor,K. Majchrzak,,,NED,POL,7-5,7-6(7),,,,01:48:00,A,T. Griekspoor,K. Majchrzak,NED,POL,,,297,/en/stats/leaderboard?page=serve,1,10,60,45,75,84,38,45,53,16,30,80,4,5,12,273,/en/stats/leaderboard?page=serve,1,5,59,42,71,79,33,42,48,14,29,33,1,3,12,72,54,75,34,24,71,53,78,146,66,47,71,28,21,75,47,68,146,,,7,3,01:48:00,01:48:00,,,GJ37,MQ75
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS003,SF,01:33:00,,F,2,D0FJ,"6-3,6-2",L. Darderi,R. Carballes Baena,,,ITA,ESP,6-3,6-2,,,,01:33:00,A,L. Darderi,R. Carballes Baena,ITA,ESP,,,276,/en/stats/leaderboard?page=serve,1,5,50,29,58,79,23,29,55,16,29,67,2,3,9,199,/en/stats/leaderboard?page=serve,2,0,69,38,55,53,20,38,29,5,17,56,5,9,8,67,39,58,55,30,55,61,69,113,45,25,55,33,19,58,39,44,113,,,,,01:33:00,01:33:00,,,D0FJ,CF59
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS004,QF,01:25:00,,F,2,GJ37,"6-3,6-4",T. Griekspoor,M. Bellucci,,,NED,ITA,6-3,6-4,,,,01:25:00,A,T. Griekspoor,M. Bellucci,NED,ITA,,,304,/en/stats/leaderboard?page=serve,1,5,56,35,62,77,27,35,67,18,27,100,4,4,10,245,/en/stats/leaderboard?page=serve,8,6,58,34,59,76,26,34,36,9,25,33,1,3,9,73,45,62,41,24,59,57,69,121,59,35,59,27,17,62,43,52,121,,,,,01:25:00,01:25:00,,,GJ37,B0GG
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS005,QF,01:37:00,,F,2,MQ75,"7-5,6-4",K. Majchrzak,A. Muller,,,POL,FRA,7-5,6-4,,,,01:37:00,A,K. Majchrzak,A. Muller,POL,FRA,,,279,/en/stats/leaderboard?page=serve,0,4,71,48,68,73,35,48,50,10,20,80,8,10,11,231,/en/stats/leaderboard?page=serve,4,6,69,58,84,62,36,58,35,9,26,50,4,8,11,66,45,68,46,39,84,55,84,152,54,45,84,34,23,68,45,68,152,,,,,01:37:00,01:37:00,,,MQ75,MP20
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS006,QF,01:47:00,,F,2,CF59,"6-4,6-4",R. Carballes Baena,N. Borges,,,ESP,POR,6-4,6-4,,,,01:47:00,A,R. Carballes Baena,N. Borges,ESP,POR,,,251,/en/stats/leaderboard?page=serve,3,1,67,60,90,63,38,60,43,13,30,88,15,17,10,217,/en/stats/leaderboard?page=serve,6,3,46,26,56,77,20,26,37,11,30,20,1,5,10,57,51,90,45,25,56,52,76,146,55,31,56,43,39,90,48,70,146,,,,,01:47:00,01:47:00,,,CF59,BT72
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS007,QF,01:57:00,,F,2,D0FJ,"7-5,6-2",L. Darderi,V. Kopriva,,,ITA,CZE,7-5,6-2,,,,01:57:00,A,L. Darderi,V. Kopriva,ITA,CZE,,,275,/en/stats/leaderboard?page=serve,2,5,57,43,76,67,29,43,58,19,33,83,5,6,10,226,/en/stats/leaderboard?page=serve,2,3,61,49,80,59,29,49,45,14,31,71,10,14,10,63,48,76,46,37,80,54,85,156,54,43,80,37,28,76,46,71,156,,,,,01:57:00,01:57:00,,,D0FJ,KI82
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS008,R16,02:24:00,,F,3,GJ37,"7-6(7),3-6,6-3",T. Griekspoor,P. Carreno Busta,,,NED,ESP,7-6(7),3-6,6-3,,,02:24:00,A,T. Griekspoor,P. Carreno Busta,NED,ESP,,,283,/en/stats/leaderboard?page=serve,5,13,66,71,108,77,55,71,46,17,37,67,4,6,15,277,/en/stats/leaderboard?page=serve,4,8,61,57,94,75,43,57,51,19,37,80,8,10,15,67,72,108,34,32,94,51,104,202,66,62,94,33,36,108,49,98,202,7,1,,,02:24:00,02:24:00,,,GJ37,CD85
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS009,R16,01:25:00,,F,2,B0GG,"6-2,7-5",M. Bellucci,P. Herbert,,,ITA,FRA,6-2,7-5,,,,01:25:00,A,M. Bellucci,P. Herbert,ITA,FRA,,,298,/en/stats/leaderboard?page=serve,0,4,56,28,50,75,21,28,73,16,22,0,0,1,10,225,/en/stats/leaderboard?page=serve,4,2,62,39,63,67,26,39,38,9,24,50,4,8,10,74,37,50,44,28,63,58,65,113,56,35,63,26,13,50,42,48,113,,,,,01:25:00,01:25:00,,,B0GG,H996
360,2025,Marrakech,250,2025-03-31T00:00:00,2025-04-06T00:00:00,Clay,28,596035,€,MS010,R16,02:26:00,,F,3,MP20,"6-7(5),6-1,6-4",A. Muller,H. Dellien,,,FRA,BOL,6-7(5),6-1,6-4,,,02:26:00,A,A. Muller,H. Dellien,FRA,BOL,,,300,/en/stats/leaderboard?page=serve,1,9,67,63,94,68,43,63,71,22,31,33,1,3,15,241,/en/stats/leaderboard?page=serve,4,2,71,75,105,61,46,75,47,14,30,62,8,13,14,69,65,94,43,45,105,55,110,199,57,60,105,31,29,94,45,89,199,5,7,,,02:26:00,02:26:00,,,MP20,DA31
