event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS001,F,02:16:00,,F,3,N409,"6-3,6-2,6-3",R. Nadal,D. Ferrer,,,ESP,ESP,6-3,6-2,6-3,,,02:16:00,A,R. Nadal,D. Ferrer,ESP,ESP,,,261,/en/stats/leaderboard?page=serve,2,5,70,61,87,70,43,61,42,11,26,75,9,12,13,179,/en/stats/leaderboard?page=serve,5,1,62,53,85,58,31,53,25,8,32,50,8,16,13,62,54,87,54,46,85,58,100,172,46,39,85,38,33,87,42,72,172,02:16:00,02:16:00,,,,,,,,,N409,F401
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS002,SF,04:37:00,,F,5,N409,"6-4,3-6,6-1,6-7(3),9-7",R. Nadal,N. Djokovic,,,ESP,SRB,6-4,3-6,6-1,6-7(3),9-7,04:37:00,A,R. Nadal,N. Djokovic,ESP,SRB,,,280,/en/stats/leaderboard?page=serve,3,6,64,102,160,72,73,102,60,35,58,44,4,9,27,257,/en/stats/leaderboard?page=serve,2,5,67,118,175,64,76,118,53,30,57,50,8,16,27,68,108,160,39,69,175,53,177,335,61,106,175,33,52,160,47,158,335,04:37:00,04:37:00,3,7,,,,,,,N409,D643
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS003,SF,02:04:00,,F,3,F401,"6-1,7-6(7),6-2",D. Ferrer,J. Tsonga,,,ESP,FRA,6-1,7-6(7),6-2,,,02:04:00,A,D. Ferrer,J. Tsonga,ESP,FRA,,,279,/en/stats/leaderboard?page=serve,1,3,60,53,88,66,35,53,66,23,35,60,3,5,14,216,/en/stats/leaderboard?page=serve,3,6,58,60,103,62,37,60,40,17,43,65,11,17,13,66,58,88,48,49,103,56,107,191,52,54,103,34,30,88,44,84,191,02:04:00,02:04:00,,,7,3,,,,,F401,T786
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS004,QF,02:13:00,,F,3,D643,"6-3,7-6(7),7-5",N. Djokovic,T. Haas,,,SRB,GER,6-3,7-6(7),7-5,,,02:13:00,A,N. Djokovic,T. Haas,SRB,GER,,,323,/en/stats/leaderboard?page=serve,0,11,64,50,78,82,41,50,79,22,28,0,0,2,16,238,/en/stats/leaderboard?page=serve,5,4,60,73,122,66,48,73,43,21,49,58,7,12,17,81,63,78,43,53,122,58,116,200,57,69,122,19,15,78,42,84,200,02:13:00,02:13:00,,,7,5,,,,,D643,H355
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS005,QF,01:56:00,,F,3,N409,"6-2,6-3,6-1",R. Nadal,S. Wawrinka,,,ESP,SUI,6-2,6-3,6-1,,,01:56:00,A,R. Nadal,S. Wawrinka,ESP,SUI,,,305,/en/stats/leaderboard?page=serve,0,5,75,55,73,73,40,55,61,11,18,80,4,5,12,192,/en/stats/leaderboard?page=serve,4,3,60,52,87,58,30,52,34,12,35,42,5,12,12,70,51,73,52,45,87,60,96,160,48,42,87,30,22,73,40,64,160,01:56:00,01:56:00,,,,,,,,,N409,W367
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS006,QF,01:25:00,,F,3,F401,"6-2,6-1,6-1",D. Ferrer,T. Robredo,,,ESP,ESP,6-2,6-1,6-1,,,01:25:00,A,D. Ferrer,T. Robredo,ESP,ESP,,,298,/en/stats/leaderboard?page=serve,3,1,47,29,62,86,25,29,67,22,33,100,1,1,11,182,/en/stats/leaderboard?page=serve,2,2,59,40,68,55,22,40,32,9,28,42,5,12,11,76,47,62,54,37,68,65,84,130,46,31,68,24,15,62,35,46,130,01:25:00,01:25:00,,,,,,,,,F401,R419
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS007,QF,01:51:00,,F,3,T786,"7-5,6-3,6-3",J. Tsonga,R. Federer,,,FRA,SUI,7-5,6-3,6-3,,,01:51:00,A,J. Tsonga,R. Federer,FRA,SUI,,,297,/en/stats/leaderboard?page=serve,0,2,75,57,76,81,46,57,53,10,19,33,1,3,15,224,/en/stats/leaderboard?page=serve,3,0,67,67,100,58,39,67,42,14,33,57,8,14,15,74,56,76,47,47,100,59,103,176,53,53,100,26,20,76,41,73,176,01:51:00,01:51:00,,,,,,,,,T786,F324
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS008,R16,02:42:00,,F,4,D643,"4-6,6-3,6-4,6-4",N. Djokovic,P. Kohlschreiber,,,SRB,GER,4-6,6-3,6-4,6-4,,02:42:00,A,N. Djokovic,P. Kohlschreiber,SRB,GER,,,296,/en/stats/leaderboard?page=serve,2,2,74,105,141,68,71,105,64,23,36,85,11,13,20,263,/en/stats/leaderboard?page=serve,3,4,55,64,116,75,48,64,54,28,52,50,4,8,19,67,94,141,34,40,116,52,134,257,66,76,116,33,47,141,48,123,257,02:42:00,02:42:00,,,,,,,,,D643,K435
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS009,R16,01:24:00,,F,3,H355,"6-1,6-1,6-3",T. Haas,M. Youzhny,,,GER,RUS,6-1,6-1,6-3,,,01:24:00,A,T. Haas,M. Youzhny,GER,RUS,,,265,/en/stats/leaderboard?page=serve,3,2,61,43,71,72,31,43,50,14,28,67,4,6,12,176,/en/stats/leaderboard?page=serve,3,0,63,41,65,39,16,41,50,12,24,47,7,15,11,63,45,71,57,37,65,60,82,136,43,28,65,37,26,71,40,54,136,01:24:00,01:24:00,,,,,,,,,H355,Y061
520,2013,Roland Garros,GS,2013-05-27T00:00:00,2013-06-09T00:00:00,Clay,128,10104000,€,MS010,R16,02:02:00,,F,3,N409,"6-4,6-1,6-3",R. Nadal,K. Nishikori,,,ESP,JPN,6-4,6-1,6-3,,,02:02:00,A,R. Nadal,K. Nishikori,ESP,JPN,,,309,/en/stats/leaderboard?page=serve,0,1,69,54,78,72,39,54,67,16,24,100,4,4,13,234,/en/stats/leaderboard?page=serve,1,0,65,51,78,53,27,51,56,15,27,38,3,8,13,71,55,78,46,36,78,58,91,156,54,42,78,29,23,78,42,65,156,02:02:00,02:02:00,,,,,,,,,N409,N552
