event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,servicegamesplayed_isstatbetter_tot_winner,servicegamesplayed_isstatbetter_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS031,R32,02:52:00,,F,4,B428,"6-7,7-6,6-2,7-6",A. Berasategui,P. Rafter,,,ESP,AUS,6-7,7-6,6-2,7-6,,02:52:00,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,0,,,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,False,,,,,False,,,False,False,,,A. Berasategui,P. Rafter,B428,R255,ESP,AUS,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS032,R64,01:51:00,,F,3,S402,"6-2,6-1,6-2",P. Sampras,D. Sanguinetti,,,USA,ITA,6-2,6-1,6-2,,,01:51:00,232,/en/stats/leaderboard?page=serve,2,10,56,38.0,68,95,36.0,38.0,73,22.0,30.0,0,0,,12,220,/en/stats/leaderboard?page=serve,2,5,69,51.0,74,55,28.0,51.0,48,11.0,23.0,33,3,9.0,11,85,58,68,47,35,74,65,93,142,53,39,74,15,10,68,35,49,142,A,,,,,,,,,,,,,P. Sampras,D. Sanguinetti,S402,S480,USA,ITA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS033,R64,02:19:00,,F,4,G182,"4-6,6-2,6-1,6-3",M. Gustafsson,S. Dosedel,,,SWE,CZE,4-6,6-2,6-1,6-3,,02:19:00,263,/en/stats/leaderboard?page=serve,5,8,54,65.0,120,75,49.0,65.0,49,27.0,55.0,25,1,4,17,215,/en/stats/leaderboard?page=serve,3,5,57,68.0,119,57,39.0,68.0,47,24.0,51.0,56,10,18.0,17,63,76,120,47,56,119,55,132,239,53,63,119,37,44,120,45,107,239,A,,,,,,,,,,,,,M. Gustafsson,S. Dosedel,G182,D198,SWE,CZE,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS035,R64,02:57:00,,F,5,A226,"1-6,6-2,4-6,6-1,9-7",H. Arazi,M. Philippoussis,,,MAR,AUS,1-6,6-2,4-6,6-1,9-7,02:57:00,272,/en/stats/leaderboard?page=serve,4,14,60,67.0,112,85,57.0,67.0,42,19.0,45.0,43,3,7,16,253,/en/stats/leaderboard?page=serve,2,10,70,79.0,113,72,57.0,79.0,35,12.0,34.0,50,5,10.0,16,68,76,112,39,44,113,53,120,225,61,69,113,32,36,112,47,105,225,A,,,,,,,,,,,,,H. Arazi,M. Philippoussis,A226,P338,MAR,AUS,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS036,R64,03:17:00,,F,5,K237,"7-6(7),6-7(5),2-6,6-0,6-1",K. Kucera,D. Vacek,,,SVK,CZE,7-6(7),6-7(5),2-6,6-0,6-1,03:17:00,234,/en/stats/leaderboard?page=serve,16,8,61,103.0,168,74,76.0,103.0,34,22.0,65.0,50,6,12,23,226,/en/stats/leaderboard?page=serve,6,6,68,113.0,167,58,66.0,113.0,41,22.0,54.0,59,13,22.0,22,58,98,168,47,79,167,53,177,335,53,88,167,42,70,168,47,158,335,A,,,,7,4,,5,7,,,,,K. Kucera,D. Vacek,K237,V141,SVK,CZE,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS037,R64,02:25:00,,F,4,N210,"5-7,7-5,6-2,6-1",D. Nestor,M. Damm,,,CAN,CZE,5-7,7-5,6-2,6-1,,02:25:00,282,/en/stats/leaderboard?page=serve,12,22,57,93.0,163,85,79.0,93.0,40,28.0,70.0,78,7,9,20,244,/en/stats/leaderboard?page=serve,6,11,54,76.0,140,79,60.0,76.0,38,24.0,64.0,50,6,12.0,19,66,107,163,40,56,140,54,163,303,60,84,140,34,56,163,46,140,303,A,,,,,,,,,,,,,D. Nestor,M. Damm,N210,D214,CAN,CZE,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS038,R64,02:55:00,,F,5,L226,"6-7(1),6-3,6-3,4-6,6-4",S. Lareau,M. Tillstrom,,,CAN,SWE,6-7(1),6-3,6-3,4-6,6-4,02:55:00,254,/en/stats/leaderboard?page=serve,6,5,68,113.0,165,74,84.0,113.0,33,17.0,52.0,58,7,12,25,237,/en/stats/leaderboard?page=serve,7,6,66,117.0,176,68,79.0,117.0,36,21.0,59.0,53,9,17.0,25,61,101,165,43,76,176,52,177,341,57,100,176,39,64,165,48,164,341,A,,,,1,7,,,,,,,,S. Lareau,M. Tillstrom,L226,T166,CAN,SWE,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS039,R64,02:34:00,,F,4,F164,"4-6,6-4,7-6(7),6-4",R. Fromberg,C. Moya,,,AUS,ESP,4-6,6-4,7-6(7),6-4,,02:34:00,283,/en/stats/leaderboard?page=serve,5,11,72,103.0,143,82,84.0,103.0,38,15.0,40.0,50,3,6,21,279,/en/stats/leaderboard?page=serve,2,3,76,96.0,127,74,71.0,96.0,48,15.0,31.0,67,8,12.0,21,69,99,143,32,41,127,52,140,270,68,86,127,31,44,143,48,130,270,A,,7,2,,,,,,,,,,R. Fromberg,C. Moya,F164,M605,AUS,ESP,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS040,R64,02:49:00,,F,5,B446,"6-7(3),4-6,6-4,6-2,6-3",J. Bjorkman,W. Ferreira,,,SWE,RSA,6-7(3),4-6,6-4,6-2,6-3,02:49:00,258,/en/stats/leaderboard?page=serve,8,10,50,81.0,162,79,64.0,81.0,48,39.0,81.0,64,9,14,24,231,/en/stats/leaderboard?page=serve,10,10,57,100.0,174,68,68.0,100.0,42,31.0,74.0,47,8,17.0,25,64,103,162,43,75,174,53,178,336,57,99,174,36,59,162,47,158,336,A,,,,3,7,,,,,,,,J. Bjorkman,W. Ferreira,B446,F196,SWE,RSA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS041,R64,03:07:00,,F,5,S424,"6-4,3-6,3-6,6-2,6-4",F. Santoro,N. Lapentti,,,FRA,ECU,6-4,3-6,3-6,6-2,6-4,03:07:00,223,/en/stats/leaderboard?page=serve,11,5,46,75.0,162,69,52.0,75.0,45,39.0,87.0,61,11,18,23,241,/en/stats/leaderboard?page=serve,5,6,68,100.0,147,67,67.0,100.0,40,19.0,47.0,43,6,14.0,23,56,91,162,41,61,147,49,152,309,59,86,147,44,71,162,51,157,309,A,,,,,,,,,,,,,F. Santoro,N. Lapentti,S424,L290,FRA,ECU,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS042,R64,01:45:00,,F,3,C355,"6-4,6-3,6-4",S. Campbell,A. O'Brien,,,USA,USA,6-4,6-3,6-4,,,01:45:00,273,/en/stats/leaderboard?page=serve,3,4,56,46.0,82,78,36.0,46.0,53,19.0,36.0,33,1,3,14,254,/en/stats/leaderboard?page=serve,1,7,67,58.0,86,64,37.0,58.0,57,16.0,28.0,40,4,10.0,15,67,55,82,38,33,86,52,88,168,62,53,86,33,27,82,48,80,168,A,,,,,,,,,,,,,S. Campbell,A. O'Brien,C355,O099,USA,USA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS043,R64,00:50:00,,F,2,B397,"6-2,5-0",B. Black,G. Pozzi,,,ZIM,ITA,6-2,5-0,,,,00:50:00,249,/en/stats/leaderboard?page=serve,2,2,68,25.0,37,68,17.0,25.0,42,5.0,12.0,33,1,3,7,127,/en/stats/leaderboard?page=serve,2,4,44,25.0,57,56,14.0,25.0,25,8.0,32.0,46,6,13.0,7,59,22,37,61,35,57,61,57,94,39,22,57,41,15,37,39,37,94,A,,,,,,,,,,,,,B. Black,G. Pozzi,B397,P045,ZIM,ITA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS044,R64,01:43:00,,F,3,C344,"6-4,6-3,6-0",A. Corretja,D. Prinosil,,,ESP,GER,6-4,6-3,6-0,,,01:43:00,261,/en/stats/leaderboard?page=serve,2,5,59,50.0,85,66,33.0,50.0,57,20.0,35.0,50,3,6,13,162,/en/stats/leaderboard?page=serve,8,3,40,29.0,73,83,24.0,29.0,11,5.0,44.0,20,2,10.0,12,62,53,85,60,44,73,61,97,158,40,29,73,38,32,85,39,61,158,A,,,,,,,,,,,,,A. Corretja,D. Prinosil,C344,P273,ESP,GER,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS045,R64,02:18:00,,F,4,P226,"6-3,7-5,3-6,6-3",C. Pioline,J. Burillo,,,FRA,ESP,6-3,7-5,3-6,6-3,,02:18:00,305,/en/stats/leaderboard?page=serve,5,14,60,80.0,134,85,68.0,80.0,56,30.0,54.0,83,5,6,20,286,/en/stats/leaderboard?page=serve,4,12,63,77.0,122,84,65.0,77.0,47,21.0,45.0,57,4,7.0,19,73,98,134,30,36,122,52,134,256,70,86,122,27,36,134,48,122,256,A,,,,,,,,,,,,,C. Pioline,J. Burillo,P226,B429,FRA,ESP,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS046,R64,02:16:00,,F,4,S544,"6-3,4-6,6-4,6-3",V. Spadea,M. Rosset,,,USA,SUI,6-3,4-6,6-4,6-3,,02:16:00,288,/en/stats/leaderboard?page=serve,1,4,65,73.0,113,68,50.0,73.0,68,27.0,40.0,63,5,8,19,221,/en/stats/leaderboard?page=serve,14,7,45,57.0,126,77,44.0,57.0,38,26.0,69.0,14,1,7.0,19,68,77,113,44,56,126,56,133,239,56,70,126,32,36,113,44,106,239,A,,,,,,,,,,,,,V. Spadea,M. Rosset,S544,R214,USA,SUI,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS047,R64,01:45:00,,F,3,K148,"7-6(7),6-3,6-3",P. Korda,S. Draper,,,CZE,AUS,7-6(7),6-3,6-3,,,01:45:00,295,/en/stats/leaderboard?page=serve,4,10,64,72.0,113,83,60.0,72.0,49,20.0,41.0,75,3,4,15,264,/en/stats/leaderboard?page=serve,3,9,62,64.0,104,70,45.0,64.0,53,21.0,40.0,20,1,5.0,15,71,80,113,37,38,104,54,118,217,63,66,104,29,33,113,46,99,217,A,,,,7,3,,,,,,,,P. Korda,S. Draper,K148,D270,CZE,AUS,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS048,R64,01:08:00,,F,3,R237,"6-4,6-4,1-0",G. Rusedski,J. Stark,,,GBR,USA,6-4,6-4,1-0,,,01:08:00,228,/en/stats/leaderboard?page=serve,4,14,58,38.0,66,92,35.0,38.0,68,19.0,28.0,0,0,,11,259,/en/stats/leaderboard?page=serve,1,3,61,39.0,64,72,28.0,39.0,52,13.0,25.0,50,3,6.0,11,82,54,66,36,23,64,59,77,130,64,41,64,18,12,66,41,53,130,A,,,,,,,,,,,,,G. Rusedski,J. Stark,R237,S403,GBR,USA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS049,R64,02:15:00,,F,4,W136,"6-4,4-6,6-3,6-4",T. Woodbridge,C. Van Garsse,,,AUS,BEL,6-4,4-6,6-3,6-4,,02:15:00,265,/en/stats/leaderboard?page=serve,7,11,57,77.0,136,82,63.0,77.0,42,25.0,59.0,50,4,8,20,234,/en/stats/leaderboard?page=serve,6,3,55,60.0,110,70,42.0,60.0,44,22.0,50.0,33,3,9.0,19,65,88,136,42,46,110,54,134,246,58,64,110,35,48,136,46,112,246,A,,,,,,,,,,,,,T. Woodbridge,C. Van Garsse,W136,V170,AUS,BEL,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS050,R64,02:27:00,,F,5,R016,"6-0,6-4,1-6,4-6,6-3",R. Reneberg,F. Squillari,,,USA,ARG,6-0,6-4,1-6,4-6,6-3,02:27:00,268,/en/stats/leaderboard?page=serve,8,11,61,95.0,156,78,74.0,95.0,41,25.0,61.0,50,3,6,21,252,/en/stats/leaderboard?page=serve,15,19,54,92.0,170,78,72.0,92.0,40,31.0,78.0,64,9,14.0,21,63,99,156,39,67,170,51,166,326,61,103,170,37,57,156,49,160,326,A,,,,,,,,,,,,,R. Reneberg,F. Squillari,R016,S568,USA,ARG,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS051,R64,02:28:00,,F,4,E140,"5-7,6-3,6-1,7-5",N. Escude,G. Kuerten,,,FRA,BRA,5-7,6-3,6-1,7-5,,02:28:00,281,/en/stats/leaderboard?page=serve,2,13,73,108.0,148,72,78.0,108.0,45,18.0,40.0,71,10,14,20,232,/en/stats/leaderboard?page=serve,6,11,61,90.0,148,66,59.0,90.0,40,23.0,58.0,56,10,18.0,20,65,96,148,45,66,148,55,162,296,55,82,148,35,52,148,45,134,296,A,,,,,,,,,,,,,N. Escude,G. Kuerten,E140,K293,FRA,BRA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS052,R64,03:34:00,,F,5,G319,"7-6(7),7-5,6-7(5),3-6,6-1",J. Golmard,J. Siemerink,,,FRA,NED,7-6(7),7-5,6-7(5),3-6,6-1,03:34:00,286,/en/stats/leaderboard?page=serve,5,8,73,131.0,179,74,97.0,131.0,48,23.0,48.0,73,8,11,26,275,/en/stats/leaderboard?page=serve,9,21,63,127.0,202,76,96.0,127.0,44,33.0,75.0,67,10,15.0,26,67,120,179,36,73,202,51,193,381,64,129,202,33,59,179,49,188,381,A,,5,7,7,2,,,,,,,,J. Golmard,J. Siemerink,G319,S381,FRA,NED,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS053,R64,03:06:00,,F,5,K316,"2-6,1-6,6-2,7-6(7),6-2",N. Kiefer,D. Wheaton,,,GER,USA,2-6,1-6,6-2,7-6(7),6-2,03:06:00,233,/en/stats/leaderboard?page=serve,9,12,49,75.0,153,73,55.0,75.0,45,35.0,78.0,47,7,15,22,231,/en/stats/leaderboard?page=serve,9,10,48,74.0,154,76,56.0,74.0,40,32.0,80.0,65,13,20.0,21,59,90,153,43,66,154,51,156,307,57,88,154,41,63,153,49,151,307,A,,,,,,,,,,,7,3,N. Kiefer,D. Wheaton,K316,W123,GER,USA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS054,R64,02:05:00,,F,4,B499,"6-2,6-4,5-7,6-4",W. Black,M. Tebbutt,,,ZIM,AUS,6-2,6-4,5-7,6-4,,02:05:00,293,/en/stats/leaderboard?page=serve,4,10,72,108.0,150,73,79.0,108.0,52,22.0,42.0,78,7,9,20,254,/en/stats/leaderboard?page=serve,7,15,57,92.0,162,70,64.0,92.0,44,31.0,70.0,67,10,15.0,20,67,101,150,41,67,162,54,168,312,59,95,162,33,49,150,46,144,312,A,,,,,,,,,,,,,W. Black,M. Tebbutt,B499,T195,ZIM,AUS,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS055,R64,02:36:00,,F,3,R186,"6-4,7-6(7),7-6(7)",G. Raoux,M. Chang,,,FRA,USA,6-4,7-6(7),7-6(7),,,02:36:00,284,/en/stats/leaderboard?page=serve,2,11,61,72.0,119,79,57.0,72.0,53,25.0,47.0,50,3,6,17,265,/en/stats/leaderboard?page=serve,4,12,63,85.0,135,80,68.0,85.0,38,19.0,50.0,71,10,14.0,17,69,82,119,36,48,135,51,130,254,64,87,135,31,37,119,49,124,254,A,,7,5,,,,7,4,,,,,G. Raoux,M. Chang,R186,C274,FRA,USA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS056,R64,03:02:00,,F,5,R280,"6-3,6-7(5),6-3,3-6,6-3",L. Roux,J. Apell,,,FRA,SWE,6-3,6-7(5),6-3,3-6,6-3,03:02:00,281,/en/stats/leaderboard?page=serve,4,14,64,110.0,171,77,85.0,110.0,46,28.0,61.0,64,7,11,25,266,/en/stats/leaderboard?page=serve,2,13,59,90.0,153,74,67.0,90.0,49,31.0,63.0,54,7,13.0,23,66,113,171,36,55,153,52,168,324,64,98,153,34,58,171,48,156,324,A,,,,,,,5,7,,,,,L. Roux,J. Apell,R280,A176,FRA,SWE,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS057,R64,02:40:00,,F,4,A203,"6-7(5),6-3,7-6(7),6-4",K. Alami,J. Alonso,,,MAR,ESP,6-7(5),6-3,7-6(7),6-4,,02:40:00,310,/en/stats/leaderboard?page=serve,5,18,68,106.0,155,84,89.0,106.0,55,27.0,49.0,75,6,8,22,255,/en/stats/leaderboard?page=serve,10,14,51,91.0,180,71,65.0,91.0,49,44.0,89.0,69,9,13.0,21,75,116,155,39,71,180,56,187,335,61,109,180,25,39,155,44,148,335,A,,7,4,5,7,,,,,,,,K. Alami,J. Alonso,A203,A272,MAR,ESP,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS058,R64,02:05:00,,F,3,I052,"6-3,6-2,7-6(8)",A. Ilie,J. Stoltenberg,,,AUS,AUS,6-3,6-2,7-6(8),,,02:05:00,258,/en/stats/leaderboard?page=serve,5,3,56,66.0,117,74,49.0,66.0,57,29.0,51.0,,0,,15,276,/en/stats/leaderboard?page=serve,1,7,72,67.0,93,70,47.0,67.0,50,13.0,26.0,0,0,3.0,14,67,78,117,35,33,93,53,111,210,65,60,93,33,39,117,47,99,210,A,,8,6,,,,,,,,,,A. Ilie,J. Stoltenberg,I052,S331,AUS,AUS,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS059,R64,02:42:00,,F,4,R286,"6-4,7-6(7),4-6,6-4",M. Rios,T. Enqvist,,,CHI,SWE,6-4,7-6(7),4-6,6-4,,02:42:00,273,/en/stats/leaderboard?page=serve,8,8,64,91.0,142,75,68.0,91.0,49,25.0,51.0,50,3,6,21,269,/en/stats/leaderboard?page=serve,4,11,65,99.0,153,71,70.0,99.0,46,25.0,54.0,43,3,7.0,21,65,93,142,38,58,153,51,151,295,62,95,153,35,49,142,49,144,295,A,,,,,,,7,4,,,,,M. Rios,T. Enqvist,R286,E113,CHI,SWE,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS060,R64,02:30:00,,F,4,A092,"6-4,6-4,2-6,7-5",A. Agassi,A. Costa,,,USA,ESP,6-4,6-4,2-6,7-5,,02:30:00,267,/en/stats/leaderboard?page=serve,3,4,67,85.0,127,74,63.0,85.0,45,19.0,42.0,43,3,7,20,259,/en/stats/leaderboard?page=serve,5,10,74,110.0,149,72,79.0,110.0,33,13.0,39.0,64,9,14.0,20,65,82,127,38,57,149,50,139,276,62,92,149,35,45,127,50,137,276,A,,,,,,,,,,,,,A. Agassi,A. Costa,A092,C378,USA,ESP,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS061,R64,02:22:00,,F,4,G254,"4-6,6-1,6-4,6-4",A. Gaudenzi,O. Gross,,,ITA,GER,4-6,6-1,6-4,6-4,,02:22:00,251,/en/stats/leaderboard?page=serve,9,3,48,61.0,127,77,47.0,61.0,48,32.0,66.0,63,5,8,19,223,/en/stats/leaderboard?page=serve,11,8,63,91.0,145,69,63.0,91.0,28,15.0,54.0,60,9,15.0,18,62,79,127,46,67,145,54,146,272,54,78,145,38,48,127,46,126,272,A,,,,,,,,,,,,,A. Gaudenzi,O. Gross,G254,G297,ITA,GER,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS062,R64,01:52:00,,F,3,B428,"6-4,7-6(7),6-4",A. Berasategui,A. Medvedev,,,ESP,UKR,6-4,7-6(7),6-4,,,01:52:00,210,/en/stats/leaderboard?page=serve,10,1,65,73.0,113,67,49.0,73.0,25,10.0,40.0,45,5,11,16,196,/en/stats/leaderboard?page=serve,7,4,53,60.0,114,63,38.0,60.0,33,18.0,54.0,47,7,15.0,16,52,59,113,51,58,114,52,117,227,49,56,114,48,54,113,48,110,227,A,,,,,,,7,1,,,,,A. Berasategui,A. Medvedev,B428,M475,ESP,UKR,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS063,R64,03:26:00,,F,5,R255,"2-6,7-6(7),6-7(4),6-4,6-3",P. Rafter,T. Martin,,,AUS,USA,2-6,7-6(7),6-7(4),6-4,6-3,03:26:00,272,/en/stats/leaderboard?page=serve,7,13,65,122.0,188,80,97.0,122.0,41,27.0,66.0,67,10,15,26,291,/en/stats/leaderboard?page=serve,5,18,71,117.0,164,76,89.0,117.0,51,24.0,47.0,38,3,8.0,25,66,124,188,31,51,164,50,175,352,69,113,164,34,64,188,50,177,352,A,,4,7,,,,7,2,,,,,P. Rafter,T. Martin,R255,M442,AUS,USA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS064,R128,01:42:00,,F,3,S402,"7-5,6-4,6-2",P. Sampras,S. Schalken,,,USA,NED,7-5,6-4,6-2,,,01:42:00,316,/en/stats/leaderboard?page=serve,2,17,70,66.0,94,92,61.0,66.0,46,13.0,28.0,0,0,1,15,238,/en/stats/leaderboard?page=serve,3,5,62,71.0,114,66,47.0,71.0,42,18.0,43.0,64,9,14.0,15,79,74,94,43,49,114,59,123,208,57,65,114,21,20,94,41,85,208,A,,,,,,,,,,,,,P. Sampras,S. Schalken,S402,S572,USA,NED,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS065,R128,02:35:00,,F,4,S480,"6-0,3-6,7-6(10),6-3",D. Sanguinetti,A. Martin,,,ITA,ESP,6-0,3-6,7-6(10),6-3,,02:35:00,243,/en/stats/leaderboard?page=serve,1,1,58,74.0,128,65,48.0,74.0,52,28.0,54.0,50,6,12,19,198,/en/stats/leaderboard?page=serve,7,0,63,82.0,131,61,50.0,82.0,29,14.0,49.0,43,6,14.0,17,59,76,128,51,67,131,55,143,259,49,64,131,41,52,128,45,116,259,A,,10,8,,,,,,,,,,D. Sanguinetti,A. Martin,S480,M590,ITA,ESP,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS066,R128,01:50:00,,F,3,G182,"6-4,6-3,6-0",M. Gustafsson,D. van Scheppingen,,,SWE,NED,6-4,6-3,6-0,,,01:50:00,256,/en/stats/leaderboard?page=serve,1,3,60,52.0,86,54,28.0,52.0,65,22.0,34.0,63,5,8,12,184,/en/stats/leaderboard?page=serve,2,1,65,68.0,105,47,32.0,68.0,43,16.0,37.0,59,13,22.0,13,58,50,86,54,57,105,56,107,191,46,48,105,42,36,86,44,84,191,A,,,,,,,,,,,,,M. Gustafsson,D. van Scheppingen,G182,S559,SWE,NED,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS067,R128,02:20:00,,F,4,D198,"6-4,3-6,6-3,7-6(7)",S. Dosedel,A. Boetsch,,,CZE,FRA,6-4,3-6,6-3,7-6(7),,02:20:00,280,/en/stats/leaderboard?page=serve,1,2,64,75.0,118,72,54.0,75.0,58,25.0,43.0,50,3,6,20,245,/en/stats/leaderboard?page=serve,5,0,57,73.0,129,67,49.0,73.0,46,26.0,56.0,60,6,10.0,20,67,79,118,42,54,129,54,133,247,58,75,129,33,39,118,46,114,247,A,,,,,,,,,,,7,2,S. Dosedel,A. Boetsch,D198,B053,CZE,FRA,,
580,1998,Australian Open,GS,1998-01-19T00:00:00,1998-02-01T00:00:00,Hard,128,3140107,$,MS068,R128,02:20:00,,F,4,C252,"2-6,6-2,6-3,6-4",F. Clavet,L. Burgsmuller,,,ESP,GER,2-6,6-2,6-3,6-4,,02:20:00,271,/en/stats/leaderboard?page=serve,1,0,68,66.0,97,74,49.0,66.0,48,15.0,31.0,70,7,10,17,228,/en/stats/leaderboard?page=serve,7,5,65,89.0,137,64,57.0,89.0,35,17.0,48.0,54,7,13.0,18,66,64,97,46,63,137,54,127,234,54,74,137,34,33,97,46,107,234,A,,,,,,,,,,,,,F. Clavet,L. Burgsmuller,C252,B484,ESP,GER,,
