event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS011,R16,01:16:00,,F,2,T136,"6-3,6-4",J. Tarango,M. Filippini,,,USA,URU,6-3,6-4,,,,01:16:00,274,/en/stats/leaderboard?page=serve,3,1,58,36,62,86,31,36,42,11,26,80,4,5,10,235,/en/stats/leaderboard?page=serve,1,2,62,29,47,62,18,29,44,8,18,0,0,3,9,68,42,62,45,21,47,58,63,109,55,26,47,32,20,62,42,46,109,A,,,,,,,,,J. Tarango,M. Filippini,T136,F165,USA,URU,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS012,R16,01:56:00,,F,2,K237,"7-6(7),6-3",K. Kucera,S. Dosedel,,,SVK,CZE,7-6(7),6-3,,,,01:56:00,221,/en/stats/leaderboard?page=serve,8,0,59,44,74,70,31,44,40,12,30,50,4,8,10,223,/en/stats/leaderboard?page=serve,1,1,84,78,93,47,37,78,47,7,15,50,6,12,11,58,43,74,53,49,93,55,92,167,47,44,93,42,31,74,45,75,167,A,7,4,,,,,,,K. Kucera,S. Dosedel,K237,D198,SVK,CZE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS013,R16,01:21:00,,F,3,L206,"6-1,4-6,6-0",M. Larsson,H. Dreekmann,,,SWE,GER,6-1,4-6,6-0,,,01:21:00,284,/en/stats/leaderboard?page=serve,1,11,63,45,72,76,34,45,52,14,27,50,2,4,12,189,/en/stats/leaderboard?page=serve,5,5,42,30,71,63,19,30,39,16,41,40,4,10,11,67,48,72,51,36,71,59,84,143,49,35,71,33,24,72,41,59,143,A,,,,,,,,,M. Larsson,H. Dreekmann,L206,D249,SWE,GER,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS014,R16,01:48:00,,F,3,M578,"6-2,1-6,7-6(7)",J. Marin,F. Dewulf,,,CRC,BEL,6-2,1-6,7-6(7),,,01:48:00,235,/en/stats/leaderboard?page=serve,2,5,58,51,88,67,34,51,46,17,37,50,5,10,13,213,/en/stats/leaderboard?page=serve,9,2,40,33,83,70,23,33,46,23,50,17,1,6,14,58,51,88,45,37,83,51,88,171,55,46,83,42,37,88,49,83,171,A,,,,,7,1,,,J. Marin,F. Dewulf,M578,D228,CRC,BEL,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS015,R16,02:06:00,,F,3,N099,"4-6,6-3,6-2",T. Nydahl,F. Meligeni,,,SWE,BRA,4-6,6-3,6-2,,,02:06:00,260,/en/stats/leaderboard?page=serve,5,3,60,49,81,76,37,49,50,16,32,63,5,8,13,213,/en/stats/leaderboard?page=serve,4,5,53,54,101,57,31,54,45,21,47,57,8,14,14,65,53,81,49,49,101,56,102,182,51,52,101,35,28,81,44,80,182,A,,,,,,,,,T. Nydahl,F. Meligeni,N099,M443,SWE,BRA,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS016,R32,02:01:00,,F,3,S751,"4-6,6-3,6-2",M. Sarstrand,T. Johansson,,,SWE,SWE,4-6,6-3,6-2,,,02:01:00,271,/en/stats/leaderboard?page=serve,3,6,52,44,85,75,33,44,56,23,41,60,3,5,14,227,/en/stats/leaderboard?page=serve,5,4,47,54,114,65,35,54,47,28,60,69,9,13,13,66,56,85,45,51,114,54,107,199,55,63,114,34,29,85,46,92,199,A,,,,,,,,,M. Sarstrand,T. Johansson,S751,J129,SWE,SWE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS017,R32,01:15:00,,F,2,F278,"6-2,7-6(7)",P. Fredriksson,R. Fromberg,,,SWE,AUS,6-2,7-6(7),,,,01:15:00,295,/en/stats/leaderboard?page=serve,2,1,62,36,58,89,32,36,55,12,22,50,1,2,10,256,/en/stats/leaderboard?page=serve,2,8,69,44,64,66,29,44,45,9,20,0,0,3,10,76,44,58,41,26,64,57,70,122,59,38,64,24,14,58,43,52,122,A,,,,,,,7,3,P. Fredriksson,R. Fromberg,F278,F164,SWE,AUS,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS018,R32,01:31:00,,F,3,C179,"3-6,6-3,6-1",C. Costa,A. Pavel,,,ESP,ROU,3-6,6-3,6-1,,,01:31:00,290,/en/stats/leaderboard?page=serve,1,5,59,44,75,68,30,44,68,21,31,83,5,6,12,246,/en/stats/leaderboard?page=serve,3,5,58,50,86,64,32,50,53,19,36,69,9,13,13,68,51,75,41,35,86,53,86,161,59,51,86,32,24,75,47,75,161,A,,,,,,,,,C. Costa,A. Pavel,C179,P280,ESP,ROU,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS019,R32,01:27:00,,F,2,C439,"6-4,7-5",M. Craca,M. Tillstrom,,,GER,SWE,6-4,7-5,,,,01:27:00,271,/en/stats/leaderboard?page=serve,2,0,74,50,68,60,30,50,67,12,18,67,6,9,11,210,/en/stats/leaderboard?page=serve,2,2,48,40,84,63,25,40,45,20,44,62,8,13,11,62,42,68,46,39,84,53,81,152,54,45,84,38,26,68,47,71,152,A,,,,,,,,,M. Craca,M. Tillstrom,C439,T166,GER,SWE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS020,R32,01:37:00,,F,2,N250,"6-4,7-5",M. Norman,N. Kulti,,,SWE,SWE,6-4,7-5,,,,01:37:00,268,/en/stats/leaderboard?page=serve,1,10,51,36,71,78,28,36,49,17,35,71,5,7,11,218,/en/stats/leaderboard?page=serve,4,2,54,43,79,67,29,43,36,13,36,69,9,13,11,63,45,71,47,37,79,55,82,150,53,42,79,37,26,71,45,68,150,A,,,,,,,,,M. Norman,N. Kulti,N250,K181,SWE,SWE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS021,R32,00:29:00,,F,1,V166,4-3,A. Voinea,J. Golmard,,,ROU,FRA,4-3,,,,,00:29:00,257,/en/stats/leaderboard?page=serve,1,2,64,16,25,50,8,16,67,6,9,50,1,2,4,253,/en/stats/leaderboard?page=serve,,2,59,10,17,60,6,10,57,4,7,50,1,2,4,56,14,25,41,7,17,50,21,42,59,10,17,44,11,25,50,21,42,A,,,,False,,,,,A. Voinea,J. Golmard,V166,G319,ROU,FRA,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS022,R32,00:52:00,,F,2,T136,"6-1,6-2",J. Tarango,H. Andersson,,,USA,SWE,6-1,6-2,,,,00:52:00,272,/en/stats/leaderboard?page=serve,3,3,62,40,65,63,25,40,60,15,25,90,9,10,8,171,/en/stats/leaderboard?page=serve,4,4,60,27,45,44,12,27,39,7,18,29,2,7,7,62,40,65,58,26,45,60,66,110,42,19,45,38,25,65,40,44,110,A,,,,,,,,,J. Tarango,H. Andersson,T136,A280,USA,SWE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS023,R32,02:05:00,,F,3,F165,"4-6,6-4,6-1",M. Filippini,L. Jonsson,,,URU,SWE,4-6,6-4,6-1,,,02:05:00,232,/en/stats/leaderboard?page=serve,2,1,79,69,87,68,47,69,17,3,18,60,6,10,13,209,/en/stats/leaderboard?page=serve,3,4,60,67,112,60,40,67,38,17,45,63,12,19,14,57,50,87,49,55,112,53,105,199,51,57,112,43,37,87,47,94,199,A,,,,,,,,,M. Filippini,L. Jonsson,F165,J084,URU,SWE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS024,R32,01:51:00,,F,3,K237,"6-3,3-6,6-2",K. Kucera,J. Apell,,,SVK,SWE,6-3,3-6,6-2,,,01:51:00,216,/en/stats/leaderboard?page=serve,7,1,52,44,84,66,29,44,43,17,40,58,7,12,13,199,/en/stats/leaderboard?page=serve,6,5,60,64,106,58,37,64,36,15,42,56,9,16,13,55,46,84,51,54,106,53,100,190,49,52,106,45,38,84,47,90,190,A,,,,,,,,,K. Kucera,J. Apell,K237,A176,SVK,SWE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS025,R32,01:53:00,,F,3,D198,"6-4,6-7(2),6-2",S. Dosedel,D. van Scheppingen,,,CZE,NED,6-4,6-7(2),6-2,,,01:53:00,232,/en/stats/leaderboard?page=serve,6,8,58,59,101,63,37,59,43,18,42,64,9,14,15,200,/en/stats/leaderboard?page=serve,7,2,59,60,102,52,31,60,48,20,42,33,4,12,15,54,55,101,50,51,102,52,106,203,50,51,102,46,46,101,48,97,203,A,,,,,,,2,7,S. Dosedel,D. van Scheppingen,D198,S559,CZE,NED,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS026,R32,01:31:00,,F,2,D249,"7-6(7),6-4",H. Dreekmann,M. Gorriz,,,GER,ESP,7-6(7),6-4,,,,01:31:00,262,/en/stats/leaderboard?page=serve,6,5,49,35,71,86,30,35,47,17,36,71,5,7,11,253,/en/stats/leaderboard?page=serve,3,1,64,39,61,64,25,39,55,12,22,40,2,5,11,66,47,71,39,24,61,54,71,132,61,37,61,34,24,71,46,61,132,A,7,2,,,,,,,H. Dreekmann,M. Gorriz,D249,G028,GER,ESP,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS027,R32,01:04:00,,F,2,L206,"6-3,6-2",M. Larsson,N. Timfjord,,,SWE,SWE,6-3,6-2,,,,01:04:00,290,/en/stats/leaderboard?page=serve,2,5,64,29,45,79,23,29,56,9,16,0,0,1,9,207,/en/stats/leaderboard?page=serve,1,1,63,44,70,59,26,44,35,9,26,73,11,15,8,71,32,45,50,35,70,58,67,115,50,35,70,29,13,45,42,48,115,A,,,,,,,,,M. Larsson,N. Timfjord,L206,T236,SWE,SWE,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS028,R32,01:04:00,,F,2,D228,"6-4,6-1",F. Dewulf,G. Schaller,,,BEL,AUT,6-4,6-1,,,,01:04:00,230,/en/stats/leaderboard?page=serve,4,1,56,29,52,79,23,29,61,14,23,,0,,8,231,/en/stats/leaderboard?page=serve,,0,65,33,51,55,18,33,56,10,18,20,1,5,9,71,37,52,45,23,51,58,60,103,55,28,51,29,15,52,42,43,103,A,,,,False,,,,,F. Dewulf,G. Schaller,D228,S315,BEL,AUT,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS029,R32,01:44:00,,F,2,M578,"7-6(7),7-5",J. Marin,B. Karbacher,,,CRC,GER,7-6(7),7-5,,,,01:44:00,259,/en/stats/leaderboard?page=serve,2,2,56,45,81,78,35,45,50,18,36,50,3,6,12,234,/en/stats/leaderboard?page=serve,5,7,49,35,72,71,25,35,46,17,37,50,4,8,12,65,53,81,42,30,72,54,83,153,58,42,72,35,28,81,46,70,153,A,7,4,,,,,,,J. Marin,B. Karbacher,M578,K190,CRC,GER,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS030,R32,01:37:00,,F,2,M443,"7-5,6-3",F. Meligeni,F. Squillari,,,BRA,ARG,7-5,6-3,,,,01:37:00,234,/en/stats/leaderboard?page=serve,4,1,52,41,79,68,28,41,47,18,38,70,7,10,10,194,/en/stats/leaderboard?page=serve,5,1,65,54,83,57,31,54,31,9,29,67,12,18,11,58,46,79,52,43,83,55,89,162,48,40,83,42,33,79,45,73,162,A,,,,,,,,,F. Meligeni,F. Squillari,M443,S568,BRA,ARG,,
316,1997,Bastad,GP,1997-07-07T00:00:00,1997-07-13T00:00:00,Clay,32,303000,$,MS031,R32,01:34:00,,F,3,N099,"6-3,2-6,6-1",T. Nydahl,M. Gustafsson,,,SWE,SWE,6-3,2-6,6-1,,,01:34:00,216,/en/stats/leaderboard?page=serve,3,1,62,42,68,60,25,42,46,12,26,40,4,10,12,164,/en/stats/leaderboard?page=serve,4,0,56,40,71,40,16,40,39,12,31,27,3,11,12,54,37,68,61,43,71,58,80,139,39,28,71,46,31,68,42,59,139,A,,,,,,,,,T. Nydahl,M. Gustafsson,N099,G182,SWE,SWE,,
