event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS001,F,01:23:00,,F,2,S0S1,"7-5,6-1",B. Shelton,A. Karatsev,,,USA,RUS,7-5,6-1,,,,01:23:00,A,B. Shelton,A. Karatsev,USA,RUS,,,332,/en/stats/leaderboard?page=serve,1,3,80,40,50,80,32,40,70,7,10,100,1,1,9,224,/en/stats/leaderboard?page=serve,4,2,57,36,63,61,22,36,48,13,27,33,2,6,10,78,39,50,44,28,63,59,67,113,56,35,63,22,11,50,41,46,113,01:23:00,01:23:00,,,,,,,S0S1,KC56
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS002,SF,01:34:00,,F,2,KC56,"6-3,6-4",A. Karatsev,S. Mochizuki,,,RUS,JPN,6-3,6-4,,,,01:34:00,A,A. Karatsev,S. Mochizuki,RUS,JPN,,,309,/en/stats/leaderboard?page=serve,0,6,58,34,59,85,29,34,60,15,25,100,1,1,10,259,/en/stats/leaderboard?page=serve,1,3,56,30,54,70,21,30,54,13,24,67,4,6,9,75,44,59,37,20,54,57,64,113,63,34,54,25,15,59,43,49,113,01:34:00,01:34:00,,,,,,,KC56,M0HU
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS003,SF,02:50:00,,F,3,S0S1,"6-7(2),7-6(7),6-4",B. Shelton,M. Giron,,,USA,USA,6-7(2),7-6(7),6-4,,,02:50:00,A,B. Shelton,M. Giron,USA,USA,,,285,/en/stats/leaderboard?page=serve,3,13,74,88,119,67,59,88,52,16,31,70,7,10,17,274,/en/stats/leaderboard?page=serve,3,8,67,71,106,77,55,71,49,17,35,50,4,8,17,63,75,119,32,34,106,48,109,225,68,72,106,37,44,119,52,116,225,02:50:00,02:50:00,2,7,7,5,,,S0S1,GC88
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS004,QF,02:23:00,,F,3,M0HU,"7-5,2-6,7-5",S. Mochizuki,A. Popyrin,,,JPN,AUS,7-5,2-6,7-5,,,02:23:00,A,S. Mochizuki,A. Popyrin,JPN,AUS,,,259,/en/stats/leaderboard?page=serve,3,4,60,59,99,69,41,59,48,19,40,67,6,9,16,285,/en/stats/leaderboard?page=serve,2,21,72,71,98,76,54,71,37,10,27,57,4,7,16,61,60,99,35,34,98,48,94,197,65,64,98,39,39,99,52,103,197,02:23:00,02:23:00,,,,,,,M0HU,P09Z
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS005,QF,01:36:00,,F,2,KC56,"6-3,6-2",A. Karatsev,A. de Minaur,,,RUS,AUS,6-3,6-2,,,,01:36:00,A,A. Karatsev,A. de Minaur,RUS,AUS,,,288,/en/stats/leaderboard?page=serve,3,3,62,43,69,72,31,43,54,14,26,100,5,5,9,244,/en/stats/leaderboard?page=serve,1,3,63,30,48,67,20,30,50,9,18,40,2,5,8,65,45,69,40,19,48,55,64,117,60,29,48,35,24,69,45,53,117,01:36:00,01:36:00,,,,,,,KC56,DH58
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS006,QF,01:38:00,,F,2,S0S1,"7-6(7),6-3",B. Shelton,T. Paul,,,USA,USA,7-6(7),6-3,,,,01:38:00,A,B. Shelton,T. Paul,USA,USA,,,296,/en/stats/leaderboard?page=serve,5,14,58,42,73,81,34,42,58,18,31,86,6,7,11,278,/en/stats/leaderboard?page=serve,1,2,61,34,56,68,23,34,68,15,22,0,0,2,10,71,52,73,32,18,56,54,70,129,68,38,56,29,21,73,46,59,129,01:38:00,01:38:00,7,4,,,,,S0S1,PL56
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS007,QF,01:21:00,,F,2,GC88,"6-1,6-4",M. Giron,F. Auger-Aliassime,,,USA,CAN,6-1,6-4,,,,01:21:00,A,M. Giron,F. Auger-Aliassime,USA,CAN,,,281,/en/stats/leaderboard?page=serve,1,3,62,28,45,71,20,28,59,10,17,50,1,2,8,194,/en/stats/leaderboard?page=serve,5,4,52,28,54,68,19,28,31,8,26,38,3,8,9,67,30,45,50,27,54,58,57,99,50,27,54,33,15,45,42,42,99,01:21:00,01:21:00,,,,,,,GC88,AG37
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS008,R16,02:01:00,,F,3,M0HU,"0-6,6-4,7-6(7)",S. Mochizuki,T. Fritz,,,JPN,USA,0-6,6-4,7-6(7),,,02:01:00,A,S. Mochizuki,T. Fritz,JPN,USA,,,257,/en/stats/leaderboard?page=serve,3,5,61,58,95,69,40,58,54,20,37,56,5,9,14,275,/en/stats/leaderboard?page=serve,4,9,56,45,80,69,31,45,60,21,35,60,3,5,14,63,60,95,35,28,80,50,88,175,65,52,80,37,35,95,50,87,175,02:01:00,02:01:00,,,,,7,2,M0HU,FB98
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS009,R16,02:57:00,,F,3,P09Z,"4-6,7-6(7),6-2",A. Popyrin,C. Garin,,,AUS,CHI,4-6,7-6(7),6-2,,,02:57:00,A,A. Popyrin,C. Garin,AUS,CHI,,,278,/en/stats/leaderboard?page=serve,4,8,62,68,109,75,51,68,51,21,41,78,7,9,15,250,/en/stats/leaderboard?page=serve,9,3,59,69,117,65,45,69,52,25,48,67,6,9,15,66,72,109,40,47,117,53,119,226,60,70,117,34,37,109,47,107,226,02:57:00,02:57:00,,,7,3,,,P09Z,GD64
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS010,R16,01:29:00,,F,2,DH58,"6-0,7-5",A. de Minaur,D. Schwartzman,,,AUS,ARG,6-0,7-5,,,,01:29:00,A,A. de Minaur,D. Schwartzman,AUS,ARG,,,297,/en/stats/leaderboard?page=serve,1,3,65,31,48,71,22,31,71,12,17,0,0,1,9,197,/en/stats/leaderboard?page=serve,2,1,71,48,68,58,28,48,25,5,20,55,6,11,9,71,34,48,51,35,68,59,69,116,49,33,68,29,14,48,41,47,116,01:29:00,01:29:00,,,,,,,DH58,SM37
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS011,R16,01:21:00,,F,2,KC56,"6-3,6-4",A. Karatsev,Z. Zhang,,,RUS,CHN,6-3,6-4,,,,01:21:00,A,A. Karatsev,Z. Zhang,RUS,CHN,,,312,/en/stats/leaderboard?page=serve,5,4,49,24,49,96,23,24,68,17,25,0,0,0,10,254,/en/stats/leaderboard?page=serve,2,3,62,38,61,66,25,38,48,11,23,50,2,4,9,82,40,49,41,25,61,59,65,110,59,36,61,18,9,49,41,45,110,01:21:00,01:21:00,,,,,,,KC56,Z371
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS012,R16,01:16:00,,F,2,PL56,"6-4,6-2",T. Paul,M. McDonald,,,USA,USA,6-4,6-2,,,,01:16:00,A,T. Paul,M. McDonald,USA,USA,,,332,/en/stats/leaderboard?page=serve,2,6,54,22,41,95,21,22,79,15,19,0,0,0,9,247,/en/stats/leaderboard?page=serve,1,4,73,44,60,61,27,44,44,7,16,67,6,9,9,88,36,41,43,26,60,61,62,101,57,34,60,12,5,41,39,39,101,01:16:00,01:16:00,,,,,,,PL56,MK66
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS013,R16,02:50:00,,F,3,S0S1,"6-7(5),6-4,6-3",B. Shelton,J. Thompson,,,USA,AUS,6-7(5),6-4,6-3,,,02:50:00,A,B. Shelton,J. Thompson,USA,AUS,,,304,/en/stats/leaderboard?page=serve,4,13,65,62,96,81,50,62,56,19,34,50,1,2,16,264,/en/stats/leaderboard?page=serve,0,9,60,72,120,71,51,72,44,21,48,73,8,11,15,72,69,96,40,48,120,54,117,216,60,72,120,28,27,96,46,99,216,02:50:00,02:50:00,5,7,,,,,S0S1,TC61
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS014,R16,01:35:00,,F,2,AG37,"6-4,6-1",F. Auger-Aliassime,S. Ofner,,,CAN,AUT,6-4,6-1,,,,01:35:00,A,F. Auger-Aliassime,S. Ofner,CAN,AUT,,,251,/en/stats/leaderboard?page=serve,4,5,76,45,59,76,34,45,21,3,14,71,5,7,9,193,/en/stats/leaderboard?page=serve,3,4,57,41,72,56,23,41,42,13,31,69,11,16,8,63,37,59,50,36,72,56,73,131,50,36,72,37,22,59,44,58,131,01:35:00,01:35:00,,,,,,,AG37,O513
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS015,R16,01:21:00,,F,2,GC88,"6-3,6-4",M. Giron,C. Ruud,,,USA,NOR,6-3,6-4,,,,01:21:00,A,M. Giron,C. Ruud,USA,NOR,,,288,/en/stats/leaderboard?page=serve,0,9,72,38,53,79,30,38,40,6,15,0,0,1,9,233,/en/stats/leaderboard?page=serve,2,8,63,37,59,68,25,37,36,8,22,43,3,7,10,68,36,53,44,26,59,55,62,112,56,33,59,32,17,53,45,50,112,01:21:00,01:21:00,,,,,,,GC88,RH16
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS016,R32,01:20:00,,F,2,FB98,"6-4,6-3",T. Fritz,C. Norrie,,,USA,GBR,6-4,6-3,,,,01:20:00,A,T. Fritz,C. Norrie,USA,GBR,,,313,/en/stats/leaderboard?page=serve,1,13,64,34,53,79,27,34,68,13,19,67,2,3,10,236,/en/stats/leaderboard?page=serve,1,3,69,44,64,59,26,44,40,8,20,63,5,8,9,75,40,53,47,30,64,60,70,117,53,34,64,25,13,53,40,47,117,01:20:00,01:20:00,,,,,,,FB98,N771
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS017,R32,02:02:00,,F,2,M0HU,"6-4,7-6(7)",S. Mochizuki,T. Etcheverry,,,JPN,ARG,6-4,7-6(7),,,,02:02:00,A,S. Mochizuki,T. Etcheverry,JPN,ARG,,,283,/en/stats/leaderboard?page=serve,3,2,62,49,79,65,32,49,67,20,30,75,3,4,11,270,/en/stats/leaderboard?page=serve,3,4,68,50,73,72,36,50,48,11,23,75,6,8,11,66,52,79,36,26,73,51,78,152,64,47,73,34,27,79,49,74,152,02:02:00,02:02:00,,,7,5,,,M0HU,EA24
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS018,R32,02:17:00,,F,3,GD64,"6-4,3-6,6-3",C. Garin,S. Shimabukuro,,,CHI,JPN,6-4,3-6,6-3,,,02:17:00,A,C. Garin,S. Shimabukuro,CHI,JPN,,,277,/en/stats/leaderboard?page=serve,4,4,58,48,83,77,37,48,57,20,35,67,4,6,14,269,/en/stats/leaderboard?page=serve,0,8,64,64,100,69,44,64,50,18,36,57,4,7,14,69,57,83,38,38,100,52,95,183,62,62,100,31,26,83,48,88,183,02:17:00,02:17:00,,,,,,,GD64,SY67
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS019,R32,01:32:00,,F,2,P09Z,"6-4,6-2",A. Popyrin,K. Khachanov,,,AUS,RUS,6-4,6-2,,,,01:32:00,A,A. Popyrin,K. Khachanov,AUS,RUS,,,273,/en/stats/leaderboard?page=serve,2,11,63,45,71,78,35,45,35,9,26,88,7,8,9,224,/en/stats/leaderboard?page=serve,3,7,56,32,57,69,22,32,40,10,25,60,6,10,9,62,44,71,44,25,57,54,69,128,56,32,57,38,27,71,46,59,128,01:32:00,01:32:00,,,,,,,P09Z,KE29
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS020,R32,03:05:00,,F,3,DH58,"4-6,7-6(7),7-6(7)",A. de Minaur,J. Draper,,,AUS,GBR,4-6,7-6(7),7-6(7),,,03:05:00,A,A. de Minaur,J. Draper,AUS,GBR,,,265,/en/stats/leaderboard?page=serve,6,9,58,64,111,75,48,64,53,25,47,43,3,7,17,261,/en/stats/leaderboard?page=serve,0,7,58,67,116,73,49,67,41,20,49,50,3,6,17,66,73,111,41,47,116,53,120,227,59,69,116,34,38,111,47,107,227,03:05:00,03:05:00,,,7,4,7,1,DH58,D0CO
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS021,R32,01:20:00,,F,2,SM37,"6-4,6-1",D. Schwartzman,F. Cerundolo,,,ARG,ARG,6-4,6-1,,,,01:20:00,A,D. Schwartzman,F. Cerundolo,ARG,ARG,,,273,/en/stats/leaderboard?page=serve,1,1,72,39,54,64,25,39,60,9,15,71,5,7,9,174,/en/stats/leaderboard?page=serve,2,0,58,31,53,58,18,31,23,5,22,55,6,11,8,63,34,54,57,30,53,60,64,107,43,23,53,37,20,54,40,43,107,01:20:00,01:20:00,,,,,,,SM37,C0AU
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS022,R32,02:15:00,,F,3,Z371,"3-6,6-4,7-6(7)",Z. Zhang,H. Hurkacz,,,CHN,POL,3-6,6-4,7-6(7),,,02:15:00,A,Z. Zhang,H. Hurkacz,CHN,POL,,,273,/en/stats/leaderboard?page=serve,2,10,58,51,88,76,39,51,51,19,37,67,6,9,15,262,/en/stats/leaderboard?page=serve,1,5,63,67,106,70,47,67,44,17,39,50,3,6,16,66,58,88,40,42,106,52,100,194,60,64,106,34,30,88,48,94,194,02:15:00,02:15:00,,,,,7,4,Z371,HB71
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS023,R32,01:39:00,,F,2,KC56,"6-3,7-6(7)",A. Karatsev,F. Tiafoe,,,RUS,USA,6-3,7-6(7),,,,01:39:00,A,A. Karatsev,F. Tiafoe,RUS,USA,,,282,/en/stats/leaderboard?page=serve,5,10,63,52,82,71,37,52,53,16,30,83,5,6,11,260,/en/stats/leaderboard?page=serve,4,4,50,30,60,87,26,30,43,13,30,33,1,3,10,65,53,82,35,21,60,52,74,142,65,39,60,35,29,82,48,68,142,01:39:00,01:39:00,,,7,4,,,KC56,TD51
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS024,R32,02:09:00,,F,3,PL56,"3-6,6-1,6-3",T. Paul,D. Altmaier,,,USA,GER,3-6,6-1,6-3,,,02:09:00,A,T. Paul,D. Altmaier,USA,GER,,,275,/en/stats/leaderboard?page=serve,2,7,59,47,80,79,37,47,48,16,33,50,2,4,13,240,/en/stats/leaderboard?page=serve,2,5,71,65,91,62,40,65,38,10,26,56,5,9,12,66,53,80,45,41,91,55,94,171,55,50,91,34,27,80,45,77,171,02:09:00,02:09:00,,,,,,,PL56,AE14
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS025,R32,01:45:00,,F,2,MK66,"7-5,6-4",M. McDonald,M. Purcell,,,USA,AUS,7-5,6-4,,,,01:45:00,A,M. McDonald,M. Purcell,USA,AUS,,,280,/en/stats/leaderboard?page=serve,2,4,55,34,62,79,27,34,54,15,28,67,2,3,11,245,/en/stats/leaderboard?page=serve,3,11,61,50,82,70,35,50,34,11,32,70,7,10,11,68,42,62,44,36,82,54,78,144,56,46,82,32,20,62,46,66,144,01:45:00,01:45:00,,,,,,,MK66,PH71
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS026,R32,02:32:00,,F,3,S0S1,"3-6,6-4,7-6(7)",B. Shelton,T. Daniel,,,USA,JPN,3-6,6-4,7-6(7),,,02:32:00,A,B. Shelton,T. Daniel,USA,JPN,,,277,/en/stats/leaderboard?page=serve,7,5,67,60,90,73,44,60,53,16,30,50,2,4,15,278,/en/stats/leaderboard?page=serve,1,6,59,56,95,71,40,56,56,22,39,60,3,5,16,67,60,90,35,33,95,50,93,185,65,62,95,33,30,90,50,92,185,02:32:00,02:32:00,,,,,7,2,S0S1,DA81
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS027,R32,01:36:00,,F,2,TC61,"6-3,6-4",J. Thompson,A. Zverev,,,AUS,GER,6-3,6-4,,,,01:36:00,A,J. Thompson,A. Zverev,AUS,GER,,,288,/en/stats/leaderboard?page=serve,0,6,65,41,63,68,28,41,59,13,22,80,4,5,10,255,/en/stats/leaderboard?page=serve,3,2,66,35,53,63,22,35,61,11,18,50,3,6,9,65,41,63,38,20,53,53,61,116,62,33,53,35,22,63,47,55,116,01:36:00,01:36:00,,,,,,,TC61,Z355
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS028,R32,02:52:00,,F,3,AG37,"7-6(7),6-7(2),6-2",F. Auger-Aliassime,A. Vukic,,,CAN,AUS,7-6(7),6-7(2),6-2,,,02:52:00,A,F. Auger-Aliassime,A. Vukic,CAN,AUS,,,278,/en/stats/leaderboard?page=serve,6,13,63,62,99,73,45,62,54,20,37,57,4,7,16,240,/en/stats/leaderboard?page=serve,2,5,63,86,136,66,57,86,40,20,50,69,11,16,16,66,65,99,43,59,136,53,124,235,57,77,136,34,34,99,47,111,235,02:52:00,02:52:00,7,3,2,7,,,AG37,V832
329,2023,Tokyo,500,2023-10-16T00:00:00,2023-10-22T00:00:00,Hard,32,1857660,$,MS029,R32,02:48:00,,F,3,O513,"6-7(2),7-6(7),7-5",S. Ofner,C. O'Connell,,,AUT,AUS,6-7(2),7-6(7),7-5,,,02:48:00,A,S. Ofner,C. O'Connell,AUT,AUS,,,293,/en/stats/leaderboard?page=serve,1,17,58,67,116,82,55,67,49,24,49,60,3,5,18,266,/en/stats/leaderboard?page=serve,4,10,65,83,127,78,65,83,34,15,44,73,8,11,18,68,79,116,37,47,127,52,126,243,63,80,127,32,37,116,48,117,243,02:48:00,02:48:00,2,7,7,5,,,O513,O483
