event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS001,F,04:07:00,,F,5,R286,"6-7(5),7-5,5-7,7-6(7),6-2",M. Rios,M. Zabaleta,,,CHI,ARG,6-7(5),7-5,5-7,7-6(7),6-2,04:07:00,5,7,7,5,253,/en/stats/leaderboard?page=serve,6,5,62,112,182,64,72,112,57,40,70,60,12,20,28,225,/en/stats/leaderboard?page=serve,8,7,56,111,197,70,78,111,36,31,86,57,13,23,28,62,112,182,45,88,197,53,200,379,55,109,197,38,70,182,47,179,379,A,,,,,M. Rios,M. Zabaleta,R286,Z073,CHI,ARG,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS002,SF,01:30:00,,F,2,Z073,"7-5,6-2",M. Zabaleta,N. Lapentti,,,ARG,ECU,7-5,6-2,,,,01:30:00,,,,,310,/en/stats/leaderboard?page=serve,2,2,62,33,53,88,29,33,60,12,20,100,2,2,10,237,/en/stats/leaderboard?page=serve,1,2,53,39,74,67,26,39,46,16,35,73,8,11,10,77,41,53,43,32,74,57,73,127,57,42,74,23,12,53,43,54,127,A,,,,,M. Zabaleta,N. Lapentti,Z073,L290,ARG,ECU,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS003,SF,01:31:00,,F,2,R286,"6-4,7-6(7)",M. Rios,C. Moya,,,CHI,ESP,6-4,7-6(7),,,,01:31:00,,,,,271,/en/stats/leaderboard?page=serve,1,3,75,52,69,63,33,52,59,10,17,50,3,6,11,215,/en/stats/leaderboard?page=serve,3,0,49,40,81,45,18,40,61,25,41,50,4,8,11,62,43,69,47,38,81,54,81,150,53,43,81,38,26,69,46,69,150,A,7,4,,,M. Rios,C. Moya,R286,M605,CHI,ESP,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS004,QF,02:25:00,,F,3,L290,"6-4,6-7(6),6-2",N. Lapentti,A. Di Pasquale,,,ECU,FRA,6-4,6-7(6),6-2,,,02:25:00,,,,,266,/en/stats/leaderboard?page=serve,0,1,67,66,99,73,48,66,45,15,33,57,4,7,15,225,/en/stats/leaderboard?page=serve,6,0,66,73,111,60,44,73,45,17,38,50,6,12,15,64,63,99,45,50,111,54,113,210,55,61,111,36,36,99,46,97,210,A,6,8,,,N. Lapentti,A. Di Pasquale,L290,D357,ECU,FRA,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS005,QF,01:56:00,,F,3,Z073,"3-6,6-1,6-4",M. Zabaleta,T. Henman,,,ARG,GBR,3-6,6-1,6-4,,,01:56:00,,,,,261,/en/stats/leaderboard?page=serve,4,1,54,49,91,59,29,49,67,28,42,75,6,8,13,247,/en/stats/leaderboard?page=serve,1,3,66,50,76,64,32,50,46,12,26,56,5,9,13,63,57,91,42,32,76,53,89,167,58,44,76,37,34,91,47,78,167,A,,,,,M. Zabaleta,T. Henman,Z073,H336,ARG,GBR,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS006,QF,01:17:00,,F,2,R286,"6-4,6-4",M. Rios,T. Haas,,,CHI,GER,6-4,6-4,,,,01:17:00,,,,,273,/en/stats/leaderboard?page=serve,3,3,48,31,64,68,21,31,67,22,33,67,2,3,10,242,/en/stats/leaderboard?page=serve,2,2,58,36,62,64,23,36,50,13,26,40,2,5,10,67,43,64,42,26,62,55,69,126,58,36,62,33,21,64,45,57,126,A,,,,,M. Rios,T. Haas,R286,H355,CHI,GER,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS007,QF,01:00:00,,F,2,M605,"6-0,6-2",C. Moya,G. Kuerten,,,ESP,BRA,6-0,6-2,,,,01:00:00,,,,,255,/en/stats/leaderboard?page=serve,1,1,57,35,61,63,22,35,50,13,26,86,6,7,7,141,/en/stats/leaderboard?page=serve,2,1,52,23,44,57,13,23,19,4,21,40,4,10,7,57,35,61,61,27,44,59,62,105,39,17,44,43,26,61,41,43,105,A,,,,,C. Moya,G. Kuerten,M605,K293,ESP,BRA,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS008,R16,01:18:00,,F,2,L290,"6-4,6-0",N. Lapentti,H. Arazi,,,ECU,MAR,6-4,6-0,,,,01:18:00,,,,,257,/en/stats/leaderboard?page=serve,1,3,67,41,61,63,26,41,50,10,20,82,9,11,8,162,/en/stats/leaderboard?page=serve,4,1,55,36,65,44,16,36,41,12,29,50,6,12,8,59,36,61,57,37,65,58,73,126,43,28,65,41,25,61,42,53,126,A,,,,,N. Lapentti,H. Arazi,L290,A226,ECU,MAR,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS009,R16,01:39:00,,F,2,D357,"7-6(8),7-6(7)",A. Di Pasquale,J. Novak,,,FRA,CZE,7-6(8),7-6(7),,,,01:39:00,8,6,,,250,/en/stats/leaderboard?page=serve,4,0,67,60,90,65,39,60,47,14,30,0,0,3,12,246,/en/stats/leaderboard?page=serve,3,1,56,47,84,68,32,47,49,18,37,50,3,6,12,59,53,90,40,34,84,50,87,174,60,50,84,41,37,90,50,87,174,A,7,4,,,A. Di Pasquale,J. Novak,D357,N254,FRA,CZE,,
414,1999,ATP Masters 1000 Hamburg,1000,1999-05-03T00:00:00,1999-05-09T00:00:00,Clay,56,2200000,$,MS010,R16,01:16:00,,F,2,H336,"6-4,6-1",T. Henman,M. Puerta,,,GBR,ARG,6-4,6-1,,,,01:16:00,,,,,274,/en/stats/leaderboard?page=serve,2,6,56,28,50,82,23,28,45,10,22,67,2,3,8,203,/en/stats/leaderboard?page=serve,2,1,65,40,62,50,20,40,45,10,22,55,6,11,9,66,33,50,52,32,62,58,65,112,48,30,62,34,17,50,42,47,112,A,,,,,T. Henman,M. Puerta,H336,P372,GBR,ARG,,
